Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Machine_ID,Breakdown,Operating_Time_Minutes,Repair_Time_Minutes,Failure_Code,Planned_Time_Minutes,Run_Time_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Downtime_Minutes
M11154,MA1AB100000004154,WO14154,SUV Pro,GA-2,STN-03,2026-03-04 20:32,ENG-1032,SUP-012,EMP235,TL-007,,MC-101,No,468,0,,480,424,0.94,483,3,480,56
M11155,MA1AB100000004155,WO14155,Hatch Z,GA-2,STN-05,2026-03-04 20:33,ENG-1048,SUP-021,EMP378,TL-058,B,MC-103,No,424,0,,480,429,0.98,526,15,511,51
M11156,MA1AB100000004156,WO14156,Sedan X,GA-2,STN-03,2026-03-04 20:35,ENG-1245,SUP-032,EMP365,TL-025,A,MC-103,No,428,0,,480,435,0.93,452,9,443,45
M11157,MA1AB100000004157,WO14157,Sedan X,GA-1,STN-04,2026-03-04 20:36,ENG-1356,SUP-150,EMP305,TL-084,A,MC-104,No,422,0,,480,435,1.02,556,7,549,45
M11158,MA1AB100000004158,WO14158,SUV Pro,PAINT-1, stn-05 ,2026-03-04 20:37,ENG-1229,SUP-135,EMP366,TL-084,C,MC-105,No,447,0,,480,421,0.98,475,3,472,59
M11159,MA1AB100000004159,WO14159,Hatch Z,TRIM-1,STN-03,2026-03-04 20:38,ENG-1297,SUP-158,EMP329,TL-080,A,MC-105,No,444,0,,480,435,0.97,600,11,589,45
M11160,MA1AB100000004160,WO14160,SUV Pro,GA-2,Stn-03,2026-03-04 20:40,ENG-1069,SUP-028,EMP351,TL-016,A,MC-105,No,447,0,,480,462,1.01,467,12,455,18
M11161,MA1AB100000004161,WO14161,SUV Pro,TRIM-1,Stn-03,2026-03-04 20:41,ENG-1171,SUP-107,EMP282,TL-067,A,MC-103,No,439,0,,480,445,0.84,564,7,557,35
M11162,MA1AB100000004162,WO14162,Hatch Z,GA-1,STN-01,2026-03-04 20:42,ENG-1221,SUP-020,EMP352,TL-028,C,MC-104,No,472,0,,480,449,1.04,578,4,574,31
M11163,MA1AB100000004163,WO14163,SUV Pro,GA-2,STN-01,2026-03-04 20:43,ENG-1208,SUP-052,EMP148,TL-022,,MC-102,No,436,0,,480,470,0.9,597,13,584,10
M11164,MA1AB100000004164,WO14164,SUV Pro,PAINT-1,STN-04,2026-03-04 20:45,ENG-1418,SUP-046,EMP312,TL-014,,MC-103,No,446,0,,480,459,0.99,565,8,557,21
M11165,MA1AB100000004165,WO14165,Hatch Z,PAINT-1,STN-05,2026-03-04 20:46,ENG-1210,SUP-056,EMP349,TL-072,A,MC-104,No,445,0,,480,448,0.95,501,4,497,32
M11166,MA1AB100000004166,WO14166,Sedan X,GA-2,STN-05,2026-03-04 20:47,ENG-1436,SUP-177,EMP397,TL-075,A,MC-103,No,473,0,,480,456,0.84,519,5,514,24
M11167,MA1AB100000004167,WO14167,SUV Pro,GA-2, stn-05 ,2026-03-04 20:48,ENG-1024,SUP-030,EMP206,TL-083,A,MC-102,No,471,0,,480,426,0.93,580,2,578,54
M11168,MA1AB100000004168,WO14168,SUV Pro,GA-1,STN-04,2026-03-04 20:50,ENG-1252,SUP-090,EMP196,TL-088,B,MC-102,No,463,0,,480,423,1.05,520,13,507,57
M11169,MA1AB100000004169,WO14169,Sedan X,TRIM-1,STN-02,2026-03-04 20:51,ENG-1410,SUP-177,EMP199,TL-054,A,MC-104,No,461,0,,480,431,0.8,580,9,571,49
M11170,MA1AB100000004170,WO14170,Sedan X,GA-1,STN-04,2026-03-04 20:52,ENG-1314,SUP-135,EMP268,TL-035,A,MC-101,No,471,0,,480,472,0.87,562,2,560,8
M11171,MA1AB100000004171,WO14171,Sedan X,PAINT-1, stn-05 ,2026-03-04 20:53,ENG-1308,SUP-015,EMP224,TL-061,B,MC-102,No,430,0,,480,472,1.17,500,2,498,8
M11172,MA1AB100000004172,WO14172,Hatch Z,PAINT-1, stn-05 ,2026-03-04 20:55,ENG-1151,SUP-096,EMP364,TL-100,C,MC-102,No,456,0,,480,472,0.97,516,1,515,8
M11173,MA1AB100000004173,WO14173,Hatch Z,GA-2,STN-03,2026-03-04 20:56,ENG-1355,SUP-108,EMP220,TL-088,A,MC-102,No,463,0,,480,453,0.81,570,4,566,27
M11174,MA1AB100000004174,WO14174,Sedan X,TRIM-1,Stn-03,2026-03-04 20:57,ENG-1142,SUP-188,EMP211,TL-078,B,MC-102,No,451,0,,480,420,1.09,473,3,470,60
M11175,MA1AB100000004175,WO14175,Sedan X,PAINT-1,Stn-03,2026-03-04 20:58,ENG-1492,SUP-088,EMP154,TL-057,C,MC-101,No,462,0,,480,422,1.07,484,4,480,58
M11176,MA1AB100000004176,WO14176,Sedan X,GA-2,STN-03,2026-03-04 21:00,ENG-1285,SUP-018,EMP230,TL-064,,MC-105,No,469,0,,480,447,1.04,496,5,491,33
M11177,MA1AB100000004177,WO14177,Sedan X,GA-1,Stn-03,2026-03-04 21:01,ENG-1360,SUP-047,EMP196,TL-052,A,MC-105,Yes,447,48,F001,480,474,0.82,590,8,582,6
M11178,MA1AB100000004178,WO14178,Sedan X,TRIM-1,STN-02,2026-03-04 21:02,ENG-1292,SUP-154,EMP233,TL-046,C,MC-102,No,471,0,,480,470,1.2,511,8,503,10
M11179,MA1AB100000004179,WO14179,Sedan X,GA-2, stn-05 ,2026-03-04 21:03,ENG-1395,SUP-143,EMP228,TL-041,B,MC-101,No,452,0,,480,437,0.81,537,12,525,43
M11180,MA1AB100000004180,WO14180,Sedan X,PAINT-1,STN-04,2026-03-04 21:05,ENG-1111,SUP-199,EMP126,TL-078,B,MC-103,No,450,0,,480,446,1.06,519,11,508,34
M11181,MA1AB100000004181,WO14181,Sedan X,TRIM-1,STN-05,2026-03-04 21:06,ENG-1204,SUP-134,EMP272,TL-100,A,MC-101,No,474,0,,480,428,0.98,483,1,482,52
M11182,MA1AB100000004182,WO14182,Hatch Z,TRIM-1, stn-05 ,2026-03-04 21:07,ENG-1338,SUP-079,EMP285,TL-999,,MC-104,No,443,0,,480,475,1.14,466,6,460,5
M11183,MA1AB100000004183,WO14183,Sedan X,PAINT-1, stn-05 ,2026-03-04 21:08,ENG-1016,SUP-144,EMP190,TL-090,A,MC-103,No,431,0,,480,435,1.01,579,6,573,45
M11184,MA1AB100000004184,WO14184,SUV Pro,TRIM-1, stn-05 ,2026-03-04 21:10,ENG-1397,SUP-049,EMP268,TL-084,A,MC-105,No,454,0,,480,464,0.98,484,8,476,16
M11185,MA1AB100000004185,WO14185,SUV Pro,TRIM-1,STN-05,2026-03-04 21:11,ENG-1032,SUP-018,EMP205,TL-028,,MC-105,No,475,0,,480,469,1.09,489,15,474,11
M11186,MA1AB100000004186,WO14186,Sedan X,TRIM-1,STN-04,2026-03-04 21:12,ENG-1014,SUP-123,EMP169,TL-016,,MC-101,No,429,0,,480,462,0.83,593,5,588,18
M11187,MA1AB100000004187,WO14187,Hatch Z,GA-2, stn-05 ,2026-03-04 21:13,ENG-1150,SUP-003,EMP192,TL-040,B,MC-105,Yes,480,90,F003,480,443,1.09,557,4,553,37
M11188,MA1AB100000004188,WO14188,Hatch Z,GA-2, stn-05 ,2026-03-04 21:15,ENG-1087,SUP-189,EMP238,TL-013,B,MC-101,No,472,0,,480,477,1.16,457,13,444,3
M11189,MA1AB100000004189,WO14189,Sedan X,TRIM-1, stn-05 ,2026-03-04 21:16,ENG-1467,SUP-063,EMP194,TL-094,B,MC-101,No,475,0,,480,446,0.97,484,2,482,34
M11190,MA1AB100000004190,WO14190,SUV Pro,PAINT-1,STN-03,2026-03-04 21:17,ENG-1461,SUP-004,EMP148,TL-070,A,MC-101,No,423,0,,480,469,1.0,483,15,468,11
M11191,MA1AB100000004191,WO14191,Hatch Z,PAINT-1,STN-03,2026-03-04 21:18,ENG-1137,SUP-044,EMP251,TL-098,C,MC-101,No,422,0,,480,441,0.97,451,8,443,39
M11192,MA1AB100000004192,WO14192,Sedan X,GA-1,STN-02,2026-03-04 21:20,ENG-1354,SUP-072,EMP225,TL-097,C,MC-101,No,451,0,,480,457,0.96,537,1,536,23
M11193,MA1AB100000004193,WO14193,Sedan X,PAINT-1,STN-04,2026-03-04 21:21,ENG-1210,SUP-090,EMP146,TL-016,,MC-104,No,423,0,,480,467,1.05,504,11,493,13
M11194,MA1AB100000004194,WO14194,Hatch Z,GA-1,STN-03,2026-03-04 21:22,ENG-1213,SUP-071,EMP104,TL-079,C,MC-104,No,463,0,,480,423,1.03,532,11,521,57
M11195,MA1AB100000004195,WO14195,Sedan X,PAINT-1,STN-04,2026-03-04 21:23,ENG-1179,SUP-050,EMP376,TL-080,A,MC-104,No,447,0,,480,452,1.09,567,10,557,28
M11196,MA1AB100000004196,WO14196,Sedan X,TRIM-1,STN-01,2026-03-04 21:25,ENG-1163,SUP-080,EMP168,TL-039,C,MC-101,No,438,0,,480,449,1.06,536,8,528,31
M11197,MA1AB100000004197,WO14197,Sedan X,GA-1,STN-05,2026-03-04 21:26,ENG-1465,SUP-046,EMP297,TL-010,A,MC-105,No,421,0,,480,428,0.84,572,1,571,52
M11198,MA1AB100000004198,WO14198,Sedan X,GA-2,STN-03,2026-03-04 21:27,ENG-1196,SUP-082,EMP236,TL-024,B,MC-103,No,431,0,,480,464,1.11,471,13,458,16
M11199,MA1AB100000004199,WO14199,Sedan X,GA-2,STN-02,2026-03-04 21:28,ENG-1245,SUP-098,EMP295,TL-056,,MC-104,No,446,0,,480,478,1.02,598,12,586,2
M11200,MA1AB100000004200,WO14200,Hatch Z,GA-2,Stn-03,2026-03-04 21:30,ENG-1085,SUP-146,EMP277,TL-030,B,MC-102,Yes,440,53,F001,480,453,0.86,513,4,509,27
M11201,MA1AB100000004201,WO14201,Hatch Z,TRIM-1,STN-01,2026-03-04 21:31,ENG-1291,SUP-065,EMP147,TL-009,B,MC-102,No,442,0,,480,443,1.17,512,12,500,37
M11202,MA1AB100000004202,WO14202,Hatch Z,GA-1,Stn-03,2026-03-04 21:32,ENG-1318,SUP-060,EMP256,TL-017,C,MC-101,No,454,0,,480,457,0.89,568,0,568,23
M11203,MA1AB100000004203,WO14203,Hatch Z,GA-2,STN-03,2026-03-04 21:33,ENG-1001,SUP-097,EMP317,TL-087,B,MC-103,No,435,0,,480,423,1.1,468,4,464,57
M11204,MA1AB100000004204,WO14204,Hatch Z,GA-2,STN-03,2026-03-04 21:35,ENG-1209,SUP-049,EMP203,TL-039,B,MC-104,No,454,0,,480,442,0.94,529,9,520,38
M11205,MA1AB100000004205,WO14205,Sedan X,PAINT-1,STN-02,2026-03-04 21:36, eng-1001 ,SUP-121,EMP289,TL-014,,MC-101,No,466,0,,480,427,1.09,509,9,500,53
M11206,MA1AB100000004206,WO14206,SUV Pro,PAINT-1, stn-05 ,2026-03-04 21:37,ENG-1019,SUP-130,EMP322,TL-100,C,MC-105,No,451,0,,480,473,1.06,548,2,546,7
M11207,MA1AB100000004207,WO14207,SUV Pro,GA-2,STN-03,2026-03-04 21:38,ENG-1127,SUP-187,EMP387,TL-023,,MC-103,No,437,0,,480,475,0.84,465,13,452,5
M11208,MA1AB100000004208,WO14208,Hatch Z,GA-2,STN-05,2026-03-04 21:40,ENG-1168,SUP-088,EMP110,TL-058,C,MC-105,No,449,0,,480,435,1.04,527,15,512,45
M11209,MA1AB100000004209,WO14209,Sedan X,PAINT-1,Stn-03,2026-03-04 21:41,ENG-1426,SUP-006,EMP395,TL-045,B,MC-105,No,435,0,,480,460,1.06,590,9,581,20
M11210,MA1AB100000004210,WO14210,Hatch Z,PAINT-1,STN-05,2026-03-04 21:42,ENG-1139,SUP-123,EMP104,TL-032,,MC-102,No,477,0,,480,460,1.0,549,7,542,20
M11211,MA1AB100000004211,WO14211,Hatch Z,TRIM-1,STN-03,2026-03-04 21:43,ENG-1167,SUP-054,EMP265,TL-077,A,MC-104,No,466,0,,480,427,1.17,477,5,472,53
M11212,MA1AB100000004212,WO14212,SUV Pro,TRIM-1,STN-03,2026-03-04 21:45,ENG-1022,SUP-067,EMP334,TL-016,B,MC-101,No,456,0,,480,447,0.82,555,14,541,33
M11213,MA1AB100000004213,WO14213,Sedan X,GA-1,Stn-03,2026-03-04 21:46,ENG-1303,SUP-151,EMP274,TL-036,B,MC-105,No,424,0,,480,480,1.06,450,8,442,0
M11214,MA1AB100000004214,WO14214,Hatch Z,TRIM-1,STN-02,2026-03-04 21:47,ENG-1478,SUP-071,EMP245,TL-095,,MC-105,No,422,0,,480,429,0.84,582,7,575,51
M11215,MA1AB100000004215,WO14215,Hatch Z,TRIM-1,STN-05,2026-03-04 21:48,ENG-1492,SUP-112,EMP320,TL-058,C,MC-101,No,466,0,,480,471,1.0,524,5,519,9
M11216,MA1AB100000004216,WO14216,SUV Pro,GA-1,STN-04,2026-03-04 21:50,ENG-1358,SUP-028,EMP334,TL-090,A,MC-103,No,476,0,,480,421,0.86,589,5,584,59
M11217,MA1AB100000004217,WO14217,SUV Pro,GA-1,STN-01,2026-03-04 21:51,ENG-1433,SUP-067,EMP325,TL-011,A,MC-101,No,452,0,,480,443,1.14,454,5,449,37
M11218,MA1AB100000004218,WO14218,Sedan X,GA-2,Stn-03,2026-03-04 21:52,ENG-1268,,EMP233,TL-092,,MC-101,No,425,0,,480,428,0.94,521,9,512,52
M11219,MA1AB100000004219,WO14219,Sedan X,PAINT-1,STN-04,2026-03-04 21:53,ENG-1245,SUP-092,EMP314,TL-056,C,MC-104,No,460,0,,480,429,0.93,465,5,460,51
M11220,MA1AB100000004220,WO14220,Sedan X,PAINT-1,STN-01,2026-03-04 21:70,ENG-1277,SUP-187,EMP358,TL-055,A,MC-102,No,447,0,,480,438,0.87,521,9,512,42
M11221,MA1AB100000004221,WO14221,Hatch Z,GA-1,STN-04,2026-03-04 21:56,ENG-1251,SUP-170,EMP249,TL-034,B,MC-105,No,431,0,,480,421,1.04,502,13,489,59
M11222,MA1AB100000004222,WO14222,Sedan X,PAINT-1, stn-05 ,2026-03-04 21:57,ENG-1106,SUP-095,EMP322,TL-074,C,MC-102,No,436,0,,480,450,0.89,546,13,533,30
M11223,MA1AB100000004223,WO14223,Sedan X,PAINT-1,STN-03,2026-03-04 21:58,ENG-1388,SUP-005,EMP271,TL-999,,MC-103,No,467,0,,480,460,1.05,549,8,541,20
M11224,MA1AB100000004224,WO14224,SUV Pro,GA-2,STN-04,2026-03-04 22:00,ENG-1175,SUP-080,EMP123,TL-018,C,MC-105,No,473,0,,480,421,1.02,560,8,552,59
M11225,MA1AB100000004225,WO14225,Sedan X,TRIM-1,STN-01,2026-03-04 22:01,ENG-1241,SUP-180,EMP374,TL-076,B,MC-102,No,427,0,,480,450,0.84,512,5,507,30
M11226,MA1AB100000004226,WO14226,SUV Pro,TRIM-1,STN-01,2026-03-04 22:02,ENG-1153,SUP-009,EMP166,TL-043,A,MC-103,No,456,0,,480,424,0.86,543,11,532,56
M11227,MA1AB100000004227,WO14227,Hatch Z,GA-2,STN-05,2026-03-04 22:03,ENG-1165,SUP-181,EMP351,TL-055,B,MC-104,No,439,0,,480,468,0.85,508,13,495,12
M11228,MA1AB100000004228,WO14228,SUV Pro,PAINT-1,STN-05,2026-03-04 22:05,ENG-1404,SUP-019,EMP310,TL-098,B,MC-103,No,454,0,,480,470,0.82,472,11,461,10
M11229,MA1AB100000004229,WO14229,Hatch Z,PAINT-1,STN-05,2026-03-04 22:06,ENG-1125,SUP-195,EMP308,TL-072,A,MC-102,No,435,0,,480,457,1.07,456,6,450,23
M11230,MA1AB100000004230,WO14230,Hatch Z,TRIM-1,STN-02,2026-03-04 22:07,ENG-1165,SUP-132,EMP279,TL-029,A,MC-101,No,423,0,,480,447,1.01,474,8,466,33
M11231,MA1AB100000004231,WO14231,Hatch Z,GA-1,STN-01,2026-03-04 22:08,ENG-1394,SUP-021,EMP172,TL-057,,MC-105,No,450,0,,480,425,1.05,530,1,529,55
M11232,MA1AB100000004232,WO14232,Hatch Z,PAINT-1,STN-01,2026-03-04 22:10,ENG-1495,SUP-157,EMP206,TL-001,C,MC-104,No,479,0,,480,450,1.03,501,4,497,30
M11233,MA1AB100000004233,WO14233,Hatch Z,PAINT-1,STN-02,2026-03-04 22:11,ENG-1464,SUP-182,EMP350,TL-059,C,MC-102,No,467,0,,480,454,1.13,502,7,495,26
M11234,MA1AB100000004234,WO14234,Hatch Z,TRIM-1,Stn-03,2026-03-04 22:12,ENG-1243,SUP-013,EMP210,TL-050,C,MC-104,No,431,0,,480,458,1.07,490,2,488,22
M11235,MA1AB100000004235,WO14235,SUV Pro,GA-2,STN-01,2026-03-04 22:13,ENG-1484,SUP-050,EMP316,TL-028,C,MC-103,No,462,0,,480,452,1.18,565,13,552,28
M11236,MA1AB100000004236,WO14236,SUV Pro,PAINT-1,STN-02,2026-03-04 22:15,ENG-1321,SUP-153,EMP232,TL-052,,MC-102,Yes,445,38,F003,480,426,1.07,540,6,534,54
M11237,MA1AB100000004237,WO14237,Hatch Z,GA-2,STN-02,2026-03-04 22:16,ENG-1053,SUP-138,EMP136,TL-087,B,MC-101,No,446,0,,480,428,1.09,526,2,524,52
M11238,MA1AB100000004238,WO14238,Sedan X,GA-2,STN-03,2026-03-04 22:17,ENG-1225,SUP-174,EMP315,TL-012,,MC-101,No,470,0,,480,454,1.02,582,15,567,26
M11239,MA1AB100000004239,WO14239,Hatch Z,GA-1,STN-04,2026-03-04 22:18,ENG-1451,SUP-057,EMP163,TL-058,C,MC-101,No,428,0,,480,474,0.85,561,7,554,6
M11240,MA1AB100000004240,WO14240,SUV Pro,PAINT-1,STN-04,2026-03-04 22:20,ENG-1236,SUP-110,EMP188,TL-087,,MC-101,No,449,0,,480,463,1.02,542,12,530,17
M11241,MA1AB100000004241,WO14241,Sedan X,TRIM-1,STN-02,2026-03-04 22:21,ENG-1482,SUP-101,EMP327,TL-069,C,MC-105,No,460,0,,480,465,0.9,558,10,548,15
M11242,MA1AB100000004242,WO14242,Hatch Z,GA-1,STN-05,2026-03-04 22:22,ENG-1314,SUP-142,EMP350,TL-064,C,MC-104,No,434,0,,480,480,0.97,452,9,443,0
M11243,MA1AB100000004243,WO14243,SUV Pro,PAINT-1,STN-05,2026-03-04 22:23,ENG-1139,SUP-176,EMP246,TL-084,B,MC-102,No,465,0,,480,445,1.04,559,11,548,35
M11244,MA1AB100000004244,WO14244,SUV Pro,PAINT-1,STN-02,2026-03-04 22:25,ENG-1300,SUP-091,EMP197,TL-058,,MC-101,No,424,0,,480,461,0.87,589,0,589,19
M11245,MA1AB100000004245,WO14245,SUV Pro,GA-1,Stn-03,2026-03-04 22:26,ENG-1401,SUP-062,EMP343,TL-050,,MC-105,No,466,0,,480,458,0.93,464,5,459,22
M11246,MA1AB100000004246,WO14246,SUV Pro,TRIM-1,STN-03,2026-03-04 22:27,ENG-1012,SUP-068,EMP176,TL-003,,MC-101,No,472,0,,480,454,1.12,478,6,472,26
M11247,MA1AB100000004247,WO14247,SUV Pro,TRIM-1,STN-03,2026-03-04 22:28,ENG-1041,SUP-079,EMP327,TL-045,B,MC-101,No,446,0,,480,480,1.14,546,3,543,0
M11248,MA1AB100000004248,WO14248,SUV Pro,GA-1,STN-01,2026-03-04 22:30,ENG-1162,SUP-194,EMP341,TL-099,B,MC-103,No,441,0,,480,446,1.1,570,0,570,34
M11249,MA1AB100000004249,WO14249,Hatch Z,GA-2,STN-01,2026-03-04 22:31,ENG-1318,SUP-151,EMP129,TL-999,A,MC-102,No,450,0,,480,435,0.87,568,8,560,45
M11250,MA1AB100000004250,WO14250,Hatch Z,GA-1,STN-05,2026-03-04 22:32,ENG-1435,SUP-072,EMP117,TL-053,C,MC-104,No,420,0,,480,478,0.95,455,15,440,2
M11251,MA1AB100000004251,WO14251,SUV Pro,PAINT-1, stn-05 ,2026-03-04 22:33,ENG-1259,SUP-039,EMP223,TL-096,C,MC-103,No,440,0,,480,453,1.14,473,13,460,27
M11252,MA1AB100000004252,WO14252,Hatch Z,PAINT-1,STN-03,2026-03-04 22:35,ENG-1125,SUP-135,EMP270,TL-084,,MC-103,No,448,0,,480,444,1.14,462,15,447,36
M11253,MA1AB100000004253,WO14253,SUV Pro,GA-2,STN-03,2026-03-04 22:36,ENG-1488,SUP-047,EMP202,TL-087,B,MC-104,No,474,0,,480,450,1.06,578,9,569,30
M11254,MA1AB100000004254,WO14254,SUV Pro,TRIM-1,STN-01,2026-03-04 22:37,ENG-1323,SUP-175,EMP106,TL-005,C,MC-101,No,433,0,,480,473,1.16,531,15,516,7
M11255,MA1AB100000004255,WO14255,SUV Pro,GA-1,Stn-03,2026-03-04 22:38,ENG-1292,SUP-189,EMP140,TL-009,A,MC-101,No,430,0,,480,466,1.16,487,12,475,14
M11256,MA1AB100000004256,WO14256,Hatch Z,GA-2,Stn-03,2026-03-04 22:40,ENG-1157,SUP-150,EMP285,TL-054,A,MC-102,No,436,0,,480,440,1.12,582,5,577,40
M11257,MA1AB100000004257,WO14257,Sedan X,TRIM-1,Stn-03,2026-03-04 22:41,ENG-1160,SUP-021,EMP144,TL-071,A,MC-101,No,462,0,,480,448,1.17,533,11,522,32
M11258,MA1AB100000004258,WO14258,Hatch Z,PAINT-1,STN-05,2026-03-04 22:42,ENG-1110,SUP-192,EMP329,TL-999,C,MC-103,No,425,0,,480,427,0.97,495,3,492,53
M11259,MA1AB100000004259,WO14259,SUV Pro,TRIM-1,STN-01,2026-03-04 22:43,ENG-1159,SUP-187,EMP256,TL-061,,MC-103,No,455,0,,480,424,1.15,570,8,562,56
M11260,MA1AB100000004260,WO14260,SUV Pro,GA-1,STN-05,2026-03-04 22:45,ENG-1329,SUP-196,EMP309,TL-066,,MC-103,No,425,0,,480,433,0.86,460,1,459,47
M11261,MA1AB100000004261,WO14261,Hatch Z,GA-1,STN-03,2026-03-04 22:46,ENG-1368,SUP-119,EMP398,TL-053,,MC-104,No,453,0,,480,457,1.03,591,7,584,23
M11262,MA1AB100000004262,WO14262,Hatch Z,TRIM-1,STN-05,2026-03-04 22:47,ENG-1453,SUP-038,EMP108,TL-095,C,MC-101,No,438,0,,480,459,1.05,537,7,530,21
M11263,MA1AB100000004263,WO14263,Hatch Z,GA-2,STN-03,2026-03-04 22:48,ENG-1206,SUP-088,EMP291,TL-003,A,MC-101,No,448,0,,480,475,0.99,503,14,489,5
M11264,MA1AB100000004264,WO14264,SUV Pro,GA-2, stn-05 ,2026-03-04 22:50,ENG-1119,SUP-178,EMP218,TL-001,B,MC-101,No,421,0,,480,464,0.91,481,13,468,16
M11265,MA1AB100000004265,WO14265,Hatch Z,GA-2,STN-04,2026-03-04 22:51,ENG-1216,SUP-074,EMP108,TL-041,C,MC-101,No,457,0,,480,443,1.06,484,13,471,37
M11266,MA1AB100000004266,WO14266,SUV Pro,GA-2,STN-05,2026-03-04 22:52,ENG-1273,SUP-109,EMP189,TL-020,A,MC-102,No,442,0,,480,426,1.0,590,12,578,54
M11267,MA1AB100000004267,WO14267,SUV Pro,GA-1,STN-03,2026-03-04 22:53,ENG-1034,SUP-056,EMP145,TL-069,,MC-102,No,446,0,,480,426,1.03,508,8,500,54
M11268,MA1AB100000004268,WO14268,SUV Pro,GA-1,STN-03,2026-03-04 22:55,ENG-1248,SUP-079,EMP330,TL-032,B,MC-103,No,421,0,,480,442,1.1,542,15,527,38
M11269,MA1AB100000004269,WO14269,Hatch Z,GA-1,STN-03,2026-03-04 22:56,ENG-1232,SUP-188,EMP356,TL-044,B,MC-103,No,438,0,,480,426,1.0,497,9,488,54
M11270,MA1AB100000004270,WO14270,SUV Pro,TRIM-1,STN-03,2026-03-04 22:57,ENG-1442,SUP-078,EMP165,TL-001,B,MC-104,No,451,0,,480,476,0.99,468,8,460,4
M11271,MA1AB100000004271,WO14271,SUV Pro,PAINT-1,STN-03,2026-03-04 22:58,ENG-1052,SUP-005,EMP185,TL-093,B,MC-105,No,444,0,,480,478,1.1,569,2,567,2
M11272,MA1AB100000004272,WO14272,Hatch Z,TRIM-1, stn-05 ,2026-03-04 23:00,ENG-1115,SUP-092,EMP142,TL-069,,MC-103,No,428,0,,480,432,1.15,549,0,549,48
M11273,MA1AB100000004273,WO14273,SUV Pro,PAINT-1,Stn-03,2026-03-04 23:01,ENG-1442,SUP-128,EMP345,TL-039,A,MC-101,No,480,0,,480,427,1.1,586,7,579,53
M11274,MA1AB100000004274,WO14274,Sedan X,GA-1,STN-02,2026-03-04 23:02,ENG-1470,SUP-094,EMP139,TL-065,B,MC-103,No,426,0,,480,464,1.14,538,4,534,16
M11275,MA1AB100000004275,WO14275,Sedan X,GA-2,STN-03,2026-03-04 23:03,ENG-1263,SUP-096,EMP200,TL-035,,MC-103,No,433,0,,480,461,1.08,578,7,571,19
M11276,MA1AB100000004276,WO14276,SUV Pro,GA-1,STN-03,2026-03-04 23:05,ENG-1107,SUP-160,EMP369,TL-100,C,MC-102,No,456,0,,480,457,1.19,598,8,590,23
M11277,MA1AB100000004277,WO14277,Hatch Z,GA-2, stn-05 ,2026-03-04 23:06,ENG-1060,SUP-126,EMP381,TL-078,C,MC-101,No,475,0,,480,425,0.9,532,7,525,55
M11278,MA1AB100000004278,WO14278,SUV Pro,GA-1,Stn-03,2026-03-04 23:07,ENG-1295,SUP-134,EMP255,TL-091,A,MC-104,No,469,0,,480,420,0.86,527,11,516,60
M11279,MA1AB100000004279,WO14279,Sedan X,TRIM-1,STN-03,2026-03-04 23:08,ENG-1184,SUP-133,EMP156,TL-049,,MC-104,No,445,0,,480,452,0.87,588,0,588,28
M11280,MA1AB100000004280,WO14280,SUV Pro,GA-2,STN-02,2026-03-04 23:10,ENG-1275,SUP-053,EMP149,TL-076,B,MC-104,No,442,0,,480,447,1.08,524,2,522,33
M11281,MA1AB100000004281,WO14281,SUV Pro,GA-1,STN-05,2026-03-04 23:11,ENG-1456,SUP-184,EMP121,TL-094,A,MC-103,No,446,0,,480,478,0.84,566,1,565,2
M11282,MA1AB100000004282,WO14282,Sedan X,GA-1,Stn-03,2026-03-04 23:12,ENG-1132,SUP-099,EMP196,TL-034,B,MC-104,No,437,0,,480,435,0.82,482,1,481,45
M11283,MA1AB100000004283,WO14283,Hatch Z,GA-2,STN-03,2026-03-04 23:13,ENG-1468,SUP-041,EMP152,TL-089,C,MC-104,No,443,0,,480,425,1.16,499,6,493,55
M11284,MA1AB100000004284,WO14284,Hatch Z,TRIM-1, stn-05 ,2026-03-04 23:15,ENG-1430,SUP-062,EMP126,TL-076,A,MC-104,No,462,0,,480,439,1.02,581,7,574,41
M11285,MA1AB100000004285,WO14285,Sedan X,GA-1,STN-05,2026-03-04 23:16,ENG-1160,SUP-040,EMP341,TL-025,C,MC-102,No,460,0,,480,451,0.82,514,2,512,29
M11286,MA1AB100000004286,WO14286,Sedan X,GA-1,STN-03,2026-03-04 23:17,ENG-1370,SUP-103,EMP145,TL-026,B,MC-101,No,440,0,,480,459,1.0,530,9,521,21
M11287,MA1AB100000004287,WO14287,Sedan X,PAINT-1, stn-05 ,2026-03-04 23:18,ENG-1182,SUP-093,EMP200,TL-007,A,MC-102,No,454,0,,480,423,0.99,531,15,516,57
M11288,MA1AB100000004288,WO14288,SUV Pro,GA-2,STN-01,2026-03-04 23:20,ENG-1097,SUP-016,EMP257,TL-038,A,MC-101,No,474,0,,480,456,0.81,530,8,522,24
M11289,MA1AB100000004289,WO14289,SUV Pro,TRIM-1,STN-05,2026-03-04 23:21,ENG-1045,SUP-172,EMP151,TL-007,,MC-102,No,468,0,,480,447,1.0,588,13,575,33
