Supplier_Code,Supplier_Name,Part_Number,VIN,Claim_ID,Failure_Code,Warranty_Cost,Claim_Status
SUP-013,Auto Supplier 13,ENG-1372,MA1AB100000003894,,,,
SUP-194,Auto Supplier 194,ENG-1231,MA1AB100000003895,,,,
SUP-037,Auto Supplier 37,ENG-1162,MA1AB100000003896,,,,
SUP-018,Auto Supplier 18,ENG-1286,MA1AB100000003897,,,,
SUP-006,Auto Supplier 6,ENG-1325,MA1AB100000003898,,,,
SUP-042,Auto Supplier 42,ENG-1314,MA1AB100000003899,,,,
SUP-128,Auto Supplier 128,ENG-1428,MA1AB100000003900,,,,
SUP-062,Auto Supplier 62,ENG-1094,MA1AB100000003901,,,,
SUP-197,Auto Supplier 197,ENG-1002,MA1AB100000003902,,,,
SUP-185,Auto Supplier 185,ENG-1056,MA1AB100000003903,,,,
SUP-087,Auto Supplier 87,ENG-1273,MA1AB100000003904,,,,
SUP-128,Auto Supplier 128,ENG-1089,MA1AB100000003905,,,,
SUP-116,Auto Supplier 116,ENG-1188,MA1AB100000003906,,,,
SUP-087,Auto Supplier 87,ENG-1406,MA1AB100000003907,,,,
SUP-138,Auto Supplier 138,ENG-1327,MA1AB100000003908,,,,
SUP-036,Auto Supplier 36,ENG-1010,MA1AB100000003909,,,,
SUP-026,Auto Supplier 26,ENG-1080,MA1AB100000003910,,,,
SUP-007,Auto Supplier 7,ENG-1067,MA1AB100000003911,,,,
SUP-176,Auto Supplier 176,ENG-1183,MA1AB100000003912,,,,
SUP-122,Auto Supplier 122,ENG-1107,MA1AB100000003913,,,,
SUP-056,Auto Supplier 56,ENG-1016,MA1AB100000003914,,,,
SUP-137,Auto Supplier 137, eng-1001 ,MA1AB100000003915,,,,
SUP-172,Auto Supplier 172,ENG-1048,MA1AB100000003916,,,,
SUP-055,Auto Supplier 55,ENG-1124,MA1AB100000003917,,,,
SUP-016,Auto Supplier 16,ENG-1309,MA1AB100000003918,,,,
SUP-097,Auto Supplier 97,ENG-1050,MA1AB100000003919,,,,
SUP-017,Auto Supplier 17,ENG-1252,MA1AB100000003920,,,,
SUP-116,Auto Supplier 116,ENG-1372,MA1AB100000003921,,,,
SUP-200,Auto Supplier 200,ENG-1406,MA1AB100000003922,,,,
SUP-099,Auto Supplier 99,ENG-1492,MA1AB100000003923,,,,
SUP-113,Auto Supplier 113,ENG-1148,MA1AB100000003924,,,,
SUP-194,Auto Supplier 194,ENG-1151,MA1AB100000003925,,,,
SUP-108,Auto Supplier 108,ENG-1219,MA1AB100000003926,,,,
SUP-166,Auto Supplier 166,ENG-1241,MA1AB100000003927,,,,
SUP-180,Auto Supplier 180,ENG-1044,MA1AB100000003928,,,,
SUP-160,Auto Supplier 160,ENG-1369,MA1AB100000003929,,,,
SUP-101,Auto Supplier 101,ENG-1058,MA1AB100000003930,,,,
SUP-123,Auto Supplier 123,ENG-1422,MA1AB100000003931,,,,
SUP-176,Auto Supplier 176,ENG-1101,MA1AB100000003932,,,,
SUP-036,Auto Supplier 36,ENG-1444,MA1AB100000003933,,,,
SUP-128,Auto Supplier 128,ENG-1112,MA1AB100000003934,,,,
SUP-011,Auto Supplier 11,ENG-1011,MA1AB100000003935,,,,
SUP-063,Auto Supplier 63,ENG-1465,MA1AB100000003936,,,,
SUP-067,Auto Supplier 67,ENG-1073,MA1AB100000003937,,,,
SUP-123,Auto Supplier 123,ENG-1497,MA1AB100000003938,,,,
SUP-052,Auto Supplier 52,ENG-1283,MA1AB100000003939,,,,
SUP-054,Auto Supplier 54,ENG-1458,MA1AB100000003940,,,,
SUP-171,Auto Supplier 171,ENG-1140,MA1AB100000003941,,,,
SUP-048,Auto Supplier 48,ENG-1149,MA1AB100000003942,,,,
SUP-125,Auto Supplier 125,ENG-1073,MA1AB100000003943,,,,
SUP-064,Auto Supplier 64,ENG-1465,MA1AB100000003944,,,,
SUP-106,Auto Supplier 106,ENG-1240,MA1AB100000003945,,,,
SUP-041,Auto Supplier 41,ENG-1218,MA1AB100000003946,,,,
SUP-006,Auto Supplier 6,ENG-1061,MA1AB100000003947,,,,
SUP-034,Auto Supplier 34,ENG-1296,MA1AB100000003948,,,,
SUP-037,Auto Supplier 37,ENG-1056,MA1AB100000003949,,,,
SUP-046,Auto Supplier 46,ENG-1252,MA1AB100000003950,,,,
SUP-150,Auto Supplier 150,ENG-1225,MA1AB100000003951,,,,
SUP-029,Auto Supplier 29,ENG-1294,MA1AB100000003952,,,,
SUP-051,Auto Supplier 51,ENG-1403,MA1AB100000003953,,,,
SUP-089,Auto Supplier 89,ENG-1466,MA1AB100000003954,,,,
SUP-134,Auto Supplier 134,ENG-1442,MA1AB100000003955,,,,
SUP-167,Auto Supplier 167,ENG-1117,MA1AB100000003956,,,,
SUP-037,Auto Supplier 37,ENG-1348,MA1AB100000003957,,,,
SUP-146,Auto Supplier 146,ENG-1028,MA1AB100000003958,,,,
SUP-197,Auto Supplier 197,ENG-1204,MA1AB100000003959,,,,
SUP-172,Auto Supplier 172,ENG-1112,MA1AB100000003960,,,,
SUP-036,Auto Supplier 36,ENG-1034,MA1AB100000003961,,,,
SUP-069,Auto Supplier 69,ENG-1470,MA1AB100000003962,,,,
SUP-055,Auto Supplier 55,ENG-1385,MA1AB100000003963,,,,
SUP-155,Auto Supplier 155,ENG-1276,MA1AB100000003964,,,,
SUP-086,Auto Supplier 86,ENG-1004,MA1AB100000003965,,,,
SUP-095,Auto Supplier 95,ENG-1287,MA1AB100000003966,,,,
SUP-160,Auto Supplier 160,ENG-1133,MA1AB100000003967,,,,
SUP-168,Auto Supplier 168,ENG-1025,MA1AB100000003968,,,,
SUP-122,Auto Supplier 122,ENG-1056,MA1AB100000003969,,,,
SUP-135,Auto Supplier 135,ENG-1487,MA1AB100000003970,,,,
SUP-016,Auto Supplier 16,ENG-1034,MA1AB100000003971,,,,
SUP-099,Auto Supplier 99,ENG-1207,MA1AB100000003972,,,,
SUP-049,Auto Supplier 49,ENG-1169,MA1AB100000003973,,,,
SUP-118,Auto Supplier 118,ENG-1158,MA1AB100000003974,,,,
SUP-004,Auto Supplier 4,ENG-1327,MA1AB100000003975,,,,
SUP-125,Auto Supplier 125,ENG-1056,MA1AB100000003976,,,,
SUP-040,Auto Supplier 40,ENG-1019,MA1AB100000003977,,,,
SUP-027,Auto Supplier 27,ENG-1359,MA1AB100000003978,,,,
SUP-133,Auto Supplier 133,ENG-1409,MA1AB100000003979,,,,
SUP-099,Auto Supplier 99,ENG-1425,MA1AB100000003980,,,,
SUP-017,Auto Supplier 17,ENG-1211,MA1AB100000003981,,,,
SUP-096,Auto Supplier 96,ENG-1106,MA1AB100000003982,,,,
SUP-109,Auto Supplier 109,ENG-1178,MA1AB100000003983,,,,
SUP-062,Auto Supplier 62,ENG-1186,MA1AB100000003984,,,,
SUP-169,Auto Supplier 169,ENG-1204,MA1AB100000003985,,,,
SUP-012,Auto Supplier 12,ENG-1286,MA1AB100000003986,,,,
SUP-141,Auto Supplier 141,ENG-1219,MA1AB100000003987,,,,
SUP-132,Auto Supplier 132,ENG-1077,MA1AB100000003988,,,,
SUP-099,Auto Supplier 99,ENG-1386,MA1AB100000003989,,,,
SUP-095,Auto Supplier 95,ENG-1326,MA1AB100000003990,,,,
SUP-028,Auto Supplier 28,ENG-1218,MA1AB100000003991,,,,
SUP-145,Auto Supplier 145,ENG-1469,MA1AB100000003992,,,,
SUP-058,Auto Supplier 58,ENG-1424,MA1AB100000003993,,,,
SUP-192,Auto Supplier 192,ENG-1233,MA1AB100000003994,,,,
SUP-188,Auto Supplier 188,ENG-1354,MA1AB100000003995,,,,
,,ENG-1308,XX1 2 3 4,,,,
SUP-037,Auto Supplier 37,ENG-1024,MA1AB100000003997,,,,
SUP-174,Auto Supplier 174,ENG-1110,MA1AB100000003998,,,,
SUP-194,Auto Supplier 194,ENG-1048,MA1AB100000003999,,,,
SUP-157,Auto Supplier 157,ENG-1363,MA1AB100000004000,,,,
SUP-011,Auto Supplier 11,ENG-1151,MA1AB100000004001,,,,
SUP-005,Auto Supplier 5,ENG-1136,MA1AB100000004002,,,,
SUP-073,Auto Supplier 73,ENG-1429,MA1AB100000004003,,,,
SUP-118,Auto Supplier 118,ENG-1399,MA1AB100000004004,,,,
SUP-195,Auto Supplier 195,ENG-1038,MA1AB100000004005,,,,
SUP-073,Auto Supplier 73,ENG-1354,MA1AB100000004006,,,,
SUP-086,Auto Supplier 86,ENG-1058,MA1AB100000004007,,,,
SUP-180,Auto Supplier 180,ENG-1381,MA1AB100000004008,,,,
SUP-008,Auto Supplier 8,ENG-1004,MA1AB100000004009,,,,
SUP-184,Auto Supplier 184,ENG-1292,MA1AB100000004010,,,,
SUP-143,Auto Supplier 143,ENG-1233,MA1AB100000004011,,,,
SUP-023,Auto Supplier 23,ENG-1251,MA1AB100000004012,,,,
SUP-024,Auto Supplier 24,ENG-1291,MA1AB100000004013,,,,
SUP-073,Auto Supplier 73,ENG-1198,MA1AB100000004014,,,,
SUP-036,Auto Supplier 36,ENG-1354,MA1AB100000004015,,,,
SUP-138,Auto Supplier 138,ENG-1201,MA1AB100000004016,,,,
SUP-075,Auto Supplier 75,ENG-1065,MA1AB100000004017,,,,
SUP-101,Auto Supplier 101,ENG-1279,MA1AB100000004018,,,,
SUP-082,Auto Supplier 82,ENG-1008,MA1AB100000004019,,,,
SUP-037,Auto Supplier 37,ENG-1106,MA1AB100000004020,,,,
SUP-166,Auto Supplier 166,ENG-1029,MA1AB100000004021,,,,
SUP-183,Auto Supplier 183,ENG-1306,MA1AB100000004022,,,,
SUP-151,Auto Supplier 151,ENG-1019,MA1AB100000004023,,,,
SUP-187,Auto Supplier 187,ENG-1058,MA1AB100000004024,,,,
SUP-072,Auto Supplier 72,ENG-1357,MA1AB100000004025,,,,
SUP-059,Auto Supplier 59,ENG-1378,MA1AB100000004026,,,,
SUP-023,Auto Supplier 23,ENG-1217,MA1AB100000004027,,,,
SUP-165,Auto Supplier 165,ENG-1469,MA1AB100000004028,,,,
SUP-110,Auto Supplier 110,ENG-1325,MA1AB100000004029,,,,
SUP-179,Auto Supplier 179,ENG-1234,MA1AB100000004030,,,,
SUP-019,Auto Supplier 19,ENG-1112,MA1AB100000004031,,,,
SUP-190,Auto Supplier 190,ENG-1399,MA1AB100000004032,,,,
SUP-159,Auto Supplier 159,ENG-1229,MA1AB100000004033,,,,
SUP-036,Auto Supplier 36,ENG-1157,MA1AB100000004034,,,,
SUP-092,Auto Supplier 92,ENG-1442,MA1AB100000004035,,,,
SUP-177,Auto Supplier 177,ENG-1245,MA1AB100000004036,,,,
SUP-033,Auto Supplier 33,ENG-1459,MA1AB100000004037,,,,
SUP-135,Auto Supplier 135,ENG-1278,MA1AB100000004038,,,,
SUP-164,Auto Supplier 164,ENG-1400,MA1AB100000004039,,,,
SUP-111,Auto Supplier 111,ENG-1217,MA1AB100000004040,,,,
SUP-102,Auto Supplier 102,ENG-1329,MA1AB100000004041,,,,
SUP-165,Auto Supplier 165,ENG-1469,MA1AB100000004042,,,,
SUP-062,Auto Supplier 62,ENG-1298,MA1AB100000004043,,,,
SUP-123,Auto Supplier 123,ENG-1318,MA1AB100000004044,,,,
SUP-127,Auto Supplier 127,ENG-1428,MA1AB100000004045,,,,
SUP-190,Auto Supplier 190,ENG-1189,MA1AB100000004046,,,,
SUP-075,Auto Supplier 75,ENG-1481,MA1AB100000004047,,,,
SUP-142,Auto Supplier 142,ENG-1247,MA1AB100000004048,,,,
SUP-090,Auto Supplier 90,ENG-1202,MA1AB100000004049,,,,
SUP-135,Auto Supplier 135,ENG-1157,MA1AB100000004050,,,,
SUP-002,Auto Supplier 2,ENG-1022,MA1AB100000004051,,,,
SUP-115,Auto Supplier 115,ENG-1485,MA1AB100000004052,,,,
SUP-060,Auto Supplier 60,ENG-1320,MA1AB100000004053,,,,
SUP-027,Auto Supplier 27,ENG-1063,MA1AB100000004054,,,,
SUP-010,Auto Supplier 10,ENG-1320,MA1AB100000004055,,,,
SUP-165,Auto Supplier 165,ENG-1338,MA1AB100000004056,,,,
SUP-105,Auto Supplier 105,ENG-1096,MA1AB100000004057,,,,
SUP-128,Auto Supplier 128,ENG-1006,MA1AB100000004058,,,,
SUP-182,Auto Supplier 182,ENG-1333,MA1AB100000004059,,,,
SUP-062,Auto Supplier 62, eng-1001 ,MA1AB100000004060,,,,
SUP-177,Auto Supplier 177,ENG-1452,MA1AB100000004061,,,,
SUP-153,Auto Supplier 153,ENG-1492,MA1AB100000004062,,,,
SUP-139,Auto Supplier 139,ENG-1194,MA1AB100000004063,,,,
SUP-096,Auto Supplier 96,ENG-1481,MA1AB100000004064,,,,
SUP-168,Auto Supplier 168,ENG-1194,MA1AB100000004065,,,,
SUP-069,Auto Supplier 69,ENG-1382,MA1AB100000004066,,,,
SUP-091,Auto Supplier 91,ENG-1481,MA1AB100000004067,,,,
SUP-101,Auto Supplier 101,ENG-1222,MA1AB100000004068,,,,
SUP-170,Auto Supplier 170,ENG-1440,MA1AB100000004069,,,,
SUP-131,Auto Supplier 131,ENG-1473,MA1AB100000004070,,,,
SUP-157,Auto Supplier 157,ENG-1411,MA1AB100000004071,,,,
SUP-187,Auto Supplier 187,ENG-1499,MA1AB100000004072,,,,
SUP-196,Auto Supplier 196,ENG-1012,MA1AB100000004073,,,,
SUP-137,Auto Supplier 137,ENG-1089,MA1AB100000004074,,,,
SUP-051,Auto Supplier 51,ENG-1234,MA1AB100000004075,,,,
SUP-115,Auto Supplier 115,ENG-1239,MA1AB100000004076,,,,
SUP-089,Auto Supplier 89,ENG-1325,MA1AB100000004077,,,,
SUP-144,Auto Supplier 144,ENG-1171,MA1AB100000004078,,,,
SUP-163,Auto Supplier 163,ENG-1356,MA1AB100000004079,,,,
SUP-080,Auto Supplier 80,ENG-1048,MA1AB100000004080,,,,
SUP-068,Auto Supplier 68,ENG-1305,MA1AB100000004081,,,,
SUP-185,Auto Supplier 185,ENG-1040,MA1AB100000004082,,,,
SUP-071,Auto Supplier 71,ENG-1014,MA1AB100000004083,,,,
SUP-039,Auto Supplier 39,ENG-1135,MA1AB100000004084,,,,
SUP-014,Auto Supplier 14,ENG-1354,MA1AB100000004085,,,,
SUP-174,Auto Supplier 174,ENG-1366,MA1AB100000004086,,,,
SUP-194,Auto Supplier 194,ENG-1323,MA1AB100000004087,,,,
SUP-021,Auto Supplier 21,ENG-1048,MA1AB100000004088,,,,
SUP-176,Auto Supplier 176,ENG-1386,MA1AB100000004089,,,,
SUP-035,Auto Supplier 35,ENG-1213,MA1AB100000004090,,,,
SUP-114,Auto Supplier 114,ENG-1126,MA1AB100000004091,,,,
SUP-122,Auto Supplier 122,ENG-1162,MA1AB100000004092,,,,
SUP-193,Auto Supplier 193,ENG-1088,MA1AB100000004093,,,,
SUP-168,Auto Supplier 168,ENG-1499,MA1AB100000004094,,,,
SUP-060,Auto Supplier 60,ENG-1292,MA1AB100000004095,,,,
SUP-061,Auto Supplier 61,ENG-1432,MA1AB100000004096,,,,
SUP-086,Auto Supplier 86,ENG-1159,MA1AB100000004097,,,,
SUP-174,Auto Supplier 174,ENG-1064,MA1AB100000004098,,,,
SUP-195,Auto Supplier 195,ENG-1487,MA1AB100000004099,,,,
SUP-089,Auto Supplier 89,ENG-1257,MA1AB100000004100,,,,
SUP-095,Auto Supplier 95,ENG-1074,MA1AB100000004101,,,,
SUP-038,Auto Supplier 38,ENG-1347,MA1AB100000004102,,,,
SUP-121,Auto Supplier 121,ENG-1067,MA1AB100000004103,,,,
SUP-156,Auto Supplier 156,ENG-1094,MA1AB100000004104,,,,
SUP-161,Auto Supplier 161,ENG-1146,MA1AB100000004105,,,,
SUP-064,Auto Supplier 64,ENG-1153,MA1AB100000004106,,,,
SUP-168,Auto Supplier 168,ENG-1351,MA1AB100000004107,,,,
SUP-028,Auto Supplier 28,ENG-1328,MA1AB100000004108,,,,
SUP-120,Auto Supplier 120,ENG-1479,MA1AB100000004109,,,,
SUP-042,Auto Supplier 42,ENG-1438,MA1AB100000004110,,,,
SUP-188,Auto Supplier 188,ENG-1027,MA1AB100000004111,,,,
SUP-152,Auto Supplier 152,ENG-1050,MA1AB100000004112,,,,
SUP-114,Auto Supplier 114,ENG-1164,MA1AB100000004113,,,,
SUP-007,Auto Supplier 7,ENG-1395,MA1AB100000004114,,,,
SUP-075,Auto Supplier 75,ENG-1329,MA1AB100000004115,,,,
SUP-071,Auto Supplier 71,ENG-1130,MA1AB100000004116,,,,
SUP-166,Auto Supplier 166,ENG-1397,MA1AB100000004117,,,,
SUP-009,Auto Supplier 9,ENG-1313,MA1AB100000004118,,,,
SUP-153,Auto Supplier 153,ENG-1087,MA1AB100000004119,,,,
SUP-167,Auto Supplier 167,ENG-1121,MA1AB100000004120,,,,
SUP-176,Auto Supplier 176,ENG-1208,MA1AB100000004121,,,,
SUP-186,Auto Supplier 186,ENG-1364,MA1AB100000004122,,,,
SUP-063,Auto Supplier 63,ENG-1038,MA1AB100000004123,,,,
SUP-193,Auto Supplier 193,ENG-1024,MA1AB100000004124,,,,
SUP-026,Auto Supplier 26,ENG-1030,MA1AB100000004125,,,,
SUP-138,Auto Supplier 138,ENG-1120,MA1AB100000004126,,,,
SUP-141,Auto Supplier 141,ENG-1394,MA1AB100000004127,,,,
SUP-186,Auto Supplier 186,ENG-1062,MA1AB100000004128,,,,
SUP-174,Auto Supplier 174,ENG-1289,MA1AB100000004129,,,,
SUP-120,Auto Supplier 120,ENG-1006,MA1AB100000004130,,,,
SUP-048,Auto Supplier 48,ENG-1246,MA1AB100000004131,,,,
SUP-179,Auto Supplier 179,ENG-1131,MA1AB100000004132,,,,
SUP-112,Auto Supplier 112,ENG-1058,MA1AB100000004133,,,,
SUP-056,Auto Supplier 56,ENG-1092,MA1AB100000004134,,,,
SUP-193,Auto Supplier 193,ENG-1299,MA1AB100000004135,,,,
SUP-094,Auto Supplier 94,ENG-1132,MA1AB100000004136,,,,
SUP-100,Auto Supplier 100,ENG-1173,MA1AB100000004137,,,,
SUP-061,Auto Supplier 61,ENG-1040,MA1AB100000004138,,,,
SUP-109,Auto Supplier 109,ENG-1072,MA1AB100000004139,,,,
SUP-103,Auto Supplier 103,ENG-1379,MA1AB100000004140,,,,
SUP-094,Auto Supplier 94,ENG-1190,MA1AB100000004141,,,,
SUP-135,Auto Supplier 135,ENG-1433,MA1AB100000004142,,,,
SUP-056,Auto Supplier 56,ENG-1071,MA1AB100000004143,,,,
SUP-101,Auto Supplier 101,ENG-1403,MA1AB100000004144,,,,
SUP-001,Auto Supplier 1,ENG-1111,MA1AB100000004145,,,,
SUP-025,Auto Supplier 25,ENG-1398,MA1AB100000004146,,,,
SUP-059,Auto Supplier 59,ENG-1261,MA1AB100000004147,,,,
SUP-107,Auto Supplier 107,ENG-1454,MA1AB100000004148,,,,
SUP-138,Auto Supplier 138,ENG-1193,MA1AB100000004149,,,,
SUP-144,Auto Supplier 144,ENG-1282,MA1AB100000004150,,,,
SUP-155,Auto Supplier 155,ENG-1349,MA1AB100000004151,,,,
SUP-148,Auto Supplier 148,ENG-1176,MA1AB100000004152,,,,
SUP-043,Auto Supplier 43,ENG-1329,MA1AB100000004153,,,,
SUP-012,Auto Supplier 12,ENG-1032,MA1AB100000004154,,,,
SUP-021,Auto Supplier 21,ENG-1048,MA1AB100000004155,,,,
SUP-032,Auto Supplier 32,ENG-1245,MA1AB100000004156,,,,
SUP-150,Auto Supplier 150,ENG-1356,MA1AB100000004157,,,,
SUP-135,Auto Supplier 135,ENG-1229,MA1AB100000004158,,,,
SUP-158,Auto Supplier 158,ENG-1297,MA1AB100000004159,,,,
SUP-028,Auto Supplier 28,ENG-1069,MA1AB100000004160,,,,
SUP-107,Auto Supplier 107,ENG-1171,MA1AB100000004161,,,,
SUP-020,Auto Supplier 20,ENG-1221,MA1AB100000004162,,,,
SUP-052,Auto Supplier 52,ENG-1208,MA1AB100000004163,,,,
SUP-046,Auto Supplier 46,ENG-1418,MA1AB100000004164,,,,
SUP-056,Auto Supplier 56,ENG-1210,MA1AB100000004165,,,,
SUP-177,Auto Supplier 177,ENG-1436,MA1AB100000004166,,,,
SUP-030,Auto Supplier 30,ENG-1024,MA1AB100000004167,,,,
SUP-090,Auto Supplier 90,ENG-1252,MA1AB100000004168,,,,
SUP-177,Auto Supplier 177,ENG-1410,MA1AB100000004169,,,,
SUP-135,Auto Supplier 135,ENG-1314,MA1AB100000004170,,,,
SUP-015,Auto Supplier 15,ENG-1308,MA1AB100000004171,,,,
SUP-096,Auto Supplier 96,ENG-1151,MA1AB100000004172,,,,
SUP-108,Auto Supplier 108,ENG-1355,MA1AB100000004173,,,,
SUP-188,Auto Supplier 188,ENG-1142,MA1AB100000004174,,,,
SUP-088,Auto Supplier 88,ENG-1492,MA1AB100000004175,,,,
SUP-018,Auto Supplier 18,ENG-1285,MA1AB100000004176,,,,
SUP-047,Auto Supplier 47,ENG-1360,MA1AB100000004177,,,,
SUP-154,Auto Supplier 154,ENG-1292,MA1AB100000004178,,,,
SUP-143,Auto Supplier 143,ENG-1395,MA1AB100000004179,,,,
SUP-199,Auto Supplier 199,ENG-1111,MA1AB100000004180,,,,
SUP-134,Auto Supplier 134,ENG-1204,MA1AB100000004181,,,,
SUP-079,Auto Supplier 79,ENG-1338,MA1AB100000004182,,,,
SUP-144,Auto Supplier 144,ENG-1016,MA1AB100000004183,,,,
SUP-049,Auto Supplier 49,ENG-1397,MA1AB100000004184,,,,
SUP-018,Auto Supplier 18,ENG-1032,MA1AB100000004185,,,,
SUP-123,Auto Supplier 123,ENG-1014,MA1AB100000004186,,,,
SUP-003,Auto Supplier 3,ENG-1150,MA1AB100000004187,,,,
SUP-189,Auto Supplier 189,ENG-1087,MA1AB100000004188,,,,
SUP-063,Auto Supplier 63,ENG-1467,MA1AB100000004189,,,,
SUP-004,Auto Supplier 4,ENG-1461,MA1AB100000004190,,,,
SUP-044,Auto Supplier 44,ENG-1137,MA1AB100000004191,,,,
SUP-072,Auto Supplier 72,ENG-1354,MA1AB100000004192,,,,
SUP-090,Auto Supplier 90,ENG-1210,MA1AB100000004193,,,,
SUP-071,Auto Supplier 71,ENG-1213,MA1AB100000004194,,,,
SUP-050,Auto Supplier 50,ENG-1179,MA1AB100000004195,,,,
SUP-080,Auto Supplier 80,ENG-1163,MA1AB100000004196,,,,
SUP-046,Auto Supplier 46,ENG-1465,MA1AB100000004197,,,,
SUP-082,Auto Supplier 82,ENG-1196,MA1AB100000004198,,,,
SUP-098,Auto Supplier 98,ENG-1245,MA1AB100000004199,,,,
SUP-146,Auto Supplier 146,ENG-1085,MA1AB100000004200,,,,
SUP-065,Auto Supplier 65,ENG-1291,MA1AB100000004201,,,,
SUP-060,Auto Supplier 60,ENG-1318,MA1AB100000004202,,,,
SUP-097,Auto Supplier 97,ENG-1001,MA1AB100000004203,,,,
SUP-049,Auto Supplier 49,ENG-1209,MA1AB100000004204,,,,
SUP-121,Auto Supplier 121, eng-1001 ,MA1AB100000004205,,,,
SUP-130,Auto Supplier 130,ENG-1019,MA1AB100000004206,,,,
SUP-187,Auto Supplier 187,ENG-1127,MA1AB100000004207,,,,
SUP-088,Auto Supplier 88,ENG-1168,MA1AB100000004208,,,,
SUP-006,Auto Supplier 6,ENG-1426,MA1AB100000004209,,,,
SUP-123,Auto Supplier 123,ENG-1139,MA1AB100000004210,,,,
SUP-054,Auto Supplier 54,ENG-1167,MA1AB100000004211,,,,
SUP-067,Auto Supplier 67,ENG-1022,MA1AB100000004212,,,,
SUP-151,Auto Supplier 151,ENG-1303,MA1AB100000004213,,,,
SUP-071,Auto Supplier 71,ENG-1478,MA1AB100000004214,,,,
SUP-112,Auto Supplier 112,ENG-1492,MA1AB100000004215,,,,
SUP-028,Auto Supplier 28,ENG-1358,MA1AB100000004216,,,,
SUP-067,Auto Supplier 67,ENG-1433,MA1AB100000004217,,,,
,,ENG-1268,MA1AB100000004218,,,,
SUP-092,Auto Supplier 92,ENG-1245,MA1AB100000004219,,,,
SUP-187,Auto Supplier 187,ENG-1277,MA1AB100000004220,,,,
SUP-170,Auto Supplier 170,ENG-1251,MA1AB100000004221,,,,
SUP-095,Auto Supplier 95,ENG-1106,MA1AB100000004222,,,,
SUP-005,Auto Supplier 5,ENG-1388,MA1AB100000004223,,,,
SUP-080,Auto Supplier 80,ENG-1175,MA1AB100000004224,,,,
SUP-180,Auto Supplier 180,ENG-1241,MA1AB100000004225,,,,
SUP-009,Auto Supplier 9,ENG-1153,MA1AB100000004226,,,,
SUP-181,Auto Supplier 181,ENG-1165,MA1AB100000004227,,,,
SUP-019,Auto Supplier 19,ENG-1404,MA1AB100000004228,,,,
SUP-195,Auto Supplier 195,ENG-1125,MA1AB100000004229,,,,
SUP-132,Auto Supplier 132,ENG-1165,MA1AB100000004230,,,,
SUP-021,Auto Supplier 21,ENG-1394,MA1AB100000004231,,,,
SUP-157,Auto Supplier 157,ENG-1495,MA1AB100000004232,,,,
SUP-182,Auto Supplier 182,ENG-1464,MA1AB100000004233,,,,
SUP-013,Auto Supplier 13,ENG-1243,MA1AB100000004234,,,,
SUP-050,Auto Supplier 50,ENG-1484,MA1AB100000004235,,,,
SUP-153,Auto Supplier 153,ENG-1321,MA1AB100000004236,,,,
SUP-138,Auto Supplier 138,ENG-1053,MA1AB100000004237,,,,
SUP-174,Auto Supplier 174,ENG-1225,MA1AB100000004238,,,,
SUP-057,Auto Supplier 57,ENG-1451,MA1AB100000004239,,,,
SUP-110,Auto Supplier 110,ENG-1236,MA1AB100000004240,,,,
SUP-101,Auto Supplier 101,ENG-1482,MA1AB100000004241,,,,
SUP-142,Auto Supplier 142,ENG-1314,MA1AB100000004242,,,,
SUP-176,Auto Supplier 176,ENG-1139,MA1AB100000004243,,,,
SUP-091,Auto Supplier 91,ENG-1300,MA1AB100000004244,,,,
SUP-062,Auto Supplier 62,ENG-1401,MA1AB100000004245,,,,
SUP-068,Auto Supplier 68,ENG-1012,MA1AB100000004246,,,,
SUP-079,Auto Supplier 79,ENG-1041,MA1AB100000004247,,,,
SUP-194,Auto Supplier 194,ENG-1162,MA1AB100000004248,,,,
SUP-151,Auto Supplier 151,ENG-1318,MA1AB100000004249,,,,
SUP-072,Auto Supplier 72,ENG-1435,MA1AB100000004250,,,,
SUP-039,Auto Supplier 39,ENG-1259,MA1AB100000004251,,,,
SUP-135,Auto Supplier 135,ENG-1125,MA1AB100000004252,,,,
SUP-047,Auto Supplier 47,ENG-1488,MA1AB100000004253,,,,
SUP-175,Auto Supplier 175,ENG-1323,MA1AB100000004254,,,,
SUP-189,Auto Supplier 189,ENG-1292,MA1AB100000004255,,,,
SUP-150,Auto Supplier 150,ENG-1157,MA1AB100000004256,,,,
SUP-021,Auto Supplier 21,ENG-1160,MA1AB100000004257,,,,
SUP-192,Auto Supplier 192,ENG-1110,MA1AB100000004258,,,,
SUP-187,Auto Supplier 187,ENG-1159,MA1AB100000004259,,,,
SUP-196,Auto Supplier 196,ENG-1329,MA1AB100000004260,,,,
SUP-119,Auto Supplier 119,ENG-1368,MA1AB100000004261,,,,
SUP-038,Auto Supplier 38,ENG-1453,MA1AB100000004262,,,,
SUP-088,Auto Supplier 88,ENG-1206,MA1AB100000004263,,,,
SUP-178,Auto Supplier 178,ENG-1119,MA1AB100000004264,,,,
SUP-074,Auto Supplier 74,ENG-1216,MA1AB100000004265,,,,
SUP-109,Auto Supplier 109,ENG-1273,MA1AB100000004266,,,,
SUP-056,Auto Supplier 56,ENG-1034,MA1AB100000004267,,,,
SUP-079,Auto Supplier 79,ENG-1248,MA1AB100000004268,,,,
SUP-188,Auto Supplier 188,ENG-1232,MA1AB100000004269,,,,
SUP-078,Auto Supplier 78,ENG-1442,MA1AB100000004270,,,,
