Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift
M11064,MA1A**********064,WO14064,SUV Pro,PAINT-1,STN-03,2026-03-04 18:40,ENG-1481,SUP-096,EMP212,TL-033,C
M11065,MA1A**********065,WO14065,Hatch Z,GA-1,STN-03,2026-03-04 18:41,ENG-1194,SUP-168,EMP319,TL-071,
M11066,MA1A**********066,WO14066,SUV Pro,GA-2, stn-05 ,2026-03-04 18:42,ENG-1382,SUP-069,EMP359,TL-026,C
M11067,MA1A**********067,WO14067,Hatch Z,GA-2, stn-05 ,2026-03-04 18:43,ENG-1481,SUP-091,EMP380,TL-055,B
M11068,MA1A**********068,WO14068,SUV Pro,TRIM-1,STN-02,2026-03-04 18:45,ENG-1222,SUP-101,EMP253,TL-067,C
M11069,MA1A**********069,WO14069,Sedan X,GA-2,STN-01,2026-03-04 18:46,ENG-1440,SUP-170,EMP335,TL-061,C
M11070,MA1A**********070,WO14070,Hatch Z,TRIM-1,STN-01,2026-03-04 18:47,ENG-1473,SUP-131,EMP248,TL-032,B
M11071,MA1A**********071,WO14071,Hatch Z,TRIM-1,Stn-03,2026-03-04 18:48,ENG-1411,SUP-157,EMP387,TL-028,C
M11072,MA1A**********072,WO14072,SUV Pro,GA-2,Stn-03,2026-03-04 18:50,ENG-1499,SUP-187,EMP320,TL-077,C
M11073,MA1A**********073,WO14073,Hatch Z,GA-1,STN-03,2026-03-04 18:51,ENG-1012,SUP-196,EMP256,TL-041,A
M11074,MA1A**********074,WO14074,SUV Pro,GA-1,STN-05,2026-03-04 18:52,ENG-1089,SUP-137,EMP237,TL-052,
M11075,MA1A**********075,WO14075,Sedan X,GA-1,STN-01,2026-03-04 18:53,ENG-1234,SUP-051,EMP243,TL-023,B
M11076,MA1A**********076,WO14076,Hatch Z,GA-1, stn-05 ,2026-03-04 18:55,ENG-1239,SUP-115,EMP216,TL-095,
M11077,MA1A**********077,WO14077,Sedan X,PAINT-1,STN-03,2026-03-04 18:56,ENG-1325,SUP-089,EMP102,TL-031,A
M11078,MA1A**********078,WO14078,Sedan X,TRIM-1,STN-02,2026-03-04 18:57,ENG-1171,SUP-144,EMP279,TL-015,C
M11079,MA1A**********079,WO14079,Sedan X,GA-2, stn-05 ,2026-03-04 18:58,ENG-1356,SUP-163,EMP102,TL-039,C
M11080,MA1A**********080,WO14080,Sedan X,GA-2,STN-05,2026-03-04 19:00,ENG-1048,SUP-080,EMP207,TL-044,B
M11081,MA1A**********081,WO14081,Sedan X,GA-2,STN-04,2026-03-04 19:01,ENG-1305,SUP-068,EMP219,TL-029,
M11082,MA1A**********082,WO14082,Hatch Z,PAINT-1,STN-02,2026-03-04 19:02,ENG-1040,SUP-185,EMP151,TL-015,B
M11083,MA1A**********083,WO14083,Sedan X,PAINT-1,STN-05,2026-03-04 19:03,ENG-1014,SUP-071,EMP185,TL-052,C
M11084,MA1A**********084,WO14084,Sedan X,TRIM-1,Stn-03,2026-03-04 19:05,ENG-1135,SUP-039,EMP382,TL-056,
M11085,MA1A**********085,WO14085,Sedan X,PAINT-1,STN-01,2026-03-04 19:06,ENG-1354,SUP-014,EMP368,TL-047,
M11086,MA1A**********086,WO14086,Sedan X,GA-2,STN-05,2026-03-04 19:07,ENG-1366,SUP-174,EMP279,TL-045,C
M11087,MA1A**********087,WO14087,SUV Pro,GA-1,STN-03,2026-03-04 19:08,ENG-1323,SUP-194,EMP320,TL-006,A
M11088,MA1A**********088,WO14088,Hatch Z,GA-2,STN-03,2026-03-04 19:10,ENG-1048,SUP-021,EMP344,TL-086,C
M11089,MA1A**********089,WO14089,SUV Pro,PAINT-1,STN-03,2026-03-04 19:11,ENG-1386,SUP-176,EMP212,TL-089,
M11090,MA1A**********090,WO14090,Hatch Z,GA-1,Stn-03,2026-03-04 19:12,ENG-1213,SUP-035,EMP342,TL-024,A
M11091,MA1A**********091,WO14091,SUV Pro,TRIM-1,STN-02,2026-03-04 19:13,ENG-1126,SUP-114,EMP228,TL-050,A
M11092,MA1A**********092,WO14092,Sedan X,GA-1, stn-05 ,2026-03-04 19:15,ENG-1162,SUP-122,EMP291,TL-055,B
M11093,MA1A**********093,WO14093,SUV Pro,PAINT-1,STN-01,2026-03-04 19:16,ENG-1088,SUP-193,EMP317,TL-004,C
M11094,MA1A**********094,WO14094,Hatch Z,GA-1,STN-05,2026-03-04 19:17,ENG-1499,SUP-168,EMP326,TL-051,B
M11095,MA1A**********095,WO14095,Sedan X,GA-1,STN-04,2026-03-04 19:18,ENG-1292,SUP-060,EMP142,TL-078,
M11096,MA1A**********096,WO14096,Sedan X,GA-1,Stn-03,2026-03-04 19:20,ENG-1432,SUP-061,EMP272,TL-010,
M11097,MA1A**********097,WO14097,Hatch Z,TRIM-1,STN-01,2026-03-04 19:21,ENG-1159,SUP-086,EMP116,TL-092,C
M11098,MA1A**********098,WO14098,Hatch Z,GA-2,Stn-03,2026-03-04 19:22,ENG-1064,SUP-174,EMP314,TL-057,B
M11099,MA1A**********099,WO14099,Hatch Z,GA-1,STN-02,2026-03-04 19:23,ENG-1487,SUP-195,EMP210,TL-036,B
M11100,MA1A**********100,WO14100,Hatch Z,GA-1,STN-03,2026-03-04 19:25,ENG-1257,SUP-089,EMP146,TL-085,C
M11101,MA1A**********101,WO14101,Hatch Z,GA-2,STN-01,2026-03-04 19:26,ENG-1074,SUP-095,EMP224,TL-052,C
M11102,MA1A**********102,WO14102,SUV Pro,GA-1,Stn-03,2026-03-04 19:27,ENG-1347,SUP-038,EMP383,TL-023,B
M11103,MA1A**********103,WO14103,Sedan X,GA-2,STN-03,2026-03-04 19:28,ENG-1067,SUP-121,EMP285,TL-099,C
M11104,MA1A**********104,WO14104,SUV Pro,TRIM-1,STN-04,2026-03-04 19:30,ENG-1094,SUP-156,EMP132,TL-015,C
M11105,MA1A**********105,WO14105,SUV Pro,GA-1, stn-05 ,2026-03-04 19:31,ENG-1146,SUP-161,EMP232,TL-025,A
M11106,MA1A**********106,WO14106,Hatch Z,GA-2, stn-05 ,2026-03-04 19:32,ENG-1153,SUP-064,EMP323,TL-079,C
M11107,MA1A**********107,WO14107,Sedan X,GA-1,STN-01,2026-03-04 19:33,ENG-1351,SUP-168,EMP180,TL-086,
M11108,MA1A**********108,WO14108,SUV Pro,GA-1, stn-05 ,2026-03-04 19:35,ENG-1328,SUP-028,EMP264,TL-003,
M11109,MA1A**********109,WO14109,Sedan X,GA-1, stn-05 ,2026-03-04 19:36,ENG-1479,SUP-120,EMP164,TL-050,C
M11110,MA1A**********110,WO14110,Sedan X,TRIM-1,STN-02,2026-03-04 19:37,ENG-1438,SUP-042,EMP360,TL-015,
M11111,MA1A**********111,WO14111,Sedan X,GA-1, stn-05 ,2026-03-04 19:38,ENG-1027,SUP-188,EMP357,TL-063,B
M11112,MA1A**********112,WO14112,Hatch Z,GA-2,STN-02,2026-03-04 19:40,ENG-1050,SUP-152,EMP381,TL-032,
M11113,MA1A**********113,WO14113,Hatch Z,GA-1,Stn-03,2026-03-04 19:41,ENG-1164,SUP-114,EMP211,TL-087,
M11114,MA1A**********114,WO14114,SUV Pro,TRIM-1,STN-01,2026-03-04 19:42,ENG-1395,SUP-007,EMP283,TL-018,
M11115,MA1A**********115,WO14115,SUV Pro,GA-1,STN-04,2026-03-04 19:43,ENG-1329,SUP-075,EMP277,TL-077,A
M11116,MA1A**********116,WO14116,SUV Pro,GA-2,STN-01,2026-03-04 19:45,ENG-1130,SUP-071,EMP262,TL-007,A
M11117,MA1A**********117,WO14117,Sedan X,GA-1,STN-02,2026-03-04 19:46,ENG-1397,SUP-166,EMP293,TL-096,B
M11118,MA1A**********118,WO14118,Hatch Z,TRIM-1,STN-05,2026-03-04 19:47,ENG-1313,SUP-009,EMP209,TL-096,C
M11119,MA1A**********119,WO14119,Hatch Z,PAINT-1,STN-01,2026-03-04 19:48,ENG-1087,SUP-153,EMP261,TL-065,
M11120,MA1A**********120,WO14120,SUV Pro,TRIM-1,STN-01,2026-03-04 19:50,ENG-1121,SUP-167,EMP124,TL-035,A
M11121,MA1A**********121,WO14121,Hatch Z,GA-2,STN-03,2026-03-04 19:51,ENG-1208,SUP-176,EMP335,TL-087,C
M11122,MA1A**********122,WO14122,SUV Pro,GA-1,STN-05,2026-03-04 19:52,ENG-1364,SUP-186,EMP174,TL-031,
M11123,MA1A**********123,WO14123,Hatch Z,GA-1,STN-01,2026-03-04 19:53,ENG-1038,SUP-063,EMP381,TL-086,B
M11124,MA1A**********124,WO14124,SUV Pro,GA-2,STN-01,2026-03-04 19:55,ENG-1024,SUP-193,EMP260,TL-013,B
M11125,MA1A**********125,WO14125,Sedan X,PAINT-1,STN-04,2026-03-04 19:56,ENG-1030,SUP-026,EMP379,TL-040,B
M11126,MA1A**********126,WO14126,Sedan X,GA-1,STN-01,2026-03-04 19:57,ENG-1120,SUP-138,EMP380,TL-022,C
M11127,MA1A**********127,WO14127,Sedan X,GA-2,STN-01,2026-03-04 19:58,ENG-1394,SUP-141,EMP200,TL-088,A
M11128,MA1A**********128,WO14128,Hatch Z,TRIM-1,STN-05,2026-03-04 20:00,ENG-1062,SUP-186,EMP310,TL-029,
M11129,MA1A**********129,WO14129,Sedan X,GA-2,STN-05,2026-03-04 20:01,ENG-1289,SUP-174,EMP144,TL-084,
M11130,MA1A**********130,WO14130,Sedan X,TRIM-1,STN-05,2026-03-04 20:02,ENG-1006,SUP-120,EMP361,TL-076,C
M11131,MA1A**********131,WO14131,Hatch Z,TRIM-1,STN-04,2026-03-04 20:03,ENG-1246,SUP-048,EMP123,TL-006,A
M11132,MA1A**********132,WO14132,SUV Pro,GA-2,STN-01,2026-03-04 20:05,ENG-1131,SUP-179,EMP151,TL-100,A
M11133,MA1A**********133,WO14133,SUV Pro,GA-1,STN-04,2026-03-04 20:06,ENG-1058,SUP-112,EMP223,TL-035,C
M11134,MA1A**********134,WO14134,Sedan X,PAINT-1,STN-01,2026-03-04 20:07,ENG-1092,SUP-056,EMP334,TL-001,C
M11135,MA1A**********135,WO14135,Sedan X,GA-1,Stn-03,2026-03-04 20:08,ENG-1299,SUP-193,EMP141,TL-080,C
M11136,MA1A**********136,WO14136,Hatch Z,PAINT-1,STN-03,2026-03-04 20:10,ENG-1132,SUP-094,EMP315,TL-078,
M11137,MA1A**********137,WO14137,Sedan X,TRIM-1,STN-03,2026-03-04 20:11,ENG-1173,SUP-100,EMP158,TL-077,B
M11138,MA1A**********138,WO14138,SUV Pro,TRIM-1,STN-04,2026-03-04 20:12,ENG-1040,SUP-061,EMP324,TL-058,A
M11139,MA1A**********139,WO14139,Hatch Z,TRIM-1,Stn-03,2026-03-04 20:13,ENG-1072,SUP-109,EMP223,TL-075,C
M11140,MA1A**********140,WO14140,SUV Pro,GA-1,STN-02,2026-03-04 20:15,ENG-1379,SUP-103,EMP295,TL-100,
M11141,MA1A**********141,WO14141,Hatch Z,GA-2,STN-01,2026-03-04 20:16,ENG-1190,SUP-094,EMP353,TL-027,
M11142,MA1A**********142,WO14142,Sedan X,GA-2,STN-05,2026-03-04 20:17,ENG-1433,SUP-135,EMP344,TL-096,C
M11143,MA1A**********143,WO14143,Sedan X,GA-2, stn-05 ,2026-03-04 20:18,ENG-1071,SUP-056,EMP247,TL-086,
M11144,MA1A**********144,WO14144,Sedan X,PAINT-1,STN-03,2026-03-04 20:20,ENG-1403,SUP-101,EMP295,TL-023,
M11145,MA1A**********145,WO14145,SUV Pro,GA-2, stn-05 ,2026-03-04 20:21,ENG-1111,SUP-001,EMP251,TL-088,A
M11146,MA1A**********146,WO14146,Sedan X,TRIM-1,STN-04,2026-03-04 20:22,ENG-1398,SUP-025,EMP252,TL-023,A
M11147,MA1A**********147,WO14147,SUV Pro,GA-2,STN-03,2026-03-04 20:23,ENG-1261,SUP-059,EMP157,TL-077,
M11148,MA1A**********148,WO14148,Hatch Z,TRIM-1,STN-02,2026-03-04 20:25,ENG-1454,SUP-107,EMP234,TL-062,A
M11149,MA1A**********149,WO14149,SUV Pro,TRIM-1,STN-03,2026-03-04 20:26,ENG-1193,SUP-138,EMP389,TL-050,
M11150,MA1A**********150,WO14150,Sedan X,GA-2,STN-04,2026-03-04 20:27,ENG-1282,SUP-144,EMP218,TL-001,A
M11151,MA1A**********151,WO14151,SUV Pro,GA-2,STN-04,2026-03-04 20:28,ENG-1349,SUP-155,EMP216,TL-052,B
M11152,MA1A**********152,WO14152,Hatch Z,GA-1,Stn-03,2026/03/04 20:30,ENG-1176,SUP-148,EMP192,TL-096,B
M11153,MA1A**********153,WO14153,Hatch Z,GA-1, stn-05 ,2026-03-04 20:31,ENG-1329,SUP-043,EMP347,TL-008,
M11154,MA1A**********154,WO14154,SUV Pro,GA-2,STN-03,2026-03-04 20:32,ENG-1032,SUP-012,EMP235,TL-007,
M11155,MA1A**********155,WO14155,Hatch Z,GA-2,STN-05,2026-03-04 20:33,ENG-1048,SUP-021,EMP378,TL-058,B
M11156,MA1A**********156,WO14156,Sedan X,GA-2,STN-03,2026-03-04 20:35,ENG-1245,SUP-032,EMP365,TL-025,A
M11157,MA1A**********157,WO14157,Sedan X,GA-1,STN-04,2026-03-04 20:36,ENG-1356,SUP-150,EMP305,TL-084,A
M11158,MA1A**********158,WO14158,SUV Pro,PAINT-1, stn-05 ,2026-03-04 20:37,ENG-1229,SUP-135,EMP366,TL-084,C
M11159,MA1A**********159,WO14159,Hatch Z,TRIM-1,STN-03,2026-03-04 20:38,ENG-1297,SUP-158,EMP329,TL-080,A
M11160,MA1A**********160,WO14160,SUV Pro,GA-2,Stn-03,2026-03-04 20:40,ENG-1069,SUP-028,EMP351,TL-016,A
M11161,MA1A**********161,WO14161,SUV Pro,TRIM-1,Stn-03,2026-03-04 20:41,ENG-1171,SUP-107,EMP282,TL-067,A
M11162,MA1A**********162,WO14162,Hatch Z,GA-1,STN-01,2026-03-04 20:42,ENG-1221,SUP-020,EMP352,TL-028,C
M11163,MA1A**********163,WO14163,SUV Pro,GA-2,STN-01,2026-03-04 20:43,ENG-1208,SUP-052,EMP148,TL-022,
M11164,MA1A**********164,WO14164,SUV Pro,PAINT-1,STN-04,2026-03-04 20:45,ENG-1418,SUP-046,EMP312,TL-014,
M11165,MA1A**********165,WO14165,Hatch Z,PAINT-1,STN-05,2026-03-04 20:46,ENG-1210,SUP-056,EMP349,TL-072,A
M11166,MA1A**********166,WO14166,Sedan X,GA-2,STN-05,2026-03-04 20:47,ENG-1436,SUP-177,EMP397,TL-075,A
M11167,MA1A**********167,WO14167,SUV Pro,GA-2, stn-05 ,2026-03-04 20:48,ENG-1024,SUP-030,EMP206,TL-083,A
M11168,MA1A**********168,WO14168,SUV Pro,GA-1,STN-04,2026-03-04 20:50,ENG-1252,SUP-090,EMP196,TL-088,B
M11169,MA1A**********169,WO14169,Sedan X,TRIM-1,STN-02,2026-03-04 20:51,ENG-1410,SUP-177,EMP199,TL-054,A
M11170,MA1A**********170,WO14170,Sedan X,GA-1,STN-04,2026-03-04 20:52,ENG-1314,SUP-135,EMP268,TL-035,A
M11171,MA1A**********171,WO14171,Sedan X,PAINT-1, stn-05 ,2026-03-04 20:53,ENG-1308,SUP-015,EMP224,TL-061,B
M11172,MA1A**********172,WO14172,Hatch Z,PAINT-1, stn-05 ,2026-03-04 20:55,ENG-1151,SUP-096,EMP364,TL-100,C
M11173,MA1A**********173,WO14173,Hatch Z,GA-2,STN-03,2026-03-04 20:56,ENG-1355,SUP-108,EMP220,TL-088,A
M11174,MA1A**********174,WO14174,Sedan X,TRIM-1,Stn-03,2026-03-04 20:57,ENG-1142,SUP-188,EMP211,TL-078,B
M11175,MA1A**********175,WO14175,Sedan X,PAINT-1,Stn-03,2026-03-04 20:58,ENG-1492,SUP-088,EMP154,TL-057,C
M11176,MA1A**********176,WO14176,Sedan X,GA-2,STN-03,2026-03-04 21:00,ENG-1285,SUP-018,EMP230,TL-064,
M11177,MA1A**********177,WO14177,Sedan X,GA-1,Stn-03,2026-03-04 21:01,ENG-1360,SUP-047,EMP196,TL-052,A
M11178,MA1A**********178,WO14178,Sedan X,TRIM-1,STN-02,2026-03-04 21:02,ENG-1292,SUP-154,EMP233,TL-046,C
M11179,MA1A**********179,WO14179,Sedan X,GA-2, stn-05 ,2026-03-04 21:03,ENG-1395,SUP-143,EMP228,TL-041,B
M11180,MA1A**********180,WO14180,Sedan X,PAINT-1,STN-04,2026-03-04 21:05,ENG-1111,SUP-199,EMP126,TL-078,B
M11181,MA1A**********181,WO14181,Sedan X,TRIM-1,STN-05,2026-03-04 21:06,ENG-1204,SUP-134,EMP272,TL-100,A
M11182,MA1A**********182,WO14182,Hatch Z,TRIM-1, stn-05 ,2026-03-04 21:07,ENG-1338,SUP-079,EMP285,TL-999,
M11183,MA1A**********183,WO14183,Sedan X,PAINT-1, stn-05 ,2026-03-04 21:08,ENG-1016,SUP-144,EMP190,TL-090,A
M11184,MA1A**********184,WO14184,SUV Pro,TRIM-1, stn-05 ,2026-03-04 21:10,ENG-1397,SUP-049,EMP268,TL-084,A
M11185,MA1A**********185,WO14185,SUV Pro,TRIM-1,STN-05,2026-03-04 21:11,ENG-1032,SUP-018,EMP205,TL-028,
M11186,MA1A**********186,WO14186,Sedan X,TRIM-1,STN-04,2026-03-04 21:12,ENG-1014,SUP-123,EMP169,TL-016,
M11187,MA1A**********187,WO14187,Hatch Z,GA-2, stn-05 ,2026-03-04 21:13,ENG-1150,SUP-003,EMP192,TL-040,B
M11188,MA1A**********188,WO14188,Hatch Z,GA-2, stn-05 ,2026-03-04 21:15,ENG-1087,SUP-189,EMP238,TL-013,B
M11189,MA1A**********189,WO14189,Sedan X,TRIM-1, stn-05 ,2026-03-04 21:16,ENG-1467,SUP-063,EMP194,TL-094,B
M11190,MA1A**********190,WO14190,SUV Pro,PAINT-1,STN-03,2026-03-04 21:17,ENG-1461,SUP-004,EMP148,TL-070,A
M11191,MA1A**********191,WO14191,Hatch Z,PAINT-1,STN-03,2026-03-04 21:18,ENG-1137,SUP-044,EMP251,TL-098,C
M11192,MA1A**********192,WO14192,Sedan X,GA-1,STN-02,2026-03-04 21:20,ENG-1354,SUP-072,EMP225,TL-097,C
M11193,MA1A**********193,WO14193,Sedan X,PAINT-1,STN-04,2026-03-04 21:21,ENG-1210,SUP-090,EMP146,TL-016,
M11194,MA1A**********194,WO14194,Hatch Z,GA-1,STN-03,2026-03-04 21:22,ENG-1213,SUP-071,EMP104,TL-079,C
M11195,MA1A**********195,WO14195,Sedan X,PAINT-1,STN-04,2026-03-04 21:23,ENG-1179,SUP-050,EMP376,TL-080,A
M11196,MA1A**********196,WO14196,Sedan X,TRIM-1,STN-01,2026-03-04 21:25,ENG-1163,SUP-080,EMP168,TL-039,C
M11197,MA1A**********197,WO14197,Sedan X,GA-1,STN-05,2026-03-04 21:26,ENG-1465,SUP-046,EMP297,TL-010,A
M11198,MA1A**********198,WO14198,Sedan X,GA-2,STN-03,2026-03-04 21:27,ENG-1196,SUP-082,EMP236,TL-024,B
M11199,MA1A**********199,WO14199,Sedan X,GA-2,STN-02,2026-03-04 21:28,ENG-1245,SUP-098,EMP295,TL-056,
M11200,MA1A**********200,WO14200,Hatch Z,GA-2,Stn-03,2026-03-04 21:30,ENG-1085,SUP-146,EMP277,TL-030,B
M11201,MA1A**********201,WO14201,Hatch Z,TRIM-1,STN-01,2026-03-04 21:31,ENG-1291,SUP-065,EMP147,TL-009,B
M11202,MA1A**********202,WO14202,Hatch Z,GA-1,Stn-03,2026-03-04 21:32,ENG-1318,SUP-060,EMP256,TL-017,C
M11203,MA1A**********203,WO14203,Hatch Z,GA-2,STN-03,2026-03-04 21:33,ENG-1001,SUP-097,EMP317,TL-087,B
M11204,MA1A**********204,WO14204,Hatch Z,GA-2,STN-03,2026-03-04 21:35,ENG-1209,SUP-049,EMP203,TL-039,B
M11205,MA1A**********205,WO14205,Sedan X,PAINT-1,STN-02,2026-03-04 21:36, eng-1001 ,SUP-121,EMP289,TL-014,
M11206,MA1A**********206,WO14206,SUV Pro,PAINT-1, stn-05 ,2026-03-04 21:37,ENG-1019,SUP-130,EMP322,TL-100,C
M11207,MA1A**********207,WO14207,SUV Pro,GA-2,STN-03,2026-03-04 21:38,ENG-1127,SUP-187,EMP387,TL-023,
M11208,MA1A**********208,WO14208,Hatch Z,GA-2,STN-05,2026-03-04 21:40,ENG-1168,SUP-088,EMP110,TL-058,C
M11209,MA1A**********209,WO14209,Sedan X,PAINT-1,Stn-03,2026-03-04 21:41,ENG-1426,SUP-006,EMP395,TL-045,B
M11210,MA1A**********210,WO14210,Hatch Z,PAINT-1,STN-05,2026-03-04 21:42,ENG-1139,SUP-123,EMP104,TL-032,
M11211,MA1A**********211,WO14211,Hatch Z,TRIM-1,STN-03,2026-03-04 21:43,ENG-1167,SUP-054,EMP265,TL-077,A
M11212,MA1A**********212,WO14212,SUV Pro,TRIM-1,STN-03,2026-03-04 21:45,ENG-1022,SUP-067,EMP334,TL-016,B
M11213,MA1A**********213,WO14213,Sedan X,GA-1,Stn-03,2026-03-04 21:46,ENG-1303,SUP-151,EMP274,TL-036,B
M11214,MA1A**********214,WO14214,Hatch Z,TRIM-1,STN-02,2026-03-04 21:47,ENG-1478,SUP-071,EMP245,TL-095,
M11215,MA1A**********215,WO14215,Hatch Z,TRIM-1,STN-05,2026-03-04 21:48,ENG-1492,SUP-112,EMP320,TL-058,C
M11216,MA1A**********216,WO14216,SUV Pro,GA-1,STN-04,2026-03-04 21:50,ENG-1358,SUP-028,EMP334,TL-090,A
M11217,MA1A**********217,WO14217,SUV Pro,GA-1,STN-01,2026-03-04 21:51,ENG-1433,SUP-067,EMP325,TL-011,A
M11218,MA1A**********218,WO14218,Sedan X,GA-2,Stn-03,2026-03-04 21:52,ENG-1268,,EMP233,TL-092,
M11219,MA1A**********219,WO14219,Sedan X,PAINT-1,STN-04,2026-03-04 21:53,ENG-1245,SUP-092,EMP314,TL-056,C
M11220,MA1A**********220,WO14220,Sedan X,PAINT-1,STN-01,2026-03-04 21:70,ENG-1277,SUP-187,EMP358,TL-055,A
M11221,MA1A**********221,WO14221,Hatch Z,GA-1,STN-04,2026-03-04 21:56,ENG-1251,SUP-170,EMP249,TL-034,B
M11222,MA1A**********222,WO14222,Sedan X,PAINT-1, stn-05 ,2026-03-04 21:57,ENG-1106,SUP-095,EMP322,TL-074,C
M11223,MA1A**********223,WO14223,Sedan X,PAINT-1,STN-03,2026-03-04 21:58,ENG-1388,SUP-005,EMP271,TL-999,
M11224,MA1A**********224,WO14224,SUV Pro,GA-2,STN-04,2026-03-04 22:00,ENG-1175,SUP-080,EMP123,TL-018,C
M11225,MA1A**********225,WO14225,Sedan X,TRIM-1,STN-01,2026-03-04 22:01,ENG-1241,SUP-180,EMP374,TL-076,B
M11226,MA1A**********226,WO14226,SUV Pro,TRIM-1,STN-01,2026-03-04 22:02,ENG-1153,SUP-009,EMP166,TL-043,A
M11227,MA1A**********227,WO14227,Hatch Z,GA-2,STN-05,2026-03-04 22:03,ENG-1165,SUP-181,EMP351,TL-055,B
M11228,MA1A**********228,WO14228,SUV Pro,PAINT-1,STN-05,2026-03-04 22:05,ENG-1404,SUP-019,EMP310,TL-098,B
M11229,MA1A**********229,WO14229,Hatch Z,PAINT-1,STN-05,2026-03-04 22:06,ENG-1125,SUP-195,EMP308,TL-072,A
M11230,MA1A**********230,WO14230,Hatch Z,TRIM-1,STN-02,2026-03-04 22:07,ENG-1165,SUP-132,EMP279,TL-029,A
M11231,MA1A**********231,WO14231,Hatch Z,GA-1,STN-01,2026-03-04 22:08,ENG-1394,SUP-021,EMP172,TL-057,
M11232,MA1A**********232,WO14232,Hatch Z,PAINT-1,STN-01,2026-03-04 22:10,ENG-1495,SUP-157,EMP206,TL-001,C
M11233,MA1A**********233,WO14233,Hatch Z,PAINT-1,STN-02,2026-03-04 22:11,ENG-1464,SUP-182,EMP350,TL-059,C
M11234,MA1A**********234,WO14234,Hatch Z,TRIM-1,Stn-03,2026-03-04 22:12,ENG-1243,SUP-013,EMP210,TL-050,C
M11235,MA1A**********235,WO14235,SUV Pro,GA-2,STN-01,2026-03-04 22:13,ENG-1484,SUP-050,EMP316,TL-028,C
M11236,MA1A**********236,WO14236,SUV Pro,PAINT-1,STN-02,2026-03-04 22:15,ENG-1321,SUP-153,EMP232,TL-052,
M11237,MA1A**********237,WO14237,Hatch Z,GA-2,STN-02,2026-03-04 22:16,ENG-1053,SUP-138,EMP136,TL-087,B
M11238,MA1A**********238,WO14238,Sedan X,GA-2,STN-03,2026-03-04 22:17,ENG-1225,SUP-174,EMP315,TL-012,
M11239,MA1A**********239,WO14239,Hatch Z,GA-1,STN-04,2026-03-04 22:18,ENG-1451,SUP-057,EMP163,TL-058,C
M11240,MA1A**********240,WO14240,SUV Pro,PAINT-1,STN-04,2026-03-04 22:20,ENG-1236,SUP-110,EMP188,TL-087,
M11241,MA1A**********241,WO14241,Sedan X,TRIM-1,STN-02,2026-03-04 22:21,ENG-1482,SUP-101,EMP327,TL-069,C
M11242,MA1A**********242,WO14242,Hatch Z,GA-1,STN-05,2026-03-04 22:22,ENG-1314,SUP-142,EMP350,TL-064,C
M11243,MA1A**********243,WO14243,SUV Pro,PAINT-1,STN-05,2026-03-04 22:23,ENG-1139,SUP-176,EMP246,TL-084,B
M11244,MA1A**********244,WO14244,SUV Pro,PAINT-1,STN-02,2026-03-04 22:25,ENG-1300,SUP-091,EMP197,TL-058,
M11245,MA1A**********245,WO14245,SUV Pro,GA-1,Stn-03,2026-03-04 22:26,ENG-1401,SUP-062,EMP343,TL-050,
M11246,MA1A**********246,WO14246,SUV Pro,TRIM-1,STN-03,2026-03-04 22:27,ENG-1012,SUP-068,EMP176,TL-003,
M11247,MA1A**********247,WO14247,SUV Pro,TRIM-1,STN-03,2026-03-04 22:28,ENG-1041,SUP-079,EMP327,TL-045,B
M11248,MA1A**********248,WO14248,SUV Pro,GA-1,STN-01,2026-03-04 22:30,ENG-1162,SUP-194,EMP341,TL-099,B
M11249,MA1A**********249,WO14249,Hatch Z,GA-2,STN-01,2026-03-04 22:31,ENG-1318,SUP-151,EMP129,TL-999,A
M11250,MA1A**********250,WO14250,Hatch Z,GA-1,STN-05,2026-03-04 22:32,ENG-1435,SUP-072,EMP117,TL-053,C
M11251,MA1A**********251,WO14251,SUV Pro,PAINT-1, stn-05 ,2026-03-04 22:33,ENG-1259,SUP-039,EMP223,TL-096,C
M11252,MA1A**********252,WO14252,Hatch Z,PAINT-1,STN-03,2026-03-04 22:35,ENG-1125,SUP-135,EMP270,TL-084,
M11253,MA1A**********253,WO14253,SUV Pro,GA-2,STN-03,2026-03-04 22:36,ENG-1488,SUP-047,EMP202,TL-087,B
M11254,MA1A**********254,WO14254,SUV Pro,TRIM-1,STN-01,2026-03-04 22:37,ENG-1323,SUP-175,EMP106,TL-005,C
M11255,MA1A**********255,WO14255,SUV Pro,GA-1,Stn-03,2026-03-04 22:38,ENG-1292,SUP-189,EMP140,TL-009,A
M11256,MA1A**********256,WO14256,Hatch Z,GA-2,Stn-03,2026-03-04 22:40,ENG-1157,SUP-150,EMP285,TL-054,A
M11257,MA1A**********257,WO14257,Sedan X,TRIM-1,Stn-03,2026-03-04 22:41,ENG-1160,SUP-021,EMP144,TL-071,A
M11258,MA1A**********258,WO14258,Hatch Z,PAINT-1,STN-05,2026-03-04 22:42,ENG-1110,SUP-192,EMP329,TL-999,C
M11259,MA1A**********259,WO14259,SUV Pro,TRIM-1,STN-01,2026-03-04 22:43,ENG-1159,SUP-187,EMP256,TL-061,
M11260,MA1A**********260,WO14260,SUV Pro,GA-1,STN-05,2026-03-04 22:45,ENG-1329,SUP-196,EMP309,TL-066,
