Reading_ID,Event_ID,Tool_Mac,Torque,Temp
SR-11312,EVT-10610,AA:BB:CC:00:31,43.9,78.7
SR-11313,EVT-11678,AA:BB:CC:00:20,46.2,85.7
SR-11314,EVT-14837,AA:BB:CC:00:38,43.7,88.8
SR-11315,EVT-10899,AA:BB:CC:00:05,46.2,92.1
SR-11316,EVT-12987,AA:BB:CC:00:72,46.3,86.1
SR-11317,EVT-12633,AA:BB:CC:00:16,46.9,90.5
SR-11318,EVT-13016,AA:BB:CC:00:60,44.8,85.4
SR-11319,EVT-11211,AA:BB:CC:00:96,49.3,78.5
SR-11320,EVT-13629,AA:BB:CC:00:03,42.7,86.9
SR-11321,EVT-10794,AA:BB:CC:00:73,48.3,81.7
SR-11322,EVT-11898,AA:BB:CC:00:100,47.2,78.8
SR-11323,EVT-12075,AA:BB:CC:00:33,46.5,85.4
SR-11324,EVT-10106,AA:BB:CC:00:70,47.0,86.6
SR-11325,EVT-14703,AA:BB:CC:00:96,44.1,73.6
SR-11326,EVT-14022,AA:BB:CC:00:18,39.4,83.6
SR-11327,EVT-13640,AA:BB:CC:00:04,43.9,83.2
SR-11328,EVT-10635,AA:BB:CC:00:44,45.9,88.5
SR-11329,EVT-10762,AA:BB:CC:00:92,46.7,79.4
SR-11330,EVT-14634,AA:BB:CC:00:35,47.9,84.6
SR-11331,EVT-10713,AA:BB:CC:00:98,44.4,89.6
SR-11332,EVT-10122,AA:BB:CC:00:34,42.0,83.5
SR-11333,EVT-14667,AA:BB:CC:00:37,44.3,94.4
SR-11334,EVT-11354,AA:BB:CC:00:97,45.5,81.3
SR-11335,EVT-10071,AA:BB:CC:00:16,9000,84.8
SR-11336,EVT-11940,AA:BB:CC:00:60,48.7,82.3
SR-11337,EVT-14551,AA:BB:CC:00:81,45.9,85.5
SR-11338,EVT-10292,AA:BB:CC:00:23,44.4,83.6
SR-11339,EVT-13991,AA:BB:CC:00:11,45.6,87.9
SR-11340,EVT-10621,AA:BB:CC:00:34,45.0,86.5
SR-11341,EVT-12316,AA:BB:CC:00:58,42.1,77.6
SR-11342,EVT-11909,AA:BB:CC:00:89,47.3,85.4
SR-11343,EVT-14410,AA:BB:CC:00:48,47.1,86.2
SR-11344,EVT-12948,AA:BB:CC:00:83,42.8,90.1
SR-11345,EVT-11559,AA:BB:CC:00:72,46.9,83.9
SR-11346,EVT-10842,AA:BB:CC:00:68,41.3,185 F
SR-11347,EVT-11495,AA:BB:CC:00:06,44.4,84.1
SR-11348,EVT-10986,AA:BB:CC:00:88,45.1,98.8
SR-11349,EVT-13241,AA:BB:CC:00:84,46.2,87.3
SR-11350,EVT-10646,AA:BB:CC:00:03,48.6,85.1
SR-11351,EVT-12419,AA:BB:CC:00:58,48.1,92.2
SR-11352,EVT-12199,AA:BB:CC:00:23,44.9,86.7
SR-11353,EVT-11508,AA:BB:CC:00:57,41.3,81.5
SR-11354,EVT-12686,AA:BB:CC:00:83,44.4,82.2
SR-11355,EVT-10364,AA:BB:CC:00:01,45.5,92.8
SR-11356,EVT-12607,AA:BB:CC:00:03,46.6,81.0
SR-11357,EVT-11941,AA:BB:CC:00:23,48.6,88.0
SR-11358,EVT-12983,AA:BB:CC:00:01,43.3,78.9
SR-11359,EVT-11327,AA:BB:CC:00:05,45.1,79.8
SR-11360,EVT-13356,AA:BB:CC:00:28,46.1,84.7
SR-11361,EVT-12064,AA:BB:CC:00:69,42.5,76.6
SR-11362,EVT-11769,AA:BB:CC:00:83,45.8,82.2
SR-11363,EVT-14614,AA:BB:CC:00:44,45.2,94.2 C
SR-11364,EVT-11314,AA:BB:CC:00:13,48.0,87.9
SR-11365,EVT-11228,AA:BB:CC:00:94,42.4,85.7
SR-11366,EVT-14229,AA:BB:CC:00:72,44.9,87.0
SR-11367,EVT-12939,AA:BB:CC:00:81,46.3,86.0
SR-11368,EVT-13433,AA:BB:CC:00:25,44.8,80.7
SR-11369,EVT-11506,AA:BB:CC:00:76,42.3,83.6
SR-11370,EVT-12589,AA:BB:CC:00:29,43.9,93.0
SR-11371,EVT-14872,AA:BB:CC:00:01,45.4,77.3
SR-11372,EVT-13933,AA:BB:CC:00:66,50.1,93.5
SR-11373,EVT-13197,AA:BB:CC:00:34,42.5,82.9
SR-11374,EVT-11735,AA:BB:CC:00:59, 44.8 ,82.2
SR-11375,EVT-13398,AA:BB:CC:00:97,45.4,94.0
SR-11376,EVT-12793,AA:BB:CC:00:65,46.6,85.5
SR-11377,EVT-14826,AA:BB:CC:00:74,43.2,96.4
SR-11378,EVT-11176,AA:BB:CC:00:82,45.6,93.2
SR-11379,EVT-14449,AA:BB:CC:00:22,49.6,78.1
SR-11380,EVT-11395,AA:BB:CC:00:53,42.6,83.0
SR-11381,EVT-12684,AA:BB:CC:00:31,45.3,79.7
SR-11382,EVT-10974,AA:BB:CC:00:66,46.5,82.6
SR-11383,EVT-12713,AA:BB:CC:00:87,45.1,90.8
SR-11384,EVT-14599,AA:BB:CC:00:03,45.3,91.5
SR-11385,EVT-14022,AA:BB:CC:00:46,46.3,82.0
SR-11386,EVT-13290,AA:BB:CC:00:44,45.1,86.6
SR-11387,EVT-11680,AA:BB:CC:00:88,46.5,92.0
SR-11388,EVT-10694,AA:BB:CC:00:89,44.3,80.8
SR-11389,EVT-12235,AA:BB:CC:00:41,45.9,88.2
SR-11390,EVT-14269,AA:BB:CC:00:13,43.7,90.6
SR-11391,EVT-10431,AA:BB:CC:00:10,44.6,92.8
SR-11392,EVT-13133,AA:BB:CC:00:62,44.9,84.9
SR-11393,EVT-11167,AA:BB:CC:00:06,43.5,75.3
SR-11394,EVT-12427,AA:BB:CC:00:69,41.8,87.9
SR-11395,EVT-10234,AA:BB:CC:00:50,42.5,91.4
SR-11396,EVT-13520,AA:BB:CC:00:39,44.5,84.8
SR-11397,EVT-10815,AA:BB:CC:00:80,47.1,86.3
SR-11398,EVT-11998,AA:BB:CC:00:43,45.7,77.9
SR-11399,EVT-10160,AA:BB:CC:00:85,47.0,91.1
SR-11400,EVT-12246,AA:BB:CC:00:42,46.3,94.0
SR-11401,EVT-13399,AA:BB:CC:00:40,47.0,79.3
SR-11402,EVT-10937,AA:BB:CC:00:05,44.1,83.2
SR-11403,EVT-14614,AA:BB:CC:00:97,45.1,83.5
SR-11404,EVT-12983,AA:BB:CC:00:67,44.6,76.6
SR-11405,EVT-13564,AA:BB:CC:00:61,44.9,88.3
SR-11406,EVT-12189,AA:BB:CC:00:15,42.1,80.7
SR-11407,EVT-12882,AA:BB:CC:00:10,46.0,80.7
SR-11408,EVT-13499,AA:BB:CC:00:01,44.8,81.8
SR-11409,EVT-10825,AA:BB:CC:00:63,47.3,78.9
SR-11410,EVT-13233,AA:BB:CC:00:74,42.5,81.8
SR-11411,EVT-13583,AA:BB:CC:00:16,40.3,89.7
SR-11412,EVT-14701,AA:BB:CC:00:95,45.7,88.2
SR-11413,EVT-11464,AA:BB:CC:00:28,43.2,94.0
SR-11414,EVT-14764,AA:BB:CC:00:37,45.8,80.5
SR-11415,EVT-13819,AA:BB:CC:00:91,46.2,82.1
SR-11416,EVT-10344,AA:BB:CC:00:54,48.1,79.6
SR-11417,EVT-12115,AA:BB:CC:00:11,46.5,82.9
SR-11418,EVT-12298,AA:BB:CC:00:85,46.6,82.5
SR-11419,EVT-11024,AA:BB:CC:00:37,39.9,95.8
SR-11420,EVT-13700,AA:BB:CC:00:38,43.5,83.0
SR-11421,EVT-13507,AA:BB:CC:00:34,46.4,85.5
SR-11422,EVT-10321,AA:BB:CC:00:22,44.7,79.2
SR-11423,EVT-14087,AA:BB:CC:00:74,47.8,83.6
SR-11424,EVT-13048,AA:BB:CC:00:55,44.7,84.9
SR-11425,EVT-13891,AA:BB:CC:00:04,44.1,86.1
SR-11426,EVT-14630,AA:BB:CC:00:44,43.8,90.1
SR-11427,EVT-14244,AA:BB:CC:00:05,42.9,88.0
SR-11428,EVT-11721,AA:BB:CC:00:87,9000,77.5
SR-11429,EVT-13336,AA:BB:CC:00:80,45.4,85.7
SR-11430,EVT-10198,AA:BB:CC:00:56,40.8,87.0
SR-11431,EVT-13153,AA:BB:CC:00:19,44.0,73.5
SR-11432,EVT-14174,AA:BB:CC:00:15,45.8,89.3
SR-11433,EVT-11977,AA:BB:CC:00:51,45.1,93.3
SR-11434,EVT-10175,AA:BB:CC:00:25,45.0,74.5
SR-11435,EVT-12383,AA:BB:CC:00:76,43.7,85.1
SR-11436,EVT-14028,AA:BB:CC:00:97,43.6,86.4
SR-11437,EVT-10723,AA:BB:CC:00:72,44.1,89.6
SR-11438,EVT-12540,AA:BB:CC:00:53,45.7,92.1
SR-11439,EVT-12162,AA:BB:CC:00:67,40.1,84.8
SR-11440,EVT-12496,AA:BB:CC:00:44,43.3,90.3
SR-11441,EVT-11321,AA:BB:CC:00:38,51.1,82.3
SR-11442,EVT-13387,AA:BB:CC:00:61,33.19 ft-lb,81.7
SR-11443,EVT-12380,AA:BB:CC:00:69,47.6,79.4
SR-11444,EVT-14090,AA:BB:CC:00:46,45.5,82.4
SR-11445,EVT-12922,AA:BB:CC:00:60, 42.2 ,82.3
SR-11446,EVT-14732,AA:BB:CC:00:32,44.3,91.1
SR-11447,EVT-14074,AA:BB:CC:00:23,44.3,85.0
SR-11448,EVT-10945,AA:BB:CC:00:19,43.8,73.0
SR-11449,EVT-13693,AA:BB:CC:00:27,43.4,81.6
SR-11450,EVT-12762,AA:BB:CC:00:85,44.7,83.1
SR-11451,EVT-11804,AA:BB:CC:00:34,42.8,88.0
SR-11452,EVT-12026,AA:BB:CC:00:66,43.3,92.7
SR-11453,EVT-12334,AA:BB:CC:00:53,44.0,95.1
SR-11454,EVT-10486,AA:BB:CC:00:09,44.5,87.3
SR-11455,EVT-12345,AA:BB:CC:00:31,45.8,82.2
SR-11456,EVT-11605,AA:BB:CC:00:56,42.9,78.1
SR-11457,EVT-13045,AA:BB:CC:00:96,44.1,85.1
SR-11458,EVT-12929,AA:BB:CC:00:74,43.9,90.2
SR-11459,EVT-12713,AA:BB:CC:00:36,46.3,85.7
SR-11460,EVT-12062,AA:BB:CC:00:25,45.1,90.6
SR-11461,EVT-13479,AA:BB:CC:00:01,39.7,91.8
SR-11462,EVT-11361,AA:BB:CC:00:86,42.3,94.1
SR-11463,EVT-13527,AA:BB:CC:00:05,45.4,88.7
SR-11464,EVT-14200,AA:BB:CC:00:51,42.8,92.7
SR-11465,EVT-11954,AA:BB:CC:00:33,40.9,90.1
SR-11466,EVT-12843,AA:BB:CC:00:53,44.1,76.1
SR-11467,EVT-12716,AA:BB:CC:00:81,43.2,93.4
SR-11468,EVT-14334,AA:BB:CC:00:86,47.1,86.6
SR-11469,EVT-14717,AA:BB:CC:00:83,46.8,94.1
SR-11470,EVT-14285,AA:BB:CC:00:61,44.9,89.5
SR-11471,EVT-12305,AA:BB:CC:00:35,33.19 ft-lb,79.0
SR-11472,EVT-11105,AA:BB:CC:00:35,47.2 Nm,85.8
SR-11473,EVT-10192,AA:BB:CC:00:83,44.0,83.5
SR-11474,EVT-13436,AA:BB:CC:00:27,46.1,90.3
SR-11475,EVT-10397,AA:BB:CC:00:11,45.2,88.1
SR-11476,EVT-10795,AA:BB:CC:00:28,45.4,86.1
SR-11477,EVT-12936,AA:BB:CC:00:10,47.0,88.7
SR-11478,EVT-13515,AA:BB:CC:00:35,42.7,78.7
SR-11479,EVT-12515,AA:BB:CC:00:18,47.2,82.2
SR-11480,EVT-14385,AA:BB:CC:00:05,44.6,84.6
SR-11481,EVT-10166,AA:BB:CC:00:06,45.0,74.4
SR-11482,EVT-10259,AA:BB:CC:00:86,44.6,83.3 C
SR-11483,EVT-10746,AA:BB:CC:00:30,43.1,86.0
SR-11484,EVT-12752,AA:BB:CC:00:82,48.3,83.4
SR-11485,EVT-14268,AA:BB:CC:00:65,41.8,82.5
SR-11486,EVT-14935,AA:BB:CC:00:68,44.7,85.3
SR-11487,EVT-14411,AA:BB:CC:00:62,46.5,86.9
SR-11488,EVT-12447,AA:BB:CC:00:48,44.7,86.0
SR-11489,EVT-14207,AA:BB:CC:00:24,49.5,91.3
SR-11490,EVT-14652,AA:BB:CC:00:81,43.7,86.1
SR-11491,EVT-11822,AA:BB:CC:00:43,42.3,69.6
SR-11492,EVT-10646,AA:BB:CC:00:85,42.7,95.3
SR-11493,EVT-14086,AA:BB:CC:00:72,45.8,87.9
SR-11494,EVT-11330,AA:BB:CC:00:18,48.5,81.9
SR-11495,EVT-11412,AA:BB:CC:00:33,46.0,78.2
SR-11496,EVT-10808,AA:BB:CC:00:94,42.3 Nm,85.2
SR-11497,EVT-11603,AA:BB:CC:00:09,43.5,78.7
SR-11498,EVT-12825,AA:BB:CC:00:52,47.5,72.2
SR-11499,EVT-12880,AA:BB:CC:00:11,43.4,85.2
SR-11500,EVT-10998,AA:BB:CC:00:68,43.3,83.2
SR-11501,EVT-11450,AA:BB:CC:00:02,48.9,83.0
SR-11502,EVT-12988,AA:BB:CC:00:27,42.5,85.6
SR-11503,EVT-11104,AA:BB:CC:00:18,46.1,90.6
SR-11504,EVT-11321,AA:BB:CC:00:34,44.1,81.4
SR-11505,EVT-10839,AA:BB:CC:00:54,46.3,84.9
SR-11506,EVT-14316,AA:BB:CC:00:11,47.9,79.2
SR-11507,EVT-14466,AA:BB:CC:00:66,46.5,83.3
SR-11508,EVT-11778,AA:BB:CC:00:31,40.9 Nm,77.5
SR-11509,EVT-10023,AA:BB:CC:00:44,47.2,94.2
SR-11510,EVT-13411,AA:BB:CC:00:56,47.5,77.8
SR-11511,EVT-13346,AA:BB:CC:00:89,45.0,83.8
SR-11512,EVT-10260,AA:BB:CC:00:19,45.7,74.8
SR-11513,EVT-14003,AA:BB:CC:00:32,43.6,74.8
SR-11514,EVT-12775,AA:BB:CC:00:36,44.3,83.0
SR-11515,EVT-14596,AA:BB:CC:00:71,42.4,88.4
SR-11516,EVT-10563,AA:BB:CC:00:14,46.1,79.7
SR-11517,EVT-11390,AA:BB:CC:00:45,44.7,78.1
SR-11518,EVT-11159,AA:BB:CC:00:01,45.3,88.7
SR-11519,EVT-13309,AA:BB:CC:00:52,45.7,88.3
SR-11520,EVT-11771,AA:BB:CC:00:33,42.8,82.5
SR-11521,EVT-12040,AA:BB:CC:00:34,45.2,89.3
SR-11522,EVT-12759,AA:BB:CC:00:16,42.3,88.9
SR-11523,EVT-12120,AA:BB:CC:00:95,40.6,75.5
SR-11524,EVT-12543,AA:BB:CC:00:02,46.8,82.8
SR-11525,EVT-14190,AA:BB:CC:00:62,40.2,97.9
SR-11526,EVT-14155,AA:BB:CC:00:76,41.5,84.7
SR-11527,EVT-11458,AA:BB:CC:00:19,41.6,83.4
SR-11528,EVT-13879,AA:BB:CC:00:15,44.4,93.8
SR-11529,EVT-11478,AA:BB:CC:00:80,44.2,86.0
SR-11530,EVT-10024,AA:BB:CC:00:16,42.7,94.6
SR-11531,EVT-12756,AA:BB:CC:00:28,46.2,77.8
SR-11532,EVT-12876,AA:BB:CC:00:75,44.9,97.0
SR-11533,EVT-10913,AA:BB:CC:00:06,46.2,90.7
SR-11534,EVT-12886,AA:BB:CC:00:27,45.8,75.2
SR-11535,EVT-13647,AA:BB:CC:00:81,47.5,79.9
SR-11536,EVT-14457,AA:BB:CC:00:39,41.1,88.8
SR-11537,EVT-13406,AA:BB:CC:00:11,43.5,77.6
SR-11538,EVT-14087,AA:BB:CC:00:13,46.2,86.2
SR-11539,EVT-14908,AA:BB:CC:00:77,40.8,89.0
SR-11540,EVT-11075,AA:BB:CC:00:72,43.9,95.2
SR-11541,EVT-13102,AA:BB:CC:00:25,41.4,89.3
SR-11542,EVT-10183,AA:BB:CC:00:41,45.8,87.5
SR-11543,EVT-13144,AA:BB:CC:00:37,47.1,88.6
SR-11544,EVT-13218,AA:BB:CC:00:14,44.1,83.4
SR-11545,EVT-10123,AA:BB:CC:00:21,44.1,86.0
SR-11546,EVT-13909,AA:BB:CC:00:43,47.8,81.7
SR-11547,EVT-11717,AA:BB:CC:00:44,44.4,90.4
SR-11548,EVT-10991,AA:BB:CC:00:84,43.9,80.8
SR-11549,EVT-11466,AA:BB:CC:00:84,46.8,84.7
SR-11550,EVT-10829,AA:BB:CC:00:42,46.6,91.4
SR-11551,EVT-10677,AA:BB:CC:00:27,45.9,84.3
SR-11552,EVT-13629,AA:BB:CC:00:33,44.7,88.6
SR-11553,EVT-14887,AA:BB:CC:00:31,47.1,81.9
SR-11554,EVT-10609,AA:BB:CC:00:16,45.0,84.3
SR-11555,EVT-12674,AA:BB:CC:00:07,44.4,83.7
SR-11556,EVT-13034,AA:BB:CC:00:16,45.0,78.3
SR-11557,EVT-10718,AA:BB:CC:00:46,46.4,79.2
SR-11558,EVT-10090,AA:BB:CC:00:04,45.9,90.5
SR-11559,EVT-12686,AA:BB:CC:00:03,47.3,87.8
SR-11560,EVT-10236,AA:BB:CC:00:94,45.2,82.9
SR-11561,EVT-13243,AA:BB:CC:00:19,43.4,84.1
SR-11562,EVT-13728,AA:BB:CC:00:91,44.5,87.6
SR-11563,EVT-10482,AA:BB:CC:00:29,43.9,83.0
SR-11564,EVT-11689,AA:BB:CC:00:81,44.3,82.9
SR-11565,EVT-12269,AA:BB:CC:00:65,9000,90.3
SR-11566,EVT-11513,AA:BB:CC:00:21,45.9,87.4
SR-11567,EVT-13291,AA:BB:CC:00:97,44.7,77.5
SR-11568,EVT-11255,AA:BB:CC:00:55,45.2,83.6
SR-11569,EVT-14751,AA:BB:CC:00:89,44.8,80.0
SR-11570,EVT-12376,AA:BB:CC:00:11,45.1,81.9
SR-11571,EVT-13262,AA:BB:CC:00:99,45.3,86.3
SR-11572,EVT-11343,AA:BB:CC:00:36,46.0,78.3
SR-11573,EVT-10666,AA:BB:CC:00:39,47.4,95.1
SR-11574,EVT-13208,AA:BB:CC:00:50,47.3,86.5
SR-11575,EVT-13027,AA:BB:CC:00:28,44.1,90.0
SR-11576,EVT-13930,AA:BB:CC:00:20,41.6,85.9
SR-11577,EVT-14262,AA:BB:CC:00:39,41.0,80.3
SR-11578,EVT-14258,AA:BB:CC:00:25,45.6,185 F
SR-11579,EVT-13468,AA:BB:CC:00:46,44.5,78.0
SR-11580,EVT-10845,AA:BB:CC:00:72,48.1,83.1
SR-11581,EVT-13508,AA:BB:CC:00:32,33.19 ft-lb,87.3
SR-11582,EVT-11024,AA:BB:CC:00:63,41.5,80.9
SR-11583,EVT-12225,AA:BB:CC:00:84,45.3,78.6
SR-11584,EVT-14014,AA:BB:CC:00:44,43.1 Nm,81.1
SR-11585,EVT-13552,AA:BB:CC:00:41,45.7,82.7
SR-11586,EVT-13061,AA:BB:CC:00:84,47.1,77.9
SR-11587,EVT-10870,AA:BB:CC:00:09,41.0,89.5
SR-11588,EVT-12291,AA:BB:CC:00:77,45.9,88.0
SR-11589,EVT-10691,AA:BB:CC:00:38,49.7,89.2
SR-11590,EVT-13873,AA:BB:CC:00:86,44.1,84.4
SR-11591,EVT-11371,AA:BB:CC:00:94,33.19 ft-lb,80.4
SR-11592,EVT-14102,AA:BB:CC:00:37,43.7,185 F
SR-11593,EVT-11139,AA:BB:CC:00:42,44.1,86.7
SR-11594,EVT-14567,AA:BB:CC:00:23,44.4,86.2
SR-11595,EVT-11614,AA:BB:CC:00:75,44.4,79.3
SR-11596,EVT-14631,AA:BB:CC:00:78,43.7,93.5
SR-11597,EVT-12650,AA:BB:CC:00:16,46.5,77.6
SR-11598,EVT-12242,AA:BB:CC:00:39,41.4,80.2
SR-11599,EVT-13913,AA:BB:CC:00:92,48.3,79.3
SR-11600,EVT-14299,AA:BB:CC:00:54,44.5,90.2
SR-11601,EVT-13017,AA:BB:CC:00:27,46.0,85.0
SR-11602,EVT-12832,AA:BB:CC:00:46,43.5,74.3
SR-11603,EVT-10904,AA:BB:CC:00:74,33.19 ft-lb,81.9
SR-11604,EVT-10489,AA:BB:CC:00:46,47.6,84.6
SR-11605,EVT-12553,AA:BB:CC:00:20,48.9,82.8
SR-11606,EVT-13854,AA:BB:CC:00:91,47.2,71.2
SR-11607,EVT-14099,AA:BB:CC:00:86,45.9,90.3
SR-11608,EVT-13654,AA:BB:CC:00:45,45.8,85.8
SR-11609,EVT-10903,AA:BB:CC:00:32,43.1,91.6
SR-11610,EVT-14653,AA:BB:CC:00:32,41.4,80.0
SR-11611,EVT-12771,AA:BB:CC:00:49,43.9,93.9
SR-11612,EVT-14488,AA:BB:CC:00:47,46.2,87.4
SR-11613,EVT-13021,AA:BB:CC:00:40,46.3,78.2
SR-11614,EVT-12147,AA:BB:CC:00:05,39.3,86.4
SR-11615,EVT-12099,AA:BB:CC:00:62,42.0,185 F
SR-11616,EVT-11026,AA:BB:CC:00:09,44.3,72.9
SR-11617,EVT-12668,AA:BB:CC:00:71,43.4,84.3
SR-11618,EVT-13415,AA:BB:CC:00:18,42.9,91.9
SR-11619,EVT-13134,AA:BB:CC:00:46,46.8,87.3
SR-11620,EVT-13223,AA:BB:CC:00:01,44.6,80.6
SR-11621,EVT-14195,AA:BB:CC:00:06,46.8,89.5
SR-11622,EVT-13874,AA:BB:CC:00:78,41.0,86.5
SR-11623,EVT-11560,AA:BB:CC:00:88,44.6,79.4
SR-11624,EVT-14279,AA:BB:CC:00:81,43.5,81.0
SR-11625,EVT-12406,AA:BB:CC:00:81,45.2,89.9
SR-11626,EVT-14750,AA:BB:CC:00:21,39.4,84.0
SR-11627,EVT-11033,AA:BB:CC:00:35,49.1,82.1
SR-11628,EVT-12225,AA:BB:CC:00:58,44.0,86.1
SR-11629,EVT-10718,AA:BB:CC:00:49,45.8,88.4
SR-11630,EVT-12556,AA:BB:CC:00:98,47.0,96.8
SR-11631,EVT-13197,AA:BB:CC:00:77,47.7,84.5
SR-11632,EVT-13596,AA:BB:CC:00:14,43.9,96.6
SR-11633,EVT-11067,AA:BB:CC:00:68,47.3,87.4
SR-11634,EVT-13819,AA:BB:CC:00:88,47.2,87.1
SR-11635,EVT-10967,AA:BB:CC:00:06,44.4,80.6
SR-11636,EVT-11314,AA:BB:CC:00:20,45.4,85.6
SR-11637,EVT-13122,AA:BB:CC:00:96,42.9,80.4
SR-11638,EVT-11979,AA:BB:CC:00:23,44.1,85.0
SR-11639,EVT-12893,AA:BB:CC:00:14,45.7,84.7
SR-11640,EVT-12475,AA:BB:CC:00:86,48.0,83.1
SR-11641,EVT-12991,AA:BB:CC:00:81,44.6,185 F
SR-11642,EVT-11898,AA:BB:CC:00:51,44.2,84.5
SR-11643,EVT-14445,AA:BB:CC:00:02,44.9 Nm,84.1
SR-11644,EVT-12338,AA:BB:CC:00:49,41.9,82.6
SR-11645,EVT-14606,AA:BB:CC:00:07,42.5,93.7
SR-11646,EVT-12398,AA:BB:CC:00:99,43.9,88.9
SR-11647,EVT-11547,AA:BB:CC:00:100,42.9,91.1
SR-11648,EVT-13687,AA:BB:CC:00:50,41.1,85.1
SR-11649,EVT-14321,AA:BB:CC:00:14,45.1,87.5
SR-11650,EVT-10678,AA:BB:CC:00:20,49.2,85.9
SR-11651,EVT-13711,AA:BB:CC:00:92,45.0,80.6
SR-11652,EVT-13423,AA:BB:CC:00:13,40.2,89.0
SR-11653,EVT-12763,AA:BB:CC:00:57,46.6,74.2
SR-11654,EVT-12476,AA:BB:CC:00:49,46.1,185 F
SR-11655,EVT-10795,AA:BB:CC:00:71,46.3,79.1
SR-11656,EVT-10722,AA:BB:CC:00:67,42.7,70.1
SR-11657,EVT-10469,AA:BB:CC:00:05,46.1,86.6
SR-11658,EVT-10522,AA:BB:CC:00:53,46.5,86.1
SR-11659,EVT-13355,AA:BB:CC:00:52,45.6,84.6
SR-11660,EVT-10743,AA:BB:CC:00:97,45.3,93.4
SR-11661,EVT-10019,AA:BB:CC:00:46,44.9,83.7
SR-11662,EVT-14903,AA:BB:CC:00:59,48.4,84.4
SR-11663,EVT-13048,AA:BB:CC:00:09,44.6,85.0
SR-11664,EVT-12123,AA:BB:CC:00:53,47.1,87.5
SR-11665,EVT-12594,AA:BB:CC:00:91,46.0,86.7
SR-11666,EVT-12666,AA:BB:CC:00:15,47.4,81.1
SR-11667,EVT-11685,AA:BB:CC:00:98,47.9,91.9
SR-11668,EVT-13345,AA:BB:CC:00:82,46.3,84.7
SR-11669,EVT-10594,AA:BB:CC:00:04,45.6,83.1
SR-11670,EVT-11480,AA:BB:CC:00:34,48.8,87.3
SR-11671,EVT-14425,AA:BB:CC:00:62,45.7,94.2
SR-11672,EVT-11563,AA:BB:CC:00:85,46.2,77.9
SR-11673,EVT-10221,AA:BB:CC:00:82,48.4,85.9
SR-11674,EVT-11459,AA:BB:CC:00:52,46.3,85.1
SR-11675,EVT-11023,AA:BB:CC:00:36,41.0,89.7
SR-11676,EVT-14242,AA:BB:CC:00:99,40.1,83.4
SR-11677,EVT-11242,AA:BB:CC:00:58,41.8,83.8
SR-11678,EVT-13939,AA:BB:CC:00:71,43.1,84.9
SR-11679,EVT-14163,AA:BB:CC:00:98,44.7,86.5
SR-11680,EVT-12352,AA:BB:CC:00:46,45.7,88.6
SR-11681,EVT-14121,AA:BB:CC:00:37,42.7,88.7
SR-11682,EVT-11836,AA:BB:CC:00:66,45.9,92.4
SR-11683,EVT-10322,AA:BB:CC:00:41,43.1,80.0
SR-11684,EVT-12676,AA:BB:CC:00:80,46.9,78.6
SR-11685,EVT-14588,AA:BB:CC:00:28,47.3 Nm,81.6
SR-11686,EVT-14089,AA:BB:CC:00:54,47.0,90.6
SR-11687,EVT-13779,AA:BB:CC:00:30,44.3,94.2
SR-11688,EVT-13037,AA:BB:CC:00:31,50.4,86.8
SR-11689,EVT-12076,AA:BB:CC:00:08,42.6,88.5
SR-11690,EVT-11930,AA:BB:CC:00:99,43.7,87.0
SR-11691,EVT-11150,AA:BB:CC:00:71,46.6,87.9
SR-11692,EVT-13895,AA:BB:CC:00:82,44.9,89.7
SR-11693,EVT-11259,AA:BB:CC:00:48,48.1,87.5
SR-11694,EVT-11925,AA:BB:CC:00:100,40.5,82.8
SR-11695,EVT-13340,AA:BB:CC:00:58,45.2,83.7
SR-11696,EVT-11248,AA:BB:CC:00:85,42.6,83.1
SR-11697,EVT-12094,AA:BB:CC:00:04,44.4,88.7
SR-11698,EVT-11479,AA:BB:CC:00:96,33.19 ft-lb,75.5
SR-11699,EVT-11866,AA:BB:CC:00:80,44.6,185 F
SR-11700,EVT-13424,AA:BB:CC:00:18,43.1,88.2
SR-11701,EVT-13559,AA:BB:CC:00:98,45.4,90.0
SR-11702,EVT-12650,AA:BB:CC:00:22,47.7,93.9
SR-11703,EVT-14589,AA:BB:CC:00:27,44.1,83.8
SR-11704,EVT-13942,AA:BB:CC:00:76,48.8,82.4
SR-11705,EVT-13729,AA:BB:CC:00:32,46.5,93.2
SR-11706,EVT-11141,AA:BB:CC:00:71,44.5,76.3
SR-11707,EVT-12220,AA:BB:CC:00:40,44.1,87.0
SR-11708,EVT-13308,AA:BB:CC:00:61,46.0,92.8
SR-11709,EVT-12071,AA:BB:CC:00:74, 43.8 ,94.1
SR-11710,EVT-11109,AA:BB:CC:00:36,46.5,82.5
SR-11711,EVT-10570,AA:BB:CC:00:10,44.0,86.0
SR-11712,EVT-13138,AA:BB:CC:00:71,43.5,97.2
SR-11713,EVT-13085,AA:BB:CC:00:03,44.8,76.6
SR-11714,EVT-10456,AA:BB:CC:00:76,48.2,93.0
SR-11715,EVT-13855,AA:BB:CC:00:96,42.6,70.4
SR-11716,EVT-13780,AA:BB:CC:00:63,9000,88.6
SR-11717,EVT-13770,AA:BB:CC:00:94,43.7,79.0
SR-11718,EVT-12398,AA:BB:CC:00:10,42.3,88.7
SR-11719,EVT-13220,AA:BB:CC:00:21,46.0,79.2
