Event_ID,VIN,Line,Station,Shift,Supplier_Code_x,Supplier_Code_y,Tool_ID,Temperature,Torque,Pressure,Vibration_mm_s,Energy_kWh,Inspection_Result
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,104 F,35 lb-ft,65 psi,2.65,5.12,FAIL
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,104 F,35 lb-ft,65 psi,2.65,5.12,FAIL
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,85C,35 lb-ft,5.2 bar,8.46,2.16,FAIL
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,85C,35 lb-ft,5.2 bar,8.46,2.16,FAIL
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,Unknown,50 Nm,72 psi,2.73,6.08,FAIL
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,Unknown,50 Nm,72 psi,2.73,6.08,FAIL
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,85C,35 lb-ft,5.2 bar,4.07,0.63,FAIL
M9811,MA1A**********811,GA-1,STN-03,B,SUP-124,SUP-149,TL-090,85C,35 lb-ft,5.2 bar,4.07,0.63,FAIL
M7811,MA1A**********811,GA-2,STN-04,C,SUP-147,SUP-030,TL-055,95 F,35 lb-ft,4.5 bar,3.48,7.85,PASS
M7811,MA1A**********811,GA-2,STN-04,C,SUP-147,SUP-030,TL-055,95 F,35 lb-ft,4.5 bar,3.48,7.85,PASS
M7811,MA1A**********811,GA-2,STN-04,C,SUP-147,SUP-030,TL-055,35 C,45 Nm,65 psi,8.35,2.99,PASS
M7811,MA1A**********811,GA-2,STN-04,C,SUP-147,SUP-030,TL-055,35 C,45 Nm,65 psi,8.35,2.99,PASS
M10811,MA1A**********811,GA-2,STN-04,A,SUP-104,SUP-151,TL-043,85C,45 Nm,65 psi,1.96,0.87,Unknown
M10811,MA1A**********811,GA-2,STN-04,A,SUP-104,SUP-151,TL-043,35 C,45 Nm,5.2 bar,0.68,0.54,Unknown
M11811,MA1A**********811,PAINT-1,STN-04,NAN,SUP-068,SUP-034,TL-004,95 F,60Nm,72 psi,7.65,7.02,Unknown
M11811,MA1A**********811,PAINT-1,STN-04,NAN,SUP-068,SUP-034,TL-004,40 C,60Nm,65 psi,7.41,1.35,Unknown
M11811,MA1A**********811,PAINT-1,STN-04,NAN,SUP-068,SUP-034,TL-004,35 C,45 Nm,5.2 bar,1.84,0.63,Unknown
M8811,MA1A**********811,TRIM-1,STN-05,NAN,SUP-190,SUP-009,TL-014,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M9812,MA1A**********812,GA-1,STN-03,NAN,SUP-116,SUP-020,TL-033,Unknown,50 Nm,72 psi,5.73,0.8,FAIL
M9812,MA1A**********812,GA-1,STN-03,NAN,SUP-116,SUP-020,TL-033,85C,50 Nm,4.5 bar,6.87,6.46,FAIL
M9812,MA1A**********812,GA-1,STN-03,NAN,SUP-116,SUP-020,TL-033,Unknown,45 Nm,5.2 bar,0.41,4.72,FAIL
M9812,MA1A**********812,GA-1,STN-03,NAN,SUP-116,SUP-020,TL-033,Unknown,Unknown,65 psi,2.86,0.64,FAIL
M10812,MA1A**********812,TRIM-1,STN-03,B,SUP-100,SUP-087,TL-048,85C,Unknown,65 psi,8.06,7.74,Unknown
M10812,MA1A**********812,TRIM-1,STN-03,B,SUP-100,SUP-087,TL-048,Unknown,60Nm,4.5 bar,2.33,3.74,Unknown
M11812,MA1A**********812,GA-2,STN-03,B,SUP-196,SUP-006,TL-041,40 C,50 Nm,5.2 bar,1.14,1.71,PASS
M11812,MA1A**********812,GA-2,STN-03,B,SUP-196,SUP-006,TL-041,104 F,72 lb-ft,72 psi,5.06,4.89,PASS
M11812,MA1A**********812,GA-2,STN-03,B,SUP-196,SUP-006,TL-041,95 F,35 lb-ft,72 psi,1.18,4.54,PASS
M7812,MA1A**********812,PAINT-1,STN-04,B,SUP-034,SUP-147,TL-084,95 F,50 Nm,72 psi,6.86,5.4,FAIL
M7812,MA1A**********812,PAINT-1,STN-04,B,SUP-034,SUP-147,TL-084,40 C,72 lb-ft,65 psi,5.84,2.89,FAIL
M8812,MA1A**********812,GA-1,STN-04,A,SUP-194,SUP-023,TL-021,95 F,35 lb-ft,65 psi,6.11,4.84,Unknown
M8812,MA1A**********812,GA-1,STN-04,A,SUP-194,SUP-023,TL-021,Unknown,Unknown,4.5 bar,2.75,3.83,Unknown
M11813,MA1A**********813,GA-1,STN-01,A,SUP-030,SUP-138,TL-089,95 F,35 lb-ft,65 psi,3.46,1.74,Unknown
M11813,MA1A**********813,GA-1,STN-01,A,SUP-030,SUP-138,TL-089,95 F,50 Nm,65 psi,5.87,1.12,Unknown
M11813,MA1A**********813,GA-1,STN-01,A,SUP-030,SUP-138,TL-089,95 F,60Nm,72 psi,7.48,1.57,Unknown
M11813,MA1A**********813,GA-1,STN-01,A,SUP-030,SUP-138,TL-089,95 F,Unknown,65 psi,2.58,6.4,Unknown
M11813,MA1A**********813,GA-1,STN-01,A,SUP-030,SUP-138,TL-089,85C,Unknown,65 psi,0.48,6.05,Unknown
M7813,MA1A**********813,GA-2,STN-03,NAN,SUP-080,SUP-168,TL-018,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M9813,MA1A**********813,GA-1,STN-03,NAN,SUP-187,SUP-176,TL-096,35 C,35 lb-ft,72 psi,7.01,2.74,Unknown
M9813,MA1A**********813,GA-1,STN-03,NAN,SUP-187,SUP-176,TL-096,85C,35 lb-ft,72 psi,0.99,0.91,Unknown
M8813,MA1A**********813,GA-2,STN-04,NAN,SUP-030,SUP-006,TL-055,85C,35 lb-ft,65 psi,3.83,2.46,FAIL
M10813,MA1A**********813,GA-1,STN-05,A,SUP-107,SUP-033,TL-039,40 C,45 Nm,72 psi,8.41,3.24,Unknown
M8814,MA1A**********814,TRIM-1,STN-02,A,SUP-141,SUP-015,TL-052,40 C,72 lb-ft,4.5 bar,2.18,7.59,PASS
M8814,MA1A**********814,TRIM-1,STN-02,A,SUP-141,SUP-015,TL-052,35 C,35 lb-ft,4.5 bar,4.31,3.71,PASS
M8814,MA1A**********814,TRIM-1,STN-02,A,SUP-141,SUP-015,TL-052,35 C,50 Nm,72 psi,4.84,5.38,PASS
M9814,MA1A**********814,PAINT-1,STN-02,B,SUP-034,SUP-011,TL-072,Unknown,Unknown,72 psi,5.98,0.7,FAIL
M9814,MA1A**********814,PAINT-1,STN-02,B,SUP-034,SUP-011,TL-072,40 C,45 Nm,72 psi,4.94,2.15,FAIL
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,35 C,60Nm,4.5 bar,5.88,5.04,PASS
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,35 C,60Nm,4.5 bar,5.88,5.04,FAIL
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,35 C,60Nm,4.5 bar,5.88,5.04,FAIL
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,35 C,60Nm,4.5 bar,5.88,5.04,PASS
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,95 F,Unknown,72 psi,1.33,6.48,PASS
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,95 F,Unknown,72 psi,1.33,6.48,FAIL
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,95 F,Unknown,72 psi,1.33,6.48,FAIL
M7814,MA1A**********814,GA-2,STN-03,A,SUP-143,SUP-021,TL-093,95 F,Unknown,72 psi,1.33,6.48,PASS
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,Unknown,72 lb-ft,65 psi,4.16,4.11,FAIL
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,Unknown,72 lb-ft,65 psi,4.16,4.11,PASS
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,35 C,60Nm,4.5 bar,3.96,7.02,FAIL
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,35 C,60Nm,4.5 bar,3.96,7.02,PASS
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,40 C,35 lb-ft,72 psi,7.99,1.3,FAIL
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,40 C,35 lb-ft,72 psi,7.99,1.3,PASS
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,35 C,60Nm,4.5 bar,1.42,4.98,FAIL
M10814,MA1A**********814,TRIM-1,STN-03,C,SUP-057,SUP-154,TL-052,35 C,60Nm,4.5 bar,1.42,4.98,PASS
M11814,MA1A**********814,PAINT-1,STN-03,NAN,SUP-019,SUP-124,TL-033,95 F,35 lb-ft,72 psi,6.63,5.55,FAIL
M11814,MA1A**********814,PAINT-1,STN-03,NAN,SUP-019,SUP-124,TL-033,35 C,72 lb-ft,4.5 bar,0.83,1.57,FAIL
M9815,MA1A**********815,TRIM-1,STN-02,A,SUP-061,SUP-068,TL-073,104 F,50 Nm,4.5 bar,1.88,2.92,PASS
M9815,MA1A**********815,TRIM-1,STN-02,A,SUP-061,SUP-068,TL-073,104 F,50 Nm,4.5 bar,1.88,2.92,FAIL
M7815,MA1A**********815,PAINT-1,STN-03,C,SUP-038,SUP-086,TL-098,Unknown,50 Nm,4.5 bar,2.12,2.61,Unknown
M8815,MA1A**********815,GA-1,STN-04,C,SUP-185,SUP-086,TL-067,85C,50 Nm,72 psi,4.92,6.61,Unknown
M8815,MA1A**********815,GA-1,STN-04,C,SUP-185,SUP-086,TL-067,95 F,50 Nm,72 psi,6.65,5.62,Unknown
M10815,MA1A**********815,PAINT-1,STN-04,C,SUP-070,SUP-130,TL-056,Unknown,Unknown,Unknown,Unknown,Unknown,FAIL
M11815,MA1A**********815,TRIM-1,STN-05,B,SUP-142,SUP-071,TL-077,40 C,60Nm,65 psi,5.12,2.55,Unknown
M11816,MA1A**********816,GA-1,STN-02,B,SUP-148,SUP-095,TL-016,35 C,Unknown,5.2 bar,5.84,5.25,PASS
M11816,MA1A**********816,GA-1,STN-02,B,SUP-148,SUP-095,TL-016,Unknown,Unknown,65 psi,0.5,5.93,PASS
M11816,MA1A**********816,GA-1,STN-02,B,SUP-148,SUP-095,TL-016,104 F,72 lb-ft,65 psi,1.36,5.85,PASS
M7816,MA1A**********816,TRIM-1,STN-03,B,SUP-191,SUP-083,TL-020,95 F,Unknown,5.2 bar,7.53,3.07,Unknown
M7816,MA1A**********816,TRIM-1,STN-03,B,SUP-191,SUP-083,TL-020,35 C,35 lb-ft,65 psi,2.39,7.25,Unknown
M7816,MA1A**********816,TRIM-1,STN-03,B,SUP-191,SUP-083,TL-020,40 C,45 Nm,72 psi,1.61,1.65,Unknown
M7816,MA1A**********816,TRIM-1,STN-03,B,SUP-191,SUP-083,TL-020,104 F,60Nm,4.5 bar,7.26,5.52,Unknown
M10816,MA1A**********816,GA-2,STN-03,NAN,SUP-144,SUP-068,TL-090,Unknown,50 Nm,72 psi,3.56,0.86,FAIL
M10816,MA1A**********816,GA-2,STN-03,NAN,SUP-144,SUP-068,TL-090,Unknown,50 Nm,72 psi,3.56,0.86,FAIL
M10816,MA1A**********816,GA-2,STN-03,NAN,SUP-144,SUP-068,TL-090,Unknown,60Nm,5.2 bar,2.54,0.71,FAIL
M10816,MA1A**********816,GA-2,STN-03,NAN,SUP-144,SUP-068,TL-090,Unknown,60Nm,5.2 bar,2.54,0.71,FAIL
M8816,MA1A**********816,PAINT-1,STN-05,B,SUP-043,SUP-153,TL-038,104 F,Unknown,5.2 bar,0.62,5.28,PASS
M8816,MA1A**********816,PAINT-1,STN-05,B,SUP-043,SUP-153,TL-038,95 F,Unknown,5.2 bar,7.25,7.59,PASS
M8816,MA1A**********816,PAINT-1,STN-05,B,SUP-043,SUP-153,TL-038,Unknown,50 Nm,5.2 bar,7.05,6.71,PASS
M8816,MA1A**********816,PAINT-1,STN-05,B,SUP-043,SUP-153,TL-038,40 C,50 Nm,72 psi,7.54,0.55,PASS
M9816,MA1A**********816,GA-1,STN-05,NAN,SUP-141,SUP-130,TL-004,104 F,45 Nm,72 psi,5.91,3.79,Unknown
M9816,MA1A**********816,GA-1,STN-05,NAN,SUP-141,SUP-130,TL-004,35 C,50 Nm,5.2 bar,5.05,6.74,Unknown
M7817,MA1A**********817,GA-2,STN-02,B,SUP-196,SUP-097,TL-078,85C,60Nm,65 psi,4.37,1.87,FAIL
M7817,MA1A**********817,GA-2,STN-02,B,SUP-196,SUP-097,TL-078,Unknown,45 Nm,4.5 bar,3.53,1.73,FAIL
M9817,MA1A**********817,GA-2,STN-02,B,SUP-132,SUP-147,TL-092,95 F,72 lb-ft,65 psi,6.46,2.93,PASS
M9817,MA1A**********817,GA-2,STN-02,B,SUP-132,SUP-147,TL-092,95 F,72 lb-ft,65 psi,6.46,2.93,PASS
M8817,MA1A**********817,PAINT-1,STN-05,B,SUP-065,SUP-190,TL-060,95 F,45 Nm,4.5 bar,0.41,2.23,Unknown
M8817,MA1A**********817,PAINT-1,STN-05,B,SUP-065,SUP-190,TL-060,40 C,72 lb-ft,4.5 bar,7.43,4.82,Unknown
M8817,MA1A**********817,PAINT-1,STN-05,B,SUP-065,SUP-190,TL-060,85C,60Nm,65 psi,7.86,0.63,Unknown
M10817,MA1A**********817,PAINT-1,STN-05,NAN,SUP-040,SUP-076,TL-026,85C,45 Nm,5.2 bar,7.66,6.96,FAIL
M10817,MA1A**********817,PAINT-1,STN-05,NAN,SUP-040,SUP-076,TL-026,85C,45 Nm,5.2 bar,7.66,6.96,FAIL
M10817,MA1A**********817,PAINT-1,STN-05,NAN,SUP-040,SUP-076,TL-026,35 C,60Nm,72 psi,2.3,5.5,FAIL
M10817,MA1A**********817,PAINT-1,STN-05,NAN,SUP-040,SUP-076,TL-026,35 C,60Nm,72 psi,2.3,5.5,FAIL
M11817,MA1A**********817,TRIM-1,STN-05,A,SUP-051,SUP-035,TL-089,Unknown,50 Nm,72 psi,6.08,2.67,FAIL
M11817,MA1A**********817,TRIM-1,STN-05,A,SUP-051,SUP-035,TL-089,Unknown,50 Nm,72 psi,6.08,2.67,PASS
M9818,MA1A**********818,GA-2,STN-01,B,SUP-030,SUP-152,TL-024,95 F,50 Nm,5.2 bar,0.2,4.61,Unknown
M9818,MA1A**********818,GA-2,STN-01,B,SUP-030,SUP-152,TL-024,104 F,45 Nm,4.5 bar,2.52,4.7,Unknown
M9818,MA1A**********818,GA-2,STN-01,B,SUP-030,SUP-152,TL-024,85C,45 Nm,5.2 bar,1.36,5.5,Unknown
M9818,MA1A**********818,GA-2,STN-01,B,SUP-030,SUP-152,TL-024,Unknown,60Nm,65 psi,7.66,3.15,Unknown
M9818,MA1A**********818,GA-2,STN-01,B,SUP-030,SUP-152,TL-024,40 C,45 Nm,5.2 bar,4.77,2.27,Unknown
M7818,MA1A**********818,GA-2,STN-02,NAN,SUP-007,SUP-187,TL-011,Unknown,45 Nm,4.5 bar,7.9,3.22,FAIL
M7818,MA1A**********818,GA-2,STN-02,NAN,SUP-007,SUP-187,TL-011,Unknown,45 Nm,4.5 bar,7.9,3.22,PASS
M7818,MA1A**********818,GA-2,STN-02,NAN,SUP-007,SUP-187,TL-011,35 C,35 lb-ft,5.2 bar,2.78,2.64,FAIL
M7818,MA1A**********818,GA-2,STN-02,NAN,SUP-007,SUP-187,TL-011,35 C,35 lb-ft,5.2 bar,2.78,2.64,PASS
M7818,MA1A**********818,GA-2,STN-02,NAN,SUP-007,SUP-187,TL-011,Unknown,72 lb-ft,4.5 bar,8.2,7.99,FAIL
M7818,MA1A**********818,GA-2,STN-02,NAN,SUP-007,SUP-187,TL-011,Unknown,72 lb-ft,4.5 bar,8.2,7.99,PASS
M8818,MA1A**********818,GA-2,STN-02,C,SUP-184,SUP-109,TL-002,104 F,60Nm,4.5 bar,7.94,5.68,Unknown
M11818,MA1A**********818,GA-2,STN-02,C,SUP-108,SUP-118,TL-020,Unknown,60Nm,4.5 bar,4.78,4.97,FAIL
M10818,MA1A**********818,GA-2,STN-03,B,SUP-087,SUP-178,TL-011,Unknown,Unknown,5.2 bar,7.66,5.02,Unknown
M10818,MA1A**********818,GA-2,STN-03,B,SUP-087,SUP-178,TL-011,95 F,45 Nm,4.5 bar,5.3,1.83,Unknown
M9819,MA1A**********819,GA-1,STN-01,NAN,SUP-178,SUP-189,TL-050,40 C,35 lb-ft,5.2 bar,1.43,5.65,Unknown
M9819,MA1A**********819,GA-1,STN-01,NAN,SUP-178,SUP-189,TL-050,95 F,50 Nm,4.5 bar,5.59,7.89,Unknown
M8819,MA1A**********819,GA-2,STN-02,B,SUP-018,SUP-007,TL-040,85C,72 lb-ft,72 psi,2.73,3.93,Unknown
M8819,MA1A**********819,GA-2,STN-02,B,SUP-018,SUP-007,TL-040,Unknown,50 Nm,4.5 bar,5.58,6.93,Unknown
M8819,MA1A**********819,GA-2,STN-02,B,SUP-018,SUP-007,TL-040,85C,35 lb-ft,4.5 bar,1.49,6.84,Unknown
M8819,MA1A**********819,GA-2,STN-02,B,SUP-018,SUP-007,TL-040,35 C,60Nm,5.2 bar,7.8,5.64,Unknown
M10819,MA1A**********819,TRIM-1,STN-03,B,SUP-179,SUP-058,TL-026,104 F,45 Nm,4.5 bar,1.32,2.99,Unknown
M7819,MA1A**********819,TRIM-1,STN-05,NAN,SUP-096,SUP-153,TL-050,85C,Unknown,72 psi,4.09,1.67,Unknown
M7819,MA1A**********819,TRIM-1,STN-05,NAN,SUP-096,SUP-153,TL-050,85C,72 lb-ft,4.5 bar,4.79,3.68,Unknown
M11819,MA1A**********819,TRIM-1,STN-05,C,SUP-035,SUP-058,TL-043,Unknown,Unknown,4.5 bar,3.75,3.12,FAIL
M9820,MA1A**********820,TRIM-1,STN-01,NAN,SUP-008,SUP-062,TL-081,Unknown,Unknown,Unknown,Unknown,Unknown,PASS
M7820,MA1A**********820,GA-2,STN-02,A,SUP-058,SUP-111,TL-053,95 F,72 lb-ft,4.5 bar,8.15,3.11,Unknown
M7820,MA1A**********820,GA-2,STN-02,A,SUP-058,SUP-111,TL-053,Unknown,60Nm,72 psi,6.95,7.2,Unknown
M10820,MA1A**********820,PAINT-1,STN-02,C,SUP-169,SUP-155,TL-053,Unknown,50 Nm,5.2 bar,5.01,3.94,Unknown
M11820,MA1A**********820,GA-2,STN-03,A,SUP-133,SUP-111,TL-071,104 F,35 lb-ft,72 psi,4.79,3.13,PASS
M11820,MA1A**********820,GA-2,STN-03,A,SUP-133,SUP-111,TL-071,40 C,45 Nm,72 psi,4.59,0.57,PASS
M11820,MA1A**********820,GA-2,STN-03,A,SUP-133,SUP-111,TL-071,104 F,35 lb-ft,65 psi,4.28,3.49,PASS
M11820,MA1A**********820,GA-2,STN-03,A,SUP-133,SUP-111,TL-071,104 F,50 Nm,4.5 bar,7.43,7.65,PASS
M11820,MA1A**********820,GA-2,STN-03,A,SUP-133,SUP-111,TL-071,35 C,Unknown,4.5 bar,3.51,3.5,PASS
M11820,MA1A**********820,GA-2,STN-03,A,SUP-133,SUP-111,TL-071,85C,60Nm,4.5 bar,2.92,7.68,PASS
M8820,MA1A**********820,GA-1,STN-05,NAN,SUP-085,SUP-132,TL-008,35 C,72 lb-ft,4.5 bar,4.43,7.65,Unknown
M8820,MA1A**********820,GA-1,STN-05,NAN,SUP-085,SUP-132,TL-008,40 C,60Nm,5.2 bar,2.62,0.7,Unknown
M8820,MA1A**********820,GA-1,STN-05,NAN,SUP-085,SUP-132,TL-008,85C,60Nm,72 psi,0.29,4.99,Unknown
M8820,MA1A**********820,GA-1,STN-05,NAN,SUP-085,SUP-132,TL-008,Unknown,45 Nm,72 psi,2.75,2.25,Unknown
M8821,MA1A**********821,GA-2,STN-01,C,SUP-163,SUP-014,TL-029,Unknown,35 lb-ft,65 psi,0.86,2.86,FAIL
M8821,MA1A**********821,GA-2,STN-01,C,SUP-163,SUP-014,TL-029,40 C,45 Nm,5.2 bar,1.37,0.51,FAIL
M8821,MA1A**********821,GA-2,STN-01,C,SUP-163,SUP-014,TL-029,35 C,45 Nm,4.5 bar,7.24,4.91,FAIL
M9821,MA1A**********821,TRIM-1,STN-01,B,SUP-141,SUP-118,TL-038,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
M11821,MA1A**********821,GA-2,STN-01,C,SUP-195,SUP-021,TL-061,35 C,72 lb-ft,65 psi,2.92,4.95,Unknown
M11821,MA1A**********821,GA-2,STN-01,C,SUP-195,SUP-021,TL-061,40 C,72 lb-ft,4.5 bar,6.34,1.59,Unknown
M7821,MA1A**********821,TRIM-1,STN-02,B,SUP-172,SUP-143,TL-097,85C,72 lb-ft,65 psi,1.31,1.88,FAIL
M10821,MA1A**********821,TRIM-1,STN-02,A,SUP-148,SUP-098,TL-053,40 C,72 lb-ft,4.5 bar,3.51,7.21,Unknown
M8822,MA1A**********822,GA-1,STN-02,C,SUP-073,SUP-056,TL-075,85C,60Nm,4.5 bar,1.42,2.89,Unknown
M8822,MA1A**********822,GA-1,STN-02,C,SUP-073,SUP-056,TL-075,104 F,35 lb-ft,4.5 bar,4.17,3.29,Unknown
M8822,MA1A**********822,GA-1,STN-02,C,SUP-073,SUP-056,TL-075,35 C,45 Nm,65 psi,1.53,7.28,Unknown
M9822,MA1A**********822,TRIM-1,STN-03,B,SUP-074,SUP-151,TL-093,104 F,50 Nm,72 psi,2.59,6.88,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,104 F,50 Nm,5.2 bar,4.9,3.22,PASS
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,104 F,50 Nm,5.2 bar,4.9,3.22,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,104 F,50 Nm,5.2 bar,4.9,3.22,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,Unknown,45 Nm,5.2 bar,3.24,1.59,PASS
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,Unknown,45 Nm,5.2 bar,3.24,1.59,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,Unknown,45 Nm,5.2 bar,3.24,1.59,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,35 C,50 Nm,4.5 bar,0.61,0.6,PASS
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,35 C,50 Nm,4.5 bar,0.61,0.6,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,35 C,50 Nm,4.5 bar,0.61,0.6,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,Unknown,35 lb-ft,65 psi,3.12,2.39,PASS
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,Unknown,35 lb-ft,65 psi,3.12,2.39,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,Unknown,35 lb-ft,65 psi,3.12,2.39,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,85C,35 lb-ft,5.2 bar,5.82,6.37,PASS
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,85C,35 lb-ft,5.2 bar,5.82,6.37,FAIL
M10822,MA1A**********822,GA-2,STN-03,A,SUP-121,SUP-061,TL-079,85C,35 lb-ft,5.2 bar,5.82,6.37,FAIL
M7822,MA1A**********822,GA-2,STN-04,C,SUP-158,SUP-161,TL-089,40 C,35 lb-ft,65 psi,4.57,1.78,Unknown
M7822,MA1A**********822,GA-2,STN-04,C,SUP-158,SUP-161,TL-089,35 C,45 Nm,65 psi,6.6,6.54,Unknown
M11822,MA1A**********822,PAINT-1,STN-04,B,SUP-099,SUP-052,TL-038,40 C,35 lb-ft,4.5 bar,0.64,0.53,PASS
M11822,MA1A**********822,PAINT-1,STN-04,B,SUP-099,SUP-052,TL-038,40 C,35 lb-ft,4.5 bar,0.64,0.53,FAIL
M8823,MA1A**********823,TRIM-1,STN-03,B,SUP-139,SUP-007,TL-010,95 F,35 lb-ft,72 psi,1.51,2.38,PASS
M9823,MA1A**********823,PAINT-1,STN-03,A,SUP-063,SUP-153,TL-076,40 C,45 Nm,5.2 bar,5.34,1.44,PASS
M9823,MA1A**********823,PAINT-1,STN-03,A,SUP-063,SUP-153,TL-076,85C,35 lb-ft,5.2 bar,3.86,7.8,PASS
M9823,MA1A**********823,PAINT-1,STN-03,A,SUP-063,SUP-153,TL-076,35 C,Unknown,4.5 bar,6.26,7.6,PASS
M10823,MA1A**********823,GA-1,STN-03,A,SUP-058,SUP-135,TL-011,85C,60Nm,4.5 bar,7.36,6.46,Unknown
M10823,MA1A**********823,GA-1,STN-03,A,SUP-058,SUP-135,TL-011,95 F,35 lb-ft,4.5 bar,4.05,1.67,Unknown
M10823,MA1A**********823,GA-1,STN-03,A,SUP-058,SUP-135,TL-011,95 F,50 Nm,4.5 bar,6.79,4.5,Unknown
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,85C,45 Nm,4.5 bar,7.55,5.67,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,85C,45 Nm,4.5 bar,7.55,5.67,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,85C,45 Nm,4.5 bar,7.55,5.67,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,40 C,60Nm,4.5 bar,1.58,6.07,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,40 C,60Nm,4.5 bar,1.58,6.07,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,40 C,60Nm,4.5 bar,1.58,6.07,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,85C,72 lb-ft,65 psi,5.17,7.51,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,85C,72 lb-ft,65 psi,5.17,7.51,FAIL
M7823,MA1A**********823,GA-2,STN-04,NAN,SUP-199,SUP-036,TL-078,85C,72 lb-ft,65 psi,5.17,7.51,FAIL
M11823,MA1A**********823,GA-2,STN-04,C,SUP-027,SUP-134,TL-093,Unknown,60Nm,65 psi,2.77,7.08,FAIL
M8824,MA1A**********824,GA-2,STN-03,B,SUP-068,SUP-027,TL-014,104 F,45 Nm,4.5 bar,1.86,7.97,FAIL
M8824,MA1A**********824,GA-2,STN-03,B,SUP-068,SUP-027,TL-014,104 F,60Nm,72 psi,4.55,7.67,FAIL
M11824,MA1A**********824,TRIM-1,STN-03,NAN,SUP-047,SUP-086,TL-034,Unknown,35 lb-ft,5.2 bar,4.94,3.16,Unknown
M11824,MA1A**********824,TRIM-1,STN-03,NAN,SUP-047,SUP-086,TL-034,40 C,35 lb-ft,4.5 bar,0.24,4.19,Unknown
M11824,MA1A**********824,TRIM-1,STN-03,NAN,SUP-047,SUP-086,TL-034,85C,35 lb-ft,72 psi,2.69,1.3,Unknown
M7824,MA1A**********824,PAINT-1,STN-04,A,SUP-191,SUP-024,TL-077,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
