Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor_x,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status,Calibration_Factor_y,Calibrated_Torque,Drift,Calibration_Status
RD008334,M11714,SEN-016,2026-03-04 03:26:30,50.0,85C,65 psi,2.48,5.66,1.021,50.0,Valid,85.0,Valid,0.999,49.95,-0.05,Within Limit
RD008335,M11481,SEN-016,2026-03-04 03:27:00,45.0,35 C,4.5 bar,1.49,4.29,0.994,45.0,Valid,35.0,Valid,0.999,44.96,-0.04,Within Limit
RD008336,M10801,SEN-039,2026-03-04 03:27:30,,95 F,4.5 bar,7.12,5.88,1.03,97.61904,Valid,35.0,Valid,1.013,,,Out of Calibration
RD008337,M7070,SEN-012,2026-03-04 03:28:00,,95 F,72 psi,1.56,4.91,0.992,47.4537,Valid,35.0,Valid,1.012,,,Out of Calibration
RD008338,M7609,SEN-001,2026-03-04 03:28:30,60.0,35 C,4.5 bar,6.08,0.91,1.012,60.0,Valid,35.0,Valid,0.991,59.46,-0.54,Within Limit
RD008339,M11003,SEN-049,2026-03-04 03:29:00,,85C,5.2 bar,0.5,1.38,0.974,97.61904,Valid,85.0,Valid,0.975,,,Out of Calibration
RD008340,M10494,SEN-049,2026-03-04 03:29:30,,,65 psi,4.25,4.42,0.979,,Invalid,,Invalid,0.975,,,Out of Calibration
RD008341,M9561,SEN-040,2026-03-04 03:30:00,,85C,65 psi,2.92,1.34,0.99,97.61904,Valid,85.0,Valid,0.982,,,Out of Calibration
RD008342,M11475,SEN-042,2026-03-04 03:30:30,,85C,5.2 bar,5.21,3.89,1.012,47.4537,Valid,85.0,Valid,0.976,,,Out of Calibration
RD008343,M11430,SEN-031,2026-03-04 03:31:00,45.0,95 F,5.2 bar,6.21,3.06,1.004,45.0,Valid,35.0,Valid,1.019,45.86,0.86,Within Limit
RD008344,M7670,SEN-020,2026-03-04 03:31:30,,104 F,5.2 bar,7.61,4.27,0.977,,Invalid,40.0,Valid,0.985,,,Out of Calibration
RD008345,M7566,SEN-039,2026-03-04 03:32:00,,95 F,65 psi,2.4,3.1,0.977,,Invalid,35.0,Valid,1.013,,,Out of Calibration
RD008346,M8348,SEN-044,2026-03-04 03:32:30,60.0,85C,65 psi,8.46,2.3,0.988,60.0,Valid,85.0,Valid,0.975,58.5,-1.5,Within Limit
RD008347,M8521,SEN-009,2026/03/04 03:33:00,50.0,85C,65 psi,1.39,5.35,1.003,50.0,Valid,85.0,Valid,1.016,50.8,0.8,Within Limit
RD008348,M10153,SEN-039,2026-03-04 03:33:30,50.0,,4.5 bar,5.86,7.81,0.99,50.0,Valid,,Invalid,1.013,50.65,0.65,Within Limit
RD008349,M10786,SEN-017,2026-03-04 03:34:00,,104 F,4.5 bar,3.75,1.53,0.991,,Invalid,40.0,Valid,0.98,,,Out of Calibration
RD008350,M7984,SEN-003,2026-03-04 03:34:30,,40 C,72 psi,8.12,5.06,1.004,97.61904,Valid,40.0,Valid,0.997,,,Out of Calibration
RD008351,M9994,SEN-013,2026-03-04 03:35:00,,,65 psi,3.13,6.98,0.983,47.4537,Valid,,Invalid,1.003,,,Out of Calibration
RD008352,M8379,SEN-041,2026-03-04 03:35:30,,35 C,65 psi,5.57,6.42,0.981,47.4537,Valid,35.0,Valid,0.984,,,Out of Calibration
RD008353,M10251,SEN-028,2026-03-04 03:36:00,60.0,40 C,72 psi,3.87,2.36,1.005,60.0,Valid,40.0,Valid,1.028,61.68,1.68,Within Limit
RD008354,M9483,SEN-014,2026-03-04 03:36:30,,104 F,72 psi,5.05,6.78,0.997,47.4537,Valid,40.0,Valid,1.026,,,Out of Calibration
RD008355,M8499,SEN-024,2026-03-04 03:37:00,,85C,4.5 bar,1.5,3.2,0.971,,Invalid,85.0,Valid,1.028,,,Out of Calibration
RD008356,M7122,SEN-033,2026-03-04 03:37:30,60.0,35 C,4.5 bar,3.0,3.03,1.021,60.0,Valid,35.0,Valid,0.986,59.16,-0.84,Within Limit
RD008357,M8928,SEN-022,2026-03-04 03:38:00,50.0,40 C,4.5 bar,0.98,6.51,0.994,50.0,Valid,40.0,Valid,1.021,51.05,1.05,Within Limit
RD008358,M10852,SEN-050,2026-03-04 03:38:30,60.0,104 F,5.2 bar,7.18,7.02,1.023,60.0,Valid,40.0,Valid,0.995,59.7,-0.3,Within Limit
RD008359,M9831,SEN-039,2026-03-04 03:39:00,45.0,40 C,4.5 bar,3.06,1.55,0.999,45.0,Valid,40.0,Valid,1.013,45.58,0.58,Within Limit
RD008360,M9735,SEN-014,2026-03-04 03:39:30,60.0,85C,5.2 bar,3.19,1.94,0.973,60.0,Valid,85.0,Valid,1.026,61.56,1.56,Within Limit
RD008361,M11924,SEN-047,2026-03-04 03:40:00,50.0,104 F,72 psi,5.35,7.49,0.996,50.0,Valid,40.0,Valid,0.998,49.9,-0.1,Within Limit
RD008362,M9219,SEN-012,2026-03-04 03:40:30,,85C,5.2 bar,6.44,1.26,1.021,47.4537,Valid,85.0,Valid,1.012,,,Out of Calibration
RD008363,M8711,SEN-003,2026-03-04 03:41:00,,95 F,72 psi,6.92,7.17,1.014,47.4537,Valid,35.0,Valid,0.997,,,Out of Calibration
RD008364,M10648,SEN-046,2026-03-04 03:41:30,,85C,5.2 bar,1.63,7.92,0.983,,Invalid,85.0,Valid,0.998,,,Out of Calibration
RD008365,M7970,SEN-036,2026-03-04 03:42:00,,95 F,65 psi,6.14,7.12,0.99,97.61904,Valid,35.0,Valid,1.012,,,Out of Calibration
RD008366,M10090,SEN-001,2026-03-04 03:42:30,,,65 psi,5.49,2.01,0.993,97.61904,Valid,,Invalid,0.991,,,Out of Calibration
RD008367,M11535,SEN-027,2026-03-04 03:43:00,,104 F,65 psi,1.8,2.93,0.981,97.61904,Valid,40.0,Valid,1.001,,,Out of Calibration
RD008368,M11592,SEN-040,2026-03-04 03:43:30,45.0,85C,4.5 bar,5.69,3.98,0.99,45.0,Valid,85.0,Valid,0.982,44.19,-0.81,Within Limit
RD008369,M11810,SEN-014,2026-03-04 03:44:00,50.0,40 C,72 psi,2.16,6.27,1.015,50.0,Valid,40.0,Valid,1.026,51.3,1.3,Within Limit
RD008370,M11480,SEN-018,2026-03-04 03:44:30,,,4.5 bar,7.04,6.9,0.985,47.4537,Valid,,Invalid,1.013,,,Out of Calibration
RD008371,M9908,SEN-007,2026-03-04 03:45:00,45.0,35 C,72 psi,7.77,7.98,1.009,45.0,Valid,35.0,Valid,1.009,45.4,0.4,Within Limit
RD008372,M7121,SEN-028,2026-03-04 03:45:30,,,5.2 bar,2.28,3.04,1.017,47.4537,Valid,,Invalid,1.028,,,Out of Calibration
RD008373,M11851,SEN-021,2026-03-04 03:46:00,,85C,5.2 bar,6.75,1.36,0.998,47.4537,Valid,85.0,Valid,1.01,,,Out of Calibration
RD008374,M11360,SEN-031,2026-03-04 03:46:30,50.0,104 F,5.2 bar,5.85,7.34,1.027,50.0,Valid,40.0,Valid,1.019,50.95,0.95,Within Limit
RD008375,M7006,SEN-042,2026-03-04 03:47:00,,40 C,65 psi,1.64,2.43,1.026,97.61904,Valid,40.0,Valid,0.976,,,Out of Calibration
RD008376,M7224,SEN-011,2026-03-04 03:47:30,45.0,40 C,5.2 bar,6.9,2.36,0.98,45.0,Valid,40.0,Valid,0.99,44.55,-0.45,Within Limit
RD008377,M9860,SEN-005,2026-03-04 03:48:00,50.0,35 C,72 psi,5.78,4.42,0.989,50.0,Valid,35.0,Valid,0.994,49.7,-0.3,Within Limit
RD008378,M10838,SEN-033,2026-03-04 03:48:30,,104 F,72 psi,8.06,3.17,1.013,47.4537,Valid,40.0,Valid,0.986,,,Out of Calibration
RD008379,M10034,SEN-027,2026-03-04 03:49:00,45.0,95 F,5.2 bar,5.11,4.83,0.988,45.0,Valid,35.0,Valid,1.001,45.04,0.04,Within Limit
RD008380,M7361,SEN-048,2026-03-04 03:49:30,,40 C,65 psi,7.86,1.31,1.024,,Invalid,40.0,Valid,1.003,,,Out of Calibration
RD008381,M9601,SEN-011,2026-03-04 03:50:00,60.0,,5.2 bar,7.23,3.28,1.02,60.0,Valid,,Invalid,0.99,59.4,-0.6,Within Limit
RD008382,M11409,SEN-006,2026-03-04 03:50:30,,,72 psi,2.84,1.9,0.988,97.61904,Valid,,Invalid,0.995,,,Out of Calibration
RD008383,M8119,SEN-027,2026-03-04 03:51:00,50.0,,65 psi,4.05,6.41,0.984,50.0,Valid,,Invalid,1.001,50.05,0.05,Within Limit
RD008384,M7889,SEN-012,2026-03-04 03:51:30,,40 C,65 psi,4.99,6.69,1.025,47.4537,Valid,40.0,Valid,1.012,,,Out of Calibration
RD008385,M10372,SEN-042,2026-03-04 03:52:00,,85C,4.5 bar,4.02,1.46,0.987,97.61904,Valid,85.0,Valid,0.976,,,Out of Calibration
RD008386,M11425,SEN-033,2026-03-04 03:52:30,50.0,,5.2 bar,6.28,5.74,0.987,50.0,Valid,,Invalid,0.986,49.3,-0.7,Within Limit
RD008387,M8506,SEN-013,2026-03-04 03:53:00,,40 C,72 psi,7.72,3.63,1.03,97.61904,Valid,40.0,Valid,1.003,,,Out of Calibration
RD008388,M9986,SEN-028,2026-03-04 03:53:30,45.0,104 F,72 psi,6.88,7.63,0.999,45.0,Valid,40.0,Valid,1.028,46.26,1.26,Within Limit
RD008389,M8118,SEN-048,2026-03-04 03:54:00,45.0,35 C,4.5 bar,7.39,1.24,1.009,45.0,Valid,35.0,Valid,1.003,45.14,0.14,Within Limit
RD008390,M11189,SEN-031,2026-03-04 03:54:30,,40 C,72 psi,3.83,3.62,0.985,,Invalid,40.0,Valid,1.019,,,Out of Calibration
RD008391,M7380,SEN-048,2026-03-04 03:55:00,,85C,4.5 bar,2.19,3.89,0.993,97.61904,Valid,85.0,Valid,1.003,,,Out of Calibration
RD008392,M9111,SEN-003,2026-03-04 03:55:30,,85C,4.5 bar,1.38,5.77,1.03,,Invalid,85.0,Valid,0.997,,,Out of Calibration
RD008393,M7407,SEN-026,2026-03-04 03:56:00,50.0,95 F,72 psi,5.3,6.95,0.984,50.0,Valid,35.0,Valid,1.014,50.7,0.7,Within Limit
RD008394,M7013,SEN-005,2026-03-04 03:56:30,,95 F,72 psi,2.36,2.72,0.986,97.61904,Valid,35.0,Valid,0.994,,,Out of Calibration
RD008395,M8238,SEN-041,2026-03-04 03:57:00,,35 C,72 psi,0.9,7.67,0.981,47.4537,Valid,35.0,Valid,0.984,,,Out of Calibration
RD008396,M9529,SEN-031,2026-03-04 03:57:30,,,4.5 bar,0.98,6.08,1.01,,Invalid,,Invalid,1.019,,,Out of Calibration
RD008397,M8008,SEN-013,2026-03-04 03:58:00,50.0,85C,4.5 bar,5.59,4.06,0.986,50.0,Valid,85.0,Valid,1.003,50.15,0.15,Within Limit
RD008398,M9156,SEN-008,2026-03-04 03:58:30,,104 F,5.2 bar,2.47,7.98,1.017,47.4537,Valid,40.0,Valid,0.995,,,Out of Calibration
RD008399,M7481,SEN-006,2026-03-04 03:59:00,45.0,40 C,65 psi,5.65,7.47,0.986,45.0,Valid,40.0,Valid,0.995,44.78,-0.22,Within Limit
RD008400,M9916,SEN-013,2026-03-04 03:59:30,50.0,85C,65 psi,6.08,2.45,1.008,50.0,Valid,85.0,Valid,1.003,50.15,0.15,Within Limit
RD008401,M9806,SEN-026,2026-03-04 04:00:00,,35 C,5.2 bar,2.4,3.4,0.974,47.4537,Valid,35.0,Valid,1.014,,,Out of Calibration
RD008402,M8843,SEN-047,2026-03-04 04:00:30,,104 F,65 psi,6.05,7.2,1.005,97.61904,Valid,40.0,Valid,0.998,,,Out of Calibration
RD008403,M10664,SEN-032,2026-03-04 04:01:00,,95 F,72 psi,0.86,5.47,0.976,,Invalid,35.0,Valid,1.021,,,Out of Calibration
RD008404,M9413,SEN-023,2026-03-04 04:01:30,,,4.5 bar,2.5,7.45,1.021,,Invalid,,Invalid,1.015,,,Out of Calibration
RD008405,M8027,SEN-039,2026-03-04 04:02:00,50.0,95 F,5.2 bar,2.23,0.88,0.981,50.0,Valid,35.0,Valid,1.013,50.65,0.65,Within Limit
RD008406,M7888,SEN-044,2026-03-04 04:02:30,60.0,35 C,4.5 bar,8.45,5.03,0.992,60.0,Valid,35.0,Valid,0.975,58.5,-1.5,Within Limit
RD008407,M7729,SEN-012,2026-03-04 04:03:00,,85C,65 psi,6.19,2.76,0.972,97.61904,Valid,85.0,Valid,1.012,,,Out of Calibration
RD008408,M11717,SEN-033,2026-03-04 04:03:30,,85C,72 psi,1.85,3.04,1.017,47.4537,Valid,85.0,Valid,0.986,,,Out of Calibration
RD008409,M10152,SEN-024,2026-03-04 04:04:00,,35 C,65 psi,4.76,7.99,1.009,47.4537,Valid,35.0,Valid,1.028,,,Out of Calibration
RD008410,M8128,SEN-034,2026-03-04 04:04:30,50.0,95 F,5.2 bar,7.49,6.26,1.013,50.0,Valid,35.0,Valid,1.016,50.8,0.8,Within Limit
RD008411,M9334,SEN-009,2026-03-04 04:05:00,45.0,104 F,4.5 bar,3.86,2.7,1.019,45.0,Valid,40.0,Valid,1.016,45.72,0.72,Within Limit
RD008412,M11551,SEN-019,2026-03-04 04:05:30,45.0,35 C,5.2 bar,4.06,5.52,1.026,45.0,Valid,35.0,Valid,1.027,46.22,1.22,Within Limit
RD008413,M8643,SEN-035,2026-03-04 04:06:00,,,4.5 bar,1.66,6.81,1.003,97.61904,Valid,,Invalid,1.026,,,Out of Calibration
RD008414,M9577,SEN-019,2026-03-04 04:06:30,,85C,72 psi,7.67,5.75,0.992,47.4537,Valid,85.0,Valid,1.027,,,Out of Calibration
RD008415,M8419,SEN-028,2026-03-04 04:07:00,,95 F,5.2 bar,0.29,1.79,1.01,,Invalid,35.0,Valid,1.028,,,Out of Calibration
RD008416,M10200,SEN-022,2026-03-04 04:07:30,,85C,5.2 bar,7.77,7.99,0.998,47.4537,Valid,85.0,Valid,1.021,,,Out of Calibration
RD008417,M10205,SEN-007,2026-03-04 04:08:00,60.0,35 C,4.5 bar,0.66,5.75,1.011,60.0,Valid,35.0,Valid,1.009,60.54,0.54,Within Limit
RD008418,M10268,SEN-016,2026-03-04 04:08:30,45.0,95 F,65 psi,6.19,3.44,1.012,45.0,Valid,35.0,Valid,0.999,44.96,-0.04,Within Limit
RD008419,M8450,SEN-004,2026-03-04 04:09:00,45.0,85C,5.2 bar,7.48,5.51,1.023,45.0,Valid,85.0,Valid,0.983,44.24,-0.76,Within Limit
RD008420,M9499,SEN-018,2026-03-04 04:09:30,,40 C,72 psi,5.16,2.27,1.019,47.4537,Valid,40.0,Valid,1.013,,,Out of Calibration
RD008421,M8215,SEN-005,2026-03-04 04:10:00,,40 C,5.2 bar,7.55,6.14,0.994,,Invalid,40.0,Valid,0.994,,,Out of Calibration
RD008422,M8795,SEN-004,2026-03-04 04:10:30,,104 F,5.2 bar,2.69,2.42,1.003,97.61904,Valid,40.0,Valid,0.983,,,Out of Calibration
RD008423,M7474,SEN-021,2026-03-04 04:11:00,60.0,,5.2 bar,0.21,1.51,0.985,60.0,Valid,,Invalid,1.01,60.6,0.6,Within Limit
RD008424,M9464,SEN-042,2026-03-04 04:11:30,60.0,40 C,4.5 bar,6.4,0.73,1.018,60.0,Valid,40.0,Valid,0.976,58.56,-1.44,Within Limit
RD008425,M9942,SEN-017,2026-03-04 04:12:00,60.0,40 C,4.5 bar,5.55,4.55,0.996,60.0,Valid,40.0,Valid,0.98,58.8,-1.2,Within Limit
RD008426,M10153,SEN-004,2026-03-04 04:12:30,,40 C,65 psi,1.43,3.36,1.019,47.4537,Valid,40.0,Valid,0.983,,,Out of Calibration
RD008427,M10134,SEN-044,2026-03-04 04:13:00,,40 C,5.2 bar,3.57,3.54,1.017,,Invalid,40.0,Valid,0.975,,,Out of Calibration
RD008428,M7682,SEN-020,2026-03-04 04:13:30,50.0,104 F,72 psi,2.51,5.71,1.023,50.0,Valid,40.0,Valid,0.985,49.25,-0.75,Within Limit
RD008429,M9047,SEN-038,2026-03-04 04:14:00,50.0,95 F,72 psi,7.45,1.52,1.021,50.0,Valid,35.0,Valid,0.981,49.05,-0.95,Within Limit
RD008430,M7789,SEN-014,2026-03-04 04:14:30,,85C,72 psi,2.07,1.88,0.972,,Invalid,85.0,Valid,1.026,,,Out of Calibration
RD008431,M11044,SEN-008,2026-03-04 04:15:00,50.0,104 F,4.5 bar,7.16,4.59,1.018,50.0,Valid,40.0,Valid,0.995,49.75,-0.25,Within Limit
RD008432,M8640,SEN-035,2026-03-04 04:15:30,50.0,35 C,4.5 bar,6.25,3.25,0.979,50.0,Valid,35.0,Valid,1.026,51.3,1.3,Within Limit
RD008433,M9517,SEN-032,2026-03-04 04:16:00,50.0,95 F,5.2 bar,5.66,6.81,0.973,50.0,Valid,35.0,Valid,1.021,51.05,1.05,Within Limit
RD008434,M11930,SEN-038,2026-03-04 04:16:30,,,65 psi,5.03,3.37,0.98,47.4537,Valid,,Invalid,0.981,,,Out of Calibration
RD008435,M9007,SEN-045,2026-03-04 04:17:00,45.0,35 C,4.5 bar,5.09,0.99,1.006,45.0,Valid,35.0,Valid,0.976,43.92,-1.08,Within Limit
RD008436,M9709,SEN-024,2026-03-04 04:17:30,,35 C,5.2 bar,7.2,5.48,1.029,47.4537,Valid,35.0,Valid,1.028,,,Out of Calibration
RD008437,M7331,SEN-009,2026-03-04 04:18:00,,104 F,65 psi,1.17,2.27,0.978,47.4537,Valid,40.0,Valid,1.016,,,Out of Calibration
RD008438,M9162,SEN-043,2026-03-04 04:18:30,,35 C,5.2 bar,2.26,5.11,1.005,,Invalid,35.0,Valid,1.021,,,Out of Calibration
RD008439,M8575,SEN-041,2026-03-04 04:19:00,,104 F,5.2 bar,1.16,2.09,0.993,97.61904,Valid,40.0,Valid,0.984,,,Out of Calibration
RD008440,M7726,SEN-050,2026-03-04 04:19:30,,40 C,72 psi,1.56,4.08,1.028,47.4537,Valid,40.0,Valid,0.995,,,Out of Calibration
RD008441,M11621,SEN-039,2026-03-04 04:20:00,,95 F,72 psi,3.85,2.25,0.98,,Invalid,35.0,Valid,1.013,,,Out of Calibration
RD008442,M9591,SEN-010,2026-03-04 04:20:30,,35 C,72 psi,7.21,0.54,1.008,47.4537,Valid,35.0,Valid,1.006,,,Out of Calibration
RD008443,M11170,SEN-038,2026-03-04 04:21:00,50.0,40 C,72 psi,0.67,2.43,0.98,50.0,Valid,40.0,Valid,0.981,49.05,-0.95,Within Limit
RD008444,M10811,SEN-020,2026-03-04 04:21:30,45.0,35 C,5.2 bar,0.68,0.54,1.0,45.0,Valid,35.0,Valid,0.985,44.32,-0.68,Within Limit
RD008445,M9289,SEN-022,2026-03-04 04:22:00,,,65 psi,7.69,5.65,1.023,47.4537,Valid,,Invalid,1.021,,,Out of Calibration
RD008446,M10405,SEN-007,2026-03-04 04:22:30,,40 C,65 psi,3.52,4.22,0.981,97.61904,Valid,40.0,Valid,1.009,,,Out of Calibration
RD008447,M9736,SEN-002,2026-03-04 04:23:00,,40 C,5.2 bar,0.66,1.52,0.979,,Invalid,40.0,Valid,1.018,,,Out of Calibration
RD008448,M11302,SEN-025,2026-03-04 04:23:30,,35 C,72 psi,6.36,2.47,1.027,,Invalid,35.0,Valid,1.01,,,Out of Calibration
RD008449,M10999,SEN-047,2026-03-04 04:24:00,,85C,72 psi,0.76,1.6,1.003,47.4537,Valid,85.0,Valid,0.998,,,Out of Calibration
RD008450,M10661,SEN-002,2026-03-04 04:24:30,,40 C,72 psi,0.56,1.73,0.971,47.4537,Valid,40.0,Valid,1.018,,,Out of Calibration
RD008451,M7584,SEN-020,2026-03-04 04:25:00,,104 F,4.5 bar,3.85,4.38,1.018,,Invalid,40.0,Valid,0.985,,,Out of Calibration
RD008452,M11561,SEN-036,2026-03-04 04:25:30,50.0,35 C,65 psi,1.35,2.91,0.982,50.0,Valid,35.0,Valid,1.012,50.6,0.6,Within Limit
RD008453,M11824,SEN-007,2026-03-04 04:26:00,,85C,72 psi,2.69,1.3,0.975,47.4537,Valid,85.0,Valid,1.009,,,Out of Calibration
RD008454,M7896,SEN-036,2026-03-04 04:26:30,,,65 psi,2.18,1.36,0.997,,Invalid,,Invalid,1.012,,,Out of Calibration
RD008455,M10330,SEN-041,2026-03-04 04:27:00,,40 C,65 psi,6.34,5.84,0.98,97.61904,Valid,40.0,Valid,0.984,,,Out of Calibration
RD008456,M7016,SEN-006,2026-03-04 04:27:30,50.0,35 C,72 psi,4.19,4.67,1.028,50.0,Valid,35.0,Valid,0.995,49.75,-0.25,Within Limit
RD008457,M9159,SEN-027,2026-03-04 04:28:00,,,72 psi,2.25,5.34,1.017,,Invalid,,Invalid,1.001,,,Out of Calibration
RD008458,M10831,SEN-039,2026-03-04 04:28:30,,95 F,5.2 bar,0.44,2.93,1.001,47.4537,Valid,35.0,Valid,1.013,,,Out of Calibration
RD008459,M7883,SEN-011,2026-03-04 04:29:00,50.0,,5.2 bar,5.43,7.43,0.979,50.0,Valid,,Invalid,0.99,49.5,-0.5,Within Limit
RD008460,M10014,SEN-034,2026-03-04 04:29:30,,,4.5 bar,7.01,1.92,0.978,97.61904,Valid,,Invalid,1.016,,,Out of Calibration
RD008461,M9982,SEN-013,2026-03-04 04:30:00,50.0,85C,65 psi,6.24,3.21,1.015,50.0,Valid,85.0,Valid,1.003,50.15,0.15,Within Limit
RD008462,M9982,SEN-016,2026-03-04 04:30:30,45.0,95 F,72 psi,6.9,1.63,1.002,45.0,Valid,35.0,Valid,0.999,44.96,-0.04,Within Limit
RD008463,M10894,SEN-039,2026-03-04 04:31:00,,35 C,65 psi,2.41,3.95,0.988,97.61904,Valid,35.0,Valid,1.013,,,Out of Calibration
RD008464,M9582,SEN-040,2026-03-04 04:31:30,60.0,35 C,72 psi,1.11,6.06,1.025,60.0,Valid,35.0,Valid,0.982,58.92,-1.08,Within Limit
RD008465,M11395,SEN-018,2026-03-04 04:32:00,,104 F,5.2 bar,5.86,2.87,0.996,,Invalid,40.0,Valid,1.013,,,Out of Calibration
RD008466,M8805,SEN-013,2026-03-04 04:32:30,,85C,65 psi,7.32,3.73,0.996,47.4537,Valid,85.0,Valid,1.003,,,Out of Calibration
RD008467,M10741,SEN-034,2026-03-04 04:33:00,,40 C,72 psi,2.79,1.59,0.995,97.61904,Valid,40.0,Valid,1.016,,,Out of Calibration
RD008468,M9634,SEN-026,2026-03-04 04:33:30,,,4.5 bar,7.67,7.13,0.979,47.4537,Valid,,Invalid,1.014,,,Out of Calibration
RD008469,M9263,SEN-016,2026-03-04 04:34:00,45.0,95 F,72 psi,1.3,3.36,1.027,45.0,Valid,35.0,Valid,0.999,44.96,-0.04,Within Limit
RD008470,M11943,SEN-003,2026-03-04 04:34:30,50.0,95 F,72 psi,5.03,4.3,1.002,50.0,Valid,35.0,Valid,0.997,49.85,-0.15,Within Limit
RD008471,M7246,SEN-019,2026-03-04 04:35:00,,40 C,72 psi,5.71,4.02,0.989,97.61904,Valid,40.0,Valid,1.027,,,Out of Calibration
RD008472,M11901,SEN-027,2026-03-04 04:35:30,,40 C,72 psi,7.57,7.83,1.018,,Invalid,40.0,Valid,1.001,,,Out of Calibration
RD008473,M11590,SEN-036,2026-03-04 04:36:00,,40 C,5.2 bar,4.06,6.83,1.008,47.4537,Valid,40.0,Valid,1.012,,,Out of Calibration
RD008474,M7732,SEN-039,2026-03-04 04:36:30,,35 C,5.2 bar,2.05,6.44,0.992,47.4537,Valid,35.0,Valid,1.013,,,Out of Calibration
RD008475,M11504,SEN-020,2026-03-04 04:37:00,45.0,104 F,65 psi,7.15,4.02,0.977,45.0,Valid,40.0,Valid,0.985,44.32,-0.68,Within Limit
RD008476,M10370,SEN-027,2026-03-04 04:37:30,,95 F,4.5 bar,0.55,7.17,0.978,,Invalid,35.0,Valid,1.001,,,Out of Calibration
RD008477,M10454,SEN-009,2026-03-04 04:38:00,60.0,95 F,4.5 bar,4.87,3.14,0.986,60.0,Valid,35.0,Valid,1.016,60.96,0.96,Within Limit
RD008478,M7761,SEN-032,2026-03-04 04:38:30,60.0,35 C,65 psi,7.92,2.38,0.999,60.0,Valid,35.0,Valid,1.021,61.26,1.26,Within Limit
RD008479,M9265,SEN-046,2026-03-04 04:39:00,50.0,35 C,4.5 bar,2.09,0.76,0.973,50.0,Valid,35.0,Valid,0.998,49.9,-0.1,Within Limit
RD008480,M7233,SEN-006,2026-03-04 04:39:30,,104 F,5.2 bar,2.7,6.26,1.011,47.4537,Valid,40.0,Valid,0.995,,,Out of Calibration
RD008481,M11730,SEN-036,2026-03-04 04:40:00,45.0,40 C,65 psi,4.64,2.93,0.981,45.0,Valid,40.0,Valid,1.012,45.54,0.54,Within Limit
RD008482,M7081,SEN-015,2026-03-04 04:40:30,60.0,95 F,65 psi,3.83,7.63,0.985,60.0,Valid,35.0,Valid,1.012,60.72,0.72,Within Limit
RD008483,M10631,SEN-022,2026-03-04 04:41:00,,85C,5.2 bar,6.53,6.28,0.985,,Invalid,85.0,Valid,1.021,,,Out of Calibration
RD008484,M7680,SEN-013,2026-03-04 04:41:30,50.0,95 F,4.5 bar,4.88,4.01,1.004,50.0,Valid,35.0,Valid,1.003,50.15,0.15,Within Limit
RD008485,M9404,SEN-035,2026-03-04 04:42:00,45.0,104 F,65 psi,6.39,5.16,1.029,45.0,Valid,40.0,Valid,1.026,46.17,1.17,Within Limit
RD008486,M9204,SEN-042,2026-03-04 04:42:30,60.0,35 C,65 psi,6.89,7.59,0.991,60.0,Valid,35.0,Valid,0.976,58.56,-1.44,Within Limit
RD008487,M9656,SEN-007,2026-03-04 04:43:00,,40 C,5.2 bar,3.16,6.14,1.007,47.4537,Valid,40.0,Valid,1.009,,,Out of Calibration
RD008488,M8473,SEN-034,2026-03-04 04:43:30,,95 F,4.5 bar,3.75,6.61,0.98,47.4537,Valid,35.0,Valid,1.016,,,Out of Calibration
RD008489,M9044,SEN-007,2026-03-04 04:44:00,,85C,5.2 bar,6.55,2.33,1.0,47.4537,Valid,85.0,Valid,1.009,,,Out of Calibration
RD008490,M10623,SEN-035,2026-03-04 04:44:30,,,65 psi,1.15,7.75,1.0,47.4537,Valid,,Invalid,1.026,,,Out of Calibration
RD008491,M8222,SEN-047,2026-03-04 04:45:00,45.0,95 F,72 psi,2.94,3.3,1.013,45.0,Valid,35.0,Valid,0.998,44.91,-0.09,Within Limit
RD008492,M10397,SEN-016,2026-03-04 04:45:30,,95 F,65 psi,6.65,1.34,0.984,97.61904,Valid,35.0,Valid,0.999,,,Out of Calibration
RD008493,M10881,SEN-003,2026-03-04 04:46:00,,95 F,72 psi,5.09,6.15,1.009,47.4537,Valid,35.0,Valid,0.997,,,Out of Calibration
RD008494,M9096,SEN-050,2026-03-04 04:46:30,45.0,40 C,72 psi,2.63,5.91,1.02,45.0,Valid,40.0,Valid,0.995,44.78,-0.22,Within Limit
RD008495,M11725,SEN-050,2026-03-04 04:47:00,,95 F,72 psi,7.21,7.64,1.016,47.4537,Valid,35.0,Valid,0.995,,,Out of Calibration
RD008496,M7536,SEN-046,2026-03-04 04:47:30,,95 F,65 psi,5.74,2.57,1.011,97.61904,Valid,35.0,Valid,0.998,,,Out of Calibration
RD008497,M8389,SEN-003,2026-03-04 04:48:00,50.0,95 F,4.5 bar,7.99,7.81,0.971,50.0,Valid,35.0,Valid,0.997,49.85,-0.15,Within Limit
RD008498,M8181,SEN-027,2026-03-04 04:48:30,,35 C,72 psi,4.34,2.0,1.029,97.61904,Valid,35.0,Valid,1.001,,,Out of Calibration
RD008499,M9945,SEN-011,2026-03-04 04:49:00,,104 F,65 psi,2.28,2.04,0.987,,Invalid,40.0,Valid,0.99,,,Out of Calibration
