Inspection_ID,Event_ID,VIN,Defect_Code,Defect,Inspection_Source,Inspector_ID,Rework_Flag,Scrap_Reason,Result
INSP12879,M9619,MA1AB100000001194,D004,OK,Unknown,INS93,Y,,PASS
INSP12880,M9510,MA1AB100000002456,D004,Reject,Unknown,INS93,Y,Weld,PASS
INSP12881,M7253,MA1AB100000003280,D001, ok ,Unknown,INS17,N,Dimension,FAIL
INSP12882,M11819,MA1AB100000002004,NONE,OK,Unknown,INS79,Y,Weld,FAIL
INSP12883,M8830,MA1AB100000002906,NONE,Repair,Unknown,INS93,Y,Material,FAIL
INSP12884,M10451,MA1AB100000002976,NONE, ok ,Unknown,INS88,Y,Weld,FAIL
INSP12885,M9810,MA1AB100000004305,NONE, ok ,Unknown,INS28,Y,Material,FAIL
INSP12886,M7774,MA1AB100000004921,D001,Reject,Unknown,INS83,N,Weld,FAIL
INSP12887,M8538,MA1AB100000001622,D003,,Unknown,INS60,N,Dimension,PASS
INSP12888,M8679,MA1AB100000003230,NONE,reject,Unknown,INS75,Y,Weld,PASS
INSP12889,M8107,MA1AB100000003811,D001,OK,Unknown,INS19,N,Material,FAIL
INSP12890,M10759,MA1AB100000004980,D001,,Unknown,INS70,Y,Weld,FAIL
INSP12891,M8602,MA1AB100000000939,D004,Repair,Unknown,INS56,Y,Material,PASS
INSP12892,M8340,MA1AB100000004431,D003,reject,Unknown,INS56,N,Dimension,PASS
INSP12893,M10028,MA1AB100000000018,D001,Reject,Unknown,INS83,Y,,FAIL
INSP12894,M10018,MA1AB100000001388,D002, ok ,Unknown,INS72,N,Dimension,FAIL
INSP12895,M7539,MA1AB100000004233,NONE, ok ,Unknown,INS46,N,Material,PASS
INSP12896,M7081,MA1AB100000000669,NONE, ok ,Unknown,INS18,Y,Material,FAIL
INSP12897,M11141,MA1AB100000003516,D004,Repair,Unknown,INS82,Y,,FAIL
INSP12898,M7592,MA1AB100000000918,D001,Repair,Unknown,INS33,N,Weld,PASS
INSP12899,M8100,MA1AB100000003787,D003,OK,Unknown,INS86,N,,PASS
INSP12900,M7354,MA1AB100000000843,D001,reject,Unknown,INS53,Y,Weld,FAIL
INSP12901,M9759,MA1AB100000003612,D003, ok ,Unknown,INS56,N,,PASS
INSP12902,M11740,MA1AB100000004214,D004,,Unknown,INS52,Y,Material,FAIL
INSP12903,M11923,MA1AB100000001572,D004,reject,Unknown,INS32,Y,Weld,PASS
INSP12904,M11854,MA1AB100000001294,D001,,Unknown,INS54,N,Dimension,FAIL
INSP12905,M7837,MA1AB100000001090,D003,reject,Unknown,INS58,Y,Dimension,PASS
INSP12906,M11422,MA1AB100000003195,D002,,Unknown,INS58,Y,Weld,FAIL
INSP12907,M11065,MA1AB100000000731,D002,OK,Unknown,INS78,N,Dimension,FAIL
INSP12908,M10537,MA1AB100000000198,D004,OK,Unknown,INS77,N,Material,FAIL
INSP12909,M10570,MA1AB100000001790,D003, ok ,Unknown,INS29,Y,Weld,PASS
INSP12910,M9178,MA1AB100000004654,D004,OK,Unknown,INS52,Y,Material,FAIL
INSP12911,M10571,MA1AB100000002676,D003,reject,Unknown,INS20,Y,Dimension,PASS
INSP12912,M7211,MA1AB100000004381,D004,reject,Unknown,INS39,Y,Dimension,PASS
INSP12913,M11739,MA1AB100000004438,D001,reject,Unknown,INS34,N,,FAIL
INSP12914,M7718,MA1AB100000000779,NONE,,Unknown,INS14,Y,Paint,FAIL
INSP12915,M11852,MA1AB100000003380,D002,Reject,Unknown,INS69,N,Dimension,FAIL
INSP12916,M8204,MA1AB100000000506,D004, ok ,Unknown,INS59,N,Material,FAIL
INSP12917,M7759,MA1AB100000001680,NONE,Repair,Unknown,INS81,N,Material,PASS
INSP12918,M10112,MA1AB100000001627,D004,Repair,Unknown,INS54,Y,Dimension,FAIL
INSP12919,M7507,MA1AB100000003012,NONE,reject,Unknown,INS23,Y,,FAIL
INSP12920,M8982,MA1AB100000003635,NONE,OK,Unknown,INS71,Y,Material,FAIL
INSP12921,M7706,MA1AB100000001029,NONE,Repair,Unknown,INS28,N,Weld,FAIL
INSP12922,M7122,MA1AB100000002360,NONE,,Unknown,INS48,Y,Dimension,PASS
INSP12923,M7320,MA1AB100000000870,D002,OK,Unknown,INS54,N,Weld,PASS
INSP12924,M9771,MA1AB100000004859,D003,reject,Unknown,INS97,N,Paint,FAIL
INSP12925,M7694,MA1AB100000004474,D003,,Unknown,INS33,N,Weld,PASS
INSP12926,M10972,MA1AB100000001417,D001,reject,Unknown,INS42,N,Dimension,PASS
INSP12927,M11198,MA1AB100000004316,NONE,OK,Unknown,INS89,N,Weld,FAIL
INSP12928,M9453,MA1AB100000000177,D004,OK,Unknown,INS19,Y,Weld,PASS
INSP12929,M8637,MA1AB100000002153,D002,Reject,Unknown,INS67,N,Paint,FAIL
INSP12930,M10857,MA1AB100000002260,D001,Repair,Unknown,INS22,Y,,PASS
INSP12931,M7108,MA1AB100000003311,D003,Reject,Unknown,INS16,N,Dimension,FAIL
INSP12932,M9942,MA1AB100000001034,NONE,reject,Unknown,INS95,Y,,FAIL
INSP12933,M7549,MA1AB100000002220,D004,reject,Unknown,INS87,N,Paint,PASS
INSP12934,M8947,MA1AB100000002703,D001,Repair,Unknown,INS30,Y,,PASS
INSP12935,M11484,MA1AB100000003781,NONE,Reject,Unknown,INS83,Y,Material,FAIL
INSP12936,M7795,MA1AB100000003691,D002,Reject,Unknown,INS66,N,Weld,FAIL
INSP12937,M9163,MA1AB100000000511,D002,,Unknown,INS30,Y,Weld,PASS
INSP12938,M7800,MA1AB100000000225,D003,reject,Unknown,INS95,N,Material,PASS
INSP12939,M10878,MA1AB100000004258,D004,OK,Unknown,INS36,Y,,PASS
INSP12940,M11719,MA1AB100000001142,D002, ok ,Unknown,INS24,N,Material,PASS
INSP12941,M11674,MA1AB100000004562,NONE,,Unknown,INS14,N,Material,PASS
INSP12942,M7737,MA1AB100000001841,D004,Repair,Unknown,INS38,N,Material,PASS
INSP12943,M7187,MA1AB100000003642,D004,OK,Unknown,INS59,N,Dimension,FAIL
INSP12944,M7569,MA1AB100000004950,D004,reject,Unknown,INS56,Y,Weld,FAIL
INSP12945,M11723,MA1AB100000003970,D001, ok ,Unknown,INS68,N,Paint,FAIL
INSP12946,M9860,MA1AB100000000118,D001,Repair,Unknown,INS64,Y,Paint,FAIL
INSP12947,M11822,MA1AB100000004377,D002,Reject,Unknown,INS30,Y,,FAIL
INSP12948,M10131,MA1AB100000000816,NONE,OK,Unknown,INS77,Y,Dimension,PASS
INSP12949,M8983,MA1AB100000002070,D002,OK,Unknown,INS48,N,Paint,FAIL
INSP12950,M7601,MA1AB100000003762,NONE,Reject,Unknown,INS45,N,Material,PASS
INSP12951,M9006,MA1AB100000001175,D001,OK,Unknown,INS55,Y,,PASS
INSP12952,M10225,MA1AB100000000655,NONE,Reject,Unknown,INS43,Y,Material,FAIL
INSP12953,M8156,MA1AB100000003772,D004, ok ,Unknown,INS96,N,Dimension,PASS
INSP12954,M9567,MA1AB100000004512,D003,reject,Unknown,INS43,N,Paint,FAIL
INSP12955,M8746,MA1AB100000002521,NONE,OK,Unknown,INS86,N,Material,PASS
INSP12956,M8347,MA1AB100000004374,D001,Repair,Unknown,INS86,Y,Weld,PASS
INSP12957,M7177,MA1AB100000004080,D001,,Unknown,INS38,N,,FAIL
INSP12958,M9321,MA1AB100000000852,D002,Reject,Unknown,INS78,Y,Dimension,PASS
INSP12959,M10393,MA1AB100000000419,D004,Reject,Unknown,INS83,Y,Paint,FAIL
INSP12960,M8000,MA1AB100000001021,D004,Reject,Unknown,INS48,Y,Material,FAIL
INSP12961,M8119,MA1AB100000001947,D001,,Unknown,INS11,N,Material,PASS
INSP12962,M7772,MA1AB100000000436,D002, ok ,Unknown,INS85,Y,,FAIL
INSP12963,M10734,MA1AB100000001233,D003,Reject,Unknown,INS48,N,,FAIL
INSP12964,M8423,MA1AB100000004808,D003,Repair,Unknown,INS95,N,Material,PASS
INSP12965,M10501,MA1AB100000004280,D004,Reject,Unknown,INS87,Y,Dimension,FAIL
INSP12966,M8591,MA1AB100000002658,D001,,Unknown,INS24,N,Dimension,FAIL
INSP12967,M10069,MA1AB100000003334,NONE,OK,Unknown,INS35,Y,Dimension,FAIL
INSP12968,M10327,MA1AB100000001500,D001,OK,Unknown,INS45,Y,Paint,FAIL
INSP12969,M11161,MA1AB100000001924,NONE,,Unknown,INS91,N,Paint,FAIL
INSP12970,M7550,MA1AB100000001035,D002,Reject,Unknown,INS62,N,Weld,PASS
INSP12971,M10753,MA1AB100000000487,D003,,Unknown,INS49,Y,,FAIL
INSP12972,M10510,MA1AB100000003806,D001,Reject,Unknown,INS65,Y,Weld,FAIL
INSP12973,M9526,MA1AB100000000542,D002,OK,Unknown,INS93,N,Paint,FAIL
INSP12974,M7250,MA1AB100000001429,D003,OK,Unknown,INS48,N,Material,FAIL
INSP12975,M10702,MA1AB100000004713,D002,reject,Unknown,INS93,N,Paint,PASS
INSP12976,M11835,MA1AB100000004210,D004, ok ,Unknown,INS20,N,Paint,FAIL
INSP12977,M7300,MA1AB100000004648,D004, ok ,Unknown,INS42,Y,Paint,PASS
INSP12978,M10884,MA1AB100000003915,D002,OK,Unknown,INS27,N,,PASS
INSP12979,M10488,MA1AB100000000881,D001,Repair,Unknown,INS55,Y,,FAIL
INSP12980,M9703,MA1AB100000001809,NONE, ok ,Unknown,INS28,N,,PASS
INSP12981,M9903,MA1AB100000002049,D001, ok ,Unknown,INS82,Y,Weld,PASS
INSP12982,M7262,MA1AB100000001408,NONE,Repair,Unknown,INS62,N,Dimension,PASS
INSP12983,M10756,MA1AB100000002846,D001,Reject,Unknown,INS98,Y,Paint,PASS
INSP12984,M8612,MA1AB100000001453,D003,Repair,Unknown,INS21,Y,Paint,PASS
INSP12985,M8464,MA1AB100000001096,NONE,Repair,Unknown,INS56,N,,PASS
INSP12986,M11490,MA1AB100000003923,D003,OK,Unknown,INS88,N,Paint,PASS
INSP12987,M10466,MA1AB100000001645,D002,OK,Unknown,INS33,Y,Weld,FAIL
INSP12988,M7714,MA1AB100000004442,D003,Repair,Unknown,INS56,Y,Weld,PASS
INSP12989,M10487,MA1AB100000000190,D002,OK,Unknown,INS90,N,Dimension,PASS
INSP12990,M9240,MA1AB100000000456,D004,OK,Unknown,INS58,N,Weld,FAIL
INSP12991,M8514,MA1AB100000003428,D001,OK,Unknown,INS32,N,Paint,PASS
INSP12992,M11019,MA1AB100000002488,D003, ok ,Unknown,INS84,Y,Material,FAIL
INSP12993,M11177,MA1AB100000002229,D003,Reject,Unknown,INS59,Y,Material,PASS
INSP12994,M8527,MA1AB100000004894,NONE,Reject,Unknown,INS51,N,,FAIL
INSP12995,M8660,MA1AB100000004034,D002,Reject,Unknown,INS92,Y,Weld,PASS
INSP12996,M11382,MA1AB100000003042,D002, ok ,Unknown,INS39,Y,Dimension,FAIL
INSP12997,M9244,MA1AB100000001497,NONE,Reject,Unknown,INS57,Y,Weld,FAIL
INSP12998,M10994,MA1AB100000003601,D001,,Unknown,INS57,Y,Dimension,FAIL
INSP12999,M7882,MA1AB100000004947,NONE,reject,Unknown,INS70,Y,Dimension,PASS
INSP13000,M10374,XX1 2 3 4,D003,OK,Unknown,INS86,Y,Material,FAIL
INSP13001,M9148,MA1AB100000004981,D003,OK,Unknown,INS83,Y,,FAIL
INSP13002,M11561,MA1AB100000004459,D002, ok ,Unknown,INS15,N,Material,FAIL
INSP13003,M9134,MA1AB100000002065,D002,Reject,Unknown,INS62,N,,PASS
INSP13004,M11102,MA1AB100000004671,D002,reject,Unknown,INS45,Y,Material,PASS
INSP13005,M11237,MA1AB100000003631,D001, ok ,Unknown,INS15,N,Material,PASS
INSP13006,M11038,MA1AB100000000485,D002,Reject,Unknown,INS97,N,Dimension,PASS
INSP13007,M10563,MA1AB100000003879,D001,Repair,Unknown,INS79,N,Paint,FAIL
INSP13008,M9360,MA1AB100000003163,D002,OK,Unknown,INS45,N,Material,FAIL
INSP13009,M9369,MA1AB100000000283,D001,reject,Unknown,INS13,N,Weld,PASS
INSP13010,M11249,MA1AB100000003635,D004, ok ,Unknown,INS87,N,,FAIL
INSP13011,M7055,MA1AB100000000592,D004, ok ,Unknown,INS71,N,Weld,FAIL
INSP13012,M10536,MA1AB100000003566,D003,Repair,Unknown,INS58,Y,Weld,FAIL
INSP13013,M7123,MA1AB100000003349,D003,reject,Unknown,INS25,N,Weld,PASS
INSP13014,M8533,MA1AB100000001434,D004,Reject,Unknown,INS53,Y,Paint,PASS
INSP13015,M10950,MA1AB100000001677,NONE,Repair,Unknown,INS91,Y,Material,PASS
INSP13016,M8597,MA1AB100000004404,NONE,,Unknown,INS62,Y,,PASS
INSP13017,M7658,MA1AB100000001296,D002,Repair,Unknown,INS45,Y,Dimension,FAIL
INSP13018,M10648,MA1AB100000004514,D002,,Unknown,INS97,N,Dimension,FAIL
INSP13019,M7972,MA1AB100000002587,D003,,Unknown,INS95,Y,Material,PASS
INSP13020,M8251,MA1AB100000001054,D004, ok ,Unknown,INS62,Y,Weld,PASS
INSP13021,M7659,MA1AB100000000027,NONE, ok ,Unknown,INS86,N,Paint,FAIL
INSP13022,M10814,MA1AB100000000045,D001,reject,Unknown,INS70,N,Paint,FAIL
INSP13023,M10193,MA1AB100000000862,D003,,Unknown,INS31,N,Paint,PASS
INSP13024,M9350,MA1AB100000004399,D001,Reject,Unknown,INS65,Y,Weld,FAIL
INSP13025,M9156,MA1AB100000000579,D002,Repair,Unknown,INS29,N,Weld,PASS
INSP13026,M9708,MA1AB100000000982,NONE,Repair,Unknown,INS26,Y,Material,PASS
INSP13027,M9329,MA1AB100000002217,D003,reject,Unknown,INS28,Y,Paint,FAIL
INSP13028,M10393,MA1AB100000002503,D003,Repair,Unknown,INS62,N,Weld,FAIL
INSP13029,M7747,MA1AB100000001533,D004, ok ,Unknown,INS34,Y,Weld,PASS
INSP13030,M8604,MA1AB100000003715,D004,OK,Unknown,INS75,N,Paint,FAIL
INSP13031,M7383,MA1AB100000003016,D003,reject,Unknown,INS39,N,Material,FAIL
INSP13032,M10514,MA1AB100000000339,D001,Repair,Unknown,INS56,Y,Paint,PASS
INSP13033,M9931,MA1AB100000004678,D004,Repair,Unknown,INS88,Y,,FAIL
INSP13034,M11211,MA1AB100000001282,D001,OK,Unknown,INS59,N,,PASS
INSP13035,M11861,MA1AB100000001703,D001,reject,Unknown,INS58,Y,Weld,PASS
INSP13036,M11087,MA1AB100000002003,NONE,Repair,Unknown,INS48,N,,PASS
INSP13037,M9088,MA1AB100000002785,D001,reject,Unknown,INS14,Y,Weld,FAIL
INSP13038,M10376,MA1AB100000004037,D004,Reject,Unknown,INS43,N,,FAIL
INSP13039,M9955,MA1AB100000002670,NONE, ok ,Unknown,INS35,N,Dimension,FAIL
INSP13040,M11858,MA1AB100000000075,NONE,Repair,Unknown,INS17,N,Paint,PASS
INSP13041,M8206,MA1AB100000003580,D001,reject,Unknown,INS27,Y,Material,FAIL
INSP13042,M10965,MA1AB100000000490,D004,Repair,Unknown,INS55,Y,Paint,FAIL
INSP13043,M8900,MA1AB100000002081,NONE,OK,Unknown,INS81,N,Material,FAIL
INSP13044,M11231,MA1AB100000002754,D004,reject,Unknown,INS35,N,Material,PASS
INSP13045,M7363,MA1AB100000002193,D003,reject,Unknown,INS93,Y,Paint,FAIL
INSP13046,M7276,MA1AB100000004462,D001,Repair,Unknown,INS25,Y,Material,FAIL
INSP13047,M11976,MA1AB100000004865,D002,Reject,Unknown,INS74,N,,PASS
INSP13048,M10892,MA1AB100000002227,D004,Reject,Unknown,INS75,Y,Material,FAIL
INSP13049,M8491,MA1AB100000002581,D004,Repair,Unknown,INS44,Y,Weld,FAIL
INSP13050,M11048,MA1AB100000000961,D001,reject,Unknown,INS56,N,Dimension,PASS
INSP13051,M8909,MA1AB100000003499,D001,OK,Unknown,INS33,N,Material,FAIL
INSP13052,M8468,MA1AB100000002334,D004,Repair,Unknown,INS40,N,Dimension,PASS
INSP13053,M7187,MA1AB100000001471,D002,OK,Unknown,INS46,N,Dimension,PASS
INSP13054,M7735,MA1AB100000004992,NONE,,Unknown,INS28,Y,Dimension,FAIL
INSP13055,M9722,MA1AB100000003138,D004,reject,Unknown,INS71,N,Dimension,PASS
INSP13056,M9199,MA1AB100000000340,D002,Reject,Unknown,INS81,N,Material,PASS
INSP13057,M10277,MA1AB100000003124,D003,Reject,Unknown,INS68,N,,FAIL
INSP13058,M9203,MA1AB100000000707,D004,Reject,Unknown,INS36,N,Dimension,PASS
INSP13059,M8483,MA1AB100000003188,D001,,Unknown,INS10,N,Weld,PASS
INSP13060,M9181,MA1AB100000002999,D001,reject,Unknown,INS75,N,Paint,FAIL
INSP13061,M7214,MA1AB100000003618,D003,Reject,Unknown,INS94,Y,,PASS
INSP13062,M9801,MA1AB100000000507,D003, ok ,Unknown,INS48,N,Paint,PASS
INSP13063,M9695,MA1AB100000001735,D001, ok ,Unknown,INS81,Y,Paint,PASS
INSP13064,M10109,MA1AB100000002005,NONE, ok ,Unknown,INS61,Y,Paint,PASS
INSP13065,M9267,MA1AB100000004741,D002,Reject,Unknown,INS77,Y,Paint,PASS
INSP13066,M9869,MA1AB100000001851,D003,reject,Unknown,INS76,N,Material,PASS
INSP13067,M7203,MA1AB100000004375,D001, ok ,Unknown,INS37,Y,Weld,PASS
INSP13068,M10493,MA1AB100000000200,NONE,,Unknown,INS57,N,Material,FAIL
INSP13069,M8370,MA1AB100000001385,D002, ok ,Unknown,INS52,N,Material,FAIL
INSP13070,M9332,MA1AB100000004434,D001,Reject,Unknown,INS58,Y,,FAIL
INSP13071,M8702,MA1AB100000002049,D001,OK,Unknown,INS70,N,Paint,FAIL
INSP13072,M11276,MA1AB100000000596,D004,OK,Unknown,INS12,Y,Weld,FAIL
INSP13073,M7378,MA1AB100000003606,D001,reject,Unknown,INS42,N,Weld,PASS
INSP13074,M11604,MA1AB100000002872,D004, ok ,Unknown,INS43,N,,PASS
INSP13075,M9021,MA1AB100000001102,NONE,Reject,Unknown,INS69,Y,Weld,FAIL
INSP13076,M10327,MA1AB100000004476,NONE,reject,Unknown,INS22,N,Weld,PASS
INSP13077,M10655,MA1AB100000004673,D001,OK,Unknown,INS73,Y,,PASS
INSP13078,M11472,MA1AB100000001574,D001, ok ,Unknown,INS76,N,Weld,PASS
INSP13079,M9576,MA1AB100000002150,D002,Reject,Unknown,INS81,N,Material,PASS
INSP13080,M9253,MA1AB100000001341,D003,Repair,Unknown,INS23,N,Paint,PASS
INSP13081,M8184,MA1AB100000004530,D001,OK,Unknown,INS32,N,,PASS
INSP13082,M9253,MA1AB100000000413,D002,Repair,Unknown,INS36,Y,Weld,FAIL
INSP13083,M7533,MA1AB100000003624,D002,,Unknown,INS35,N,,FAIL
INSP13084,M9402,MA1AB100000004006,D001,,Unknown,INS96,N,Weld,FAIL
INSP13085,M8839,MA1AB100000001105,D001,Reject,Unknown,INS52,N,,PASS
INSP13086,M7661,MA1AB100000003141,D002,reject,Unknown,INS83,Y,,FAIL
INSP13087,M7519,MA1AB100000001936,D003,,Unknown,INS27,N,Material,PASS
INSP13088,M9719,MA1AB100000003158,NONE,Repair,Unknown,INS99,Y,Dimension,PASS
INSP13089,M11587,MA1AB100000003725,D002, ok ,Unknown,INS13,N,,PASS
INSP13090,M11539,MA1AB100000003671,D002,Reject,Unknown,INS44,N,Weld,FAIL
INSP13091,M7866,MA1AB100000002920,D004,OK,Unknown,INS25,Y,Weld,FAIL
INSP13092,M9069,MA1AB100000004366,D001,Reject,Unknown,INS38,N,Material,FAIL
INSP13093,M9292,MA1AB100000000979,NONE,reject,Unknown,INS31,N,Material,PASS
INSP13094,M7137,MA1AB100000003946,D003,,Unknown,INS57,Y,Material,PASS
INSP13095,M10886,MA1AB100000000042,NONE,reject,Unknown,INS19,N,Paint,PASS
INSP13096,M9557,MA1AB100000002049,NONE,OK,Unknown,INS83,Y,Dimension,PASS
INSP13097,M9314,MA1AB100000000069,D002, ok ,Unknown,INS11,N,Material,FAIL
INSP13098,M10607,MA1AB100000001013,D001,OK,Unknown,INS65,Y,Weld,FAIL
INSP13099,M9945,MA1AB100000001766,D004,Reject,Unknown,INS58,N,,FAIL
INSP13100,M11390,MA1AB100000004248,D003,,Unknown,INS57,Y,Material,PASS
INSP13101,M9464,MA1AB100000002162,D004,OK,Unknown,INS19,N,Dimension,FAIL
INSP13102,M10289,MA1AB100000000608,NONE,,Unknown,INS51,Y,Paint,FAIL
INSP13103,M11186,MA1AB100000002707,D003, ok ,Unknown,INS66,N,Weld,FAIL
INSP13104,M9454,MA1AB100000001576,D003,Reject,Unknown,INS40,Y,Weld,PASS
INSP13105,M9032,MA1AB100000000197,NONE,OK,Unknown,INS15,Y,Paint,FAIL
INSP13106,M8115,MA1AB100000002264,NONE,OK,Unknown,INS22,Y,Paint,PASS
INSP13107,M11996,MA1AB100000002456,D001,Reject,Unknown,INS57,Y,Dimension,FAIL
INSP13108,M11803,MA1AB100000004063,D001, ok ,Unknown,INS38,N,Dimension,PASS
INSP13109,M9846,MA1AB100000004479,NONE,Repair,Unknown,INS35,N,Weld,FAIL
INSP13110,M9653,MA1AB100000004060,D002,Repair,Unknown,INS14,N,Paint,FAIL
INSP13111,M7752,MA1AB100000004391,D002,,Unknown,INS52,Y,Weld,FAIL
INSP13112,M10716,MA1AB100000001789,D002,,Unknown,INS83,N,Material,PASS
INSP13113,M7064,MA1AB100000003584,D003,Repair,Unknown,INS60,Y,Weld,PASS
INSP13114,M8472,MA1AB100000004171,D001,Repair,Unknown,INS84,N,,PASS
INSP13115,M8119,MA1AB100000004160,NONE, ok ,Unknown,INS77,Y,Dimension,FAIL
INSP13116,M9388,MA1AB100000000364,D001, ok ,Unknown,INS38,N,Paint,PASS
INSP13117,M7112,MA1AB100000000325,NONE,reject,Unknown,INS39,N,Weld,PASS
INSP13118,M8986,MA1AB100000003237,D004,Repair,Unknown,INS40,N,Material,PASS
INSP13119,M10083,MA1AB100000004990,D001,Repair,Unknown,INS87,N,Weld,FAIL
INSP13120,M9538,MA1AB100000003956,NONE,Reject,Unknown,INS99,Y,,FAIL
INSP13121,M8101,MA1AB100000000319,NONE,Repair,Unknown,INS76,Y,,FAIL
INSP13122,M9991,MA1AB100000000558,D001,OK,Unknown,INS23,N,,FAIL
INSP13123,M9842,MA1AB100000002123,D001,Repair,Unknown,INS86,Y,,PASS
INSP13124,M11518,MA1AB100000002809,D004,,Unknown,INS90,N,Dimension,PASS
INSP13125,M8323,MA1AB100000003472,D002,Reject,Unknown,INS19,N,Weld,FAIL
INSP13126,M8431,MA1AB100000004446,D004, ok ,Unknown,INS34,Y,,PASS
INSP13127,M8124,MA1AB100000000992,D003,,Unknown,INS98,Y,,FAIL
INSP13128,M8167,MA1AB100000002309,D003,Reject,Unknown,INS62,N,Dimension,FAIL
INSP13129,M7993,MA1AB100000000487,NONE, ok ,Unknown,INS22,Y,Material,PASS
INSP13130,M7384,MA1AB100000001485,D001, ok ,Unknown,INS80,Y,Paint,PASS
INSP13131,M7868,MA1AB100000002123,D003,Reject,Unknown,INS41,N,Dimension,FAIL
INSP13132,M10758,MA1AB100000000111,D003,Reject,Unknown,INS82,N,Material,PASS
INSP13133,M8142,MA1AB100000002291,D004,reject,Unknown,INS26,N,Paint,FAIL
INSP13134,M10122,MA1AB100000002310,D002,,Unknown,INS18,Y,Paint,PASS
INSP13135,M11682,MA1AB100000001342,NONE,OK,Unknown,INS69,N,Dimension,PASS
INSP13136,M9384,MA1AB100000000334,D004,Repair,Unknown,INS83,N,,PASS
INSP13137,M10834,MA1AB100000002919,D001,reject,Unknown,INS88,Y,Weld,FAIL
INSP13138,M10161,MA1AB100000000878,D002,Reject,Unknown,INS52,Y,Dimension,FAIL
INSP13139,M11709,MA1AB100000001859,D001, ok ,Unknown,INS80,N,Dimension,FAIL
INSP13140,M9745,MA1AB100000001994,D004,,Unknown,INS29,Y,Paint,FAIL
INSP13141,M7325,MA1AB100000004337,D004, ok ,Unknown,INS33,N,,FAIL
INSP13142,M9776,MA1AB100000003593,D004,reject,Unknown,INS45,Y,Material,FAIL
INSP13143,M10785,MA1AB100000000320,D002,,Unknown,INS10,N,Paint,FAIL
INSP13144,M9135,MA1AB100000004903,D002, ok ,Unknown,INS31,N,Paint,FAIL
INSP13145,M10531,MA1AB100000004509,D002, ok ,Unknown,INS22,Y,Paint,FAIL
INSP13146,M11304,MA1AB100000003840,D004,,Unknown,INS56,Y,,PASS
INSP13147,M9631,MA1AB100000000736,D002, ok ,Unknown,INS68,N,Dimension,FAIL
INSP13148,M7834,MA1AB100000002523,D001,OK,Unknown,INS75,N,,PASS
INSP13149,M8864,MA1AB100000004129,D001,reject,Unknown,INS25,Y,Paint,FAIL
INSP13150,M9234,MA1AB100000002569,D001, ok ,Unknown,INS67,Y,Material,PASS
INSP13151,M9726,MA1AB100000002010,D004,OK,Unknown,INS50,Y,Dimension,FAIL
INSP13152,M10877,MA1AB100000000493,NONE,,Unknown,INS54,Y,Weld,FAIL
INSP13153,M8681,MA1AB100000003716,D003, ok ,Unknown,INS94,Y,Material,PASS
INSP13154,M8616,MA1AB100000001963,D003,Repair,Unknown,INS14,N,Dimension,FAIL
INSP13155,M10697,MA1AB100000000166,D002,Repair,Unknown,INS27,Y,Weld,FAIL
INSP13156,M7544,MA1AB100000000098,D003,Reject,Unknown,INS68,N,,PASS
INSP13157,M10508,MA1AB100000003185,D002,Repair,Unknown,INS90,Y,Weld,PASS
INSP13158,M11430,MA1AB100000002644,NONE,Repair,Unknown,INS57,Y,Paint,PASS
INSP13159,M8965,MA1AB100000003796,D004,,Unknown,INS71,Y,,PASS
INSP13160,M10583,MA1AB100000002078,D002, ok ,Unknown,INS68,N,Paint,FAIL
INSP13161,M9186,MA1AB100000000499,D002,reject,Unknown,INS20,Y,Weld,PASS
INSP13162,M8675,MA1AB100000004996,NONE,,Unknown,INS45,N,Weld,PASS
INSP13163,M7763,MA1AB100000001985,D004,Repair,Unknown,INS67,N,Weld,FAIL
INSP13164,M9159,MA1AB100000002103,D001,Repair,Unknown,INS19,Y,Paint,PASS
INSP13165,M10977,MA1AB100000003957,D002, ok ,Unknown,INS13,Y,Dimension,PASS
INSP13166,M10885,MA1AB100000001053,D002,,Unknown,INS41,N,Paint,PASS
INSP13167,M7960,MA1AB100000000215,D003,Repair,Unknown,INS13,N,Weld,PASS
INSP13168,M11334,MA1AB100000002457,NONE,reject,Unknown,INS91,Y,,PASS
INSP13169,M9909,MA1AB100000004850,D004,Reject,Unknown,INS18,N,,PASS
INSP13170,M9973,MA1AB100000000682,D002,OK,Unknown,INS97,Y,Material,PASS
INSP13171,M7235,MA1AB100000002011,D002, ok ,Unknown,INS32,Y,Dimension,FAIL
INSP13172,M11202,MA1AB100000003207,D001, ok ,Unknown,INS20,Y,Paint,PASS
INSP13173,M7917,MA1AB100000003896,D004,,Unknown,INS72,N,,PASS
INSP13174,M7676,MA1AB100000001267,D004,Repair,Unknown,INS70,N,Weld,FAIL
INSP13175,M9279,MA1AB100000004071,D004,OK,Unknown,INS68,N,Weld,FAIL
INSP13176,M8645,MA1AB100000003699,D002,,Unknown,INS75,N,Weld,FAIL
INSP13177,M10519,MA1AB100000002162,NONE,,Unknown,INS34,N,Material,FAIL
INSP13178,M10952,MA1AB100000000535,NONE,reject,Unknown,INS67,Y,Weld,FAIL
INSP13179,M8090,MA1AB100000001623,D002,OK,Unknown,INS73,N,,FAIL
INSP13180,M10220,MA1AB100000003123,D004,OK,Unknown,INS99,Y,Material,FAIL
INSP13181,M9330,MA1AB100000004787,D002,Reject,Unknown,INS76,Y,,FAIL
INSP13182,M10213,MA1AB100000000450,D001,OK,Unknown,INS15,Y,Paint,PASS
