Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units,Availability,Performance,Quality,OEE,OEE (%)
M11547,MA1AB100000004547,WO14547,Sedan X,TRIM-1,STN-02,2026-03-05 04:43,ENG-1432,SUP-020,EMP374,TL-085,C,Valid,MC-103,480,433,47,1.01,571,15,556,0.9020833333333333,1.3318937644341802,0.9737302977232924,1.1699166666666667,116.99
M11548,MA1AB100000004548,WO14548,Hatch Z,TRIM-1,STN-02,2026-03-05 04:45,ENG-1161,SUP-034,EMP104,TL-100,A,Valid,MC-104,480,465,15,0.94,589,1,588,0.96875,1.1906666666666665,0.99830220713073,1.1515,115.15
M11549,MA1AB100000004549,WO14549,SUV Pro,TRIM-1,STN-01,2026-03-05 04:46,ENG-1160,SUP-011,EMP248,TL-020,A,Valid,MC-105,480,437,43,0.86,468,9,459,0.9104166666666667,0.9210068649885584,0.9807692307692307,0.822375,82.24
M11550,MA1AB100000004550,WO14550,SUV Pro,TRIM-1,STN-05,2026-03-05 04:47,ENG-1414,SUP-092,EMP315,TL-077,,Valid,MC-101,480,434,46,1.05,529,13,516,0.9041666666666667,1.2798387096774195,0.9754253308128544,1.1287500000000001,112.88
M11551,MA1AB100000004551,WO14551,SUV Pro,GA-1,STN-03,2026-03-05 04:48,ENG-1097,SUP-176,EMP210,TL-089,,Valid,MC-102,480,431,49,1.16,533,4,529,0.8979166666666667,1.4345243619489558,0.9924953095684803,1.2784166666666665,127.84
M11552,MA1AB100000004552,WO14552,Sedan X,GA-1, stn-05 ,2026-03-05 04:50,ENG-1391,SUP-152,EMP119,TL-014,A,Valid,MC-103,480,465,15,1.16,538,3,535,0.96875,1.3421075268817202,0.9944237918215614,1.2929166666666665,129.29
M11553,MA1AB100000004553,WO14553,Sedan X,PAINT-1,Stn-03,2026-03-05 04:51,ENG-1386,SUP-107,EMP149,TL-007,B,Valid,MC-104,480,451,29,0.81,487,11,476,0.9395833333333333,0.8746563192904657,0.9774127310061602,0.8032500000000001,80.33
M11554,MA1AB100000004554,WO14554,Hatch Z,GA-2,STN-04,2026-03-05 04:52,ENG-1425,SUP-132,EMP368,TL-065,A,Valid,MC-105,480,443,37,1.03,543,15,528,0.9229166666666667,1.2625056433408577,0.9723756906077348,1.133,113.3
M11555,MA1AB100000004555,WO14555,Hatch Z,GA-2,STN-01,2026-03-05 04:53,ENG-1143,SUP-101,EMP158,TL-050,B,Valid,MC-101,480,470,10,0.99,549,5,544,0.9791666666666666,1.156404255319149,0.9908925318761385,1.1219999999999999,112.2
M11556,MA1AB100000004556,WO14556,Hatch Z,GA-1,STN-04,2026-03-05 04:55,ENG-1495,SUP-131,EMP342,TL-091,C,Valid,MC-102,480,467,13,0.86,520,10,510,0.9729166666666667,0.9576017130620985,0.9807692307692307,0.91375,91.38
M11557,MA1AB100000004557,WO14557,Sedan X,PAINT-1,STN-04,2026-03-05 04:56,ENG-1476,SUP-153,EMP123,TL-045,A,Valid,MC-103,480,463,17,1.02,484,7,477,0.9645833333333333,1.0662634989200863,0.9855371900826446,1.013625,101.36
M11558,MA1AB100000004558,WO14558,Hatch Z,TRIM-1,STN-03,2026-03-05 04:57,ENG-1204,SUP-195,EMP385,TL-069,B,Valid,MC-104,480,477,3,1.2,567,2,565,0.99375,1.4264150943396225,0.9964726631393298,1.4125,141.25
M11559,MA1AB100000004559,WO14559,SUV Pro,TRIM-1,STN-02,2026-03-05 04:58,ENG-1268,SUP-009,EMP106,TL-062,B,Valid,MC-105,480,440,40,0.99,563,4,559,0.9166666666666666,1.26675,0.9928952042628775,1.1529375000000002,115.29
M11560,MA1AB100000004560,WO14560,Hatch Z,TRIM-1,STN-02,2026-03-05 05:00,ENG-1421,SUP-001,EMP383,TL-015,C,Valid,MC-101,480,430,50,0.82,507,4,503,0.8958333333333334,0.9668372093023254,0.9921104536489151,0.8592916666666666,85.93
M11561,MA1AB100000004561,WO14561,SUV Pro,GA-2, stn-05 ,2026-03-05 05:01,ENG-1098,SUP-118,EMP207,TL-046,,Valid,MC-102,480,439,41,1.08,558,3,555,0.9145833333333333,1.372756264236902,0.9946236559139785,1.2487499999999998,124.87
M11562,MA1AB100000004562,WO14562,SUV Pro,GA-1,STN-04,2026-03-05 05:02,ENG-1264,SUP-058,EMP114,TL-069,B,Valid,MC-103,480,467,13,1.13,538,0,538,0.9729166666666667,1.301798715203426,1.0,1.2665416666666667,126.65
M11563,MA1AB100000004563,WO14563,Sedan X,TRIM-1,STN-05,2026-03-05 05:03,ENG-1227,SUP-134,EMP399,TL-081,C,Valid,MC-104,480,440,40,0.96,531,12,519,0.9166666666666666,1.1585454545454545,0.9774011299435028,1.038,103.8
M11564,MA1AB100000004564,WO14564,Sedan X,PAINT-1,STN-03,2026-03-05 05:05,ENG-1145,SUP-156,EMP380,TL-027,,Valid,MC-105,480,453,27,0.88,576,14,562,0.94375,1.1189403973509933,0.9756944444444444,1.030333333333333,103.03
M11565,MA1AB100000004565,WO14565,SUV Pro,GA-1,STN-03,2026-03-05 05:06,ENG-1198,SUP-124,EMP234,TL-073,A,Valid,MC-101,480,479,1,1.04,490,7,483,0.9979166666666667,1.063883089770355,0.9857142857142858,1.0465000000000002,104.65
M11566,MA1AB100000004566,WO14566,SUV Pro,TRIM-1,STN-05,2026-03-05 05:07,ENG-1263,SUP-186,EMP313,TL-058,C,Valid,MC-102,480,457,23,1.0,480,10,470,0.9520833333333333,1.0503282275711159,0.9791666666666666,0.9791666666666665,97.92
M11567,MA1AB100000004567,WO14567,Sedan X,PAINT-1,Stn-03,2026-03-05 05:08,ENG-1251,SUP-026,EMP143,TL-055,C,Valid,MC-103,480,447,33,1.15,457,7,450,0.93125,1.1757270693512303,0.9846827133479212,1.0781249999999998,107.81
M11568,MA1AB100000004568,WO14568,SUV Pro,TRIM-1,STN-01,2026-03-05 05:10,ENG-1179,SUP-172,EMP287,TL-052,B,Valid,MC-104,480,473,7,0.86,457,14,443,0.9854166666666667,0.8309090909090908,0.9693654266958425,0.7937083333333332,79.37
M11569,MA1AB100000004569,WO14569,SUV Pro,GA-2,Stn-03,2026-03-05 05:11,ENG-1045,SUP-129,EMP124,TL-081,,Valid,MC-105,480,468,12,0.92,595,0,595,0.975,1.1696581196581195,1.0,1.1404166666666664,114.04
M11570,MA1AB100000004570,WO14570,Sedan X,GA-2,STN-01,2026-03-05 05:12,ENG-1368,SUP-009,EMP168,TL-045,C,Valid,MC-101,480,475,5,1.02,546,7,539,0.9895833333333334,1.1724631578947367,0.9871794871794872,1.1453749999999998,114.54
M11571,MA1AB100000004571,WO14571,SUV Pro,PAINT-1,Stn-03,2026-03-05 05:13,ENG-1404,SUP-055,EMP222,TL-099,,Valid,MC-102,480,449,31,0.88,559,3,556,0.9354166666666667,1.0955902004454343,0.9946332737030411,1.0193333333333332,101.93
M11572,MA1AB100000004572,WO14572,Hatch Z,TRIM-1,STN-04,2026-03-05 05:15,ENG-1406,SUP-062,EMP109,TL-087,B,Valid,MC-103,480,468,12,1.13,485,3,482,0.975,1.1710470085470084,0.9938144329896907,1.1347083333333332,113.47
M11573,MA1AB100000004573,WO14573,Sedan X,TRIM-1,STN-04,2026-03-05 05:16,ENG-1352,SUP-143,EMP346,TL-014,B,Valid,MC-104,480,451,29,0.95,540,4,536,0.9395833333333333,1.1374722838137472,0.9925925925925926,1.0608333333333333,106.08
M11574,MA1AB100000004574,WO14574,SUV Pro,GA-1,STN-03,2026-03-05 05:17,ENG-1144,SUP-141,EMP346,TL-087,B,Valid,MC-105,480,478,2,1.1,575,6,569,0.9958333333333333,1.3232217573221758,0.9895652173913043,1.3039583333333336,130.4
M11575,MA1AB100000004575,WO14575,Sedan X,GA-1,STN-02,2026-03-05 05:18,ENG-1134,SUP-171,EMP129,TL-018,C,Valid,MC-101,480,460,20,0.85,531,0,531,0.9583333333333334,0.981195652173913,1.0,0.9403125,94.03
M11576,MA1AB100000004576,WO14576,SUV Pro,PAINT-1,STN-03,2026-03-05 05:20,ENG-1012,SUP-169,EMP129,TL-044,C,Valid,MC-102,480,445,35,1.05,550,14,536,0.9270833333333334,1.297752808988764,0.9745454545454545,1.1724999999999999,117.25
M11577,MA1AB100000004577,WO14577,Hatch Z,GA-1,STN-05,2026-03-05 05:21,ENG-1381,SUP-185,EMP118,TL-086,B,Valid,MC-103,480,474,6,0.87,521,10,511,0.9875,0.9562658227848101,0.980806142034549,0.9261875,92.62
M11578,MA1AB100000004578,WO14578,Hatch Z,TRIM-1,STN-04,2026-03-05 05:22,ENG-1323,SUP-118,EMP221,TL-067,,Valid,MC-104,480,453,27,1.09,479,5,474,0.94375,1.152560706401766,0.9895615866388309,1.0763749999999999,107.64
M11579,MA1AB100000004579,WO14579,Sedan X,PAINT-1,STN-04,2026-03-05 05:23,ENG-1049,SUP-101,EMP209,TL-002,B,Valid,MC-105,480,456,24,1.09,494,13,481,0.95,1.1808333333333334,0.9736842105263158,1.0922708333333335,109.23
M11580,MA1AB100000004580,WO14580,SUV Pro,GA-2,STN-05,2026-03-05 05:25,ENG-1112,SUP-198,EMP130,TL-004,A,Valid,MC-101,480,480,0,0.83,540,3,537,1.0,0.93375,0.9944444444444445,0.9285625,92.86
M11581,MA1AB100000004581,WO14581,Hatch Z,GA-1,STN-03,2026-03-05 05:26,ENG-1114,SUP-081,EMP180,TL-079,C,Valid,MC-102,480,447,33,1.11,589,12,577,0.93125,1.4626174496644297,0.9796264855687606,1.3343125000000002,133.43
M11582,MA1AB100000004582,WO14582,Hatch Z,GA-2,STN-01,2026-03-05 05:27,ENG-1251,SUP-178,EMP242,TL-014,,Valid,MC-103,480,467,13,1.1,522,13,509,0.9729166666666667,1.2295503211991436,0.975095785440613,1.1664583333333336,116.65
M11583,MA1AB100000004583,WO14583,Hatch Z,TRIM-1,STN-03,2026-03-05 05:28,ENG-1138,SUP-106,EMP298,TL-020,,Valid,MC-104,480,450,30,0.99,551,15,536,0.9375,1.2122,0.9727767695099818,1.1055,110.55
M11584,MA1AB100000004584,WO14584,Hatch Z,GA-2,STN-03,2026-03-05 05:30,ENG-1051,SUP-134,EMP293,TL-021,B,Valid,MC-105,480,474,6,0.96,491,11,480,0.9875,0.9944303797468353,0.9775967413441955,0.96,96.0
M11585,MA1AB100000004585,WO14585,SUV Pro,GA-2,STN-04,2026-03-05 05:31,ENG-1398,SUP-084,EMP306,TL-008,A,Valid,MC-101,480,442,38,1.0,483,5,478,0.9208333333333333,1.092760180995475,0.989648033126294,0.9958333333333332,99.58
M11586,MA1AB100000004586,WO14586,Sedan X,GA-2,STN-02,2026-03-05 05:32,ENG-1019,SUP-034,EMP214,TL-037,A,Valid,MC-102,480,474,6,1.01,467,13,454,0.9875,0.995084388185654,0.9721627408993576,0.9552916666666668,95.53
M11587,MA1AB100000004587,WO14587,SUV Pro,TRIM-1, stn-05 ,2026-03-05 05:33,ENG-1239,SUP-116,EMP152,TL-024,C,Valid,MC-103,480,436,44,0.85,517,10,507,0.9083333333333333,1.0079128440366971,0.9806576402321083,0.8978124999999999,89.78
M11588,MA1AB100000004588,WO14588,Sedan X,PAINT-1,STN-05,2026-03-05 05:35,ENG-1288,SUP-189,EMP122,TL-034,A,Valid,MC-104,480,452,28,0.85,450,5,445,0.9416666666666667,0.8462389380530974,0.9888888888888889,0.7880208333333334,78.8
M11589,MA1AB100000004589,WO14589,Hatch Z,GA-2,Stn-03,2026-03-05 05:36,ENG-1441,SUP-130,EMP106,TL-044,A,Valid,MC-105,480,459,21,0.87,596,11,585,0.95625,1.129673202614379,0.9815436241610739,1.0603125,106.03
M11590,MA1AB100000004590,WO14590,SUV Pro,TRIM-1,STN-04,2026-03-05 05:37,ENG-1022,SUP-182,EMP377,TL-015,B,Valid,MC-101,480,465,15,1.08,519,11,508,0.96875,1.2054193548387095,0.9788053949903661,1.1429999999999998,114.3
M11591,MA1AB100000004591,WO14591,Sedan X,GA-2,STN-04,2026-03-05 05:38,ENG-1269,SUP-142,EMP250,TL-099,C,Valid,MC-102,480,455,25,1.13,458,8,450,0.9479166666666666,1.1374505494505494,0.982532751091703,1.0593749999999997,105.94
M11592,MA1AB100000004592,WO14592,SUV Pro,GA-1,STN-05,2026-03-05 05:40,ENG-1285,SUP-098,EMP199,TL-054,A,Valid,MC-103,480,476,4,0.9,521,13,508,0.9916666666666667,0.9850840336134454,0.9750479846449136,0.9525,95.25
M11593,MA1AB100000004593,WO14593,SUV Pro,GA-2,STN-04,2026-03-05 05:41,ENG-1200,SUP-157,EMP265,TL-071,C,Valid,MC-104,480,436,44,0.86,579,9,570,0.9083333333333333,1.1420642201834863,0.9844559585492227,1.02125,102.12
M11594,MA1AB100000004594,WO14594,SUV Pro,PAINT-1,STN-02,2026-03-05 05:42,ENG-1007,SUP-038,EMP181,TL-034,B,Valid,MC-105,480,437,43,1.2,578,3,575,0.9104166666666667,1.5871853546910755,0.9948096885813149,1.4374999999999998,143.75
M11595,MA1AB100000004595,WO14595,SUV Pro,TRIM-1,STN-02,2026-03-05 05:43,ENG-1370,SUP-019,EMP225,TL-060,B,Valid,MC-101,480,433,47,1.0,563,8,555,0.9020833333333333,1.300230946882217,0.9857904085257548,1.1562499999999998,115.62
M11596,MA1AB100000004596,WO14596,SUV Pro,GA-1,STN-03,2026-03-05 05:45,ENG-1187,SUP-011,EMP215,TL-010,A,Valid,MC-102,480,464,16,1.09,582,5,577,0.9666666666666667,1.3671982758620689,0.9914089347079038,1.3102708333333333,131.03
M11597,MA1AB100000004597,WO14597,Hatch Z,GA-1, stn-05 ,2026-03-05 05:46,ENG-1078,SUP-098,EMP294,TL-081,A,Valid,MC-103,480,458,22,1.03,518,6,512,0.9541666666666667,1.1649344978165939,0.9884169884169884,1.0986666666666667,109.87
M11598,MA1AB100000004598,WO14598,SUV Pro,GA-1,STN-05,2026-03-05 05:47,ENG-1390,SUP-064,EMP393,TL-053,A,Valid,MC-104,480,460,20,1.08,596,8,588,0.9583333333333334,1.3993043478260871,0.9865771812080537,1.3230000000000002,132.3
M11599,MA1AB100000004599,WO14599,SUV Pro,GA-1,STN-01,2026-03-05 05:48,ENG-1135,SUP-117,EMP147,TL-065,A,Valid,MC-105,480,476,4,1.15,593,2,591,0.9916666666666667,1.4326680672268906,0.9966273187183811,1.4159374999999998,141.59
M11600,MA1AB100000004600,WO14600,Sedan X,GA-2, stn-05 ,2026-03-05 05:50,ENG-1161,SUP-097,EMP173,TL-039,,Valid,MC-101,480,435,45,0.94,570,13,557,0.90625,1.2317241379310344,0.9771929824561404,1.0907916666666666,109.08
M11601,MA1AB100000004601,WO14601,SUV Pro,GA-2,STN-03,2026-03-05 05:51,ENG-1032,SUP-012,EMP212,TL-034,A,Valid,MC-102,480,449,31,0.84,512,7,505,0.9354166666666667,0.9578619153674832,0.986328125,0.8837499999999999,88.37
M11602,MA1AB100000004602,WO14602,SUV Pro,GA-1,STN-02,2026-03-05 05:52,ENG-1386,SUP-018,EMP364,TL-014,A,Valid,MC-103,480,449,31,1.03,507,5,502,0.9354166666666667,1.1630512249443208,0.9901380670611439,1.0772083333333333,107.72
M11603,MA1AB100000004603,WO14603,Hatch Z,GA-1,STN-03,2026-03-05 05:53,ENG-1004,SUP-088,EMP143,TL-090,B,Valid,MC-104,480,457,23,0.9,509,10,499,0.9520833333333333,1.002407002188184,0.9803536345776032,0.9356250000000002,93.56
M11604,MA1AB100000004604,WO14604,Sedan X,PAINT-1, stn-05 ,2026-03-05 05:55,ENG-1059,SUP-114,EMP101,TL-040,C,Valid,MC-105,480,432,48,0.85,541,2,539,0.9,1.0644675925925926,0.9963031423290203,0.9544791666666667,95.45
M11605,MA1AB100000004605,WO14605,SUV Pro,GA-1,STN-05,2026-03-05 05:56,ENG-1184,SUP-107,EMP100,TL-074,C,Valid,MC-101,480,469,11,1.1,539,15,524,0.9770833333333333,1.264179104477612,0.9721706864564007,1.2008333333333334,120.08
M11606,MA1AB100000004606,WO14606,Sedan X,TRIM-1,STN-04,2026-03-05 05:57,ENG-1051,SUP-076,EMP357,TL-059,B,Valid,MC-102,480,444,36,1.15,574,4,570,0.925,1.4867117117117115,0.9930313588850174,1.3656249999999996,136.56
M11607,MA1AB100000004607,WO14607,Sedan X,GA-1,STN-02,2026-03-05 05:58,ENG-1053,SUP-068,EMP281,TL-098,,Valid,MC-103,480,430,50,0.98,577,6,571,0.8958333333333334,1.3150232558139536,0.9896013864818024,1.1657916666666668,116.58
M11608,MA1AB100000004608,WO14608,SUV Pro,PAINT-1,STN-04,2026-03-05 06:00,ENG-1064,SUP-196,EMP178,TL-059,C,Valid,MC-104,480,457,23,0.89,549,4,545,0.9520833333333333,1.0691684901531728,0.9927140255009107,1.0105208333333333,101.05
M11609,MA1AB100000004609,WO14609,Hatch Z,TRIM-1,STN-05,2026-03-05 06:01,ENG-1137,SUP-014,EMP332,TL-093,C,Valid,MC-105,480,456,24,0.89,473,15,458,0.95,0.9231798245614036,0.9682875264270613,0.8492083333333333,84.92
M11610,MA1AB100000004610,WO14610,Sedan X,GA-2,STN-02,2026-03-05 06:02,ENG-1439,SUP-116,EMP235,TL-034,,Valid,MC-101,480,478,2,1.02,591,9,582,0.9958333333333333,1.2611297071129708,0.9847715736040609,1.23675,123.68
M11611,MA1AB100000004611,WO14611,Sedan X,GA-2,STN-02,2026-03-05 06:03,ENG-1311,SUP-028,EMP217,TL-051,C,Valid,MC-102,480,467,13,1.03,458,6,452,0.9729166666666667,1.0101498929336188,0.9868995633187773,0.9699166666666665,96.99
M11612,MA1AB100000004612,WO14612,Sedan X,GA-2,Stn-03,2026-03-05 06:05,ENG-1322,SUP-104,EMP253,TL-010,A,Valid,MC-103,480,458,22,0.93,496,4,492,0.9541666666666667,1.0071615720524019,0.9919354838709677,0.9532500000000002,95.33
M11613,MA1AB100000004613,WO14613,SUV Pro,GA-1,STN-02,2026-03-05 06:06,ENG-1085,SUP-110,EMP330,TL-045,B,Valid,MC-104,480,442,38,1.13,594,6,588,0.9208333333333333,1.518597285067873,0.98989898989899,1.3842499999999998,138.42
M11614,MA1AB100000004614,WO14614,Sedan X,GA-1,STN-03,2026-03-05 06:07,ENG-1250,SUP-102,EMP223,TL-012,A,Valid,MC-105,480,454,26,0.9,573,3,570,0.9458333333333333,1.1359030837004407,0.9947643979057592,1.06875,106.88
M11615,MA1AB100000004615,WO14615,Sedan X,GA-1,STN-05,2026-03-05 06:08,ENG-1308,SUP-104,EMP270,TL-038,,Valid,MC-101,480,465,15,0.83,522,4,518,0.96875,0.931741935483871,0.9923371647509579,0.8957083333333334,89.57
M11616,MA1AB100000004616,WO14616,Sedan X,GA-2,STN-03,2026-03-05 06:10,ENG-1115,SUP-102,EMP119,TL-050,C,Valid,MC-102,480,441,39,1.14,468,7,461,0.91875,1.2097959183673468,0.9850427350427351,1.0948749999999998,109.49
M11617,MA1AB100000004617,WO14617,Sedan X,GA-1,STN-03,2026-03-05 06:11,ENG-1225,SUP-075,EMP366,TL-052,,Valid,MC-103,480,472,8,0.88,570,7,563,0.9833333333333333,1.0627118644067797,0.987719298245614,1.0321666666666665,103.22
M11618,MA1AB100000004618,WO14618,Hatch Z,PAINT-1,STN-05,2026-03-05 06:12,ENG-1193,SUP-199,EMP398,TL-067,C,Valid,MC-104,480,437,43,0.96,576,12,564,0.9104166666666667,1.265354691075515,0.9791666666666666,1.128,112.8
M11619,MA1AB100000004619,WO14619,Hatch Z,PAINT-1,STN-05,2026-03-05 06:13,ENG-1035,SUP-120,EMP106,TL-084,B,Valid,MC-105,480,431,49,0.92,510,13,497,0.8979166666666667,1.0886310904872392,0.9745098039215686,0.9525833333333334,95.26
M11620,MA1AB100000004620,WO14620,SUV Pro,GA-1,STN-01,2026-03-05 06:15,ENG-1027,SUP-117,EMP339,TL-001,A,Valid,MC-101,480,442,38,0.92,466,10,456,0.9208333333333333,0.9699547511312218,0.9785407725321889,0.874,87.4
M11621,MA1AB100000004621,WO14621,SUV Pro,TRIM-1,Stn-03,2026-03-05 06:16,ENG-1441,SUP-057,EMP346,TL-041,C,Valid,MC-102,480,459,21,1.15,474,15,459,0.95625,1.187581699346405,0.9683544303797469,1.0996875,109.97
M11622,MA1AB100000004622,WO14622,Hatch Z,GA-2,Stn-03,2026-03-05 06:17,ENG-1103,SUP-010,EMP327,TL-068,A,Valid,MC-103,480,450,30,1.06,588,0,588,0.9375,1.385066666666667,1.0,1.2985000000000002,129.85
M11623,MA1AB100000004623,WO14623,Sedan X,GA-1,STN-04,2026-03-05 06:18,ENG-1054,SUP-147,EMP316,TL-007,A,Valid,MC-104,480,457,23,1.17,518,7,511,0.9520833333333333,1.3261706783369802,0.9864864864864865,1.2455625,124.56
M11624,MA1AB100000004624,WO14624,SUV Pro,GA-1,STN-02,2026-03-05 06:20,ENG-1472,SUP-024,EMP237,TL-037,C,Valid,MC-105,480,432,48,0.9,534,13,521,0.9,1.1125,0.9756554307116105,0.976875,97.69
M11625,MA1AB100000004625,WO14625,Sedan X,PAINT-1,STN-03,2026-03-05 06:21,ENG-1434,SUP-152,EMP316,TL-058,C,Valid,MC-101,480,436,44,0.85,514,11,503,0.9083333333333333,1.0020642201834862,0.9785992217898832,0.8907291666666666,89.07
M11626,MA1AB100000004626,WO14626,Sedan X,GA-2,STN-02,2026-03-05 06:22,ENG-1340,SUP-170,EMP365,TL-039,,Valid,MC-102,480,465,15,0.96,457,3,454,0.96875,0.9434838709677419,0.9934354485776805,0.9079999999999999,90.8
M11627,MA1AB100000004627,WO14627,Hatch Z,PAINT-1,STN-03,2026-03-05 06:23,ENG-1481,SUP-042,EMP217,TL-073,A,Valid,MC-103,480,463,17,0.84,514,13,501,0.9645833333333333,0.9325269978401728,0.9747081712062257,0.8767499999999999,87.68
M11628,MA1AB100000004628,WO14628,SUV Pro,GA-1,Stn-03,2026-03-05 06:25,ENG-1108,SUP-187,EMP219,TL-047,B,Valid,MC-104,480,447,33,1.07,479,13,466,0.93125,1.146599552572707,0.9728601252609603,1.0387916666666668,103.88
M11629,MA1AB100000004629,WO14629,Sedan X,GA-1,STN-03,2026-03-05 06:26,ENG-1316,SUP-178,EMP399,TL-075,B,Valid,MC-105,480,444,36,0.85,502,2,500,0.925,0.961036036036036,0.9960159362549801,0.8854166666666667,88.54
M11630,MA1AB100000004630,WO14630,SUV Pro,TRIM-1,STN-03,2026-03-05 06:27,ENG-1109,SUP-185,EMP297,TL-092,A,Valid,MC-101,480,451,29,1.04,527,7,520,0.9395833333333333,1.2152549889135256,0.9867172675521821,1.1266666666666667,112.67
M11631,MA1AB100000004631,WO14631,Hatch Z,TRIM-1, stn-05 ,2026-03-05 06:28,ENG-1425,SUP-117,EMP220,TL-014,,Valid,MC-102,480,430,50,0.93,524,12,512,0.8958333333333334,1.1333023255813954,0.9770992366412213,0.9920000000000002,99.2
M11632,MA1AB100000004632,WO14632,Sedan X,PAINT-1,Stn-03,2026-03-05 06:30,ENG-1218,SUP-178,EMP179,TL-035,,Valid,MC-103,480,479,1,0.84,589,9,580,0.9979166666666667,1.0329018789144049,0.9847198641765704,1.015,101.5
M11633,MA1AB100000004633,WO14633,Hatch Z,GA-2,STN-02,2026-03-05 06:31,ENG-1405,SUP-192,EMP386,TL-045,,Valid,MC-104,480,431,49,1.04,468,7,461,0.8979166666666667,1.129280742459397,0.9850427350427351,0.9988333333333336,99.88
M11634,MA1AB100000004634,WO14634,SUV Pro,GA-2,Stn-03,2026-03-05 06:32,ENG-1318,SUP-040,EMP345,TL-085,,Valid,MC-105,480,443,37,1.18,583,6,577,0.9229166666666667,1.5529119638826183,0.9897084048027445,1.4184583333333332,141.85
M11635,MA1AB100000004635,WO14635,Hatch Z,TRIM-1, stn-05 ,2026-03-05 06:33,ENG-1047,SUP-067,EMP140,TL-031,C,Valid,MC-101,480,430,50,0.83,494,10,484,0.8958333333333334,0.9535348837209302,0.979757085020243,0.8369166666666668,83.69
M11636,MA1AB100000004636,WO14636,Hatch Z,GA-2,Stn-03,2026-03-05 06:35,ENG-1063,SUP-196,EMP346,TL-078,,Valid,MC-102,480,459,21,0.95,520,7,513,0.95625,1.0762527233115469,0.9865384615384616,1.0153125,101.53
M11637,MA1AB100000004637,WO14637,SUV Pro,GA-1,STN-04,2026-03-05 06:36,ENG-1003,SUP-094,EMP286,TL-072,A,Valid,MC-103,480,469,11,1.11,511,4,507,0.9770833333333333,1.2094029850746268,0.9921722113502935,1.1724375,117.24
M11638,MA1AB100000004638,WO14638,SUV Pro,GA-2,Stn-03,2026-03-05 06:37,ENG-1163,SUP-119,EMP164,TL-016,A,Valid,MC-104,480,470,10,0.91,556,2,554,0.9791666666666666,1.0765106382978724,0.9964028776978417,1.0502916666666666,105.03
M11639,MA1AB100000004639,WO14639,SUV Pro,GA-2,STN-03,2026-03-05 06:38,ENG-1012,SUP-101,EMP385,TL-079,B,Valid,MC-105,480,480,0,0.85,484,1,483,1.0,0.8570833333333333,0.9979338842975206,0.8553124999999999,85.53
M11640,MA1AB100000004640,WO14640,SUV Pro,PAINT-1,STN-04,2026-03-05 06:40,ENG-1001,SUP-078,EMP305,TL-027,,Valid,MC-101,480,458,22,0.99,565,2,563,0.9541666666666667,1.221288209606987,0.9964601769911504,1.1611875000000003,116.12
M11641,MA1AB100000004641,WO14641,Sedan X,GA-1,STN-03,2026-03-05 06:41,ENG-1339,SUP-161,EMP267,TL-047,,Valid,MC-102,480,475,5,0.98,501,15,486,0.9895833333333334,1.033642105263158,0.9700598802395209,0.99225,99.22
M11642,MA1AB100000004642,WO14642,Sedan X,GA-2,STN-05,2026-03-05 06:70,ENG-1367,SUP-061,EMP228,TL-085,B,Valid,MC-103,480,477,3,0.9,501,8,493,0.99375,0.9452830188679247,0.9840319361277445,0.9243750000000002,92.44
M11643,MA1AB100000004643,WO14643,SUV Pro,GA-1, stn-05 ,2026-03-05 06:43,ENG-1276,SUP-102,EMP303,TL-096,B,Valid,MC-104,480,466,14,0.95,567,2,565,0.9708333333333333,1.155901287553648,0.9964726631393298,1.1182291666666666,111.82
M11644,MA1AB100000004644,WO14644,SUV Pro,PAINT-1,STN-02,2026-03-05 06:45,ENG-1309,SUP-167,EMP128,TL-043,A,Valid,MC-105,480,444,36,1.04,485,13,472,0.925,1.1360360360360362,0.9731958762886598,1.0226666666666668,102.27
M11645,MA1AB100000004645,WO14645,Hatch Z,GA-2,STN-04,2026-03-05 06:46,ENG-1027,SUP-002,EMP124,TL-086,A,Valid,MC-101,480,458,22,0.82,596,6,590,0.9541666666666667,1.0670742358078602,0.9899328859060402,1.0079166666666666,100.79
M11646,MA1AB100000004646,WO14646,Sedan X,GA-1,STN-01,2026-03-05 06:47,ENG-1418,SUP-084,EMP317,TL-010,,Valid,MC-102,480,436,44,0.83,508,0,508,0.9083333333333333,0.9670642201834863,1.0,0.8784166666666666,87.84
M11647,MA1AB100000004647,WO14647,Sedan X,TRIM-1,STN-02,2026-03-05 06:48,ENG-1287,SUP-067,EMP229,TL-099,A,Valid,MC-103,480,448,32,0.95,453,14,439,0.9333333333333333,0.9606026785714284,0.9690949227373068,0.8688541666666666,86.89
M11648,MA1AB100000004648,WO14648,Sedan X,GA-1,Stn-03,2026-03-05 06:50,ENG-1118,SUP-001,EMP124,TL-087,B,Valid,MC-104,480,469,11,1.01,484,4,480,0.9770833333333333,1.0423027718550106,0.9917355371900827,1.0099999999999998,101.0
