VIN,Work_Order,Station,Line,Timestamp,Part_Number,Supplier_Code,Torque,Temperature,Pressure,Defect,Inspection_Source,Tool_ID,Operator_ID,Shift,Scrap_Reason,BOM_Status,VIN_Status,Masked_VIN,Supplier_Status,Supplier_Name,Country,Sensor_Number,Calibration_Factor,Calibration_Status,Cycle_Time_Minutes,Cycle_Time_Status,VIN_Count,WO_VIN_Status,Station_Visit_Count,Rework_Status,Shift_Status,Scrap_Reason_Status
MA1AB100000004425,WO104425,ST03,L03,2026-07-05 02:11:15,ENG-1001,NAN,35.0,40.0,3.86,,Human,TL999,EMP143,Nan,Material,Valid,Valid,MA1AB*********425,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004426,WO104426,ST06,L03,2026-07-05 02:12:30,ENG-1001,SUP9999,45.0,40.0,6.09,Reject,Automated,TL065,EMP137,A,Material,Valid,Valid,MA1AB*********426,Invalid,,,065,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004427,WO104427,ST02,L03,2026-07-05 02:13:45,ENG-1423,NAN,45.0,42.0,4.06,OK,Automated,TL999,EMP153,C,Material,Valid,Valid,MA1AB*********427,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004428,WO104428,ST06,L02,2026-07-05 02:15:00,ENG-1001,SUP1191,50.0,42.0,4.4,Reject,Human,TL999,EMP275,C,Not Available,Valid,Valid,MA1AB*********428,Valid,Supplier_192,India,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004429,WO104429,ST02,L01,2026-07-05 02:16:15,ENG-1001,NAN,,42.0,5.65,Repair,Human,TL007,EMP156,B,Dimension,Valid,Valid,MA1AB*********429,Invalid,,,007,1.029,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004430,WO104430,ST01,L02,2026-07-05 02:17:30,ENG-1001,SUP1068,45.0,35.0,5.37,OK,Automated,TL999,EMP105,C,Material,Valid,Valid,MA1AB*********430,Valid,Supplier_69,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004431,WO104431,ST01,L03,2026-07-05 02:18:45,ENG-1001,NAN,45.0,35.0,5.3,OK,Human,TL999,EMP113,A,Dimension,Valid,Valid,MA1AB*********431,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004432,WO104432,ST03,L02,2026-07-05 02:20:00,ENG-1076,SUP9999,35.0,35.0,5.99,Reject,Automated,TL060,EMP138,Nan,Material,Valid,Valid,MA1AB*********432,Invalid,,,060,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004433,WO104433,ST02,L02,2026-07-05 02:21:15,ENG-1001,SUP9999,50.0,40.0,6.02,OK,Automated,TL092,EMP111,C,Material,Valid,Valid,MA1AB*********433,Invalid,,,092,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004434,WO104434,ST06,L02,2026-07-05 02:22:30,ENG-1294,SUP9999,,42.0,3.4,Repair,Human,TL015,EMP212,A,Material,Valid,Valid,MA1AB*********434,Invalid,,,015,0.973,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004435,WO104435,ST06,L01,2026-07-05 02:23:45,ENG-1207,SUP1123,,40.0,3.37,Reject,Automated,TL065,EMP319,Nan,Weld Crack,Valid,Valid,MA1AB*********435,Valid,Supplier_124,Japan,065,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004436,WO104436,ST01,L01,2026-07-05 02:25:00,ENG-1001,NAN,50.0,42.0,4.54,,Human,TL999,EMP241,A,Material,Valid,Valid,MA1AB*********436,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004437,WO104437,ST02,L01,2026-07-05 02:26:15,ENG-1129,SUP1058,45.0,42.0,5.17,,Automated,TL999,EMP264,Nan,Material,Valid,Valid,MA1AB*********437,Valid,Supplier_59,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004438,WO104438,ST02,L03,2026-07-05 02:27:30,ENG-1170,NAN,35.0,35.0,4.2,OK,Automated,TL999,EMP142,C,Not Available,Valid,Valid,MA1AB*********438,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004439,WO104439,ST05,L02,2026-07-05 02:28:45,ENG-1193,SUP1007,45.0,40.0,6.01,OK,Human,TL999,EMP290,A,Dimension,Valid,Valid,MA1AB*********439,Valid,Supplier_8,Japan,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004440,WO104440,ST02,L03,2026-07-05 02:30:00,ENG-1313,SUP1183,,42.0,3.76,Repair,Automated,TL100,EMP176,C,Not Available,Valid,Valid,MA1AB*********440,Valid,Supplier_184,India,100,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004441,WO104441,ST02,L03,2026-07-05 02:31:15,ENG-1001,SUP9999,45.0,35.0,5.56,Reject,Human,TL050,EMP145,C,Not Available,Valid,Valid,MA1AB*********441,Invalid,,,050,1.012,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004442,WO104442,ST05,L01,2026-07-05 02:32:30,ENG-1001,NAN,45.0,35.0,4.1,Reject,Human,TL009,EMP120,B,Weld Crack,Valid,Valid,MA1AB*********442,Invalid,,,009,1.012,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004443,WO104443,ST03,L01,2026-07-05 02:33:45,ENG-1008,SUP9999,45.0,35.0,5.08,Reject,Automated,TL999,EMP342,Nan,Weld Crack,Valid,Valid,MA1AB*********443,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004444,WO104444,ST03,L03,2026-07-05 02:35:00,ENG-1001,SUP9999,50.0,35.0,3.26,Reject,Automated,TL048,EMP108,Nan,Weld Crack,Valid,Valid,MA1AB*********444,Invalid,,,048,0.992,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004445,WO104445,ST06,L03,2026-07-05 02:36:15,ENG-1139,SUP9999,,42.0,4.89,OK,Human,TL025,EMP340,A,Material,Valid,Valid,MA1AB*********445,Invalid,,,025,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004446,WO104446,ST05,L03,2026-07-05 02:37:30,ENG-1001,NAN,35.0,42.0,4.14,Reject,Automated,TL017,EMP230,C,Not Available,Valid,Valid,MA1AB*********446,Invalid,,,017,0.996,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004447,WO104447,ST05,L01,2026-07-05 02:38:45,ENG-1457,SUP9999,35.0,35.0,4.22,Reject,Automated,TL014,EMP154,B,Weld Crack,Valid,Valid,MA1AB*********447,Invalid,,,014,0.989,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004448,WO104448,ST01,L02,2026-07-05 02:40:00,ENG-1218,SUP1160,45.0,35.0,3.56,OK,Human,TL064,EMP341,B,Dimension,Valid,Valid,MA1AB*********448,Valid,Supplier_161,Thailand,064,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004449,WO104449,ST03,L03,2026-07-05 02:41:15,ENG-1352,SUP1130,45.0,35.0,5.35,Reject,Human,TL095,EMP119,A,Not Available,Valid,Valid,MA1AB*********449,Valid,Supplier_131,India,095,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004450,WO104450,ST02,L03,2026-07-05 02:42:30,ENG-1299,NAN,35.0,35.0,4.67,Reject,Human,TL029,EMP111,A,Weld Crack,Valid,Valid,MA1AB*********450,Invalid,,,029,1.008,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004451,WO104451,ST02,L03,2026-07-05 02:43:45,ENG-1001,SUP1005,45.0,35.0,4.83,Repair,Human,TL070,EMP168,B,Weld Crack,Valid,Valid,MA1AB*********451,Valid,Supplier_6,Japan,070,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004452,WO104452,ST06,L03,2026-07-05 02:45:00,ENG-1001,NAN,35.0,42.0,4.67,Reject,Human,TL999,EMP224,Nan,Material,Valid,Valid,MA1AB*********452,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004453,WO104453,ST01,L02,2026-07-05 02:46:15,ENG-1001,SUP1145,35.0,42.0,4.02,Reject,Automated,TL021,EMP267,C,Material,Valid,Valid,MA1AB*********453,Valid,Supplier_146,China,021,0.981,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004454,WO104454,ST02,L02,2026-07-05 02:47:30,ENG-1001,NAN,35.0,40.0,3.28,,Human,TL999,EMP165,B,Weld Crack,Valid,Valid,MA1AB*********454,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004455,WO104455,ST05,L03,2026-07-05 02:48:45,ENG-1298,SUP9999,,40.0,4.77,Reject,Human,TL052,EMP265,A,Paint Defect,Valid,Valid,MA1AB*********455,Invalid,,,052,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004456,WO104456,ST02,L02,2026-07-05 02:50:00,ENG-1001,NAN,45.0,42.0,3.36,,Automated,TL999,EMP327,C,Paint Defect,Valid,Valid,MA1AB*********456,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004457,WO104457,ST06,L01,2026-07-05 02:51:15,ENG-1001,SUP1145,35.0,40.0,3.75,Reject,Automated,TL999,EMP114,A,Not Available,Valid,Valid,MA1AB*********457,Valid,Supplier_146,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004458,WO104458,ST03,L02,2026-07-05 02:52:30,ENG-1001,SUP1104,50.0,42.0,5.11,Repair,Automated,TL999,EMP339,A,Material,Valid,Valid,MA1AB*********458,Valid,Supplier_105,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004459,WO104459,ST06,L02,2026-07-05 02:53:45,ENG-1062,SUP1123,,35.0,3.48,OK,Human,TL022,EMP311,C,Material,Valid,Valid,MA1AB*********459,Valid,Supplier_124,Japan,022,0.981,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004460,WO104460,ST02,L01,2026-07-05 02:55:00,ENG-1001,SUP9999,50.0,35.0,3.72,Reject,Automated,TL999,EMP173,B,Dimension,Valid,Valid,MA1AB*********460,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004461,WO104461,ST01,L03,2026-07-05 02:56:15,ENG-1001,NAN,,35.0,4.75,Repair,Automated,TL999,EMP291,C,Dimension,Valid,Valid,MA1AB*********461,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004462,WO104462,ST02,L03,2026-07-05 02:57:30,ENG-1487,NAN,35.0,40.0,4.94,OK,Human,TL082,EMP333,Nan,Weld Crack,Valid,Valid,MA1AB*********462,Invalid,,,082,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004463,WO104463,ST01,L01,2026-07-05 02:58:45,ENG-1001,NAN,45.0,40.0,4.56,Repair,Automated,TL033,EMP149,C,Not Available,Valid,Valid,MA1AB*********463,Invalid,,,033,0.998,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004464,WO104464,ST03,L01,2026-07-05 03:00:00,ENG-1001,SUP1086,45.0,35.0,3.8,Reject,Human,TL096,EMP296,Nan,Weld Crack,Valid,Valid,MA1AB*********464,Valid,Supplier_87,India,096,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004465,WO104465,ST03,L03,2026-07-05 03:01:15,ENG-1001,SUP1178,45.0,42.0,3.88,Reject,Human,TL098,EMP200,A,Not Available,Valid,Valid,MA1AB*********465,Valid,Supplier_179,Korea,098,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004466,WO104466,ST02,L02,2026-07-05 03:02:30,ENG-1001,SUP9999,35.0,35.0,3.8,OK,Human,TL999,EMP220,Nan,Material,Valid,Valid,MA1AB*********466,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004467,WO104467,ST05,L02,2026-07-05 03:03:45,ENG-1072,SUP9999,35.0,35.0,5.37,OK,Human,TL999,EMP200,B,Dimension,Valid,Valid,MA1AB*********467,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004468,WO104468,ST03,L02,2026-07-05 03:05:00,ENG-1001,SUP1011,45.0,42.0,4.84,OK,Automated,TL999,EMP127,A,Material,Valid,Valid,MA1AB*********468,Valid,Supplier_12,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004469,WO104469,ST03,L02,2026-07-05 03:06:15,ENG-1001,SUP1191,35.0,35.0,4.91,Reject,Human,TL095,EMP219,Nan,Weld Crack,Valid,Valid,MA1AB*********469,Valid,Supplier_192,India,095,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004470,WO104470,ST05,L01,2026-07-05 03:07:30,ENG-1001,SUP1110,50.0,40.0,5.33,Reject,Automated,TL082,EMP181,C,Dimension,Valid,Valid,MA1AB*********470,Valid,Supplier_111,USA,082,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004471,WO104471,ST04,L02,2026-07-05 03:08:45,ENG-1001,SUP1117,50.0,40.0,3.74,Reject,Automated,TL077,EMP131,A,Dimension,Valid,Valid,MA1AB*********471,Valid,Supplier_118,China,077,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004472,WO104472,ST02,L01,2026-07-05 03:10:00,ENG-1126,SUP9999,45.0,35.0,5.3,Reject,Automated,TL035,EMP312,B,Dimension,Valid,Valid,MA1AB*********472,Invalid,,,035,1.003,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004473,WO104473,ST04,L03,2026-07-05 03:11:15,ENG-1001,NAN,45.0,42.0,5.17,Reject,Automated,TL999,EMP121,B,Dimension,Valid,Valid,MA1AB*********473,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004474,WO104474,ST05,L01,2026-07-05 03:12:30,ENG-1077,NAN,45.0,40.0,3.9,Reject,Automated,TL999,EMP293,C,Paint Defect,Valid,Valid,MA1AB*********474,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004475,WO104475,ST05,L01,2026-07-05 03:13:45,ENG-1431,SUP1072,45.0,35.0,6.03,OK,Automated,TL999,EMP217,Nan,Not Available,Valid,Valid,MA1AB*********475,Valid,Supplier_73,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004476,WO104476,ST02,L03,2026-07-05 03:15:00,ENG-1001,SUP9999,,40.0,4.86,Reject,Human,TL064,EMP199,A,Dimension,Valid,Valid,MA1AB*********476,Invalid,,,064,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004477,WO104477,ST01,L03,2026-07-05 03:16:15,ENG-1001,NAN,35.0,35.0,4.65,OK,Human,TL090,EMP233,A,Not Available,Valid,Valid,MA1AB*********477,Invalid,,,090,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004478,WO104478,ST02,L01,2026-07-05 03:17:30,ENG-1206,SUP1071,35.0,35.0,4.97,OK,Human,TL999,EMP166,Nan,Dimension,Valid,Valid,MA1AB*********478,Valid,Supplier_72,Thailand,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004479,WO104479,ST05,L02,2026-07-05 03:18:45,ENG-1001,NAN,35.0,35.0,3.62,OK,Automated,TL999,EMP178,Nan,Dimension,Valid,Valid,MA1AB*********479,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004480,WO104480,ST05,L03,2026-07-05 03:20:00,ENG-1446,SUP9999,50.0,42.0,4.59,,Human,TL004,EMP236,B,Weld Crack,Valid,Valid,MA1AB*********480,Invalid,,,004,0.987,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004481,WO104481,ST05,L01,2026-07-05 03:21:15,ENG-1001,SUP9999,35.0,42.0,3.76,Reject,Human,TL016,EMP333,Nan,Weld Crack,Valid,Valid,MA1AB*********481,Invalid,,,016,0.992,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004482,WO104482,ST05,L03,2026-07-05 03:22:30,ENG-1001,NAN,,40.0,4.12,,Automated,TL999,EMP180,A,Weld Crack,Valid,Valid,MA1AB*********482,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004483,WO104483,ST03,L01,2026-07-05 03:23:45,ENG-1248,SUP9999,45.0,42.0,4.31,,Human,TL999,EMP226,A,Weld Crack,Valid,Valid,MA1AB*********483,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004484,WO104484,ST03,L03,2026-07-05 03:25:00,ENG-1471,NAN,35.0,40.0,4.75,OK,Human,TL999,EMP102,Nan,Paint Defect,Valid,Valid,MA1AB*********484,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004485,WO104485,ST03,L03,2026-07-05 03:26:15,ENG-1420,SUP9999,50.0,42.0,3.31,OK,Human,TL023,EMP109,B,Weld Crack,Valid,Valid,MA1AB*********485,Invalid,,,023,1.007,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004486,WO104486,ST05,L02,2026-07-05 03:27:30,ENG-1348,SUP1056,,35.0,3.2,Reject,Automated,TL999,EMP114,C,Not Available,Valid,Valid,MA1AB*********486,Valid,Supplier_57,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004487,WO104487,ST04,L02,2026-07-05 03:28:45,ENG-1130,SUP9999,50.0,35.0,4.29,OK,Human,TL066,EMP146,B,Paint Defect,Valid,Valid,MA1AB*********487,Invalid,,,066,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004488,WO104488,ST02,L01,2026-07-05 03:30:00,ENG-1343,NAN,50.0,35.0,3.43,,Human,TL023,EMP324,B,Not Available,Valid,Valid,MA1AB*********488,Invalid,,,023,1.007,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004489,WO104489,ST04,L03,2026-07-05 03:31:15,ENG-1295,NAN,50.0,35.0,4.02,,Automated,TL999,EMP109,B,Weld Crack,Valid,Valid,MA1AB*********489,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004490,WO104490,ST02,L03,2026-07-05 03:32:30,ENG-1137,SUP1100,45.0,35.0,4.94,Reject,Automated,TL029,EMP346,A,Not Available,Valid,Valid,MA1AB*********490,Valid,Supplier_101,China,029,1.008,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004491,WO104491,ST06,L03,2026-07-05 03:33:45,ENG-1001,SUP1169,45.0,42.0,5.9,,Automated,TL999,EMP276,A,Material,Valid,Valid,MA1AB*********491,Valid,Supplier_170,USA,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004492,WO104492,ST03,L03,2026-07-05 03:35:00,ENG-1403,SUP9999,35.0,35.0,5.13,Reject,Human,TL999,EMP170,B,Not Available,Valid,Valid,MA1AB*********492,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004493,WO104493,ST02,L03,2026-07-05 03:36:15,ENG-1228,NAN,50.0,35.0,5.94,OK,Automated,TL087,EMP308,A,Dimension,Valid,Valid,MA1AB*********493,Invalid,,,087,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004494,WO104494,ST05,L03,2026-07-05 03:37:30,ENG-1001,NAN,45.0,35.0,4.99,,Human,TL999,EMP148,Nan,Paint Defect,Valid,Valid,MA1AB*********494,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004495,WO104495,ST03,L03,2026-07-05 03:38:45,ENG-1353,SUP9999,35.0,42.0,6.06,OK,Human,TL999,EMP196,C,Dimension,Valid,Valid,MA1AB*********495,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004496,WO104496,ST03,L03,2026-07-05 03:40:00,ENG-1366,SUP9999,,35.0,5.79,,Automated,TL999,EMP305,C,Not Available,Valid,Valid,MA1AB*********496,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004497,WO104497,ST02,L01,2026-07-05 03:41:15,ENG-1001,SUP9999,35.0,42.0,5.51,,Human,TL999,EMP306,A,Dimension,Valid,Valid,MA1AB*********497,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004498,WO104498,ST04,L01,2026-07-05 03:42:30,ENG-1001,NAN,,40.0,5.6,Reject,Human,TL008,EMP309,B,Material,Valid,Valid,MA1AB*********498,Invalid,,,008,1.016,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004499,WO104499,ST06,L02,2026-07-05 03:43:45,ENG-1001,SUP1003,,35.0,4.44,Repair,Automated,TL041,EMP125,C,Dimension,Valid,Valid,MA1AB*********499,Valid,Supplier_4,China,041,1.011,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004500,WO104500,ST03,L01,2026-07-05 03:45:00,ENG-1001,SUP1132,45.0,40.0,3.24,Reject,Human,TL999,EMP240,A,Paint Defect,Valid,Valid,MA1AB*********500,Valid,Supplier_133,Korea,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004501,WO104501,ST03,L01,2026-07-05 03:46:15,ENG-1001,NAN,,35.0,5.65,,Human,TL999,EMP244,A,Paint Defect,Valid,Valid,MA1AB*********501,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004502,WO104502,ST04,L01,2026-07-05 03:47:30,ENG-1001,SUP1057,50.0,35.0,3.26,OK,Human,TL999,EMP229,B,Weld Crack,Valid,Valid,MA1AB*********502,Valid,Supplier_58,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004503,WO104503,ST02,L01,2026-07-05 03:48:45,ENG-1364,SUP1196,50.0,35.0,3.33,Reject,Automated,TL999,EMP257,A,Weld Crack,Valid,Valid,MA1AB*********503,Valid,Supplier_197,India,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004504,WO104504,ST05,L02,2026-07-05 03:50:00,ENG-1001,SUP9999,,42.0,5.33,Reject,Human,TL999,EMP291,C,Weld Crack,Valid,Valid,MA1AB*********504,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004505,WO104505,ST06,L01,2026-07-05 03:51:15,ENG-1001,NAN,50.0,35.0,5.39,OK,Automated,TL999,EMP193,C,Material,Valid,Valid,MA1AB*********505,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004506,WO104506,ST02,L01,2026-07-05 03:52:30,ENG-1386,SUP1018,,42.0,5.89,Reject,Automated,TL035,EMP147,B,Weld Crack,Valid,Valid,MA1AB*********506,Valid,Supplier_19,India,035,1.003,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004507,WO104507,ST06,L03,2026-07-05 03:53:45,ENG-1001,SUP1075,,40.0,5.35,OK,Automated,TL999,EMP310,C,Not Available,Valid,Valid,MA1AB*********507,Valid,Supplier_76,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004508,WO104508,ST05,L02,2026-07-05 03:55:00,ENG-1001,SUP9999,45.0,40.0,3.77,Reject,Human,TL065,EMP103,C,Material,Valid,Valid,MA1AB*********508,Invalid,,,065,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004509,WO104509,ST03,L02,2026-07-05 03:56:15,ENG-1052,SUP1026,50.0,40.0,3.66,OK,Human,TL999,EMP194,C,Dimension,Valid,Valid,MA1AB*********509,Valid,Supplier_27,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004510,WO104510,ST04,L03,2026-07-05 03:57:30,ENG-1218,SUP1000,50.0,35.0,3.79,Reject,Human,TL999,EMP201,C,Not Available,Valid,Valid,MA1AB*********510,Valid,Supplier_1,China,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004511,WO104511,ST03,L03,2026-07-05 03:58:45,ENG-1001,SUP9999,,42.0,5.66,Reject,Automated,TL999,EMP153,C,Material,Valid,Valid,MA1AB*********511,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004512,WO104512,ST03,L03,2026-07-05 04:00:00,ENG-1258,NAN,,35.0,4.27,Repair,Automated,TL034,EMP268,Nan,Not Available,Valid,Valid,MA1AB*********512,Invalid,,,034,0.987,Normal,,First Event,1,Valid,1,Normal,Invalid,Not Mapped
MA1AB100000004513,WO104513,ST02,L02,2026-07-05 04:01:15,ENG-1001,SUP9999,,40.0,4.1,Repair,Human,TL999,EMP191,C,Material,Valid,Valid,MA1AB*********513,Invalid,,,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004514,WO104514,ST02,L01,2026-07-05 04:02:30,ENG-1229,SUP1021,,40.0,4.53,Repair,Human,TL079,EMP171,Nan,Weld Crack,Valid,Valid,MA1AB*********514,Valid,Supplier_22,Korea,079,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004515,WO104515,ST04,L02,2026-07-05 04:03:45,ENG-1145,NAN,35.0,42.0,3.44,Repair,Human,TL092,EMP227,C,Dimension,Valid,Valid,MA1AB*********515,Invalid,,,092,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004516,WO104516,ST03,L03,2026-07-05 04:05:00,ENG-1148,NAN,35.0,35.0,5.23,Repair,Human,TL015,EMP344,Nan,Material,Valid,Valid,MA1AB*********516,Invalid,,,015,0.973,Normal,,First Event,1,Valid,1,Normal,Invalid,Mapped
MA1AB100000004517,WO104517,ST02,L02,2026-07-05 04:06:15,ENG-1196,SUP1094,50.0,42.0,3.31,Reject,Human,TL999,EMP335,C,Material,Valid,Valid,MA1AB*********517,Valid,Supplier_95,Germany,999,,Missing Calibration,,First Event,1,Valid,1,Normal,Invalid,Mapped
