VIN,Total_Energy_kWh,Energy_per_Vehicle_kWh
MA1AB100000002211,12.15,12.15
MA1AB100000002212,5.44,5.44
MA1AB100000002213,14.49,14.49
MA1AB100000002214,2.5700000000000003,2.5700000000000003
MA1AB100000002215,0.0,0.0
MA1AB100000002216,7.61,7.61
MA1AB100000002217,0.0,0.0
MA1AB100000002218,13.85,13.85
MA1AB100000002219,19.9,19.9
MA1AB100000002220,0.0,0.0
MA1AB100000002221,9.42,9.42
MA1AB100000002222,14.61,14.61
MA1AB100000002223,0.0,0.0
MA1AB100000002224,3.73,3.73
MA1AB100000002225,6.44,6.44
MA1AB100000002226,0.0,0.0
MA1AB100000002227,10.09,10.09
MA1AB100000002228,9.709999999999999,9.709999999999999
MA1AB100000002229,0.53,0.53
MA1AB100000002230,4.67,4.67
MA1AB100000002231,0.91,0.91
MA1AB100000002232,6.67,6.67
MA1AB100000002233,10.55,10.55
MA1AB100000002234,3.5,3.5
MA1AB100000002235,9.19,9.19
MA1AB100000002236,18.83,18.83
MA1AB100000002237,5.43,5.43
MA1AB100000002238,0.0,0.0
MA1AB100000002239,25.67,25.67
MA1AB100000002240,13.25,13.25
MA1AB100000002241,2.83,2.83
MA1AB100000002242,1.47,1.47
MA1AB100000002243,0.0,0.0
MA1AB100000002244,2.13,2.13
MA1AB100000002245,8.29,8.29
MA1AB100000002246,0.0,0.0
MA1AB100000002247,9.28,9.28
MA1AB100000002248,3.48,3.48
MA1AB100000002249,21.67,21.67
MA1AB100000002250,0.0,0.0
MA1AB100000002251,3.71,3.71
MA1AB100000002252,0.0,0.0
MA1AB100000002253,4.87,4.87
MA1AB100000002254,21.27,21.27
MA1AB100000002255,0.0,0.0
MA1AB100000002256,3.85,3.85
MA1AB100000002257,3.77,3.77
MA1AB100000002258,11.64,11.64
MA1AB100000002259,0.0,0.0
MA1AB100000002260,6.1,6.1
MA1AB100000002261,6.04,6.04
MA1AB100000002262,9.95,9.95
MA1AB100000002263,7.1899999999999995,7.1899999999999995
MA1AB100000002264,7.1,7.1
MA1AB100000002265,6.92,6.92
MA1AB100000002266,1.06,1.06
MA1AB100000002267,0.0,0.0
MA1AB100000002268,0.51,0.51
MA1AB100000002269,12.95,12.95
MA1AB100000002270,22.810000000000002,22.810000000000002
MA1AB100000002271,2.11,2.11
MA1AB100000002272,7.41,7.41
MA1AB100000002273,31.13,31.13
MA1AB100000002274,8.33,8.33
MA1AB100000002275,0.97,0.97
MA1AB100000002276,11.879999999999999,11.879999999999999
MA1AB100000002277,8.81,8.81
MA1AB100000002278,2.79,2.79
MA1AB100000002279,0.0,0.0
MA1AB100000002280,27.12,27.12
MA1AB100000002281,10.67,10.67
MA1AB100000002282,5.76,5.76
MA1AB100000002283,1.31,1.31
MA1AB100000002284,0.0,0.0
MA1AB100000002285,5.85,5.85
MA1AB100000002286,11.52,11.52
MA1AB100000002287,5.5600000000000005,5.5600000000000005
MA1AB100000002288,17.79,17.79
MA1AB100000002289,12.31,12.31
MA1AB100000002290,15.92,15.92
MA1AB100000002291,21.37,21.37
MA1AB100000002292,16.02,16.02
MA1AB100000002293,19.68,19.68
MA1AB100000002294,0.0,0.0
MA1AB100000002295,0.0,0.0
MA1AB100000002296,8.51,8.51
MA1AB100000002297,6.45,6.45
MA1AB100000002298,0.0,0.0
MA1AB100000002299,2.29,2.29
MA1AB100000002300,18.36,18.36
MA1AB100000002301,0.0,0.0
MA1AB100000002302,2.64,2.64
MA1AB100000002303,17.53,17.53
MA1AB100000002304,0.0,0.0
MA1AB100000002305,5.71,5.71
MA1AB100000002306,0.0,0.0
MA1AB100000002307,10.99,10.99
MA1AB100000002308,13.09,13.09
MA1AB100000002309,7.27,7.27
MA1AB100000002310,11.68,11.68
MA1AB100000002311,7.47,7.47
MA1AB100000002312,0.0,0.0
MA1AB100000002313,4.85,4.85
MA1AB100000002314,6.68,6.68
MA1AB100000002315,11.18,11.18
MA1AB100000002316,10.53,10.53
MA1AB100000002317,14.19,14.19
MA1AB100000002318,0.0,0.0
MA1AB100000002319,12.719999999999999,12.719999999999999
MA1AB100000002320,15.16,15.16
MA1AB100000002321,9.780000000000001,9.780000000000001
MA1AB100000002322,3.97,3.97
MA1AB100000002323,8.87,8.87
MA1AB100000002324,8.15,8.15
MA1AB100000002325,11.24,11.24
MA1AB100000002326,16.38,16.38
MA1AB100000002327,0.0,0.0
MA1AB100000002328,4.59,4.59
MA1AB100000002329,8.0,8.0
MA1AB100000002330,8.25,8.25
MA1AB100000002332,15.15,15.15
MA1AB100000002333,8.4,8.4
MA1AB100000002334,2.7,2.7
MA1AB100000002335,4.32,4.32
MA1AB100000002336,2.42,2.42
MA1AB100000002337,11.620000000000001,11.620000000000001
MA1AB100000002338,9.89,9.89
MA1AB100000002339,9.44,9.44
MA1AB100000002340,2.29,2.29
MA1AB100000002341,17.799999999999997,17.799999999999997
MA1AB100000002342,13.780000000000001,13.780000000000001
MA1AB100000002343,3.44,3.44
MA1AB100000002344,4.86,4.86
MA1AB100000002345,7.2700000000000005,7.2700000000000005
MA1AB100000002346,24.990000000000002,24.990000000000002
MA1AB100000002347,5.18,5.18
MA1AB100000002348,5.31,5.31
MA1AB100000002349,15.600000000000001,15.600000000000001
MA1AB100000002350,3.8600000000000003,3.8600000000000003
MA1AB100000002351,5.78,5.78
MA1AB100000002352,6.2,6.2
MA1AB100000002353,9.9,9.9
MA1AB100000002354,1.31,1.31
MA1AB100000002355,7.32,7.32
MA1AB100000002356,5.08,5.08
MA1AB100000002357,1.01,1.01
MA1AB100000002358,0.0,0.0
MA1AB100000002359,6.58,6.58
MA1AB100000002360,11.92,11.92
MA1AB100000002361,1.21,1.21
MA1AB100000002362,19.75,19.75
MA1AB100000002363,8.129999999999999,8.129999999999999
MA1AB100000002364,0.0,0.0
MA1AB100000002365,10.469999999999999,10.469999999999999
MA1AB100000002366,0.0,0.0
MA1AB100000002367,13.3,13.3
MA1AB100000002368,9.78,9.78
MA1AB100000002369,0.0,0.0
MA1AB100000002370,12.27,12.27
MA1AB100000002371,22.18,22.18
MA1AB100000002372,6.359999999999999,6.359999999999999
MA1AB100000002373,20.29,20.29
MA1AB100000002374,10.870000000000001,10.870000000000001
MA1AB100000002375,7.16,7.16
MA1AB100000002376,9.719999999999999,9.719999999999999
MA1AB100000002377,17.89,17.89
MA1AB100000002378,4.89,4.89
MA1AB100000002379,6.33,6.33
MA1AB100000002380,0.0,0.0
MA1AB100000002381,11.25,11.25
MA1AB100000002382,0.0,0.0
MA1AB100000002383,12.34,12.34
MA1AB100000002384,13.92,13.92
MA1AB100000002385,10.379999999999999,10.379999999999999
MA1AB100000002386,2.8,2.8
MA1AB100000002387,18.91,18.91
MA1AB100000002388,6.13,6.13
MA1AB100000002389,19.22,19.22
MA1AB100000002390,4.18,4.18
MA1AB100000002391,1.89,1.89
MA1AB100000002392,17.03,17.03
MA1AB100000002393,3.2,3.2
MA1AB100000002394,10.51,10.51
MA1AB100000002395,22.02,22.02
MA1AB100000002396,13.81,13.81
MA1AB100000002397,8.059999999999999,8.059999999999999
MA1AB100000002398,6.31,6.31
MA1AB100000002399,1.17,1.17
MA1AB100000002400,0.0,0.0
MA1AB100000002401,2.13,2.13
MA1AB100000002402,7.140000000000001,7.140000000000001
MA1AB100000002403,2.93,2.93
MA1AB100000002404,10.2,10.2
MA1AB100000002405,0.0,0.0
MA1AB100000002406,0.0,0.0
MA1AB100000002407,0.0,0.0
MA1AB100000002408,2.27,2.27
MA1AB100000002409,14.45,14.45
MA1AB100000002410,2.74,2.74
MA1AB100000002411,0.0,0.0
MA1AB100000002412,1.5,1.5
MA1AB100000002413,7.45,7.45
MA1AB100000002414,16.12,16.12
MA1AB100000002415,8.629999999999999,8.629999999999999
MA1AB100000002416,26.990000000000002,26.990000000000002
MA1AB100000002417,23.41,23.41
MA1AB100000002418,7.18,7.18
MA1AB100000002419,3.55,3.55
MA1AB100000002420,16.36,16.36
MA1AB100000002421,19.52,19.52
MA1AB100000002422,21.04,21.04
MA1AB100000002423,0.0,0.0
MA1AB100000002424,4.03,4.03
MA1AB100000002425,19.96,19.96
MA1AB100000002426,7.61,7.61
MA1AB100000002427,6.56,6.56
MA1AB100000002428,9.37,9.37
MA1AB100000002429,19.64,19.64
MA1AB100000002430,4.74,4.74
MA1AB100000002431,11.41,11.41
MA1AB100000002432,7.55,7.55
MA1AB100000002433,1.42,1.42
MA1AB100000002434,10.059999999999999,10.059999999999999
MA1AB100000002435,6.17,6.17
MA1AB100000002436,8.969999999999999,8.969999999999999
MA1AB100000002437,8.41,8.41
MA1AB100000002438,7.69,7.69
MA1AB100000002439,0.0,0.0
MA1AB100000002440,6.77,6.77
MA1AB100000002441,4.07,4.07
MA1AB100000002442,5.58,5.58
MA1AB100000002443,3.07,3.07
MA1AB100000002444,6.19,6.19
MA1AB100000002445,10.91,10.91
MA1AB100000002446,15.32,15.32
MA1AB100000002447,6.9,6.9
MA1AB100000002448,24.61,24.61
MA1AB100000002449,11.36,11.36
MA1AB100000002450,2.19,2.19
MA1AB100000002451,9.44,9.44
MA1AB100000002452,17.7,17.7
MA1AB100000002453,8.31,8.31
MA1AB100000002454,6.17,6.17
MA1AB100000002455,13.68,13.68
MA1AB100000002456,0.68,0.68
MA1AB100000002457,0.0,0.0
MA1AB100000002458,11.7,11.7
MA1AB100000002459,1.88,1.88
MA1AB100000002460,1.9,1.9
MA1AB100000002461,15.45,15.45
MA1AB100000002462,10.75,10.75
MA1AB100000002463,18.92,18.92
MA1AB100000002464,0.73,0.73
MA1AB100000002465,16.38,16.38
MA1AB100000002466,3.2300000000000004,3.2300000000000004
MA1AB100000002467,0.0,0.0
MA1AB100000002468,0.69,0.69
MA1AB100000002469,5.55,5.55
MA1AB100000002470,8.6,8.6
MA1AB100000002471,0.0,0.0
MA1AB100000002472,10.1,10.1
MA1AB100000002473,2.29,2.29
MA1AB100000002474,10.6,10.6
MA1AB100000002475,4.96,4.96
MA1AB100000002476,10.010000000000002,10.010000000000002
MA1AB100000002477,6.41,6.41
MA1AB100000002478,7.92,7.92
MA1AB100000002479,12.11,12.11
MA1AB100000002480,5.95,5.95
MA1AB100000002481,1.1,1.1
MA1AB100000002482,13.27,13.27
MA1AB100000002483,6.78,6.78
MA1AB100000002484,13.420000000000002,13.420000000000002
MA1AB100000002485,4.5,4.5
MA1AB100000002486,0.0,0.0
MA1AB100000002487,16.81,16.81
MA1AB100000002488,11.84,11.84
MA1AB100000002489,12.54,12.54
MA1AB100000002490,0.0,0.0
MA1AB100000002491,0.0,0.0
MA1AB100000002492,10.39,10.39
MA1AB100000002493,21.439999999999998,21.439999999999998
MA1AB100000002494,0.0,0.0
MA1AB100000002495,10.31,10.31
MA1AB100000002496,18.16,18.16
MA1AB100000002497,8.26,8.26
MA1AB100000002498,16.85,16.85
MA1AB100000002499,13.709999999999999,13.709999999999999
MA1AB100000002500,18.8,18.8
MA1AB100000002501,7.62,7.62
MA1AB100000002502,0.0,0.0
MA1AB100000002503,6.31,6.31
MA1AB100000002504,4.29,4.29
MA1AB100000002505,20.81,20.81
MA1AB100000002506,9.93,9.93
MA1AB100000002507,3.19,3.19
MA1AB100000002508,4.13,4.13
MA1AB100000002509,19.82,19.82
MA1AB100000002510,0.0,0.0
MA1AB100000002511,7.17,7.17
MA1AB100000002512,1.94,1.94
MA1AB100000002513,5.7,5.7
MA1AB100000002514,15.02,15.02
MA1AB100000002515,0.0,0.0
MA1AB100000002516,19.48,19.48
MA1AB100000002517,25.83,25.83
MA1AB100000002518,0.0,0.0
MA1AB100000002519,0.0,0.0
MA1AB100000002520,12.1,12.1
MA1AB100000002521,8.440000000000001,8.440000000000001
MA1AB100000002522,7.2,7.2
MA1AB100000002523,10.73,10.73
MA1AB100000002524,0.0,0.0
MA1AB100000002525,9.3,9.3
MA1AB100000002526,9.65,9.65
MA1AB100000002527,0.0,0.0
MA1AB100000002528,16.77,16.77
MA1AB100000002529,13.33,13.33
MA1AB100000002530,2.25,2.25
MA1AB100000002531,0.0,0.0
MA1AB100000002532,0.0,0.0
MA1AB100000002533,30.59,30.59
MA1AB100000002534,8.28,8.28
MA1AB100000002535,6.24,6.24
MA1AB100000002536,9.53,9.53
MA1AB100000002537,10.27,10.27
MA1AB100000002538,7.41,7.41
MA1AB100000002539,8.67,8.67
MA1AB100000002540,13.739999999999998,13.739999999999998
MA1AB100000002541,1.34,1.34
MA1AB100000002542,0.0,0.0
MA1AB100000002543,11.91,11.91
MA1AB100000002544,8.07,8.07
MA1AB100000002545,7.18,7.18
MA1AB100000002546,0.0,0.0
MA1AB100000002547,4.43,4.43
MA1AB100000002548,10.25,10.25
MA1AB100000002549,3.65,3.65
MA1AB100000002550,7.99,7.99
MA1AB100000002551,10.95,10.95
MA1AB100000002552,2.79,2.79
MA1AB100000002553,14.75,14.75
MA1AB100000002554,3.88,3.88
MA1AB100000002555,7.86,7.86
MA1AB100000002556,7.01,7.01
MA1AB100000002557,8.85,8.85
MA1AB100000002558,5.14,5.14
MA1AB100000002559,14.41,14.41
MA1AB100000002560,9.559999999999999,9.559999999999999
MA1AB100000002561,11.059999999999999,11.059999999999999
MA1AB100000002562,5.97,5.97
MA1AB100000002563,22.19,22.19
MA1AB100000002564,3.81,3.81
MA1AB100000002565,12.950000000000001,12.950000000000001
MA1AB100000002566,6.09,6.09
MA1AB100000002567,14.48,14.48
MA1AB100000002568,6.6899999999999995,6.6899999999999995
MA1AB100000002569,2.47,2.47
MA1AB100000002570,4.94,4.94
MA1AB100000002571,10.09,10.09
MA1AB100000002572,0.0,0.0
MA1AB100000002573,28.810000000000002,28.810000000000002
MA1AB100000002574,1.64,1.64
MA1AB100000002575,10.33,10.33
MA1AB100000002576,9.11,9.11
MA1AB100000002577,17.17,17.17
MA1AB100000002578,6.130000000000001,6.130000000000001
MA1AB100000002579,17.16,17.16
MA1AB100000002580,1.14,1.14
MA1AB100000002581,9.83,9.83
MA1AB100000002582,10.64,10.64
MA1AB100000002583,10.57,10.57
MA1AB100000002584,0.0,0.0
MA1AB100000002585,7.62,7.62
MA1AB100000002586,22.97,22.97
MA1AB100000002587,0.0,0.0
MA1AB100000002588,7.47,7.47
MA1AB100000002589,24.55,24.55
MA1AB100000002590,0.0,0.0
MA1AB100000002591,5.83,5.83
MA1AB100000002592,14.64,14.64
MA1AB100000002593,5.74,5.74
MA1AB100000002594,12.100000000000001,12.100000000000001
MA1AB100000002595,6.33,6.33
MA1AB100000002596,6.94,6.94
MA1AB100000002597,10.33,10.33
MA1AB100000002598,7.21,7.21
MA1AB100000002599,0.0,0.0
MA1AB100000002600,1.6400000000000001,1.6400000000000001
MA1AB100000002601,14.219999999999999,14.219999999999999
MA1AB100000002602,0.0,0.0
MA1AB100000002603,15.290000000000001,15.290000000000001
MA1AB100000002604,16.759999999999998,16.759999999999998
MA1AB100000002605,0.0,0.0
MA1AB100000002606,3.45,3.45
MA1AB100000002607,2.11,2.11
MA1AB100000002608,3.02,3.02
MA1AB100000002609,1.1,1.1
MA1AB100000002610,14.370000000000001,14.370000000000001
MA1AB100000002611,0.0,0.0
MA1AB100000002612,6.23,6.23
MA1AB100000002613,5.57,5.57
MA1AB100000002614,12.94,12.94
MA1AB100000002615,6.55,6.55
MA1AB100000002616,1.16,1.16
MA1AB100000002617,5.97,5.97
MA1AB100000002618,8.57,8.57
MA1AB100000002619,10.98,10.98
MA1AB100000002620,4.73,4.73
MA1AB100000002621,44.34,44.34
MA1AB100000002622,0.0,0.0
MA1AB100000002623,5.45,5.45
MA1AB100000002624,18.060000000000002,18.060000000000002
MA1AB100000002625,4.85,4.85
MA1AB100000002626,0.0,0.0
MA1AB100000002627,5.12,5.12
MA1AB100000002628,0.0,0.0
MA1AB100000002629,16.82,16.82
MA1AB100000002630,5.7,5.7
MA1AB100000002631,0.0,0.0
MA1AB100000002632,0.88,0.88
MA1AB100000002633,15.67,15.67
MA1AB100000002634,24.330000000000002,24.330000000000002
MA1AB100000002635,2.08,2.08
MA1AB100000002636,11.51,11.51
MA1AB100000002637,18.32,18.32
MA1AB100000002638,11.620000000000001,11.620000000000001
MA1AB100000002639,14.23,14.23
MA1AB100000002640,2.13,2.13
MA1AB100000002641,6.3,6.3
MA1AB100000002642,12.04,12.04
MA1AB100000002643,12.24,12.24
MA1AB100000002644,8.76,8.76
MA1AB100000002645,5.9799999999999995,5.9799999999999995
MA1AB100000002646,0.0,0.0
MA1AB100000002647,7.67,7.67
MA1AB100000002648,18.08,18.08
MA1AB100000002649,17.65,17.65
MA1AB100000002650,25.47,25.47
MA1AB100000002651,0.0,0.0
MA1AB100000002652,19.57,19.57
MA1AB100000002653,0.0,0.0
MA1AB100000002654,6.539999999999999,6.539999999999999
MA1AB100000002655,13.72,13.72
MA1AB100000002656,6.14,6.14
MA1AB100000002657,3.5,3.5
MA1AB100000002658,6.9,6.9
MA1AB100000002659,15.32,15.32
MA1AB100000002660,0.0,0.0
MA1AB100000002661,19.89,19.89
MA1AB100000002662,0.0,0.0
MA1AB100000002663,7.0,7.0
MA1AB100000002665,4.51,4.51
MA1AB100000002666,0.0,0.0
MA1AB100000002667,19.2,19.2
MA1AB100000002668,11.030000000000001,11.030000000000001
MA1AB100000002669,10.74,10.74
MA1AB100000002670,0.0,0.0
MA1AB100000002671,6.63,6.63
MA1AB100000002672,8.56,8.56
MA1AB100000002673,0.0,0.0
MA1AB100000002674,12.5,12.5
MA1AB100000002675,0.0,0.0
MA1AB100000002676,9.08,9.08
MA1AB100000002677,13.11,13.11
MA1AB100000002678,15.96,15.96
MA1AB100000002679,12.440000000000001,12.440000000000001
MA1AB100000002680,17.14,17.14
MA1AB100000002681,10.58,10.58
MA1AB100000002682,0.0,0.0
MA1AB100000002683,5.63,5.63
MA1AB100000002684,0.0,0.0
MA1AB100000002685,3.01,3.01
MA1AB100000002686,19.77,19.77
MA1AB100000002687,17.2,17.2
MA1AB100000002688,4.9,4.9
MA1AB100000002689,10.18,10.18
MA1AB100000002690,0.0,0.0
MA1AB100000002691,11.26,11.26
MA1AB100000002692,5.47,5.47
MA1AB100000002693,17.06,17.06
MA1AB100000002694,2.78,2.78
MA1AB100000002695,7.02,7.02
MA1AB100000002696,2.19,2.19
MA1AB100000002697,24.3,24.3
MA1AB100000002698,0.0,0.0
MA1AB100000002699,0.59,0.59
MA1AB100000002700,10.29,10.29
MA1AB100000002701,5.0600000000000005,5.0600000000000005
MA1AB100000002702,16.91,16.91
MA1AB100000002703,14.46,14.46
MA1AB100000002704,9.07,9.07
MA1AB100000002705,9.55,9.55
MA1AB100000002706,11.120000000000001,11.120000000000001
MA1AB100000002707,6.5,6.5
MA1AB100000002708,15.79,15.79
MA1AB100000002709,25.0,25.0
MA1AB100000002710,16.93,16.93
MA1AB100000002711,0.0,0.0
MA1AB100000002712,14.21,14.21
MA1AB100000002713,0.0,0.0
MA1AB100000002714,21.759999999999998,21.759999999999998
MA1AB100000002715,9.68,9.68
MA1AB100000002716,10.379999999999999,10.379999999999999
MA1AB100000002717,12.51,12.51
MA1AB100000002718,1.49,1.49
MA1AB100000002719,8.84,8.84
MA1AB100000002720,17.6,17.6
MA1AB100000002721,5.04,5.04
MA1AB100000002722,5.73,5.73
MA1AB100000002723,0.0,0.0
MA1AB100000002724,17.27,17.27
MA1AB100000002725,6.06,6.06
MA1AB100000002726,9.95,9.95
MA1AB100000002727,0.83,0.83
MA1AB100000002728,7.21,7.21
MA1AB100000002729,5.96,5.96
MA1AB100000002730,10.99,10.99
MA1AB100000002731,5.43,5.43
MA1AB100000002732,5.67,5.67
MA1AB100000002733,0.0,0.0
MA1AB100000002734,6.88,6.88
MA1AB100000002735,32.96,32.96
MA1AB100000002736,13.59,13.59
MA1AB100000002737,19.79,19.79
MA1AB100000002738,0.0,0.0
MA1AB100000002739,0.0,0.0
MA1AB100000002740,10.7,10.7
MA1AB100000002741,14.98,14.98
MA1AB100000002742,10.6,10.6
MA1AB100000002743,2.45,2.45
MA1AB100000002744,11.21,11.21
MA1AB100000002745,15.0,15.0
MA1AB100000002746,5.42,5.42
MA1AB100000002747,7.119999999999999,7.119999999999999
MA1AB100000002748,9.28,9.28
MA1AB100000002749,0.0,0.0
MA1AB100000002750,1.49,1.49
MA1AB100000002751,11.98,11.98
MA1AB100000002752,12.62,12.62
MA1AB100000002753,9.11,9.11
MA1AB100000002754,0.0,0.0
MA1AB100000002755,13.32,13.32
MA1AB100000002756,1.42,1.42
MA1AB100000002757,8.51,8.51
MA1AB100000002758,26.28,26.28
MA1AB100000002759,28.65,28.65
MA1AB100000002760,8.98,8.98
MA1AB100000002761,21.14,21.14
MA1AB100000002762,6.56,6.56
MA1AB100000002763,12.370000000000001,12.370000000000001
MA1AB100000002764,22.07,22.07
MA1AB100000002765,0.55,0.55
MA1AB100000002766,6.6,6.6
MA1AB100000002767,13.010000000000002,13.010000000000002
MA1AB100000002768,2.32,2.32
MA1AB100000002769,1.71,1.71
MA1AB100000002770,12.469999999999999,12.469999999999999
MA1AB100000002771,3.86,3.86
MA1AB100000002772,7.45,7.45
MA1AB100000002773,3.99,3.99
MA1AB100000002774,5.52,5.52
MA1AB100000002775,6.87,6.87
MA1AB100000002776,11.47,11.47
MA1AB100000002777,5.69,5.69
MA1AB100000002778,6.86,6.86
MA1AB100000002779,1.16,1.16
MA1AB100000002780,6.41,6.41
MA1AB100000002781,4.69,4.69
MA1AB100000002782,7.17,7.17
MA1AB100000002783,17.83,17.83
MA1AB100000002784,7.28,7.28
MA1AB100000002785,9.3,9.3
MA1AB100000002786,18.52,18.52
MA1AB100000002787,7.3100000000000005,7.3100000000000005
MA1AB100000002788,0.0,0.0
MA1AB100000002789,9.38,9.38
MA1AB100000002790,5.04,5.04
MA1AB100000002791,20.29,20.29
MA1AB100000002792,6.08,6.08
MA1AB100000002793,7.72,7.72
MA1AB100000002794,0.0,0.0
MA1AB100000002795,7.109999999999999,7.109999999999999
MA1AB100000002796,2.36,2.36
MA1AB100000002797,4.94,4.94
MA1AB100000002798,8.1,8.1
MA1AB100000002799,13.86,13.86
MA1AB100000002800,0.89,0.89
MA1AB100000002801,0.0,0.0
MA1AB100000002802,17.43,17.43
MA1AB100000002803,1.68,1.68
MA1AB100000002804,6.449999999999999,6.449999999999999
MA1AB100000002805,1.52,1.52
MA1AB100000002806,17.21,17.21
MA1AB100000002807,13.45,13.45
MA1AB100000002808,7.51,7.51
MA1AB100000002809,16.89,16.89
MA1AB100000002810,6.96,6.96
MA1AB100000002811,17.490000000000002,17.490000000000002
MA1AB100000002812,12.62,12.62
MA1AB100000002813,3.6500000000000004,3.6500000000000004
MA1AB100000002814,2.8499999999999996,2.8499999999999996
MA1AB100000002815,2.92,2.92
MA1AB100000002816,10.530000000000001,10.530000000000001
MA1AB100000002817,2.93,2.93
MA1AB100000002818,20.23,20.23
MA1AB100000002819,13.54,13.54
MA1AB100000002820,0.0,0.0
MA1AB100000002821,0.0,0.0
MA1AB100000002822,6.88,6.88
MA1AB100000002823,16.84,16.84
MA1AB100000002824,20.73,20.73
MA1AB100000002825,9.19,9.19
MA1AB100000002826,13.75,13.75
MA1AB100000002827,7.42,7.42
MA1AB100000002828,2.17,2.17
MA1AB100000002829,5.36,5.36
MA1AB100000002830,0.0,0.0
MA1AB100000002831,10.469999999999999,10.469999999999999
MA1AB100000002832,0.0,0.0
MA1AB100000002833,5.77,5.77
MA1AB100000002834,13.18,13.18
MA1AB100000002835,11.530000000000001,11.530000000000001
MA1AB100000002836,17.28,17.28
MA1AB100000002837,6.88,6.88
MA1AB100000002838,7.48,7.48
MA1AB100000002839,17.62,17.62
MA1AB100000002840,2.73,2.73
MA1AB100000002841,0.76,0.76
MA1AB100000002842,15.97,15.97
MA1AB100000002843,6.13,6.13
MA1AB100000002844,5.93,5.93
MA1AB100000002845,12.360000000000001,12.360000000000001
MA1AB100000002846,2.82,2.82
MA1AB100000002847,6.9399999999999995,6.9399999999999995
MA1AB100000002848,8.39,8.39
MA1AB100000002849,7.51,7.51
MA1AB100000002850,5.28,5.28
MA1AB100000002851,8.8,8.8
MA1AB100000002852,10.469999999999999,10.469999999999999
MA1AB100000002853,10.4,10.4
MA1AB100000002854,0.85,0.85
MA1AB100000002855,0.0,0.0
MA1AB100000002856,8.75,8.75
MA1AB100000002857,4.51,4.51
MA1AB100000002858,1.22,1.22
MA1AB100000002859,4.86,4.86
MA1AB100000002860,25.439999999999998,25.439999999999998
MA1AB100000002861,14.64,14.64
MA1AB100000002862,18.27,18.27
MA1AB100000002863,28.8,28.8
MA1AB100000002864,21.21,21.21
MA1AB100000002865,7.87,7.87
MA1AB100000002866,7.8999999999999995,7.8999999999999995
MA1AB100000002867,3.32,3.32
MA1AB100000002868,2.14,2.14
MA1AB100000002869,3.79,3.79
MA1AB100000002870,0.0,0.0
MA1AB100000002871,3.55,3.55
MA1AB100000002872,16.759999999999998,16.759999999999998
MA1AB100000002873,2.65,2.65
MA1AB100000002874,8.84,8.84
MA1AB100000002875,7.54,7.54
MA1AB100000002876,6.55,6.55
MA1AB100000002877,14.65,14.65
MA1AB100000002878,4.96,4.96
MA1AB100000002879,6.37,6.37
MA1AB100000002880,4.32,4.32
MA1AB100000002881,14.92,14.92
MA1AB100000002882,0.0,0.0
MA1AB100000002883,13.66,13.66
MA1AB100000002884,0.0,0.0
MA1AB100000002885,0.0,0.0
MA1AB100000002886,4.1,4.1
MA1AB100000002887,11.21,11.21
MA1AB100000002888,1.41,1.41
MA1AB100000002889,5.27,5.27
MA1AB100000002890,6.48,6.48
MA1AB100000002891,11.51,11.51
MA1AB100000002892,0.0,0.0
MA1AB100000002893,0.0,0.0
MA1AB100000002894,6.3,6.3
MA1AB100000002895,10.809999999999999,10.809999999999999
MA1AB100000002896,26.55,26.55
MA1AB100000002897,6.24,6.24
MA1AB100000002898,5.66,5.66
MA1AB100000002899,9.370000000000001,9.370000000000001
MA1AB100000002900,6.27,6.27
MA1AB100000002901,11.760000000000002,11.760000000000002
MA1AB100000002902,10.36,10.36
MA1AB100000002903,6.18,6.18
MA1AB100000002904,0.0,0.0
MA1AB100000002905,7.859999999999999,7.859999999999999
MA1AB100000002906,5.63,5.63
MA1AB100000002907,10.06,10.06
MA1AB100000002908,11.92,11.92
MA1AB100000002909,28.05,28.05
MA1AB100000002910,0.0,0.0
MA1AB100000002911,7.8500000000000005,7.8500000000000005
MA1AB100000002912,17.13,17.13
MA1AB100000002913,11.370000000000001,11.370000000000001
MA1AB100000002914,3.51,3.51
MA1AB100000002915,0.0,0.0
MA1AB100000002916,14.54,14.54
MA1AB100000002917,11.879999999999999,11.879999999999999
MA1AB100000002918,3.57,3.57
MA1AB100000002919,13.940000000000001,13.940000000000001
MA1AB100000002920,8.98,8.98
MA1AB100000002921,6.6,6.6
MA1AB100000002922,13.68,13.68
MA1AB100000002923,0.0,0.0
MA1AB100000002924,0.0,0.0
MA1AB100000002925,5.28,5.28
MA1AB100000002926,7.6,7.6
MA1AB100000002927,12.82,12.82
MA1AB100000002928,7.96,7.96
MA1AB100000002929,22.83,22.83
MA1AB100000002930,7.68,7.68
MA1AB100000002931,13.21,13.21
MA1AB100000002932,6.48,6.48
MA1AB100000002933,7.2,7.2
MA1AB100000002934,11.69,11.69
MA1AB100000002935,6.96,6.96
MA1AB100000002936,6.48,6.48
MA1AB100000002937,2.7,2.7
MA1AB100000002938,13.28,13.28
MA1AB100000002939,0.0,0.0
MA1AB100000002940,7.57,7.57
MA1AB100000002941,10.33,10.33
MA1AB100000002942,20.64,20.64
MA1AB100000002943,0.0,0.0
MA1AB100000002944,17.71,17.71
MA1AB100000002945,4.83,4.83
MA1AB100000002946,13.41,13.41
MA1AB100000002947,19.03,19.03
MA1AB100000002948,7.73,7.73
