Reading_ID,Event_ID,Sensor_ID,Timestamp,Torque,Temperature,Pressure,Vibration_mm_s,Energy_kWh,Calibration_Factor,Torque_Nm,Torque_Status,Temperature_C,Temperature_Status
RD008685,M9649,SEN-041,2026-03-04 06:22:00,45 Nm,104 F,65 psi,5.77,4.17,0.983,45.0,Valid,40.0,Valid
RD008686,M7267,SEN-045,2026-03-04 06:22:30,45 Nm,35 C,5.2 bar,1.72,2.16,0.986,45.0,Valid,35.0,Valid
RD008687,M10415,SEN-023,2026-03-04 06:23:00,35 lb-ft,104 F,5.2 bar,1.77,4.12,0.972,47.4537,Valid,40.0,Valid
RD008688,M7205,SEN-041,2026-03-04 06:23:30,,,65 psi,3.9,3.53,1.023,,Invalid,,Invalid
RD008689,M7076,SEN-033,2026-03-04 06:24:00,35 lb-ft,85C,5.2 bar,6.41,0.68,1.002,47.4537,Valid,85.0,Valid
RD008690,M10998,SEN-025,2026-03-04 06:24:30,,40 C,4.5 bar,5.56,1.01,1.011,,Invalid,40.0,Valid
RD008691,M11190,SEN-002,2026-03-04 06:25:00,45 Nm,,5.2 bar,5.14,5.3,0.996,45.0,Valid,,Invalid
RD008692,M7908,SEN-036,2026-03-04 06:25:30,35 lb-ft,95 F,4.5 bar,7.41,4.73,0.97,47.4537,Valid,35.0,Valid
RD008693,M9450,SEN-041,2026-03-04 06:26:00,50 Nm,,72 psi,2.29,2.19,1.02,50.0,Valid,,Invalid
RD008694,M7205,SEN-048,2026-03-04 06:26:30,72 lb-ft,40 C,5.2 bar,2.06,7.08,0.985,97.61904,Valid,40.0,Valid
RD008695,M11644,SEN-027,2026-03-04 06:27:00,,85C,5.2 bar,4.96,6.58,0.999,,Invalid,85.0,Valid
RD008696,M9034,SEN-027,2026-03-04 06:27:30,,40 C,4.5 bar,2.38,5.71,0.988,,Invalid,40.0,Valid
RD008697,M10154,SEN-042,2026-03-04 06:28:00,45 Nm,35 C,5.2 bar,8.44,2.48,0.996,45.0,Valid,35.0,Valid
RD008698,M7047,SEN-011,2026-03-04 06:28:30,72 lb-ft,,72 psi,4.46,7.18,1.017,97.61904,Valid,,Invalid
RD008699,M10886,SEN-024,2026-03-04 06:29:00,,104 F,65 psi,7.06,6.21,1.015,,Invalid,40.0,Valid
RD008700,M10549,SEN-037,2026-03-04 06:29:30,50 Nm,,65 psi,7.61,2.28,1.027,50.0,Valid,,Invalid
RD008701,M9774,SEN-032,2026-03-04 06:30:00,35 lb-ft,85C,5.2 bar,8.41,2.88,0.981,47.4537,Valid,85.0,Valid
RD008702,M9270,SEN-016,2026-03-04 06:30:30,60Nm,95 F,5.2 bar,6.16,6.32,0.978,60.0,Valid,35.0,Valid
RD008703,M7779,SEN-043,2026-03-04 06:31:00,45 Nm,40 C,4.5 bar,7.21,4.15,0.994,45.0,Valid,40.0,Valid
RD008704,M10607,SEN-014,2026-03-04 06:31:30,,,5.2 bar,4.96,1.02,1.025,,Invalid,,Invalid
RD008705,M8193,SEN-048,2026-03-04 06:32:00,72 lb-ft,85C,65 psi,5.3,6.48,0.994,97.61904,Valid,85.0,Valid
RD008706,M9489,SEN-002,2026-03-04 06:32:30,50 Nm,,5.2 bar,8.3,4.37,0.981,50.0,Valid,,Invalid
RD008707,M11816,SEN-033,2026-03-04 06:33:00,72 lb-ft,104 F,65 psi,1.36,5.85,1.005,97.61904,Valid,40.0,Valid
RD008708,M8395,SEN-003,2026-03-04 06:33:30,50 Nm,95 F,5.2 bar,6.24,2.8,1.028,50.0,Valid,35.0,Valid
RD008709,M8006,SEN-019,2026-03-04 06:34:00,72 lb-ft,85C,4.5 bar,2.15,5.52,0.983,97.61904,Valid,85.0,Valid
RD008710,M9512,SEN-033,2026-03-04 06:34:30,50 Nm,35 C,65 psi,3.04,0.99,0.986,50.0,Valid,35.0,Valid
RD008711,M11860,SEN-020,2026-03-04 06:35:00,35 lb-ft,40 C,4.5 bar,2.14,6.92,1.015,47.4537,Valid,40.0,Valid
RD008712,M8695,SEN-007,2026-03-04 06:35:30,,,5.2 bar,2.06,1.7,0.978,,Invalid,,Invalid
RD008713,M9730,SEN-001,2026-03-04 06:36:00,60Nm,35 C,65 psi,1.34,4.01,0.984,60.0,Valid,35.0,Valid
RD008714,M7382,SEN-023,2026-03-04 06:36:30,60Nm,104 F,5.2 bar,4.48,3.49,0.986,60.0,Valid,40.0,Valid
RD008715,M11721,SEN-008,2026-03-04 06:37:00,45 Nm,35 C,5.2 bar,3.55,5.64,1.003,45.0,Valid,35.0,Valid
RD008716,M11017,SEN-038,2026-03-04 06:37:30,,104 F,4.5 bar,2.08,0.91,0.99,,Invalid,40.0,Valid
RD008717,M8273,SEN-009,2026-03-04 06:38:00,50 Nm,,72 psi,6.4,0.7,1.016,50.0,Valid,,Invalid
RD008718,M9774,SEN-023,2026-03-04 06:38:30,35 lb-ft,35 C,5.2 bar,4.56,2.64,1.029,47.4537,Valid,35.0,Valid
RD008719,M11327,SEN-027,2026-03-04 06:39:00,72 lb-ft,35 C,5.2 bar,3.55,4.7,1.005,97.61904,Valid,35.0,Valid
RD008720,M10981,SEN-036,2026-03-04 06:39:30,45 Nm,40 C,72 psi,4.88,2.87,0.991,45.0,Valid,40.0,Valid
RD008721,M11807,SEN-011,2026-03-04 06:40:00,72 lb-ft,,65 psi,1.06,6.42,1.001,97.61904,Valid,,Invalid
RD008722,M10162,SEN-021,2026-03-04 06:40:30,72 lb-ft,40 C,72 psi,7.09,7.39,0.988,97.61904,Valid,40.0,Valid
RD008723,M11615,SEN-023,2026-03-04 06:41:00,35 lb-ft,104 F,72 psi,4.57,7.3,1.021,47.4537,Valid,40.0,Valid
RD008724,M11145,SEN-031,2026-03-04 06:41:30,45 Nm,35 C,5.2 bar,7.05,4.81,1.024,45.0,Valid,35.0,Valid
RD008725,M9187,SEN-050,2026-03-04 06:42:00,60Nm,40 C,65 psi,3.7,1.52,1.015,60.0,Valid,40.0,Valid
RD008726,M8029,SEN-031,2026-03-04 06:42:30,50 Nm,85C,4.5 bar,7.27,2.41,0.982,50.0,Valid,85.0,Valid
RD008727,M11561,SEN-040,2026-03-04 06:43:00,50 Nm,35 C,5.2 bar,4.52,7.49,1.01,50.0,Valid,35.0,Valid
RD008728,M11881,SEN-031,2026-03-04 06:43:30,,,72 psi,2.34,1.82,0.993,,Invalid,,Invalid
RD008729,M10335,SEN-046,2026-03-04 06:44:00,35 lb-ft,40 C,65 psi,3.53,1.79,0.982,47.4537,Valid,40.0,Valid
RD008730,M9667,SEN-033,2026-03-04 06:44:30,35 lb-ft,,72 psi,3.1,2.7,1.022,47.4537,Valid,,Invalid
RD008731,M11960,SEN-029,2026-03-04 06:45:00,60Nm,85C,5.2 bar,2.93,7.31,1.01,60.0,Valid,85.0,Valid
RD008732,M8559,SEN-032,2026-03-04 06:45:30,72 lb-ft,35 C,5.2 bar,3.84,5.83,1.026,97.61904,Valid,35.0,Valid
RD008733,M8200,SEN-025,2026-03-04 06:46:00,72 lb-ft,35 C,4.5 bar,3.53,5.55,0.989,97.61904,Valid,35.0,Valid
RD008734,M10117,SEN-028,2026-03-04 06:46:30,35 lb-ft,104 F,5.2 bar,3.81,1.56,1.027,47.4537,Valid,40.0,Valid
RD008735,M11239,SEN-044,2026-03-04 06:47:00,60Nm,85C,72 psi,7.96,2.79,0.973,60.0,Valid,85.0,Valid
RD008736,M8512,SEN-015,2026-03-04 06:47:30,45 Nm,95 F,72 psi,3.87,7.93,1.002,45.0,Valid,35.0,Valid
RD008737,M9961,SEN-003,2026-03-04 06:48:00,72 lb-ft,95 F,65 psi,0.33,6.2,0.983,97.61904,Valid,35.0,Valid
RD008738,M9770,SEN-019,2026-03-04 06:48:30,60Nm,95 F,4.5 bar,2.97,2.19,0.971,60.0,Valid,35.0,Valid
RD008739,M11454,SEN-008,2026-03-04 06:49:00,,,4.5 bar,8.21,4.75,1.001,,Invalid,,Invalid
RD008740,M11670,SEN-047,2026-03-04 06:49:30,72 lb-ft,35 C,72 psi,5.62,7.97,1.02,97.61904,Valid,35.0,Valid
RD008741,M7624,SEN-013,2026-03-04 06:50:00,35 lb-ft,,65 psi,7.61,1.82,0.986,47.4537,Valid,,Invalid
RD008742,M9159,SEN-015,2026-03-04 06:50:30,72 lb-ft,95 F,5.2 bar,4.93,1.71,1.003,97.61904,Valid,35.0,Valid
RD008743,M10432,SEN-008,2026-03-04 06:51:00,72 lb-ft,40 C,4.5 bar,6.71,4.66,1.003,97.61904,Valid,40.0,Valid
RD008744,M7039,SEN-003,2026-03-04 06:51:30,45 Nm,,65 psi,0.58,1.84,1.018,45.0,Valid,,Invalid
RD008745,M8353,SEN-035,2026-03-04 06:52:00,35 lb-ft,35 C,72 psi,8.04,6.88,0.984,47.4537,Valid,35.0,Valid
RD008746,M10108,SEN-031,2026-03-04 06:52:30,72 lb-ft,85C,4.5 bar,1.94,6.53,1.027,97.61904,Valid,85.0,Valid
RD008747,M9648,SEN-048,2026-03-04 06:53:00,45 Nm,35 C,4.5 bar,0.52,3.6,0.997,45.0,Valid,35.0,Valid
RD008748,M8209,SEN-031,2026-03-04 06:53:30,50 Nm,,4.5 bar,8.12,5.89,1.023,50.0,Valid,,Invalid
RD008749,M7208,SEN-034,2026-03-04 06:54:00,50 Nm,104 F,5.2 bar,6.91,5.02,1.015,50.0,Valid,40.0,Valid
RD008750,M9182,SEN-044,2026-03-04 06:54:30,50 Nm,35 C,65 psi,7.0,0.8,1.016,50.0,Valid,35.0,Valid
RD008751,M9335,SEN-024,2026-03-04 06:55:00,72 lb-ft,40 C,72 psi,0.44,0.92,0.977,97.61904,Valid,40.0,Valid
RD008752,M10122,SEN-035,2026-03-04 06:55:30,72 lb-ft,85C,5.2 bar,5.22,1.28,0.987,97.61904,Valid,85.0,Valid
RD008753,M8671,SEN-003,2026-03-04 06:56:00,,104 F,65 psi,1.96,6.2,0.994,,Invalid,40.0,Valid
RD008754,M11803,SEN-031,2026-03-04 06:56:30,60Nm,,65 psi,7.0,3.78,1.022,60.0,Valid,,Invalid
RD008755,M7383,SEN-046,2026-03-04 06:57:00,,,4.5 bar,5.57,3.24,0.983,,Invalid,,Invalid
RD008756,M7173,SEN-031,2026-03-04 06:57:30,50 Nm,95 F,72 psi,6.34,1.97,0.975,50.0,Valid,35.0,Valid
RD008757,M11978,SEN-013,2026-03-04 06:58:00,60Nm,104 F,72 psi,1.9,6.05,0.973,60.0,Valid,40.0,Valid
RD008758,M10869,SEN-007,2026-03-04 06:58:30,35 lb-ft,95 F,4.5 bar,3.23,4.58,0.992,47.4537,Valid,35.0,Valid
RD008759,M10323,SEN-049,2026-03-04 06:59:00,35 lb-ft,,72 psi,7.26,6.65,1.023,47.4537,Valid,,Invalid
RD008760,M10049,SEN-014,2026-03-04 06:59:30,45 Nm,95 F,4.5 bar,6.28,7.24,1.018,45.0,Valid,35.0,Valid
RD008761,M11219,SEN-024,2026-03-04 07:00:00,60Nm,104 F,5.2 bar,0.98,6.04,0.988,60.0,Valid,40.0,Valid
RD008762,M8639,SEN-018,2026-03-04 07:00:30,60Nm,,65 psi,6.01,6.41,1.007,60.0,Valid,,Invalid
RD008763,M10201,SEN-024,2026-03-04 07:01:00,45 Nm,104 F,5.2 bar,2.45,6.56,1.028,45.0,Valid,40.0,Valid
RD008764,M10016,SEN-040,2026-03-04 07:01:30,72 lb-ft,104 F,5.2 bar,4.37,4.61,0.978,97.61904,Valid,40.0,Valid
RD008765,M10258,SEN-013,2026-03-04 07:02:00,72 lb-ft,35 C,72 psi,7.37,4.05,1.021,97.61904,Valid,35.0,Valid
RD008766,M8218,SEN-018,2026-03-04 07:02:30,50 Nm,40 C,4.5 bar,3.0,6.8,1.021,50.0,Valid,40.0,Valid
RD008767,M11455,SEN-015,2026-03-04 07:03:00,,,4.5 bar,3.33,2.61,1.023,,Invalid,,Invalid
RD008768,M8939,SEN-042,2026-03-04 07:03:30,50 Nm,95 F,4.5 bar,1.53,7.16,1.003,50.0,Valid,35.0,Valid
RD008769,M7816,SEN-041,2026-03-04 07:04:00,45 Nm,40 C,72 psi,1.61,1.65,1.015,45.0,Valid,40.0,Valid
RD008770,M9232,SEN-027,2026-03-04 07:04:30,35 lb-ft,35 C,5.2 bar,5.42,6.67,0.993,47.4537,Valid,35.0,Valid
RD008771,M8011,SEN-036,2026-03-04 07:05:00,45 Nm,40 C,65 psi,3.95,4.43,0.989,45.0,Valid,40.0,Valid
RD008772,M10918,SEN-007,2026-03-04 07:05:30,60Nm,,4.5 bar,3.92,2.54,0.996,60.0,Valid,,Invalid
RD008773,M8067,SEN-030,2026-03-04 07:06:00,60Nm,85C,5.2 bar,5.46,7.43,1.028,60.0,Valid,85.0,Valid
RD008774,M9559,SEN-017,2026-03-04 07:06:30,50 Nm,95 F,65 psi,7.85,6.42,0.996,50.0,Valid,35.0,Valid
RD008775,M8872,SEN-046,2026-03-04 07:07:00,35 lb-ft,,72 psi,1.94,2.25,0.99,47.4537,Valid,,Invalid
RD008776,M8714,SEN-034,2026-03-04 07:07:30,45 Nm,35 C,4.5 bar,2.05,2.61,1.01,45.0,Valid,35.0,Valid
RD008777,M7048,SEN-039,2026-03-04 07:08:00,,35 C,72 psi,6.29,1.17,1.028,,Invalid,35.0,Valid
RD008778,M11981,SEN-005,2026-03-04 07:08:30,50 Nm,35 C,5.2 bar,3.15,3.66,1.004,50.0,Valid,35.0,Valid
RD008779,M7223,SEN-026,2026-03-04 07:09:00,,,4.5 bar,4.45,4.12,0.978,,Invalid,,Invalid
RD008780,M9969,SEN-001,2026-03-04 07:09:30,50 Nm,104 F,65 psi,6.73,2.34,1.017,50.0,Valid,40.0,Valid
RD008781,M7148,SEN-014,2026-03-04 07:10:00,50 Nm,35 C,65 psi,4.89,5.12,0.986,50.0,Valid,35.0,Valid
RD008782,M8516,SEN-006,2026-03-04 07:10:30,50 Nm,85C,72 psi,7.29,3.67,1.017,50.0,Valid,85.0,Valid
RD008783,M10325,SEN-049,2026-03-04 07:11:00,45 Nm,104 F,4.5 bar,1.22,7.31,0.994,45.0,Valid,40.0,Valid
RD008784,M7413,SEN-044,2026-03-04 07:11:30,60Nm,,72 psi,7.11,3.18,1.023,60.0,Valid,,Invalid
RD008785,M8152,SEN-007,2026-03-04 07:12:00,60Nm,40 C,65 psi,2.93,6.05,0.992,60.0,Valid,40.0,Valid
RD008786,M11035,SEN-019,2026-03-04 07:12:30,35 lb-ft,35 C,5.2 bar,2.32,4.65,0.992,47.4537,Valid,35.0,Valid
RD008787,M7548,SEN-040,2026-03-04 07:13:00,50 Nm,40 C,4.5 bar,2.11,3.65,0.996,50.0,Valid,40.0,Valid
RD008788,M9537,SEN-038,2026-03-04 07:13:30,60Nm,85C,4.5 bar,3.89,1.56,1.022,60.0,Valid,85.0,Valid
RD008789,M11655,SEN-049,2026-03-04 07:14:00,45 Nm,,65 psi,1.11,4.97,1.004,45.0,Valid,,Invalid
RD008790,M9525,SEN-040,2026-03-04 07:14:30,50 Nm,,4.5 bar,5.45,3.1,1.026,50.0,Valid,,Invalid
RD008791,M11980,SEN-048,2026-03-04 07:15:00,60Nm,,72 psi,3.66,1.44,0.986,60.0,Valid,,Invalid
RD008792,M10445,SEN-024,2026-03-04 07:15:30,50 Nm,,5.2 bar,7.16,7.65,0.981,50.0,Valid,,Invalid
RD008793,M7513,SEN-025,2026-03-04 07:16:00,72 lb-ft,40 C,72 psi,4.76,4.5,0.98,97.61904,Valid,40.0,Valid
RD008794,M9242,SEN-014,2026-03-04 07:16:30,60Nm,85C,72 psi,2.47,1.47,0.986,60.0,Valid,85.0,Valid
RD008795,M10874,SEN-032,2026-03-04 07:17:00,50 Nm,104 F,4.5 bar,3.62,2.14,0.974,50.0,Valid,40.0,Valid
RD008796,M8485,SEN-010,2026-03-04 07:17:30,,104 F,4.5 bar,7.81,4.79,0.997,,Invalid,40.0,Valid
RD008797,M8861,SEN-011,2026-03-04 07:18:00,35 lb-ft,104 F,5.2 bar,7.86,6.0,0.987,47.4537,Valid,40.0,Valid
RD008798,M11180,SEN-030,2026-03-04 07:18:30,50 Nm,40 C,5.2 bar,0.65,5.55,0.979,50.0,Valid,40.0,Valid
RD008799,M8707,SEN-020,2026-03-04 07:19:00,45 Nm,95 F,5.2 bar,1.21,0.92,0.994,45.0,Valid,35.0,Valid
RD008800,M10704,SEN-013,2026-03-04 07:19:30,35 lb-ft,85C,4.5 bar,1.15,3.59,1.018,47.4537,Valid,85.0,Valid
RD008801,M7266,SEN-020,2026-03-04 07:20:00,60Nm,40 C,65 psi,2.83,1.25,1.015,60.0,Valid,40.0,Valid
RD008802,M11158,SEN-043,2026-03-04 07:20:30,45 Nm,85C,72 psi,5.15,5.87,1.012,45.0,Valid,85.0,Valid
RD008803,M8497,SEN-026,2026-03-04 07:21:00,72 lb-ft,95 F,5.2 bar,2.95,3.79,0.972,97.61904,Valid,35.0,Valid
RD008804,M8538,SEN-020,2026-03-04 07:21:30,,35 C,4.5 bar,8.26,2.71,1.003,,Invalid,35.0,Valid
RD008805,M7995,SEN-034,2026-03-04 07:22:00,45 Nm,40 C,5.2 bar,6.96,4.21,0.975,45.0,Valid,40.0,Valid
RD008806,M10708,SEN-037,2026-03-04 07:22:30,35 lb-ft,95 F,5.2 bar,0.98,7.41,1.016,47.4537,Valid,35.0,Valid
RD008807,M9994,SEN-017,2026-03-04 07:23:00,50 Nm,85C,4.5 bar,5.83,7.35,0.977,50.0,Valid,85.0,Valid
RD008808,M8253,SEN-008,2026-03-04 07:23:30,,40 C,65 psi,2.35,2.31,1.003,,Invalid,40.0,Valid
RD008809,M7732,SEN-022,2026-03-04 07:24:00,72 lb-ft,,65 psi,4.14,6.11,1.022,97.61904,Valid,,Invalid
RD008810,M8825,SEN-038,2026-03-04 07:24:30,72 lb-ft,,72 psi,5.27,5.17,1.004,97.61904,Valid,,Invalid
RD008811,M8038,SEN-050,2026-03-04 07:25:00,45 Nm,95 F,4.5 bar,5.99,3.14,0.991,45.0,Valid,35.0,Valid
RD008812,M7207,SEN-023,2026-03-04 07:25:30,60Nm,95 F,72 psi,6.86,3.58,0.976,60.0,Valid,35.0,Valid
RD008813,M11109,SEN-032,2026-03-04 07:26:00,60Nm,40 C,4.5 bar,1.3,3.89,1.003,60.0,Valid,40.0,Valid
RD008814,M10901,SEN-005,2026-03-04 07:26:30,50 Nm,85C,65 psi,0.36,7.19,0.973,50.0,Valid,85.0,Valid
RD008815,M11434,SEN-019,2026-03-04 07:27:00,50 Nm,35 C,5.2 bar,1.91,1.18,0.988,50.0,Valid,35.0,Valid
RD008816,M7366,SEN-005,2026-03-04 07:27:30,60Nm,104 F,72 psi,4.2,1.18,1.03,60.0,Valid,40.0,Valid
RD008817,M10590,SEN-035,2026-03-04 07:28:00,72 lb-ft,95 F,4.5 bar,2.97,5.89,0.998,97.61904,Valid,35.0,Valid
RD008818,M9909,SEN-026,2026-03-04 07:28:30,,,65 psi,7.1,6.77,0.971,,Invalid,,Invalid
RD008819,M9775,SEN-046,2026-03-04 07:29:00,35 lb-ft,95 F,4.5 bar,7.81,6.87,0.988,47.4537,Valid,35.0,Valid
RD008820,M10908,SEN-011,2026-03-04 07:29:30,,85C,5.2 bar,3.18,7.56,1.03,,Invalid,85.0,Valid
RD008821,M8103,SEN-049,2026-03-04 07:30:00,45 Nm,35 C,4.5 bar,4.66,4.18,0.981,45.0,Valid,35.0,Valid
RD008822,M9751,SEN-014,2026-03-04 07:30:30,50 Nm,104 F,65 psi,3.21,4.93,1.021,50.0,Valid,40.0,Valid
RD008823,M8897,SEN-034,2026-03-04 07:31:00,60Nm,,4.5 bar,0.73,4.01,1.022,60.0,Valid,,Invalid
RD008824,M7557,SEN-014,2026-03-04 07:31:30,50 Nm,85C,4.5 bar,2.99,4.08,1.016,50.0,Valid,85.0,Valid
RD008825,M9359,SEN-001,2026-03-04 07:32:00,72 lb-ft,40 C,4.5 bar,7.56,2.53,0.984,97.61904,Valid,40.0,Valid
RD008826,M7926,SEN-050,2026-03-04 07:32:30,45 Nm,95 F,72 psi,2.86,7.74,0.996,45.0,Valid,35.0,Valid
RD008827,M11775,SEN-015,2026-03-04 07:33:00,45 Nm,104 F,5.2 bar,4.04,4.73,0.978,45.0,Valid,40.0,Valid
RD008828,M10489,SEN-009,2026-03-04 07:33:30,,,4.5 bar,6.07,4.12,1.006,,Invalid,,Invalid
RD008829,M10828,SEN-017,2026-03-04 07:34:00,50 Nm,40 C,65 psi,3.98,2.12,1.016,50.0,Valid,40.0,Valid
RD008830,M11393,SEN-022,2026-03-04 07:34:30,72 lb-ft,95 F,65 psi,7.77,2.09,1.003,97.61904,Valid,35.0,Valid
RD008831,M7304,SEN-008,2026-03-04 07:35:00,35 lb-ft,35 C,72 psi,8.41,4.34,1.011,47.4537,Valid,35.0,Valid
RD008832,M8846,SEN-033,2026-03-04 07:35:30,60Nm,,65 psi,2.86,7.19,0.994,60.0,Valid,,Invalid
RD008833,M11322,SEN-015,2026-03-04 07:36:00,45 Nm,35 C,65 psi,4.8,4.81,1.023,45.0,Valid,35.0,Valid
RD008834,M8038,SEN-020,2026-03-04 07:36:30,72 lb-ft,,4.5 bar,7.82,4.37,1.004,97.61904,Valid,,Invalid
RD008835,M7732,SEN-038,2026-03-04 07:37:00,50 Nm,104 F,4.5 bar,7.06,7.89,0.997,50.0,Valid,40.0,Valid
RD008836,M10680,SEN-029,2026-03-04 07:37:30,35 lb-ft,85C,72 psi,7.8,2.26,1.022,47.4537,Valid,85.0,Valid
RD008837,M7480,SEN-046,2026-03-04 07:38:00,72 lb-ft,104 F,4.5 bar,2.07,3.93,1.022,97.61904,Valid,40.0,Valid
RD008838,M7509,SEN-030,2026-03-04 07:38:30,45 Nm,,4.5 bar,6.56,3.99,1.006,45.0,Valid,,Invalid
RD008839,M7540,SEN-009,2026-03-04 07:39:00,45 Nm,85C,72 psi,4.73,7.3,1.001,45.0,Valid,85.0,Valid
RD008840,M11305,SEN-028,2026-03-04 07:39:30,72 lb-ft,35 C,5.2 bar,2.74,4.0,1.028,97.61904,Valid,35.0,Valid
RD008841,M9376,SEN-046,2026-03-04 07:40:00,35 lb-ft,95 F,72 psi,0.95,7.72,1.019,47.4537,Valid,35.0,Valid
RD008842,M10810,SEN-021,2026-03-04 07:40:30,60Nm,40 C,72 psi,5.5,4.15,0.973,60.0,Valid,40.0,Valid
RD008843,M9989,SEN-030,2026-03-04 07:41:00,45 Nm,85C,72 psi,2.26,3.02,1.024,45.0,Valid,85.0,Valid
RD008844,M7868,SEN-014,2026-03-04 07:41:30,72 lb-ft,85C,5.2 bar,6.63,7.85,0.99,97.61904,Valid,85.0,Valid
RD008845,M10902,SEN-011,2026-03-04 07:42:00,35 lb-ft,,5.2 bar,4.33,6.53,0.98,47.4537,Valid,,Invalid
RD008846,M9727,SEN-040,2026-03-04 07:42:30,35 lb-ft,40 C,5.2 bar,1.6,0.83,1.02,47.4537,Valid,40.0,Valid
RD008847,M8016,SEN-046,2026-03-04 07:43:00,35 lb-ft,,72 psi,5.62,1.39,0.971,47.4537,Valid,,Invalid
RD008848,M7228,SEN-032,2026-03-04 07:43:30,,104 F,4.5 bar,0.21,3.15,1.013,,Invalid,40.0,Valid
RD008849,M11042,SEN-019,2026-03-04 07:44:00,50 Nm,85C,65 psi,0.44,1.2,0.971,50.0,Valid,85.0,Valid
RD008850,M9642,SEN-022,2026-03-04 07:44:30,50 Nm,,5.2 bar,2.71,0.57,0.977,50.0,Valid,,Invalid
RD008851,M10513,SEN-016,2026-03-04 07:45:00,45 Nm,95 F,4.5 bar,5.19,5.47,0.994,45.0,Valid,35.0,Valid
RD008852,M9416,SEN-004,2026-03-04 07:45:30,35 lb-ft,104 F,4.5 bar,2.71,7.51,1.027,47.4537,Valid,40.0,Valid
RD008853,M9020,SEN-050,2026-03-04 07:46:00,35 lb-ft,40 C,4.5 bar,1.79,3.72,1.016,47.4537,Valid,40.0,Valid
RD008854,M8015,SEN-025,2026-03-04 07:46:30,,85C,5.2 bar,3.78,2.48,1.023,,Invalid,85.0,Valid
RD008855,M8468,SEN-014,2026-03-04 07:47:00,45 Nm,95 F,4.5 bar,7.88,7.42,0.996,45.0,Valid,35.0,Valid
RD008856,M8663,SEN-038,2026-03-04 07:47:30,,95 F,4.5 bar,6.05,2.16,0.997,,Invalid,35.0,Valid
RD008857,M10908,SEN-021,2026-03-04 07:48:00,60Nm,85C,5.2 bar,3.09,2.2,1.014,60.0,Valid,85.0,Valid
RD008858,M8482,SEN-045,2026-03-04 07:48:30,,85C,65 psi,1.26,1.44,0.978,,Invalid,85.0,Valid
RD008859,M7572,SEN-038,2026-03-04 07:49:00,60Nm,40 C,4.5 bar,0.22,5.75,1.014,60.0,Valid,40.0,Valid
RD008860,M8981,SEN-043,2026-03-04 07:49:30,45 Nm,85C,4.5 bar,7.04,2.96,0.987,45.0,Valid,85.0,Valid
RD008861,M9446,SEN-039,2026-03-04 07:50:00,35 lb-ft,40 C,72 psi,4.21,5.46,1.025,47.4537,Valid,40.0,Valid
RD008862,M8678,SEN-023,2026-03-04 07:50:30,60Nm,85C,4.5 bar,7.36,1.8,1.027,60.0,Valid,85.0,Valid
RD008863,M9952,SEN-038,2026-03-04 07:51:00,45 Nm,,4.5 bar,8.07,5.41,0.984,45.0,Valid,,Invalid
RD008864,M11754,SEN-042,2026-03-04 07:51:30,72 lb-ft,35 C,5.2 bar,3.01,5.58,1.022,97.61904,Valid,35.0,Valid
RD008865,M11615,SEN-010,2026-03-04 07:52:00,50 Nm,,72 psi,7.19,7.58,0.972,50.0,Valid,,Invalid
RD008866,M7617,SEN-002,2026-03-04 07:52:30,50 Nm,,4.5 bar,3.87,6.88,0.987,50.0,Valid,,Invalid
RD008867,M9888,SEN-018,2026-03-04 07:53:00,72 lb-ft,104 F,72 psi,3.69,1.41,0.998,97.61904,Valid,40.0,Valid
RD008868,M7261,SEN-040,2026-03-04 07:53:30,45 Nm,35 C,4.5 bar,6.53,7.91,1.027,45.0,Valid,35.0,Valid
RD008869,M9659,SEN-020,2026-03-04 07:54:00,50 Nm,85C,65 psi,5.68,2.86,1.012,50.0,Valid,85.0,Valid
RD008870,M8504,SEN-024,2026-03-04 07:54:30,60Nm,104 F,72 psi,0.75,4.38,1.011,60.0,Valid,40.0,Valid
RD008871,M9057,SEN-039,2026-03-04 07:55:00,50 Nm,95 F,5.2 bar,4.86,4.73,1.006,50.0,Valid,35.0,Valid
RD008872,M8281,SEN-019,2026-03-04 07:55:30,60Nm,95 F,65 psi,3.97,6.19,1.013,60.0,Valid,35.0,Valid
RD008873,M9390,SEN-045,2026-03-04 07:56:00,72 lb-ft,95 F,65 psi,1.57,4.18,1.004,97.61904,Valid,35.0,Valid
RD008874,M11996,SEN-047,2026-03-04 07:56:30,,,4.5 bar,5.56,6.82,1.005,,Invalid,,Invalid
RD008875,M11576,SEN-034,2026-03-04 07:57:00,35 lb-ft,104 F,72 psi,4.5,1.85,0.979,47.4537,Valid,40.0,Valid
RD008876,M10223,SEN-032,2026-03-04 07:57:30,60Nm,35 C,65 psi,3.55,6.3,1.005,60.0,Valid,35.0,Valid
RD008877,M9941,SEN-003,2026-03-04 07:58:00,50 Nm,85C,4.5 bar,4.29,4.68,1.001,50.0,Valid,85.0,Valid
RD008878,M8047,SEN-035,2026-03-04 07:58:30,35 lb-ft,,5.2 bar,5.34,2.06,1.019,47.4537,Valid,,Invalid
RD008879,M10770,SEN-013,2026-03-04 07:59:00,50 Nm,35 C,65 psi,2.68,7.64,1.026,50.0,Valid,35.0,Valid
RD008880,M10565,SEN-022,2026-03-04 07:59:30,35 lb-ft,35 C,65 psi,7.39,6.85,0.991,47.4537,Valid,35.0,Valid
