Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,Tool_Name,Tool_Type,Plant,Calibration_Date,Next_Due_Date,Status,Accuracy_%,Manufacturer,Serial_Number
M11369,MA1AB100000004369,WO14369,Sedan X,GA-2,STN-03,2026-03-05 01:01,ENG-1482,SUP-094,EMP339,TL-065,C,Tool_65,Torque Wrench,Plant-C,2026-01-31,2026-05-01,Maintenance,97.24,Bosch,SN100064
M11370,MA1AB100000004370,WO14370,SUV Pro,PAINT-1,STN-01,2026-03-05 01:02,ENG-1114,SUP-088,EMP238,TL-083,,Tool_83,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,98.35,Bosch,SN100082
M11371,MA1AB100000004371,WO14371,SUV Pro,GA-1,STN-04,2026-03-05 01:03,ENG-1273,SUP-085,EMP291,TL-060,B,Tool_60,Welding Gun,Plant-B,2026-02-09,2026-05-10,Active,95.55,Atlas Copco,SN100059
M11372,MA1AB100000004372,WO14372,Hatch Z,PAINT-1,STN-02,2026-03-05 01:05,ENG-1121,SUP-038,EMP374,TL-047,C,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M11373,MA1AB100000004373,WO14373,SUV Pro,GA-1,Stn-03,2026-03-05 01:06,ENG-1396,SUP-173,EMP398,TL-999,C,Unknown Tool,Unknown Type,,,,,,,
M11374,MA1AB100000004374,WO14374,SUV Pro,PAINT-1,Stn-03,2026-03-05 01:07,ENG-1249,SUP-093,EMP356,TL-013,,Tool_13,Nut Runner,Plant-B,2026-04-05,2026-07-04,Active,99.14,Bosch,SN100012
M11375,MA1AB100000004375,WO14375,SUV Pro,GA-1,STN-02,2026-03-05 01:08,ENG-1403,SUP-136,EMP234,TL-081,A,Tool_81,Nut Runner,Plant-A,2026-06-21,2026-09-19,Maintenance,97.61,Atlas Copco,SN100080
M11376,MA1AB100000004376,WO14376,Sedan X,TRIM-1,STN-02,2026-03-05 01:10,ENG-1122,SUP-055,EMP254,TL-057,A,Tool_57,Welding Gun,Plant-A,2026-05-01,2026-07-30,Active,98.96,Bosch,SN100056
M11377,MA1AB100000004377,WO14377,SUV Pro,GA-1,STN-04,2026-03-05 01:11,ENG-1052,SUP-065,EMP305,TL-076,,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M11378,MA1AB100000004378,WO14378,Hatch Z,GA-1,STN-03,2026-03-05 01:12,ENG-1373,SUP-127,EMP350,TL-093,B,Tool_93,Nut Runner,Plant-A,2026-03-03,2026-06-01,Out of Service,98.43,Ingersoll Rand,SN100092
M11379,MA1AB100000004379,WO14379,SUV Pro,GA-1,STN-05,2026-03-05 01:13,ENG-1178,SUP-183,EMP263,TL-074,C,Tool_74,Robot Arm,Plant-B,2026-01-04,2026-04-04,Active,97.63,Stanley,SN100073
M11380,MA1AB100000004380,WO14380,Sedan X,GA-2,STN-04,2026-03-05 01:15,ENG-1480,SUP-073,EMP290,TL-092,,Tool_92,Nut Runner,Plant-C,2026-06-25,2026-09-23,Active,97.7,Bosch,SN100091
M11381,MA1AB100000004381,WO14381,Sedan X,GA-1,STN-04,2026-03-05 01:16,ENG-1013,SUP-049,EMP298,TL-013,A,Tool_13,Nut Runner,Plant-B,2026-04-05,2026-07-04,Active,99.14,Bosch,SN100012
M11382,MA1AB100000004382,WO14382,Sedan X,TRIM-1,STN-03,2026-03-05 01:17,ENG-1315,SUP-174,EMP115,TL-085,A,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M11383,MA1AB100000004383,WO14383,Sedan X,TRIM-1, stn-05 ,2026-03-05 01:18,ENG-1018,SUP-099,EMP335,TL-074,C,Tool_74,Robot Arm,Plant-B,2026-01-04,2026-04-04,Active,97.63,Stanley,SN100073
M11384,MA1AB100000004384,WO14384,Hatch Z,GA-1,STN-04,2026-03-05 01:20,ENG-1278,SUP-111,EMP191,TL-068,C,Tool_68,Press Tool,Plant-A,2026-04-15,2026-07-14,Active,97.42,Bosch,SN100067
M11385,MA1AB100000004385,WO14385,SUV Pro,GA-1,STN-04,2026-03-05 01:21,ENG-1462,SUP-181,EMP179,TL-015,C,Tool_15,Robot Arm,Plant-C,2026-05-26,2026-08-24,Out of Service,97.88,Atlas Copco,SN100014
M11386,MA1AB100000004386,WO14386,Hatch Z,GA-2, stn-05 ,2026-03-05 01:22,ENG-1281,SUP-198,EMP399,TL-055,,Tool_55,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,95.5,Atlas Copco,SN100054
M11387,MA1AB100000004387,WO14387,SUV Pro,GA-2,STN-03,2026-03-05 01:23,ENG-1101,SUP-110,EMP349,TL-031,C,Tool_31,Nut Runner,Plant-A,2026-01-31,2026-05-01,Active,97.01,Atlas Copco,SN100030
M11388,MA1AB100000004388,WO14388,Hatch Z,PAINT-1, stn-05 ,2026-03-05 01:25,ENG-1269,SUP-153,EMP308,TL-006,,Tool_6,Nut Runner,Plant-B,2026-01-25,2026-04-25,Maintenance,98.24,Ingersoll Rand,SN100005
M11389,MA1AB100000004389,WO14389,Sedan X,TRIM-1,STN-02,2026-03-05 01:26,ENG-1068,SUP-137,EMP375,TL-028,C,Tool_28,Press Tool,Plant-C,2026-01-25,2026-04-25,Out of Service,97.87,Ingersoll Rand,SN100027
M11390,MA1AB100000004390,WO14390,Sedan X,GA-2,STN-02,2026-03-05 01:27,ENG-1410,SUP-089,EMP154,TL-097,B,Tool_97,Nut Runner,Plant-A,2026-04-22,2026-07-21,Active,99.35,Ingersoll Rand,SN100096
M11391,MA1AB100000004391,WO14391,Hatch Z,GA-1,STN-01,2026-03-05 01:28,ENG-1139,SUP-049,EMP124,TL-078,,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M11392,MA1AB100000004392,WO14392,SUV Pro,GA-2,STN-04,2026-03-05 01:30,ENG-1325,SUP-080,EMP216,TL-056,,Tool_56,Torque Wrench,Plant-C,2026-04-06,2026-07-05,Active,97.45,Atlas Copco,SN100055
M11393,MA1AB100000004393,WO14393,Hatch Z,GA-2,STN-03,2026-03-05 01:31,ENG-1245,SUP-183,EMP390,TL-053,,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
M11394,MA1AB100000004394,WO14394,Sedan X,PAINT-1,STN-05,2026-03-05 01:32,ENG-1493,SUP-006,EMP200,TL-091,A,Tool_91,Nut Runner,Plant-B,2026-03-20,2026-06-18,Active,95.45,Atlas Copco,SN100090
M11395,MA1AB100000004395,WO14395,Hatch Z,GA-1,STN-04,2026-03-05 01:33,ENG-1344,SUP-185,EMP216,TL-047,,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M11396,MA1AB100000004396,WO14396,SUV Pro,GA-2,STN-04,2026-03-05 01:35,ENG-1422,SUP-007,EMP362,TL-023,C,Tool_23,Welding Gun,Plant-A,2026-04-29,2026-07-28,Active,95.35,Bosch,SN100022
M11397,MA1AB100000004397,WO14397,Sedan X,TRIM-1,STN-02,2026-03-05 01:36,ENG-1459,SUP-187,EMP341,TL-076,C,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M11398,MA1AB100000004398,WO14398,Hatch Z,GA-1,STN-02,2026-03-05 01:37,ENG-1453,SUP-130,EMP367,TL-050,,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M11399,MA1AB100000004399,WO14399,Hatch Z,GA-1,STN-01,2026-03-05 01:38,ENG-1414,SUP-033,EMP165,TL-026,B,Tool_26,Robot Arm,Plant-A,2026-05-25,2026-08-23,Out of Service,99.11,Atlas Copco,SN100025
M11400,MA1AB100000004400,WO14400,Sedan X,PAINT-1, stn-05 ,2026-03-05 01:40,ENG-1336,SUP-043,EMP265,TL-021,,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M11401,MA1AB100000004401,WO14401,Sedan X,GA-1,STN-05,2026-03-05 01:41,ENG-1250,SUP-165,EMP379,TL-073,B,Tool_73,Welding Gun,Plant-C,2026-03-17,2026-06-15,Active,96.96,Ingersoll Rand,SN100072
M11402,MA1AB100000004402,WO14402,SUV Pro,PAINT-1,STN-04,2026-03-05 01:42,ENG-1388,SUP-195,EMP263,TL-058,C,Tool_58,Robot Arm,Plant-C,2026-04-28,2026-07-27,Active,96.6,Stanley,SN100057
M11403,MA1AB100000004403,WO14403,Hatch Z,PAINT-1,STN-04,2026-03-05 01:43,ENG-1468,SUP-096,EMP209,TL-024,C,Tool_24,Robot Arm,Plant-A,2026-02-23,2026-05-24,Active,96.19,Ingersoll Rand,SN100023
M11404,MA1AB100000004404,WO14404,Hatch Z,PAINT-1,STN-03,2026-03-05 01:45,ENG-1146,SUP-020,EMP156,TL-067,A,Tool_67,Torque Wrench,Plant-A,2026-02-10,2026-05-11,Active,95.24,Bosch,SN100066
M11405,MA1AB100000004405,WO14405,Hatch Z,PAINT-1,STN-01,2026-03-05 01:46,ENG-1109,SUP-098,EMP330,TL-025,A,Tool_25,Nut Runner,Plant-C,2026-02-19,2026-05-20,Out of Service,98.88,Atlas Copco,SN100024
M11406,MA1AB100000004406,WO14406,Hatch Z,PAINT-1,STN-02,2026-03-05 01:47,ENG-1029,SUP-053,EMP382,TL-083,A,Tool_83,Nut Runner,Plant-A,2026-01-22,2026-04-22,Out of Service,98.35,Bosch,SN100082
M11407,MA1AB100000004407,WO14407,Hatch Z,GA-2,STN-04,2026-03-05 01:48,ENG-1428,SUP-185,EMP319,TL-066,C,Tool_66,Nut Runner,Plant-A,2026-01-13,2026-04-13,Maintenance,98.63,Stanley,SN100065
M11408,MA1AB100000004408,WO14408,Sedan X,PAINT-1,Stn-03,2026-03-05 01:50,ENG-1254,SUP-021,EMP233,TL-049,B,Tool_49,Press Tool,Plant-A,2026-01-18,2026-04-18,Active,97.7,Atlas Copco,SN100048
M11409,MA1AB100000004409,WO14409,Sedan X,GA-1,STN-01,2026-03-05 01:51,ENG-1133,SUP-170,EMP367,TL-032,B,Tool_32,Press Tool,Plant-A,2026-03-27,2026-06-25,Maintenance,97.67,Bosch,SN100031
M11410,MA1AB100000004410,WO14410,Sedan X,PAINT-1,STN-03,2026-03-05 01:52,ENG-1499,SUP-016,EMP149,TL-015,B,Tool_15,Robot Arm,Plant-C,2026-05-26,2026-08-24,Out of Service,97.88,Atlas Copco,SN100014
M11411,MA1AB100000004411,WO14411,SUV Pro,GA-2,STN-05,2026-03-05 01:53,ENG-1106,SUP-100,EMP105,TL-026,A,Tool_26,Robot Arm,Plant-A,2026-05-25,2026-08-23,Out of Service,99.11,Atlas Copco,SN100025
M11412,MA1AB100000004412,WO14412,Hatch Z,TRIM-1,Stn-03,2026-03-05 01:55,ENG-1202,SUP-075,EMP339,TL-062,A,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M11413,MA1AB100000004413,WO14413,Hatch Z,GA-1,STN-04,2026-03-05 01:56,ENG-1338,SUP-171,EMP347,TL-056,A,Tool_56,Torque Wrench,Plant-C,2026-04-06,2026-07-05,Active,97.45,Atlas Copco,SN100055
M11414,MA1AB100000004414,WO14414,Hatch Z,GA-2,Stn-03,2026-03-05 01:57,ENG-1238,SUP-097,EMP173,TL-095,C,Tool_95,Nut Runner,Plant-A,2026-06-25,2026-09-23,Active,99.37,Bosch,SN100094
M11415,MA1AB100000004415,WO14415,Sedan X,TRIM-1,STN-04,2026-03-05 01:58,ENG-1334,SUP-124,EMP133,TL-082,,Tool_82,Nut Runner,Plant-B,2026-03-18,2026-06-16,Active,95.75,Atlas Copco,SN100081
M11416,MA1AB100000004416,WO14416,Sedan X,GA-1,STN-04,2026-03-05 02:00,ENG-1075,SUP-011,EMP244,TL-070,,Tool_70,Robot Arm,Plant-C,2026-04-23,2026-07-22,Maintenance,98.03,Bosch,SN100069
M11417,MA1AB100000004417,WO14417,Hatch Z,GA-1, stn-05 ,2026-03-05 02:01,ENG-1153,SUP-027,EMP356,TL-050,B,Tool_50,Welding Gun,Plant-C,2026-04-30,2026-07-29,Maintenance,98.51,Ingersoll Rand,SN100049
M11418,MA1AB100000004418,WO14418,Sedan X,GA-2,Stn-03,2026-03-05 02:02,ENG-1343,SUP-042,EMP298,TL-039,C,Tool_39,Nut Runner,Plant-C,2026-02-15,2026-05-16,Maintenance,97.07,Ingersoll Rand,SN100038
M11419,MA1AB100000004419,WO14419,SUV Pro,PAINT-1,STN-05,2026-03-05 02:03,ENG-1219,SUP-120,EMP252,TL-014,A,Tool_14,Nut Runner,Plant-A,2026-02-27,2026-05-28,Maintenance,99.68,Stanley,SN100013
M11420,MA1AB100000004420,WO14420,SUV Pro,GA-1,STN-03,2026-03-05 02:05,ENG-1367,SUP-176,EMP218,TL-078,A,Tool_78,Press Tool,Plant-A,2026-03-26,2026-06-24,Maintenance,99.88,Bosch,SN100077
M11421,MA1AB100000004421,WO14421,SUV Pro,PAINT-1,Stn-03,2026-03-05 02:06,ENG-1408,SUP-146,EMP116,TL-073,,Tool_73,Welding Gun,Plant-C,2026-03-17,2026-06-15,Active,96.96,Ingersoll Rand,SN100072
M11422,MA1AB100000004422,WO14422,Hatch Z,GA-1,STN-02,2026-03-05 02:07,ENG-1152,SUP-034,EMP272,TL-085,A,Tool_85,Nut Runner,Plant-A,2026-01-29,2026-04-29,Out of Service,98.68,Stanley,SN100084
M11423,MA1AB100000004423,WO14423,Hatch Z,TRIM-1, stn-05 ,2026-03-05 02:08,ENG-1027,SUP-032,EMP382,TL-009,C,Tool_9,Press Tool,Plant-C,2026-05-31,2026-08-29,Active,98.89,Bosch,SN100008
M11424,MA1AB100000004424,WO14424,Hatch Z,GA-1,STN-02,2026-03-05 02:10,ENG-1203,SUP-140,EMP172,TL-075,,Tool_75,Press Tool,Plant-C,2026-04-22,2026-07-21,Active,99.86,Ingersoll Rand,SN100074
M11425,MA1AB100000004425,WO14425,SUV Pro,GA-1,STN-04,2026-03-05 02:11,ENG-1141,SUP-045,EMP160,TL-043,B,Tool_43,Torque Wrench,Plant-B,2026-04-28,2026-07-27,Active,96.51,Ingersoll Rand,SN100042
M11426,MA1AB100000004426,WO14426,Sedan X,GA-2, stn-05 ,2026-03-05 02:12,ENG-1461,SUP-102,EMP170,TL-100,C,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M11427,MA1AB100000004427,WO14427,Sedan X,TRIM-1,Stn-03,2026-03-05 02:13,ENG-1001,SUP-036,EMP189,TL-015,,Tool_15,Robot Arm,Plant-C,2026-05-26,2026-08-24,Out of Service,97.88,Atlas Copco,SN100014
M11428,MA1AB100000004428,WO14428,Hatch Z,GA-1,STN-05,2026-03-05 02:15,ENG-1362,SUP-131,EMP333,TL-047,C,Tool_47,Robot Arm,Plant-A,2026-04-17,2026-07-16,Active,99.69,Ingersoll Rand,SN100046
M11429,MA1AB100000004429,WO14429,Hatch Z,GA-1,STN-02,2026-03-05 02:16,ENG-1442,SUP-155,EMP218,TL-026,C,Tool_26,Robot Arm,Plant-A,2026-05-25,2026-08-23,Out of Service,99.11,Atlas Copco,SN100025
M11430,MA1AB100000004430,WO14430,Hatch Z,GA-2,Stn-03,2026-03-05 02:17,ENG-1257,SUP-077,EMP198,TL-088,A,Tool_88,Welding Gun,Plant-B,2026-04-25,2026-07-24,Active,95.24,Stanley,SN100087
M11431,MA1AB100000004431,WO14431,Sedan X,TRIM-1,STN-03,2026-03-05 02:70,ENG-1229,SUP-062,EMP267,TL-011,,Tool_11,Welding Gun,Plant-B,2026-01-03,2026-04-03,Out of Service,99.43,Atlas Copco,SN100010
M11432,MA1AB100000004432,WO14432,SUV Pro,PAINT-1,STN-03,2026-03-05 02:20,ENG-1193,SUP-147,EMP211,TL-099,C,Tool_99,Welding Gun,Plant-B,2026-05-20,2026-08-18,Active,97.05,Atlas Copco,SN100098
M11433,MA1AB100000004433,WO14433,Sedan X,GA-1,STN-02,2026-03-05 02:21,ENG-1376,SUP-021,EMP255,TL-007,A,Tool_7,Nut Runner,Plant-B,2026-06-11,2026-09-09,Out of Service,95.88,Stanley,SN100006
M11434,MA1AB100000004434,WO14434,Sedan X,GA-2,STN-02,2026-03-05 02:22,ENG-1044,SUP-147,EMP269,TL-048,,Tool_48,Nut Runner,Plant-B,2026-04-17,2026-07-16,Active,96.56,Stanley,SN100047
M11435,MA1AB100000004435,WO14435,Hatch Z,GA-1,STN-02,2026-03-05 02:23,ENG-1173,SUP-195,EMP332,TL-013,,Tool_13,Nut Runner,Plant-B,2026-04-05,2026-07-04,Active,99.14,Bosch,SN100012
M11436,MA1AB100000004436,WO14436,SUV Pro,GA-1,Stn-03,2026-03-05 02:25,ENG-1248,SUP-180,EMP113,TL-025,A,Tool_25,Nut Runner,Plant-C,2026-02-19,2026-05-20,Out of Service,98.88,Atlas Copco,SN100024
M11437,MA1AB100000004437,WO14437,SUV Pro,TRIM-1,STN-05,2026-03-05 02:26,ENG-1231,SUP-015,EMP393,TL-039,A,Tool_39,Nut Runner,Plant-C,2026-02-15,2026-05-16,Maintenance,97.07,Ingersoll Rand,SN100038
M11438,MA1AB100000004438,WO14438,Sedan X,PAINT-1, stn-05 ,2026-03-05 02:27,ENG-1195,SUP-002,EMP268,TL-012,,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M11439,MA1AB100000004439,WO14439,SUV Pro,GA-2,Stn-03,2026-03-05 02:28,ENG-1324,SUP-162,EMP384,TL-076,C,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M11440,MA1AB100000004440,WO14440,Sedan X,GA-2,STN-04,2026-03-05 02:30,ENG-1197,,EMP386,TL-034,A,Tool_34,Torque Wrench,Plant-A,2026-06-25,2026-09-23,Out of Service,99.85,Stanley,SN100033
M11441,MA1AB100000004441,WO14441,Hatch Z,TRIM-1,Stn-03,2026-03-05 02:31,ENG-1426,SUP-104,EMP334,TL-060,,Tool_60,Welding Gun,Plant-B,2026-02-09,2026-05-10,Active,95.55,Atlas Copco,SN100059
M11442,MA1AB100000004442,WO14442,Sedan X,GA-1,STN-04,2026-03-05 02:32,ENG-1143,SUP-058,EMP258,TL-042,,Tool_42,Welding Gun,Plant-C,2026-03-03,2026-06-01,Out of Service,97.14,Ingersoll Rand,SN100041
M11443,MA1AB100000004443,WO14443,Hatch Z,GA-2,Stn-03,2026-03-05 02:33,ENG-1040,SUP-164,EMP341,TL-098,B,Tool_98,Press Tool,Plant-A,2026-06-01,2026-08-30,Active,98.11,Stanley,SN100097
M11444,MA1AB100000004444,WO14444,Sedan X,GA-2,STN-02,2026-03-05 02:35,ENG-1090,SUP-068,EMP397,TL-054,,Tool_54,Press Tool,Plant-C,2026-01-18,2026-04-18,Active,99.35,Ingersoll Rand,SN100053
M11445,MA1AB100000004445,WO14445,SUV Pro,TRIM-1,STN-03,2026-03-05 02:36,ENG-1444,SUP-088,EMP159,TL-100,A,Tool_100,Welding Gun,Plant-A,2026-04-25,2026-07-24,Maintenance,97.13,Ingersoll Rand,SN100099
M11446,MA1AB100000004446,WO14446,SUV Pro,PAINT-1,STN-05,2026-03-05 02:37,ENG-1439,SUP-012,EMP255,TL-090,,Tool_90,Nut Runner,Plant-C,2026-05-12,2026-08-10,Out of Service,97.28,Stanley,SN100089
M11447,MA1AB100000004447,WO14447,Hatch Z,GA-2,Stn-03,2026-03-05 02:38,ENG-1059,SUP-139,EMP147,TL-045,,Tool_45,Welding Gun,Plant-C,2026-03-10,2026-06-08,Active,98.94,Stanley,SN100044
M11448,MA1AB100000004448,WO14448,Sedan X,PAINT-1,Stn-03,2026-03-05 02:40,ENG-1148,SUP-042,EMP347,TL-007,,Tool_7,Nut Runner,Plant-B,2026-06-11,2026-09-09,Out of Service,95.88,Stanley,SN100006
M11449,MA1AB100000004449,WO14449,Hatch Z,PAINT-1,Stn-03,2026-03-05 02:41,ENG-1296,SUP-184,EMP253,TL-062,,Tool_62,Robot Arm,Plant-A,2026-04-28,2026-07-27,Out of Service,95.44,Bosch,SN100061
M11450,MA1AB100000004450,WO14450,Sedan X,GA-1,STN-01,2026-03-05 02:42,ENG-1026,SUP-124,EMP394,TL-061,,Tool_61,Nut Runner,Plant-C,2026-06-29,2026-09-27,Active,99.71,Ingersoll Rand,SN100060
M11451,MA1AB100000004451,WO14451,SUV Pro,TRIM-1,STN-03,2026-03-05 02:43,ENG-1148,SUP-173,EMP279,TL-054,C,Tool_54,Press Tool,Plant-C,2026-01-18,2026-04-18,Active,99.35,Ingersoll Rand,SN100053
M11452,MA1AB100000004452,WO14452,SUV Pro,GA-2,STN-05,2026-03-05 02:45,ENG-1289,SUP-117,EMP177,TL-022,,Tool_22,Press Tool,Plant-C,2026-03-22,2026-06-20,Out of Service,95.43,Bosch,SN100021
M11453,MA1AB100000004453,WO14453,Hatch Z,GA-2,STN-03,2026-03-05 02:46,ENG-1259,SUP-087,EMP237,TL-088,A,Tool_88,Welding Gun,Plant-B,2026-04-25,2026-07-24,Active,95.24,Stanley,SN100087
M11454,MA1AB100000004454,WO14454,Sedan X,GA-1,STN-05,2026-03-05 02:47,ENG-1259,SUP-067,EMP294,TL-068,C,Tool_68,Press Tool,Plant-A,2026-04-15,2026-07-14,Active,97.42,Bosch,SN100067
M11455,MA1AB100000004455,WO14455,Hatch Z,TRIM-1,STN-01,2026-03-05 02:48,ENG-1431,SUP-112,EMP294,TL-093,B,Tool_93,Nut Runner,Plant-A,2026-03-03,2026-06-01,Out of Service,98.43,Ingersoll Rand,SN100092
M11456,MA1AB100000004456,WO14456,Hatch Z,TRIM-1,STN-01,2026-03-05 02:50,ENG-1111,SUP-133,EMP167,TL-053,,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
M11457,MA1AB100000004457,WO14457,Sedan X,TRIM-1,STN-04,2026-03-05 02:51,ENG-1455,SUP-117,EMP324,TL-077,C,Tool_77,Welding Gun,Plant-C,2026-04-12,2026-07-11,Active,98.71,Stanley,SN100076
M11458,MA1AB100000004458,WO14458,SUV Pro,GA-1,Stn-03,2026-03-05 02:52,ENG-1334,SUP-053,EMP391,TL-073,,Tool_73,Welding Gun,Plant-C,2026-03-17,2026-06-15,Active,96.96,Ingersoll Rand,SN100072
M11459,MA1AB100000004459,WO14459,Sedan X,TRIM-1,STN-02,2026-03-05 02:53,ENG-1254,SUP-120,EMP194,TL-096,,Tool_96,Nut Runner,Plant-A,2026-04-26,2026-07-25,Active,95.35,Stanley,SN100095
M11460,MA1AB100000004460,WO14460,Sedan X,GA-1,STN-01,2026-03-05 02:55,ENG-1484,SUP-113,EMP222,TL-046,A,Tool_46,Torque Wrench,Plant-C,2026-01-19,2026-04-19,Active,95.51,Ingersoll Rand,SN100045
M11461,MA1AB100000004461,WO14461,Sedan X,TRIM-1,STN-02,2026-03-05 02:56,ENG-1095,SUP-170,EMP116,TL-053,B,Tool_53,Nut Runner,Plant-A,2026-02-27,2026-05-28,Out of Service,96.41,Stanley,SN100052
M11462,MA1AB100000004462,WO14462,SUV Pro,GA-2,STN-02,2026-03-05 02:57,ENG-1118,SUP-050,EMP223,TL-007,B,Tool_7,Nut Runner,Plant-B,2026-06-11,2026-09-09,Out of Service,95.88,Stanley,SN100006
M11463,MA1AB100000004463,WO14463,Sedan X,GA-2,STN-03,2026-03-05 02:58,ENG-1143,SUP-098,EMP111,TL-999,,Unknown Tool,Unknown Type,,,,,,,
M11464,MA1AB100000004464,WO14464,Hatch Z,GA-1,Stn-03,2026-03-05 03:00,ENG-1434,SUP-097,EMP389,TL-034,B,Tool_34,Torque Wrench,Plant-A,2026-06-25,2026-09-23,Out of Service,99.85,Stanley,SN100033
M11465,MA1AB100000004465,WO14465,Hatch Z,GA-1,STN-04,2026-03-05 03:01,ENG-1313,SUP-089,EMP166,TL-025,C,Tool_25,Nut Runner,Plant-C,2026-02-19,2026-05-20,Out of Service,98.88,Atlas Copco,SN100024
M11466,MA1AB100000004466,WO14466,SUV Pro,TRIM-1,STN-03,2026-03-05 03:02,ENG-1398,SUP-036,EMP256,TL-012,B,Tool_12,Press Tool,Plant-B,2026-05-30,2026-08-28,Out of Service,98.02,Bosch,SN100011
M11467,MA1AB100000004467,WO14467,Hatch Z,PAINT-1,STN-02,2026-03-05 03:03,ENG-1246,SUP-184,EMP124,TL-005,,Tool_5,Torque Wrench,Plant-C,2026-02-02,2026-05-03,Maintenance,99.68,Ingersoll Rand,SN100004
M11468,MA1AB100000004468,WO14468,SUV Pro,PAINT-1,STN-05,2026-03-05 03:05,ENG-1453,SUP-143,EMP272,TL-037,,Tool_37,Torque Wrench,Plant-A,2026-02-12,2026-05-13,Maintenance,95.39,Bosch,SN100036
M11469,MA1AB100000004469,WO14469,SUV Pro,GA-2,STN-01,2026-03-05 03:06,ENG-1059,SUP-149,EMP366,TL-999,A,Unknown Tool,Unknown Type,,,,,,,
M11470,MA1AB100000004470,WO14470,SUV Pro,GA-2,STN-03,2026-03-05 03:07,ENG-1179,SUP-080,EMP173,TL-068,A,Tool_68,Press Tool,Plant-A,2026-04-15,2026-07-14,Active,97.42,Bosch,SN100067
M11471,MA1AB100000004471,WO14471,SUV Pro,GA-2,STN-04,2026-03-05 03:08,ENG-1210,SUP-195,EMP254,TL-017,C,Tool_17,Torque Wrench,Plant-C,2026-01-08,2026-04-08,Maintenance,96.84,Atlas Copco,SN100016
M11472,MA1AB100000004472,WO14472,SUV Pro,GA-1,STN-04,2026-03-05 03:10,ENG-1285,SUP-109,EMP381,TL-068,,Tool_68,Press Tool,Plant-A,2026-04-15,2026-07-14,Active,97.42,Bosch,SN100067
M11473,MA1AB100000004473,WO14473,Hatch Z,TRIM-1,STN-01,2026-03-05 03:11,ENG-1347,SUP-047,EMP121,TL-030,B,Tool_30,Nut Runner,Plant-A,2026-02-18,2026-05-19,Out of Service,97.07,Ingersoll Rand,SN100029
M11474,MA1AB100000004474,WO14474,Sedan X,GA-1,STN-02,2026-03-05 03:12,ENG-1454,SUP-020,EMP346,TL-005,A,Tool_5,Torque Wrench,Plant-C,2026-02-02,2026-05-03,Maintenance,99.68,Ingersoll Rand,SN100004
M11475,MA1AB100000004475,WO14475,Hatch Z,PAINT-1,STN-05,2026-03-05 03:13,ENG-1205,SUP-107,EMP206,TL-076,B,Tool_76,Welding Gun,Plant-C,2026-02-22,2026-05-23,Maintenance,98.13,Ingersoll Rand,SN100075
M11476,MA1AB100000004476,WO14476,Hatch Z,TRIM-1,STN-05,2026-03-05 03:15,ENG-1268,SUP-199,EMP347,TL-021,,Tool_21,Press Tool,Plant-C,2026-01-09,2026-04-09,Out of Service,95.18,Atlas Copco,SN100020
M11477,MA1AB100000004477,WO14477,Sedan X,GA-1,STN-03,2026-03-05 03:16,ENG-1410,SUP-041,EMP258,TL-073,C,Tool_73,Welding Gun,Plant-C,2026-03-17,2026-06-15,Active,96.96,Ingersoll Rand,SN100072
M11478,MA1AB100000004478,WO14478,SUV Pro,GA-2,STN-05,2026-03-05 03:17,ENG-1418,SUP-029,EMP342,TL-086,,Tool_86,Press Tool,Plant-B,2026-03-20,2026-06-18,Active,96.21,Bosch,SN100085
