Event_ID,Line,Station,TS,Part_No,Torque,Temp,Pressure,Defect,VIN,Supplier,Work_Order,Sensor_ID,Calibration_Factor,Inspection_Source,Tool_ID,Shift,Scrap_Reason,BOM_Version,Effective_Date
M11346,PAINT-1,STN-05,2026-03-10 08:26,148-ABC,60 nm,,4.5 bar,None,XX104346,SUP-12,WO14346,SEN-001,1.013,Automated,TL-004,,Dimension,v1,2025-12-31
M11347,TRIM-1,Stn-03,2026-03-10 08:27,118-ABC,45,40 C,4.5 bar, ok ,XX104347,SUP-19,WO14347,SEN-008,0.986,Automated,TL-024,B,Material,V1,2026-01-01
M11348,TRIM-1,STN-02,2026-03-10 08:28,125-ABC,50Nm,85C,4.5 bar,None,XX104348,SUP-09,WO14348,SEN-007,0.992,Human,TL-030,,NA,v1,2026-03-01
M11349,GA-2,STN-01,2026-03-10 08:29,102-ABC,45,40 C,65 psi,reject,XX104349,SUP-09,WO14349,SEN-009,0.997,Human,TL-002,A,Dimension,V2,2026-01-01
M11350,GA-2,Stn-03,2026-03-10 08:30, 110-abc ,35 lb-ft,,5 bar,Repair,XX104350,SUP-14,WO14350,SEN-010,0.989,Automated,TL-004,,NA,V2,2025-12-31
M11351,PAINT-1,STN-02,2026-03-10 08:31,131-ABC,60 nm,104F,65 psi,reject,XX104351,SUP-18,WO14351,SEN-002,0.986,Automated,TL-024,B,Material,v1,2025-12-31
M11352,PAINT-1,STN-05,2026-03-10 08:32,148-ABC,60 nm,85 C,5 bar,Reject,XX104352,SUP-07,WO14352,SEN-001,0.977,Automated,TL-015,A,Dimension,V2,2026-01-01
M11353,GA-2,STN-02,2026-03-10 08:33,109-ABC,,104F,4.5 bar,Reject,XX104353,SUP-10,WO14353,SEN-007,1.029,Human,TL-013,A,NA,V2,2025-12-31
M11354,PAINT-1,STN-02,2026-03-10 08:34,101-ABC,60 nm,104F,4.5 bar,Reject,XX104354,SUP-09,WO14354,SEN-007,1.018,Human,TL-019,,Weld,V1,2025-12-31
M11355,TRIM-1,STN-01,2026-03-10 08:35,142-ABC,,95 F,4.5 bar,Reject,XX104355,SUP-03,WO14355,SEN-005,0.989,Automated,TL-007,C,Weld,V1,2025-12-31
M11356,PAINT-1,STN-02,2026-03-10 08:36,131-ABC,60 nm,85C,5 bar,na,XX104356,SUP-09,WO14356,SEN-010,0.98,Automated,TL-022,B,NA,V1,2026-01-01
M11357,GA-2,Stn-03,2026-03-10 08:37,104-ABC,60 nm,,65 psi,Repair,XX104357,SUP-11,WO14357,SEN-003,1.019,Automated,TL-008,A,NA,v1,2025-12-31
M11358,TRIM-1,Stn-03,2026-03-10 08:38,114-ABC,50Nm,95 F,4.5 bar,Repair,XX104358,SUP-17,WO14358,SEN-003,0.996,Human,TL-016,C,Paint,V1,2025-12-31
M11359,PAINT-1,Stn-03,2026-03-10 08:39,141-ABC,35 lb-ft,85 C,5 bar,None,XX104359,SUP-02,WO14359,SEN-006,1.024,Human,TL-999,C,Weld,V2,2025-12-31
M11360,TRIM-1,STN-01,2026-03-10 08:40,142-ABC,50Nm,95 F,5 bar,Reject,XX104360,SUP-09,WO14360,SEN-006,1.024,Human,TL-022,,Paint,v1,2025-12-31
M11361,TRIM-1, stn-05 ,2026-03-10 08:41,141-ABC,60 nm,85 C,5 bar,None,XX104361,SUP-10,WO14361,SEN-001,1.0,Automated,TL-016,,Dimension,v1,2026-01-01
M11362,GA-1,STN-03,2026-03-10 08:42,147-ABC,,104F,5 bar,OK,XX104362,SUP-02,WO14362,SEN-002,0.974,Human,TL-026,,Material,V2,2026-03-01
M11363,GA-1, stn-05 ,2026-03-10 08:43,116-ABC,60 nm,104F,4.5 bar,None,XX104363,SUP-09,WO14363,SEN-005,1.023,Automated,TL-024,A,Material,V2,2026-01-01
M11364,PAINT-1,STN-05,2026-03-10 08:44,105-ABC,60 nm,,4.5 bar,reject,XX104364,SUP-20,WO14364,SEN-001,0.999,Automated,TL-016,B,Weld,V2,2026-01-01
M11365,TRIM-1, stn-05 ,2026-03-10 08:45,107-ABC,45,40 C,5 bar,na,XX104365,SUP-06,WO14365,SEN-005,0.971,Human,TL-012,A,Dimension,v1,2026-01-01
M11366,GA-2,STN-01,2026-03-10 08:46,135-ABC,35 lb-ft,,65 psi, ok ,XX104366,SUP-04,WO14366,SEN-002,0.988,Automated,TL-015,A,Weld,V2,2025-12-31
M11367,GA-2,STN-01,2026-03-10 08:47,122-ABC,,,5 bar,na,XX104367,SUP-07,WO14367,SEN-004,0.98,Human,TL-015,B,Weld,v1,2025-12-31
M11368,PAINT-1,STN-02,2026-03-10 08:48,134-ABC,,104F,5 bar,Repair,XX104368,SUP-06,WO14368,SEN-001,0.986,Automated,TL-017,B,Weld,v1,2026-03-01
M11369,GA-2,STN-02,2026-03-10 08:49,134-ABC,45,40 C,65 psi,OK,XX104369,SUP-15,WO14369,SEN-010,0.996,Automated,TL-007,A,Paint,V1,2025-12-31
M11370,GA-2,STN-03,2026-03-10 08:50,122-ABC,50Nm,85 C,5 bar,Reject,XX104370,SUP-06,WO14370,SEN-002,1.025,Human,TL-003,A,Material,V2,2026-03-01
M11371,TRIM-1,STN-01,2026-03-10 08:51,110-ABC,60 nm,,4.5 bar,OK,XX104371,SUP-16,WO14371,SEN-001,1.019,Automated,TL-025,A,Dimension,V2,2026-01-01
M11372,TRIM-1,STN-04,2026-03-10 08:52,145-ABC,35 lb-ft,40 C,5 bar,Reject,XX104372,SUP-06,WO14372,SEN-003,1.021,Human,TL-002,A,Paint,v1,2026-01-01
M11373,GA-2,STN-04,2026-03-10 08:53,135-ABC,,,65 psi,reject,XX104373,SUP-16,WO14373,SEN-006,1.023,Human,TL-022,B,Weld,v1,2026-01-01
M11374,PAINT-1,STN-02,2026-03-10 08:54,128-ABC,35 lb-ft,104F,65 psi,Reject,XX104374,SUP-06,WO14374,SEN-001,1.018,Automated,TL-020,B,Material,V1,2026-01-01
M11375,TRIM-1,STN-05,2026-03-10 08:55,125-ABC,60 nm,95 F,5 bar,na,XX104375,SUP-14,WO14375,SEN-005,0.997,Human,TL-010,,Material,V1,2025-12-31
M11376,GA-2,STN-03,2026-03-10 08:56,129-ABC,45.0 ,85 C,4.5 bar,None,XX104376,SUP-17,WO14376,SEN-001,0.973,Automated,TL-009,A,Dimension,v1,2026-03-01
M11377,GA-2,STN-01,2026-03-10 08:57,122-ABC,50Nm,85C,4.5 bar,OK,XX104377,SUP-18,WO14377,SEN-005,1.012,Automated,TL-011,A,Material,V2,2025-12-31
M11378,GA-1,STN-04,2026-03-10 08:58,104-ABC,50Nm,85C,65 psi,Repair,XX104378,SUP-01,WO14378,SEN-008,1.012,Automated,TL-002,B,NA,V2,2026-03-01
M11379,TRIM-1,STN-02,2026-03-10 08:59,136-ABC,35 lb-ft,,4.5 bar, ok ,XX104379,SUP-07,WO14379,SEN-008,0.987,Human,TL-030,C,Material,V2,2026-03-01
M11380,PAINT-1,STN-01,2026-03-10 09:00,134-ABC,35 lb-ft,85C,65 psi,na,XX104380,SUP-11,WO14380,SEN-007,1.01,Human,TL-012,,NA,v1,2026-01-01
M11381,TRIM-1,STN-04,2026-03-10 09:01,114-ABC,50Nm,40 C,65 psi,Repair,XX104381,SUP-05,WO14381,SEN-008,1.01,Human,TL-018,A,Paint,v1,2026-03-01
M11382,GA-1,STN-05,2026-03-10 09:02,100-ABC,60 nm,85C,4.5 bar,None,XX104382,SUP-16,WO14382,SEN-006,0.981,Human,TL-028,C,Paint,v1,2026-03-01
M11383,GA-1,STN-04,2026-03-10 09:03,130-ABC,,95 F,5 bar,reject,XX104383,SUP-01,WO14383,SEN-009,0.992,Human,TL-020,B,NA,V1,2025-12-31
M11384,TRIM-1,STN-02,2026-03-10 09:04,107-ABC,60 nm,40 C,4.5 bar,None,XX104384,SUP-14,WO14384,SEN-008,0.988,Human,TL-010,B,Paint,V2,2026-03-01
M11385,PAINT-1,STN-01,2026-03-10 09:05,125-ABC,60 nm,104F,4.5 bar,reject,XX104385,SUP-12,WO14385,SEN-005,1.005,Automated,TL-030,C,Paint,V1,2026-03-01
M11386,PAINT-1, stn-05 ,2026-03-10 09:06,114-ABC,35 lb-ft,85C,5 bar,reject,XX104386,SUP-11,WO14386,SEN-008,0.987,Human,TL-027,A,Dimension,V1,2025-12-31
M11387,PAINT-1,STN-01,2026-03-10 09:07,101-ABC,,,65 psi,Repair,XX104387,SUP-16,WO14387,SEN-004,1.023,Automated,TL-999,,Paint,V1,2026-03-01
M11388,GA-1,STN-01,2026-03-10 09:08,136-ABC,45.0 ,40 C,5 bar,OK,XX104388,SUP-18,WO14388,SEN-004,0.981,Automated,TL-016,A,Paint,V1,2026-01-01
M11389,PAINT-1,STN-05,2026-03-10 09:09,139-ABC,45.0 ,104F,4.5 bar, ok ,XX104389,SUP-14,WO14389,SEN-009,1.022,Human,TL-006,C,Dimension,V2,2025-12-31
M11390,GA-1,STN-04,2026-03-10 09:10,105-ABC,45.0 ,85 C,5 bar, ok ,XX104390,SUP-09,WO14390,SEN-005,0.997,Automated,TL-028,B,NA,v1,2026-01-01
M11391,PAINT-1, stn-05 ,2026-03-10 09:11,132-ABC,35 lb-ft,,5 bar,None,XX104391,SUP-13,WO14391,SEN-006,0.985,Human,TL-023,B,Paint,V1,2025-12-31
M11392,PAINT-1, stn-05 ,2026-03-10 09:12,140-ABC,45.0 ,104F,4.5 bar,OK,XX104392,SUP-06,WO14392,SEN-004,0.98,Automated,TL-002,B,Dimension,V1,2025-12-31
M11393,PAINT-1, stn-05 ,2026-03-10 09:13,127-ABC,45.0 ,85 C,5 bar,na,XX104393,SUP-20,WO14393,SEN-002,1.019,Automated,TL-008,C,Material,V1,2026-01-01
M11394,PAINT-1,Stn-03,2026-03-10 09:14,138-ABC,45,,4.5 bar,Repair,XX104394,SUP-05,WO14394,SEN-005,1.017,Human,TL-028,A,Weld,v1,2025-12-31
M11395,GA-1,STN-05,2026-03-10 09:15,120-ABC,,104F,5 bar,Repair,XX104395,SUP-17,WO14395,SEN-003,0.996,Human,TL-002,C,Material,V2,2026-03-01
M11396,PAINT-1,STN-03,2026/03/10 09:16,144-ABC,45.0 ,40 C,65 psi, ok ,XX104396,SUP-20,WO14396,SEN-009,0.982,Automated,TL-004,,Paint,V1,2026-03-01
M11397,GA-2,STN-05,2026-03-10 09:17,136-ABC,60 nm,104F,5 bar,OK,XX104397,SUP-08,WO14397,SEN-004,1.007,Human,TL-017,A,NA,V1,2026-01-01
M11398,TRIM-1,Stn-03,2026-03-10 09:18,113-ABC,45.0 ,85 C,4.5 bar,Repair,XX104398,SUP-14,WO14398,SEN-004,1.022,Automated,TL-003,,Material,v1,2026-01-01
M11399,GA-1, stn-05 ,2026-03-10 09:19,117-ABC,,104F,65 psi,None,XX104399,SUP-06,WO14399,SEN-010,0.998,Human,TL-003,B,NA,v1,2026-01-01
M11400,TRIM-1,STN-01,2026-03-10 09:20,101-ABC,35 lb-ft,95 F,5 bar, ok ,XX104400,SUP-05,WO14400,SEN-003,0.972,Automated,TL-021,,NA,V1,2026-01-01
M11401,TRIM-1,STN-03,2026-03-10 09:21,131-ABC,35 lb-ft,85 C,4.5 bar,Repair,XX104401,SUP-18,WO14401,SEN-001,1.03,Automated,TL-018,A,Dimension,V1,2025-12-31
M11402,PAINT-1,STN-03,2026-03-10 09:22,110-ABC,45.0 ,95 F,5 bar, ok ,XX104402,SUP-02,WO14402,SEN-006,0.976,Automated,TL-020,,Dimension,V1,2025-12-31
M11403,GA-2,STN-02,2026-03-10 09:23,133-ABC,45,104F,65 psi,na,XX104403,SUP-09,WO14403,SEN-001,1.024,Automated,TL-018,C,NA,V2,2026-01-01
M11404,TRIM-1,STN-02,2026-03-10 09:24,119-ABC,35 lb-ft,85 C,4.5 bar,None,XX104404,SUP-06,WO14404,SEN-009,1.029,Automated,TL-025,B,NA,V1,2026-01-01
M11405,PAINT-1,Stn-03,2026-03-10 09:25,128-ABC,35 lb-ft,85C,5 bar,OK,XX104405,SUP-16,WO14405,SEN-003,1.006,Automated,TL-015,B,NA,v1,2026-03-01
M11406,PAINT-1,STN-01,2026-03-10 09:26,131-ABC,60 nm,104F,65 psi,Reject,XX104406,SUP-14,WO14406,SEN-006,0.996,Human,TL-023,,Dimension,V1,2026-01-01
M11407,PAINT-1,STN-03,2026-03-10 09:27,101-ABC,45.0 ,40 C,65 psi, ok ,XX104407,SUP-04,WO14407,SEN-002,1.027,Automated,TL-014,A,NA,V1,2026-03-01
M11408,TRIM-1,STN-04,2026-03-10 09:28,124-ABC,35 lb-ft,,4.5 bar, ok ,XX104408,SUP-17,WO14408,SEN-006,1.014,Human,TL-006,A,Paint,V1,2026-01-01
M11409,GA-1,STN-05,2026-03-10 09:29,114-ABC,,95 F,65 psi,OK,XX104409,SUP-18,WO14409,SEN-005,1.013,Human,TL-027,B,Dimension,v1,2025-12-31
M11410,GA-1,STN-02,2026-03-10 09:30,115-ABC,35 lb-ft,104F,4.5 bar, ok ,XX104410,SUP-20,WO14410,SEN-005,0.999,Automated,TL-025,A,Dimension,v1,2026-01-01
M11411,PAINT-1,Stn-03,2026-03-10 09:31,147-ABC,50Nm,85C,5 bar,reject,XX104411,SUP-12,WO14411,SEN-007,1.0,Human,TL-019,A,Weld,v1,2025-12-31
M11412,GA-2,STN-01,2026-03-10 09:32,126-ABC,45.0 ,85C,4.5 bar,None,XX104412,SUP-09,WO14412,SEN-007,0.988,Human,TL-002,C,NA,v1,2026-03-01
M11413,GA-1,STN-05,2026-03-10 09:33,113-ABC,45.0 ,85 C,65 psi, ok ,XX104413,SUP-01,WO14413,SEN-005,0.982,Automated,TL-008,C,NA,v1,2025-12-31
M11414,GA-1,STN-03,2026-03-10 09:34,107-ABC,35 lb-ft,,4.5 bar,Reject,XX104414,SUP-16,WO14414,SEN-008,0.997,Automated,TL-026,B,Paint,V2,2026-01-01
M11415,GA-2, stn-05 ,2026-03-10 09:35,147-ABC,35 lb-ft,40 C,65 psi,Repair,XX104415,SUP-01,WO14415,SEN-007,1.026,Human,TL-026,B,NA,V2,2025-12-31
M11416,GA-1,STN-05,2026-03-10 09:36,121-ABC,35 lb-ft,95 F,65 psi,Repair,XX104416,SUP-04,WO14416,SEN-010,0.983,Automated,TL-029,B,Paint,V2,2025-12-31
M11417,GA-2,Stn-03,2026-03-10 09:37,122-ABC,60 nm,85C,65 psi,reject,XX104417,SUP-14,WO14417,SEN-009,1.007,Automated,TL-024,B,Dimension,V1,2026-03-01
M11418,GA-1,Stn-03,2026-03-10 09:38,139-ABC,60 nm,,4.5 bar,reject,XX104418,SUP-01,WO14418,SEN-003,0.982,Automated,TL-008,C,NA,V2,2026-01-01
M11419,PAINT-1,STN-02,2026-03-10 09:39,129-ABC,50Nm,95 F,5 bar,na,XX104419,SUP-19,WO14419,SEN-010,0.979,Human,TL-001,C,NA,V2,2025-12-31
M11420,PAINT-1, stn-05 ,2026-03-10 09:40,106-ABC,,95 F,4.5 bar,Reject,XX104420,SUP-18,WO14420,SEN-006,0.975,Human,TL-008,B,Paint,v1,2025-12-31
M11421,GA-1,STN-04,2026-03-10 09:41,107-ABC,,,65 psi,Reject,XX104421,SUP-08,WO14421,SEN-003,0.997,Automated,TL-023,,Material,V1,2025-12-31
M11422,GA-2,STN-04,2026-03-10 09:42,130-ABC,50Nm,104F,4.5 bar,OK,XX104422,SUP-17,WO14422,SEN-006,0.972,Automated,TL-025,,NA,V2,2026-01-01
M11423,PAINT-1,STN-01,2026-03-10 09:43,110-ABC,45.0 ,95 F,65 psi,Reject,XX104423,SUP-11,WO14423,SEN-009,1.028,Automated,TL-010,C,Weld,V2,2026-03-01
M11424,PAINT-1,STN-01,2026-03-10 09:44,106-ABC,,40 C,4.5 bar,na,XX104424,SUP-04,WO14424,SEN-002,0.981,Automated,TL-018,A,Material,v1,2026-01-01
M11425,TRIM-1,STN-01,2026-03-10 09:45,111-ABC,,104F,5 bar,None,XX104425,SUP-07,WO14425,SEN-006,0.993,Automated,TL-016,A,Dimension,V2,2026-01-01
M11426,GA-2,STN-03,2026-03-10 09:46,101-ABC,50Nm,40 C,4.5 bar,Repair,XX104426,SUP-03,WO14426,SEN-004,0.993,Human,TL-026,B,Weld,V2,2025-12-31
M11427,GA-2,STN-04,2026-03-10 09:47,112-ABC,35 lb-ft,85 C,65 psi,OK,XX104427,SUP-07,WO14427,SEN-004,1.002,Automated,TL-008,B,Dimension,V2,2025-12-31
M11428,GA-2,STN-04,2026-03-10 09:48,105-ABC,60 nm,,5 bar,reject,XX104428,SUP-13,WO14428,SEN-004,1.002,Human,TL-011,C,Dimension,V1,2026-01-01
M11429,GA-1,STN-02,2026-03-10 09:49,142-ABC,45.0 ,,4.5 bar, ok ,XX104429,SUP-04,WO14429,SEN-010,1.005,Human,TL-999,A,Weld,V2,2026-01-01
M11430,TRIM-1, stn-05 ,2026-03-10 09:50,137-ABC,50Nm,85C,5 bar,na,XX104430,SUP-17,WO14430,SEN-007,0.977,Human,TL-010,,Paint,v1,2025-12-31
M11431,GA-1,STN-04,2026-03-10 09:70,108-ABC,35 lb-ft,40 C,65 psi, ok ,XX104431,SUP-08,WO14431,SEN-010,1.029,Automated,TL-004,C,Material,V1,2026-03-01
M11432,GA-1, stn-05 ,2026-03-10 09:52,122-ABC,45.0 ,95 F,5 bar, ok ,XX104432,SUP-03,WO14432,SEN-008,1.005,Automated,TL-010,A,Dimension,V1,2025-12-31
M11433,GA-1, stn-05 ,2026-03-10 09:53,108-ABC,,40 C,5 bar,OK,XX104433,SUP-03,WO14433,SEN-005,1.012,Human,TL-019,C,Material,V1,2025-12-31
M11434,GA-1,STN-05,2026-03-10 09:54,101-ABC,45,40 C,4.5 bar,Repair,XX104434,SUP-14,WO14434,SEN-003,1.01,Human,TL-003,C,Dimension,v1,2026-01-01
M11435,GA-1,STN-05,2026-03-10 09:55,119-ABC,60 nm,,65 psi,OK,XX104435,SUP-12,WO14435,SEN-009,0.991,Automated,TL-008,A,NA,v1,2025-12-31
M11436,TRIM-1,STN-03,2026-03-10 09:56,114-ABC,35 lb-ft,,65 psi, ok ,XX104436,SUP-03,WO14436,SEN-001,0.992,Human,TL-006,A,Material,V2,2026-01-01
M11437,GA-2,STN-01,2026-03-10 09:57,108-ABC,45.0 ,104F,65 psi,Reject,XX104437,SUP-09,WO14437,SEN-007,0.999,Human,TL-028,,NA,v1,2025-12-31
M11438,TRIM-1, stn-05 ,2026-03-10 09:58,102-ABC,35 lb-ft,,65 psi,na,XX104438,SUP-15,WO14438,SEN-010,1.006,Human,TL-017,A,Paint,v1,2026-03-01
M11439,GA-2,STN-02,2026-03-10 09:59,105-ABC,45,95 F,65 psi, ok ,XX104439,SUP-10,WO14439,SEN-003,0.986,Human,TL-005,A,Material,V1,2025-12-31
M11440,PAINT-1,Stn-03,2026-03-10 10:00,113-ABC,45.0 ,95 F,65 psi,None,XX104440,,WO14440,SEN-006,0.999,Automated,TL-007,,Weld,v1,2026-01-01
M11441,TRIM-1,STN-04,2026-03-10 10:01,126-ABC,45.0 ,40 C,65 psi,OK,XX104441,SUP-01,WO14441,SEN-003,0.973,Human,TL-026,C,Dimension,v1,2025-12-31
M11442,PAINT-1,STN-05,2026-03-10 10:02,113-ABC,50Nm,85 C,4.5 bar,Reject,XX104442,SUP-16,WO14442,SEN-007,0.979,Human,TL-003,B,Material,V1,2026-01-01
M11443,GA-2,Stn-03,2026-03-10 10:03,120-ABC,,85 C,5 bar,OK,XX104443,SUP-03,WO14443,SEN-001,0.999,Human,TL-001,B,Paint,V1,2026-01-01
M11444,GA-1,Stn-03,2026-03-10 10:04,128-ABC,45.0 ,95 F,65 psi,OK,XX104444,SUP-01,WO14444,SEN-001,1.0,Automated,TL-027,,NA,V1,2026-03-01
M11445,GA-2,STN-01,2026-03-10 10:05,142-ABC,50Nm,104F,5 bar,Reject,XX104445,SUP-02,WO14445,SEN-005,1.012,Automated,TL-010,C,Material,V2,2026-01-01
M11446,GA-1,STN-03,2026-03-10 10:06,115-ABC,,85 C,4.5 bar,reject,XX104446,SUP-12,WO14446,SEN-009,0.978,Automated,TL-015,A,Material,V1,2026-01-01
M11447,GA-1,STN-04,2026-03-10 10:07,130-ABC,60 nm,85C,4.5 bar,reject,XX104447,SUP-13,WO14447,SEN-010,1.002,Human,TL-007,,Weld,v1,2025-12-31
M11448,GA-2,STN-02,2026-03-10 10:08,101-ABC,60 nm,40 C,65 psi,reject,XX104448,SUP-04,WO14448,SEN-003,0.977,Human,TL-013,,Material,V1,2026-01-01
M11449,TRIM-1,STN-02,2026-03-10 10:09,121-ABC,45.0 ,104F,4.5 bar,None,XX104449,SUP-01,WO14449,SEN-004,0.994,Human,TL-030,A,Dimension,V1,2025-12-31
M11450,GA-1,STN-03,2026-03-10 10:10,113-ABC,35 lb-ft,,65 psi,OK,XX104450,SUP-12,WO14450,SEN-002,0.974,Human,TL-014,B,Dimension,V1,2025-12-31
M11451,GA-2,STN-02,2026-03-10 10:11,112-ABC,,,65 psi,None,XX104451,SUP-17,WO14451,SEN-008,1.023,Human,TL-025,A,Dimension,v1,2026-01-01
M11452,GA-2,Stn-03,2026-03-10 10:12,114-ABC,50Nm,85 C,65 psi,Reject,XX104452,SUP-15,WO14452,SEN-009,1.002,Human,TL-012,A,Dimension,V1,2026-01-01
M11453,PAINT-1,STN-04,2026-03-10 10:13,103-ABC,45,104F,5 bar,reject,XX104453,SUP-13,WO14453,SEN-002,0.975,Human,TL-027,A,Material,v1,2026-03-01
M11454,TRIM-1,STN-02,2026-03-10 10:14,119-ABC,45,,4.5 bar,Repair,XX104454,SUP-05,WO14454,SEN-001,0.973,Human,TL-018,A,Material,V1,2025-12-31
M11455,GA-2, stn-05 ,2026-03-10 10:15,129-ABC,,40 C,5 bar,Repair,XX104455,SUP-09,WO14455,SEN-008,1.01,Human,TL-001,B,Dimension,v1,2026-03-01
M11456,PAINT-1,Stn-03,2026-03-10 10:16,110-ABC,,95 F,65 psi,OK,XX104456,SUP-04,WO14456,SEN-010,0.999,Automated,TL-014,B,Material,V2,2026-03-01
M11457,TRIM-1,STN-04,2026-03-10 10:17,132-ABC,45.0 ,104F,4.5 bar,OK,XX104457,SUP-10,WO14457,SEN-008,1.007,Human,TL-018,,NA,V2,2026-01-01
M11458,PAINT-1,STN-01,2026-03-10 10:18,136-ABC,50Nm,104F,4.5 bar,na,XX104458,SUP-19,WO14458,SEN-009,0.986,Automated,TL-017,A,Paint,V2,2026-03-01
M11459,TRIM-1,STN-02,2026-03-10 10:19,125-ABC,60 nm,95 F,4.5 bar, ok ,XX104459,SUP-12,WO14459,SEN-002,1.015,Human,TL-006,C,Material,v1,2026-03-01
M11460,PAINT-1,STN-01,2026-03-10 10:20,103-ABC,45,104F,5 bar,na,XX104460,SUP-06,WO14460,SEN-004,1.028,Automated,TL-020,,Weld,V2,2026-03-01
M11461,GA-1,STN-05,2026-03-10 10:21,133-ABC,45.0 ,85C,5 bar,Reject,XX104461,SUP-19,WO14461,SEN-001,0.984,Human,TL-019,C,Dimension,V1,2026-01-01
M11462,PAINT-1,STN-02,2026-03-10 10:22,120-ABC,,85 C,65 psi,None,XX104462,SUP-20,WO14462,SEN-006,0.99,Human,TL-030,,Dimension,V2,2026-03-01
M11463,TRIM-1,Stn-03,2026-03-10 10:23,109-ABC,45,,65 psi,Reject,XX104463,SUP-19,WO14463,SEN-003,0.985,Automated,TL-017,A,Weld,V1,2026-01-01
M11464,TRIM-1,STN-03,2026-03-10 10:24,136-ABC,50Nm,104F,4.5 bar,None,XX104464,SUP-02,WO14464,SEN-005,0.977,Automated,TL-022,A,Paint,V2,2025-12-31
M11465,TRIM-1,STN-01,2026-03-10 10:25,138-ABC,45,95 F,5 bar,OK,XX104465,SUP-12,WO14465,SEN-001,0.992,Human,TL-008,C,Dimension,V2,2026-01-01
M11466,PAINT-1,STN-02,2026-03-10 10:26,118-ABC,50Nm,104F,5 bar,reject,XX104466,SUP-15,WO14466,SEN-008,0.989,Human,TL-008,,Weld,v1,2025-12-31
M11467,GA-2,STN-01,2026-03-10 10:27,139-ABC,35 lb-ft,85C,4.5 bar,Reject,XX104467,SUP-16,WO14467,SEN-007,1.005,Human,TL-028,B,Paint,V1,2026-01-01
M11468,PAINT-1,STN-04,2026-03-10 10:28,149-ABC,45.0 ,,4.5 bar,Repair,XX104468,SUP-18,WO14468,SEN-006,0.978,Automated,TL-012,B,Paint,V2,2025-12-31
M11469,PAINT-1,STN-04,2026-03-10 10:29,110-ABC,,85 C,65 psi,Reject,XX104469,SUP-01,WO14469,SEN-007,0.999,Human,TL-012,A,Paint,v1,2025-12-31
M11470,TRIM-1,STN-04,2026-03-10 10:30,105-ABC,60 nm,85 C,4.5 bar,na,XX104470,SUP-07,WO14470,SEN-005,1.026,Human,TL-012,B,Paint,v1,2025-12-31
M11471,GA-2,STN-01,2026-03-10 10:31,101-ABC,50Nm,,4.5 bar,reject,XX104471,SUP-04,WO14471,SEN-001,0.996,Automated,TL-002,B,Dimension,v1,2025-12-31
M11472,GA-2,STN-01,2026-03-10 10:32,131-ABC,60 nm,95 F,4.5 bar,reject,XX104472,SUP-05,WO14472,SEN-002,0.979,Human,TL-022,,Paint,V1,2026-03-01
M11473,PAINT-1,Stn-03,2026-03-10 10:33,116-ABC,60 nm,40 C,5 bar,Repair,XX104473,SUP-11,WO14473,SEN-005,1.007,Automated,TL-005,A,Weld,V2,2026-03-01
M11474,GA-2,STN-05,2026-03-10 10:34,116-ABC,35 lb-ft,85C,65 psi,Reject,XX104474,SUP-10,WO14474,SEN-002,0.982,Human,TL-015,B,NA,v1,2026-01-01
M11475,GA-2,STN-02,2026-03-10 10:35,147-ABC,35 lb-ft,95 F,5 bar,OK,XX104475,SUP-11,WO14475,SEN-005,0.993,Human,TL-999,A,Paint,V2,2026-01-01
M11476,GA-1,STN-05,2026-03-10 10:36,146-ABC,,104F,65 psi,OK,XX104476,SUP-20,WO14476,SEN-002,0.991,Automated,TL-029,A,Dimension,V1,2026-01-01
M11477,GA-1,STN-05,2026-03-10 10:37,138-ABC,50Nm,40 C,5 bar,reject,XX104477,SUP-12,WO14477,SEN-010,0.97,Automated,TL-007,,Weld,V2,2025-12-31
M11478,PAINT-1,STN-05,2026-03-10 10:38,149-ABC,45,85 C,65 psi, ok ,XX104478,SUP-05,WO14478,SEN-007,1.005,Human,TL-027,B,Weld,V2,2026-03-01
M11479,PAINT-1,STN-03,2026-03-10 10:39,115-ABC,45.0 ,,4.5 bar,OK,XX104479,SUP-19,WO14479,SEN-008,0.997,Automated,TL-019,B,NA,V2,2026-03-01
M11480,PAINT-1,STN-03,2026-03-10 10:40,117-ABC,60 nm,85C,5 bar, ok ,XX104480,SUP-09,WO14480,SEN-009,0.988,Human,TL-030,C,NA,v1,2026-03-01
M11481,GA-1,STN-04,2026-03-10 10:41,145-ABC,35 lb-ft,85C,5 bar,None,XX104481,SUP-03,WO14481,SEN-004,1.004,Human,TL-025,B,Material,v1,2025-12-31
M11482,GA-1,STN-04,2026-03-10 10:42,100-ABC,50Nm,95 F,4.5 bar,na,XX104482,SUP-05,WO14482,SEN-006,1.024,Human,TL-025,,Dimension,V2,2026-01-01
M11483,GA-2,STN-03,2026-03-10 10:43,118-ABC,45.0 ,85C,65 psi,Reject,XX104483,SUP-06,WO14483,SEN-009,0.975,Automated,TL-028,A,Dimension,v1,2025-12-31
M11484,TRIM-1,Stn-03,2026-03-10 10:44,136-ABC,45,85C,4.5 bar,OK,XX104484,SUP-09,WO14484,SEN-006,1.021,Human,TL-016,C,Dimension,V1,2026-01-01
M11485,PAINT-1,STN-02,2026-03-10 10:45,140-ABC,,104F,5 bar,Reject,XX104485,SUP-17,WO14485,SEN-006,1.009,Human,TL-021,A,Paint,V1,2026-01-01
