Event_ID,VIN,Work_Order,Model,Line,Station,Timestamp,Part_Number,Supplier_Code,Operator_ID,Tool_ID,Shift,BOM_Status,Machine_ID,Planned_Time_Minutes,Run_Time_Minutes,Downtime_Minutes,Ideal_Cycle_Time,Total_Units,Reject_Units,Good_Units
M11284,MA1AB100000004284,WO14284,Hatch Z,TRIM-1, stn-05 ,2026-03-04 23:15,ENG-1430,SUP-062,EMP126,TL-076,A,Valid,MC-105,480,457,23,0.85,488,11,477
M11285,MA1AB100000004285,WO14285,Sedan X,GA-1,STN-05,2026-03-04 23:16,ENG-1160,SUP-040,EMP341,TL-025,C,Valid,MC-101,480,479,1,0.99,577,2,575
M11286,MA1AB100000004286,WO14286,Sedan X,GA-1,STN-03,2026-03-04 23:17,ENG-1370,SUP-103,EMP145,TL-026,B,Valid,MC-102,480,432,48,1.16,573,6,567
M11287,MA1AB100000004287,WO14287,Sedan X,PAINT-1, stn-05 ,2026-03-04 23:18,ENG-1182,SUP-093,EMP200,TL-007,A,Valid,MC-103,480,470,10,1.11,534,13,521
M11288,MA1AB100000004288,WO14288,SUV Pro,GA-2,STN-01,2026-03-04 23:20,ENG-1097,SUP-016,EMP257,TL-038,A,Valid,MC-104,480,463,17,0.91,517,7,510
M11289,MA1AB100000004289,WO14289,SUV Pro,TRIM-1,STN-05,2026-03-04 23:21,ENG-1045,SUP-172,EMP151,TL-007,,Valid,MC-105,480,478,2,1.13,599,3,596
M11290,MA1AB100000004290,WO14290,SUV Pro,PAINT-1, stn-05 ,2026-03-04 23:22,ENG-1393,SUP-081,EMP263,TL-059,,Valid,MC-101,480,449,31,0.9,574,7,567
M11291,MA1AB100000004291,WO14291,Hatch Z,TRIM-1,STN-02,2026-03-04 23:23,ENG-1383,SUP-079,EMP266,TL-039,A,Valid,MC-102,480,448,32,1.05,581,6,575
M11292,MA1AB100000004292,WO14292,Hatch Z,GA-2,STN-05,2026-03-04 23:25,ENG-1302,SUP-026,EMP172,TL-053,C,Valid,MC-103,480,439,41,1.07,533,5,528
M11293,MA1AB100000004293,WO14293,SUV Pro,GA-2,STN-01,2026-03-04 23:26,ENG-1213,SUP-079,EMP142,TL-080,A,Valid,MC-104,480,443,37,1.18,494,8,486
M11294,MA1AB100000004294,WO14294,Sedan X,TRIM-1,STN-01,2026-03-04 23:27,ENG-1469,SUP-178,EMP295,TL-083,,Valid,MC-105,480,434,46,0.96,464,13,451
M11295,MA1AB100000004295,WO14295,Hatch Z,GA-1,STN-01,2026-03-04 23:28,ENG-1030,SUP-193,EMP369,TL-082,B,Valid,MC-101,480,468,12,0.94,476,15,461
M11296,MA1AB100000004296,WO14296,Sedan X,PAINT-1,STN-02,2026-03-04 23:30,ENG-1409,SUP-190,EMP163,TL-052,B,Valid,MC-102,480,465,15,0.8,487,5,482
M11297,MA1AB100000004297,WO14297,SUV Pro,GA-2,STN-02,2026-03-04 23:31,ENG-1351,SUP-022,EMP355,TL-046,,Valid,MC-103,480,464,16,1.17,510,10,500
M11298,MA1AB100000004298,WO14298,Sedan X,TRIM-1,Stn-03,2026-03-04 23:32,ENG-1316,SUP-146,EMP295,TL-019,A,Valid,MC-104,480,442,38,0.83,576,12,564
M11299,MA1AB100000004299,WO14299,Hatch Z,GA-2, stn-05 ,2026-03-04 23:33,ENG-1138,SUP-128,EMP393,TL-091,A,Valid,MC-105,480,458,22,1.15,478,1,477
M11300,MA1AB100000004300,WO14300,Hatch Z,GA-1,STN-01,2026-03-04 23:35,ENG-1176,SUP-146,EMP217,TL-018,C,Valid,MC-101,480,461,19,0.87,460,5,455
M11301,MA1AB100000004301,WO14301,SUV Pro,GA-2,Stn-03,2026-03-04 23:36,ENG-1067,SUP-142,EMP333,TL-007,B,Valid,MC-102,480,445,35,0.86,591,12,579
M11302,MA1AB100000004302,WO14302,Sedan X,GA-2,STN-01,2026-03-04 23:37,ENG-1023,SUP-166,EMP337,TL-035,C,Valid,MC-103,480,454,26,0.95,554,13,541
M11303,MA1AB100000004303,WO14303,Hatch Z,TRIM-1, stn-05 ,2026-03-04 23:38,ENG-1065,SUP-066,EMP197,TL-072,,Valid,MC-104,480,456,24,0.94,461,13,448
M11304,MA1AB100000004304,WO14304,Sedan X,GA-2,STN-05,2026-03-04 23:40,ENG-1179,SUP-023,EMP251,TL-043,B,Valid,MC-105,480,430,50,1.15,489,5,484
M11305,MA1AB100000004305,WO14305,Hatch Z,GA-1,STN-03,2026-03-04 23:41,ENG-1346,SUP-132,EMP111,TL-091,B,Valid,MC-101,480,480,0,1.03,464,11,453
M11306,MA1AB100000004306,WO14306,Hatch Z,TRIM-1,STN-01,2026-03-04 23:42,ENG-1412,SUP-098,EMP122,TL-037,A,Valid,MC-102,480,477,3,0.8,598,8,590
M11307,MA1AB100000004307,WO14307,Sedan X,GA-2,STN-03,2026-03-04 23:43,ENG-1006,SUP-108,EMP283,TL-039,,Valid,MC-103,480,468,12,0.84,544,4,540
M11308,MA1AB100000004308,WO14308,SUV Pro,TRIM-1,Stn-03,2026-03-04 23:45,ENG-1204,SUP-178,EMP274,TL-006,A,Valid,MC-104,480,462,18,0.88,483,3,480
M11309,MA1AB100000004309,WO14309,SUV Pro,GA-1, stn-05 ,2026-03-04 23:46,ENG-1257,SUP-187,EMP399,TL-065,C,Valid,MC-105,480,459,21,0.97,591,12,579
M11310,MA1AB100000004310,WO14310,SUV Pro,TRIM-1, stn-05 ,2026-03-04 23:47,ENG-1132,SUP-053,EMP118,TL-013,,Valid,MC-101,480,462,18,1.18,589,2,587
M11311,MA1AB100000004311,WO14311,SUV Pro,PAINT-1,STN-04,2026-03-04 23:48,ENG-1412,SUP-035,EMP212,TL-066,,Valid,MC-102,480,478,2,0.96,537,1,536
M11312,MA1AB100000004312,WO14312,Hatch Z,TRIM-1, stn-05 ,2026-03-04 23:50,ENG-1450,SUP-098,EMP277,TL-055,B,Valid,MC-103,480,472,8,1.12,524,4,520
M11313,MA1AB100000004313,WO14313,Sedan X,GA-2,STN-04,2026-03-04 23:51,ENG-1337,SUP-014,EMP313,TL-083,B,Valid,MC-104,480,442,38,1.09,474,9,465
M11314,MA1AB100000004314,WO14314,Sedan X,GA-1,STN-01,2026-03-04 23:52,ENG-1050,SUP-187,EMP199,TL-072,,Valid,MC-105,480,453,27,1.19,600,13,587
M11315,MA1AB100000004315,WO14315,Sedan X,PAINT-1,STN-04,2026-03-04 23:53,ENG-1425,SUP-151,EMP241,TL-086,,Valid,MC-101,480,471,9,0.84,497,11,486
M11316,MA1AB100000004316,WO14316,Sedan X,GA-1,STN-02,2026-03-04 23:55,ENG-1260,SUP-005,EMP206,TL-043,A,Valid,MC-102,480,438,42,1.07,454,12,442
M11317,MA1AB100000004317,WO14317,Hatch Z,PAINT-1,Stn-03,2026-03-04 23:56,ENG-1266,SUP-151,EMP265,TL-094,B,Valid,MC-103,480,472,8,0.86,570,1,569
M11318,MA1AB100000004318,WO14318,Hatch Z,GA-2, stn-05 ,2026-03-04 23:57,ENG-1291,SUP-075,EMP257,TL-010,A,Valid,MC-104,480,438,42,0.85,487,12,475
M11319,MA1AB100000004319,WO14319,SUV Pro,TRIM-1,Stn-03,2026-03-04 23:58,ENG-1288,SUP-188,EMP124,TL-047,B,Valid,MC-105,480,446,34,1.02,535,3,532
M11320,MA1AB100000004320,WO14320,SUV Pro,TRIM-1,STN-02,2026-03-05 00:00,ENG-1287,SUP-062,EMP283,TL-012,,Valid,MC-101,480,464,16,1.19,489,2,487
M11321,MA1AB100000004321,WO14321,SUV Pro,GA-2, stn-05 ,2026-03-05 00:01,ENG-1028,SUP-145,EMP269,TL-094,B,Valid,MC-102,480,442,38,0.93,577,4,573
M11322,MA1AB100000004322,WO14322,Sedan X,TRIM-1,STN-04,2026-03-05 00:02,ENG-1004,SUP-143,EMP230,TL-066,,Valid,MC-103,480,430,50,0.89,546,13,533
M11323,MA1AB100000004323,WO14323,Hatch Z,TRIM-1,Stn-03,2026-03-05 00:03,ENG-1409,SUP-085,EMP294,TL-089,B,Valid,MC-104,480,463,17,0.93,483,0,483
M11324,MA1AB100000004324,WO14324,Hatch Z,GA-2,STN-03,2026-03-05 00:05,ENG-1396,SUP-170,EMP373,TL-085,B,Valid,MC-105,480,437,43,0.81,538,15,523
M11325,MA1AB100000004325,WO14325,Sedan X,GA-2, stn-05 ,2026/03/05 00:06,ENG-1274,SUP-001,EMP156,TL-068,B,Valid,MC-101,480,462,18,1.15,500,3,497
M11326,MA1AB100000004326,WO14326,Sedan X,GA-2,STN-03,2026-03-05 00:07,ENG-1107,SUP-011,EMP323,TL-066,C,Valid,MC-102,480,436,44,1.16,580,5,575
M11327,MA1AB100000004327,WO14327,SUV Pro,PAINT-1, stn-05 ,2026-03-05 00:08,ENG-1482,SUP-109,EMP348,TL-053,,Valid,MC-103,480,465,15,0.85,530,14,516
M11328,MA1AB100000004328,WO14328,Hatch Z,GA-1,STN-05,2026-03-05 00:10,ENG-1485,SUP-103,EMP242,TL-042,B,Valid,MC-104,480,450,30,0.93,569,10,559
M11329,XX1 2 3 4,WO14329,SUV Pro,PAINT-1, stn-05 ,2026-03-05 00:11,ENG-1143,SUP-148,EMP266,TL-074,,Valid,MC-105,480,441,39,1.03,496,10,486
M11330,MA1AB100000004330,WO14330,SUV Pro,GA-2,STN-01,2026-03-05 00:12,ENG-1118,SUP-092,EMP202,TL-011,,Valid,MC-101,480,469,11,0.81,592,4,588
M11331,MA1AB100000004331,WO14331,SUV Pro,PAINT-1, stn-05 ,2026-03-05 00:13,ENG-1403,SUP-182,EMP268,TL-077,B,Valid,MC-102,480,472,8,0.86,517,8,509
M11332,MA1AB100000004332,WO14332,Hatch Z,TRIM-1,STN-03,2026-03-05 00:15,ENG-1275,SUP-182,EMP334,TL-036,A,Valid,MC-103,480,461,19,1.02,484,4,480
M11333,MA1AB100000004333,WO14333,Hatch Z,GA-1, stn-05 ,2026-03-05 00:16,ENG-1325,SUP-075,EMP369,TL-050,B,Valid,MC-104,480,456,24,0.85,537,3,534
M11334,MA1AB100000004334,WO14334,SUV Pro,TRIM-1,STN-03,2026-03-05 00:17,ENG-1389,SUP-031,EMP160,TL-079,,Valid,MC-105,480,430,50,0.82,559,12,547
M11335,MA1AB100000004335,WO14335,SUV Pro,PAINT-1,STN-03,2026-03-05 00:18,ENG-1114,SUP-069,EMP308,TL-046,C,Valid,MC-101,480,437,43,0.89,476,15,461
M11336,MA1AB100000004336,WO14336,Sedan X,PAINT-1,Stn-03,2026-03-05 00:20,ENG-1328,SUP-112,EMP259,TL-015,,Valid,MC-102,480,454,26,1.03,548,4,544
M11337,MA1AB100000004337,WO14337,SUV Pro,TRIM-1,STN-02,2026-03-05 00:21,ENG-1478,SUP-185,EMP104,TL-007,B,Valid,MC-103,480,445,35,0.85,533,5,528
M11338,MA1AB100000004338,WO14338,SUV Pro,GA-2,STN-01,2026-03-05 00:22,ENG-1427,SUP-029,EMP302,TL-999,B,Valid,MC-104,480,461,19,0.92,571,8,563
M11339,MA1AB100000004339,WO14339,Sedan X,GA-1,Stn-03,2026-03-05 00:23,ENG-1377,SUP-084,EMP394,TL-061,B,Valid,MC-105,480,449,31,1.04,501,4,497
M11340,MA1AB100000004340,WO14340,Sedan X,PAINT-1,STN-02,2026-03-05 00:25,ENG-1064,SUP-135,EMP243,TL-098,B,Valid,MC-101,480,464,16,0.99,534,8,526
M11341,MA1AB100000004341,WO14341,SUV Pro,GA-2,STN-04,2026-03-05 00:26,ENG-1195,SUP-106,EMP383,TL-007,C,Valid,MC-102,480,455,25,1.19,589,15,574
M11342,MA1AB100000004342,WO14342,SUV Pro,GA-1,STN-01,2026-03-05 00:27,ENG-1411,SUP-163,EMP359,TL-005,C,Valid,MC-103,480,468,12,1.11,598,0,598
M11343,MA1AB100000004343,WO14343,Sedan X,GA-2,STN-02,2026-03-05 00:28,ENG-1465,SUP-077,EMP383,TL-001,A,Valid,MC-104,480,464,16,1.1,508,12,496
M11344,MA1AB100000004344,WO14344,SUV Pro,GA-2,STN-04,2026-03-05 00:30,ENG-1382,SUP-062,EMP291,TL-068,,Valid,MC-105,480,472,8,1.03,539,15,524
M11345,MA1AB100000004345,WO14345,SUV Pro,TRIM-1,STN-01,2026-03-05 00:31,ENG-1475,SUP-089,EMP267,TL-034,C,Valid,MC-101,480,461,19,1.17,491,14,477
M11346,MA1AB100000004346,WO14346,SUV Pro,GA-1,STN-03,2026-03-05 00:32,ENG-1125,SUP-150,EMP178,TL-051,A,Valid,MC-102,480,479,1,1.19,511,3,508
M11347,MA1AB100000004347,WO14347,Hatch Z,TRIM-1,STN-04,2026-03-05 00:33,ENG-1438,SUP-069,EMP306,TL-082,B,Valid,MC-103,480,458,22,1.12,469,9,460
M11348,MA1AB100000004348,WO14348,SUV Pro,GA-2,STN-01,2026-03-05 00:35,ENG-1322,SUP-086,EMP205,TL-051,C,Valid,MC-104,480,479,1,1.02,547,1,546
M11349,MA1AB100000004349,WO14349,Hatch Z,GA-1,STN-01,2026-03-05 00:36,ENG-1306,SUP-177,EMP178,TL-091,C,Valid,MC-105,480,473,7,0.96,539,10,529
M11350,MA1AB100000004350,WO14350,SUV Pro,TRIM-1, stn-05 ,2026-03-05 00:37,ENG-1001,SUP-161,EMP178,TL-065,C,Valid,MC-101,480,469,11,1.08,559,7,552
M11351,MA1AB100000004351,WO14351,Hatch Z,GA-1,STN-02,2026-03-05 00:38,ENG-1043,SUP-092,EMP264,TL-093,B,Valid,MC-102,480,467,13,1.02,550,10,540
M11352,MA1AB100000004352,WO14352,Hatch Z,GA-2,Stn-03,2026-03-05 00:40,ENG-1010,SUP-173,EMP354,TL-059,C,Valid,MC-103,480,446,34,1.04,479,0,479
M11353,MA1AB100000004353,WO14353,SUV Pro,GA-2,STN-01,2026-03-05 00:41,ENG-1468,SUP-041,EMP297,TL-024,,Valid,MC-104,480,447,33,1.19,487,0,487
M11354,MA1AB100000004354,WO14354,SUV Pro,GA-2,STN-05,2026-03-05 00:42,ENG-1189,SUP-102,EMP344,TL-083,C,Valid,MC-105,480,468,12,0.91,591,12,579
M11355,MA1AB100000004355,WO14355,SUV Pro,TRIM-1,STN-01,2026-03-05 00:43,ENG-1228,SUP-144,EMP111,TL-062,C,Valid,MC-101,480,472,8,0.93,486,2,484
M11356,MA1AB100000004356,WO14356,Sedan X,GA-1,STN-05,2026-03-05 00:45,ENG-1258,SUP-017,EMP333,TL-062,C,Valid,MC-102,480,430,50,0.84,530,8,522
M11357,MA1AB100000004357,WO14357,SUV Pro,GA-1,STN-02,2026-03-05 00:46,ENG-1293,SUP-174,EMP241,TL-039,A,Valid,MC-103,480,474,6,0.94,473,0,473
M11358,MA1AB100000004358,WO14358,SUV Pro,GA-2,STN-03,2026-03-05 00:47,ENG-1105,SUP-173,EMP151,TL-055,C,Valid,MC-104,480,430,50,1.0,576,0,576
M11359,MA1AB100000004359,WO14359,Hatch Z,GA-2,STN-05,2026-03-05 00:48,ENG-1388,SUP-173,EMP225,TL-067,C,Valid,MC-105,480,464,16,0.92,458,12,446
M11360,MA1AB100000004360,WO14360,Hatch Z,TRIM-1,STN-03,2026-03-05 00:50,ENG-1225,SUP-114,EMP322,TL-045,,Valid,MC-101,480,455,25,0.93,585,0,585
M11361,MA1AB100000004361,WO14361,SUV Pro,GA-1,STN-04,2026-03-05 00:51,ENG-1009,SUP-093,EMP266,TL-039,C,Valid,MC-102,480,469,11,1.17,540,15,525
M11362,MA1AB100000004362,WO14362,Hatch Z,GA-2, stn-05 ,2026-03-05 00:52,ENG-1427,SUP-079,EMP213,TL-099,,Valid,MC-103,480,455,25,0.99,588,5,583
M11363,MA1AB100000004363,WO14363,Hatch Z,TRIM-1, stn-05 ,2026-03-05 00:53,ENG-1252,SUP-027,EMP272,TL-053,B,Valid,MC-104,480,475,5,1.14,516,3,513
M11364,MA1AB100000004364,WO14364,Sedan X,GA-1,Stn-03,2026-03-05 00:55,ENG-1298,SUP-069,EMP127,TL-063,,Valid,MC-105,480,471,9,0.89,541,2,539
M11365,MA1AB100000004365,WO14365,Hatch Z,GA-2,STN-03,2026-03-05 00:56,ENG-1442,SUP-029,EMP277,TL-027,C,Valid,MC-101,480,474,6,0.92,473,5,468
M11366,MA1AB100000004366,WO14366,Hatch Z,TRIM-1,STN-04,2026-03-05 00:57,ENG-1063,SUP-014,EMP124,TL-015,A,Valid,MC-102,480,468,12,1.15,589,7,582
M11367,MA1AB100000004367,WO14367,SUV Pro,PAINT-1,STN-04,2026-03-05 00:58,ENG-1232,SUP-059,EMP247,TL-079,C,Valid,MC-103,480,447,33,0.93,487,0,487
M11368,MA1AB100000004368,WO14368,Sedan X,GA-1,Stn-03,2026-03-05 01:00,ENG-1457,SUP-169,EMP234,TL-089,,Valid,MC-104,480,436,44,1.15,450,10,440
M11369,MA1AB100000004369,WO14369,Sedan X,GA-2,STN-03,2026-03-05 01:01,ENG-1482,SUP-094,EMP339,TL-065,C,Valid,MC-105,480,431,49,0.82,546,2,544
M11370,MA1AB100000004370,WO14370,SUV Pro,PAINT-1,STN-01,2026-03-05 01:02,ENG-1114,SUP-088,EMP238,TL-083,,Valid,MC-101,480,448,32,1.06,551,2,549
M11371,MA1AB100000004371,WO14371,SUV Pro,GA-1,STN-04,2026-03-05 01:03,ENG-1273,SUP-085,EMP291,TL-060,B,Valid,MC-102,480,459,21,1.07,600,12,588
M11372,MA1AB100000004372,WO14372,Hatch Z,PAINT-1,STN-02,2026-03-05 01:05,ENG-1121,SUP-038,EMP374,TL-047,C,Valid,MC-103,480,454,26,1.1,545,2,543
M11373,MA1AB100000004373,WO14373,SUV Pro,GA-1,Stn-03,2026-03-05 01:06,ENG-1396,SUP-173,EMP398,TL-999,C,Valid,MC-104,480,477,3,0.84,462,12,450
M11374,MA1AB100000004374,WO14374,SUV Pro,PAINT-1,Stn-03,2026-03-05 01:07,ENG-1249,SUP-093,EMP356,TL-013,,Valid,MC-105,480,458,22,0.81,588,14,574
M11375,MA1AB100000004375,WO14375,SUV Pro,GA-1,STN-02,2026-03-05 01:08,ENG-1403,SUP-136,EMP234,TL-081,A,Valid,MC-101,480,455,25,1.11,485,13,472
M11376,MA1AB100000004376,WO14376,Sedan X,TRIM-1,STN-02,2026-03-05 01:10,ENG-1122,SUP-055,EMP254,TL-057,A,Valid,MC-102,480,472,8,1.03,511,3,508
M11377,MA1AB100000004377,WO14377,SUV Pro,GA-1,STN-04,2026-03-05 01:11,ENG-1052,SUP-065,EMP305,TL-076,,Valid,MC-103,480,456,24,0.9,561,10,551
M11378,MA1AB100000004378,WO14378,Hatch Z,GA-1,STN-03,2026-03-05 01:12,ENG-1373,SUP-127,EMP350,TL-093,B,Valid,MC-104,480,430,50,1.09,532,3,529
M11379,MA1AB100000004379,WO14379,SUV Pro,GA-1,STN-05,2026-03-05 01:13,ENG-1178,SUP-183,EMP263,TL-074,C,Valid,MC-105,480,476,4,1.11,490,3,487
M11380,MA1AB100000004380,WO14380,Sedan X,GA-2,STN-04,2026-03-05 01:15,ENG-1480,SUP-073,EMP290,TL-092,,Valid,MC-101,480,466,14,1.02,541,0,541
M11381,MA1AB100000004381,WO14381,Sedan X,GA-1,STN-04,2026-03-05 01:16,ENG-1013,SUP-049,EMP298,TL-013,A,Valid,MC-102,480,440,40,0.99,528,8,520
M11382,MA1AB100000004382,WO14382,Sedan X,TRIM-1,STN-03,2026-03-05 01:17,ENG-1315,SUP-174,EMP115,TL-085,A,Valid,MC-103,480,438,42,0.95,515,6,509
M11383,MA1AB100000004383,WO14383,Sedan X,TRIM-1, stn-05 ,2026-03-05 01:18,ENG-1018,SUP-099,EMP335,TL-074,C,Valid,MC-104,480,471,9,0.93,488,4,484
M11384,MA1AB100000004384,WO14384,Hatch Z,GA-1,STN-04,2026-03-05 01:20,ENG-1278,SUP-111,EMP191,TL-068,C,Valid,MC-105,480,465,15,0.8,517,6,511
M11385,MA1AB100000004385,WO14385,SUV Pro,GA-1,STN-04,2026-03-05 01:21,ENG-1462,SUP-181,EMP179,TL-015,C,Valid,MC-101,480,431,49,1.06,520,15,505
M11386,MA1AB100000004386,WO14386,Hatch Z,GA-2, stn-05 ,2026-03-05 01:22,ENG-1281,SUP-198,EMP399,TL-055,,Valid,MC-102,480,472,8,1.02,541,5,536
M11387,MA1AB100000004387,WO14387,SUV Pro,GA-2,STN-03,2026-03-05 01:23,ENG-1101,SUP-110,EMP349,TL-031,C,Valid,MC-103,480,473,7,1.01,492,13,479
M11388,MA1AB100000004388,WO14388,Hatch Z,PAINT-1, stn-05 ,2026-03-05 01:25,ENG-1269,SUP-153,EMP308,TL-006,,Valid,MC-104,480,475,5,1.0,586,8,578
M11389,MA1AB100000004389,WO14389,Sedan X,TRIM-1,STN-02,2026-03-05 01:26,ENG-1068,SUP-137,EMP375,TL-028,C,Valid,MC-105,480,480,0,0.86,508,13,495
M11390,MA1AB100000004390,WO14390,Sedan X,GA-2,STN-02,2026-03-05 01:27,ENG-1410,SUP-089,EMP154,TL-097,B,Valid,MC-101,480,460,20,0.92,542,3,539
M11391,MA1AB100000004391,WO14391,Hatch Z,GA-1,STN-01,2026-03-05 01:28,ENG-1139,SUP-049,EMP124,TL-078,,Valid,MC-102,480,457,23,1.07,520,8,512
M11392,MA1AB100000004392,WO14392,SUV Pro,GA-2,STN-04,2026-03-05 01:30,ENG-1325,SUP-080,EMP216,TL-056,,Valid,MC-103,480,469,11,0.97,590,6,584
M11393,MA1AB100000004393,WO14393,Hatch Z,GA-2,STN-03,2026-03-05 01:31,ENG-1245,SUP-183,EMP390,TL-053,,Valid,MC-104,480,478,2,1.04,486,1,485
M11394,MA1AB100000004394,WO14394,Sedan X,PAINT-1,STN-05,2026-03-05 01:32,ENG-1493,SUP-006,EMP200,TL-091,A,Valid,MC-105,480,450,30,0.81,486,9,477
M11395,MA1AB100000004395,WO14395,Hatch Z,GA-1,STN-04,2026-03-05 01:33,ENG-1344,SUP-185,EMP216,TL-047,,Valid,MC-101,480,461,19,1.19,588,4,584
M11396,MA1AB100000004396,WO14396,SUV Pro,GA-2,STN-04,2026-03-05 01:35,ENG-1422,SUP-007,EMP362,TL-023,C,Valid,MC-102,480,442,38,1.11,587,3,584
M11397,MA1AB100000004397,WO14397,Sedan X,TRIM-1,STN-02,2026-03-05 01:36,ENG-1459,SUP-187,EMP341,TL-076,C,Valid,MC-103,480,450,30,1.12,539,12,527
M11398,MA1AB100000004398,WO14398,Hatch Z,GA-1,STN-02,2026-03-05 01:37,ENG-1453,SUP-130,EMP367,TL-050,,Valid,MC-104,480,442,38,0.98,576,4,572
M11399,MA1AB100000004399,WO14399,Hatch Z,GA-1,STN-01,2026-03-05 01:38,ENG-1414,SUP-033,EMP165,TL-026,B,Valid,MC-105,480,455,25,1.09,543,2,541
M11400,MA1AB100000004400,WO14400,Sedan X,PAINT-1, stn-05 ,2026-03-05 01:40,ENG-1336,SUP-043,EMP265,TL-021,,Valid,MC-101,480,446,34,0.96,550,2,548
M11401,MA1AB100000004401,WO14401,Sedan X,GA-1,STN-05,2026-03-05 01:41,ENG-1250,SUP-165,EMP379,TL-073,B,Valid,MC-102,480,462,18,0.96,507,1,506
M11402,MA1AB100000004402,WO14402,SUV Pro,PAINT-1,STN-04,2026-03-05 01:42,ENG-1388,SUP-195,EMP263,TL-058,C,Valid,MC-103,480,455,25,0.85,532,9,523
M11403,MA1AB100000004403,WO14403,Hatch Z,PAINT-1,STN-04,2026-03-05 01:43,ENG-1468,SUP-096,EMP209,TL-024,C,Valid,MC-104,480,480,0,0.93,496,8,488
M11404,MA1AB100000004404,WO14404,Hatch Z,PAINT-1,STN-03,2026-03-05 01:45,ENG-1146,SUP-020,EMP156,TL-067,A,Valid,MC-105,480,442,38,1.11,520,1,519
M11405,MA1AB100000004405,WO14405,Hatch Z,PAINT-1,STN-01,2026-03-05 01:46,ENG-1109,SUP-098,EMP330,TL-025,A,Valid,MC-101,480,445,35,0.84,522,11,511
M11406,MA1AB100000004406,WO14406,Hatch Z,PAINT-1,STN-02,2026-03-05 01:47,ENG-1029,SUP-053,EMP382,TL-083,A,Valid,MC-102,480,450,30,0.95,495,9,486
M11407,MA1AB100000004407,WO14407,Hatch Z,GA-2,STN-04,2026-03-05 01:48,ENG-1428,SUP-185,EMP319,TL-066,C,Valid,MC-103,480,465,15,0.86,477,9,468
M11408,MA1AB100000004408,WO14408,Sedan X,PAINT-1,Stn-03,2026-03-05 01:50,ENG-1254,SUP-021,EMP233,TL-049,B,Valid,MC-104,480,440,40,0.8,591,15,576
M11409,MA1AB100000004409,WO14409,Sedan X,GA-1,STN-01,2026-03-05 01:51,ENG-1133,SUP-170,EMP367,TL-032,B,Valid,MC-105,480,459,21,0.91,533,5,528
M11410,MA1AB100000004410,WO14410,Sedan X,PAINT-1,STN-03,2026-03-05 01:52,ENG-1499,SUP-016,EMP149,TL-015,B,Valid,MC-101,480,452,28,0.84,555,15,540
M11411,MA1AB100000004411,WO14411,SUV Pro,GA-2,STN-05,2026-03-05 01:53,ENG-1106,SUP-100,EMP105,TL-026,A,Valid,MC-102,480,441,39,0.93,487,6,481
M11412,MA1AB100000004412,WO14412,Hatch Z,TRIM-1,Stn-03,2026-03-05 01:55,ENG-1202,SUP-075,EMP339,TL-062,A,Valid,MC-103,480,457,23,1.08,458,0,458
M11413,MA1AB100000004413,WO14413,Hatch Z,GA-1,STN-04,2026-03-05 01:56,ENG-1338,SUP-171,EMP347,TL-056,A,Valid,MC-104,480,433,47,1.13,464,2,462
M11414,MA1AB100000004414,WO14414,Hatch Z,GA-2,Stn-03,2026-03-05 01:57,ENG-1238,SUP-097,EMP173,TL-095,C,Valid,MC-105,480,433,47,0.96,494,15,479
M11415,MA1AB100000004415,WO14415,Sedan X,TRIM-1,STN-04,2026-03-05 01:58,ENG-1334,SUP-124,EMP133,TL-082,,Valid,MC-101,480,461,19,1.0,535,12,523
M11416,MA1AB100000004416,WO14416,Sedan X,GA-1,STN-04,2026-03-05 02:00,ENG-1075,SUP-011,EMP244,TL-070,,Valid,MC-102,480,434,46,0.95,523,1,522
M11417,MA1AB100000004417,WO14417,Hatch Z,GA-1, stn-05 ,2026-03-05 02:01,ENG-1153,SUP-027,EMP356,TL-050,B,Valid,MC-103,480,444,36,0.87,565,2,563
M11418,MA1AB100000004418,WO14418,Sedan X,GA-2,Stn-03,2026-03-05 02:02,ENG-1343,SUP-042,EMP298,TL-039,C,Valid,MC-104,480,430,50,0.84,491,14,477
M11419,MA1AB100000004419,WO14419,SUV Pro,PAINT-1,STN-05,2026-03-05 02:03,ENG-1219,SUP-120,EMP252,TL-014,A,Valid,MC-105,480,461,19,0.9,490,6,484
M11420,MA1AB100000004420,WO14420,SUV Pro,GA-1,STN-03,2026-03-05 02:05,ENG-1367,SUP-176,EMP218,TL-078,A,Valid,MC-101,480,463,17,1.18,543,10,533
M11421,MA1AB100000004421,WO14421,SUV Pro,PAINT-1,Stn-03,2026-03-05 02:06,ENG-1408,SUP-146,EMP116,TL-073,,Valid,MC-102,480,446,34,0.82,562,11,551
M11422,MA1AB100000004422,WO14422,Hatch Z,GA-1,STN-02,2026-03-05 02:07,ENG-1152,SUP-034,EMP272,TL-085,A,Valid,MC-103,480,474,6,1.19,549,9,540
M11423,MA1AB100000004423,WO14423,Hatch Z,TRIM-1, stn-05 ,2026-03-05 02:08,ENG-1027,SUP-032,EMP382,TL-009,C,Valid,MC-104,480,474,6,1.04,518,1,517
M11424,MA1AB100000004424,WO14424,Hatch Z,GA-1,STN-02,2026-03-05 02:10,ENG-1203,SUP-140,EMP172,TL-075,,Valid,MC-105,480,432,48,0.86,556,15,541
